TSNE Component 1,TSNE Component 2,cluster,Beat
-19.603052,-3.068049,3,111
-19.288153,-3.3483825,3,112
-15.194815,-0.84171104,0,113
-16.233742,-0.50185204,0,114
-12.991009,2.8496885,0,121
-18.204924,-2.6390092,3,122
-17.517214,-1.88589,0,123
-16.401537,-1.1698242,0,124
-11.897472,0.15761441,0,131
-9.059001,5.3350453,1,132
-6.1923127,1.9504637,1,133
-7.754829,4.220576,1,211
-3.585451,-2.4516747,2,212
3.3933618,2.2276604,1,213
-3.8746734,4.926478,1,214
1.2431467,13.328815,1,215
4.413384,9.35799,1,221
-5.5803165,-2.4946852,2,222
-3.0512528,5.35505,1,223
4.641895,8.538071,1,224
4.664039,5.782524,1,225
7.192245,2.0972552,2,231
5.51029,9.190387,1,232
-5.7953334,9.817851,1,233
-9.735332,3.5518558,1,234
-1.0011898,15.600977,1,235
6.2004128,9.153894,1,311
5.1319976,-8.933811,2,312
8.358028,3.8915162,1,313
1.5631174,6.3721876,1,314
2.6933503,-10.109437,2,321
5.1821713,-4.408194,2,322
3.3008163,-7.443462,2,323
3.036902,-8.04748,2,324
4.355101,-6.2289467,2,331
4.7125354,-7.0595856,2,332
4.009572,5.1882257,1,333
6.589284,3.6310592,1,334
0.40737313,-3.3404784,2,411
-1.947096,-5.1125154,2,412
1.5777909,-4.5302854,2,413
0.5172203,-10.891172,2,414
2.26988,-13.915986,4,421
6.138111,-8.336849,2,422
1.0324062,-13.076177,2,423
6.658483,-6.0723295,2,424
1.1162112,-5.5761037,2,431
3.0300322,-5.0420947,2,432
2.666638,1.9185661,1,433
4.3729315,12.277848,1,434
0.12456045,-12.589618,2,511
3.4928184,-10.311871,2,512
-1.0201906,-10.602616,2,513
6.7348323,-9.028889,2,522
3.7774458,-8.538114,2,523
2.5148854,-5.818795,2,524
5.856371,-2.77342,2,531
9.425048,3.8546362,1,532
5.8791475,-10.259139,2,533
5.006598,-7.8443656,2,611
0.45985097,-11.692888,2,612
3.5513353,-6.836841,2,613
3.4774227,0.14804365,2,614
1.5386227,-12.783169,2,621
-13.466557,-0.849817,0,622
-1.5989705,-9.754481,2,623
1.8122011,-13.249418,4,624
