TSNE Component 1,TSNE Component 2,cluster,Beat
-15.117764,12.015588,2,111
-15.409213,12.363265,2,112
-16.055666,6.504282,0,113
-15.078337,3.2882779,0,114
-15.639985,4.2971406,0,121
-15.138458,10.949154,2,122
-15.709354,9.133522,2,123
-16.457634,5.7268834,0,124
-12.487154,1.316643,0,131
-12.30286,-0.70199144,0,132
-6.719891,1.8588465,0,133
-10.468074,-2.2890406,0,211
8.897211,0.81388676,1,212
4.0825324,-2.111209,1,213
-2.5918245,-8.352634,0,214
0.6460424,-9.407815,1,215
0.67667264,-7.9507084,1,221
-6.6975474,6.221558,0,222
0.6826533,-6.1900535,1,223
4.0785017,-5.8118715,1,224
-0.0023808838,-7.056473,1,225
5.5614853,-3.7045403,1,231
5.183496,-6.147448,1,232
-8.735081,-7.81191,0,233
-11.400408,-2.8280296,0,234
-10.516839,-7.69854,0,235
1.305624,-6.9591436,1,311
16.290382,1.0657526,3,312
9.472124,-3.3523474,1,313
-1.6992441,1.4448918,0,314
17.499115,-0.6187469,3,321
9.327331,-2.1070917,1,322
14.074167,-0.59188336,3,323
16.858484,-3.1962156,3,324
18.378485,-3.2576408,3,331
16.631063,-3.480407,3,332
-2.2077084,1.204842,0,333
7.1899295,-0.85748506,1,334
-1.9830201,4.7124853,1,411
-5.275702,8.222026,3,412
-1.9853456,5.6530786,1,413
20.186106,-2.989261,3,414
21.497272,-0.68273336,3,421
10.272828,-3.3194222,1,422
21.281866,-1.466824,3,423
15.583715,-3.7392473,3,424
-2.7567847,7.220923,3,431
1.9084156,4.149856,1,432
-3.6130998,1.4688737,0,433
-3.5244575,-9.590969,0,434
20.620596,-2.781902,3,511
17.150892,-1.1633492,3,512
17.61032,-2.1865556,3,513
18.764803,0.4413717,3,522
15.783213,-2.9574316,3,523
13.643335,0.11790662,3,524
7.3253927,-2.1619418,1,531
8.540782,-4.944221,1,532
15.069387,-4.551421,3,533
12.498028,0.31609365,1,611
19.10264,-1.9345735,3,612
13.098005,1.5018084,1,613
8.147949,-2.0318632,1,614
18.872808,-1.31157,3,621
-13.770826,7.6055317,0,622
13.485475,-2.2037816,3,623
20.690647,-0.7275419,3,624
19.468819,-0.45893922,3,631
-11.275299,11.090089,3,632
-0.469045,-0.58959574,1,633
2.2793403,-0.74604905,1,634
8.366215,-0.9757773,1,711
18.525064,-0.387077,3,712
18.571259,1.3912984,3,713
-1.1256106,0.58135915,1,714
2.8790164,-4.4201856,1,715
4.301779,-3.6796813,1,722
8.60177,1.4950894,3,723
4.5139236,-4.490959,1,724
15.161481,0.50347036,3,725
7.7111344,-1.572313,1,726
2.2672775,-1.3683863,1,731
6.2062883,-4.1053276,1,732
12.555725,-1.1154852,1,733
6.9531813,-5.1020637,1,734
8.971455,-0.2844628,1,735
-2.3425694,-3.5868015,0,811
