hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
17,8,Archer Heights / Ashburn,1089,White Collar Crimes,17390,0.06262219666474986
17,9,Armour Square / Bridgeport,742,White Collar Crimes,17390,0.042668200115008624
17,10,Little Village / Lower West Side,383,White Collar Crimes,17390,0.022024151811385853
17,11,Austin / Garfield Park,868,White Collar Crimes,17390,0.04991374353076481
17,12,East Village / Garfield Park,620,White Collar Crimes,17390,0.03565267395054629
17,13,East Village / Garfield Park,151,White Collar Crimes,17390,0.008683151236342725
17,14,Avondale / Bucktown,626,White Collar Crimes,17390,0.03599769982748706
17,15,Austin,385,White Collar Crimes,17390,0.022139160437032776
17,16,Dunning / Edison Park,756,White Collar Crimes,17390,0.04347326049453709
17,17,Albany Park / Avondale,483,White Collar Crimes,17390,0.02777458309373203
17,18,Lincoln Park / Magnificent Mile,1950,White Collar Crimes,17390,0.11213341000575043
17,19,Lake View / Lincoln Park,1035,White Collar Crimes,17390,0.059516963772282924
17,20,Andersonville / Edgewater,395,White Collar Crimes,17390,0.022714203565267394
17,21,Chinatown / Douglas,192,White Collar Crimes,17390,0.011040828062104657
17,22,Auburn Gresham / Beverly,505,White Collar Crimes,17390,0.02903967797584819
17,23,Boystown / Lake View,298,White Collar Crimes,17390,0.017136285221391604
17,24,Edgewater / Rogers Park,516,White Collar Crimes,17390,0.029672225416906266
17,25,Austin / Avondale,814,White Collar Crimes,17390,0.04680851063829787
18,1,Douglas / Loop,1655,White Collar Crimes,14317,0.1155968429140183
18,2,Douglas / Englewood,428,White Collar Crimes,14317,0.02989453097716002
18,3,Grand Crossing / Jackson Park,455,White Collar Crimes,14317,0.03178040092198086
18,4,Avalon Park / Burnside,517,White Collar Crimes,14317,0.03611091709156946
18,5,Burnside / Pullman,307,White Collar Crimes,14317,0.02144303974296291
18,6,Auburn Gresham / Chatham,724,White Collar Crimes,14317,0.05056925333519592
18,7,Englewood / Grand Crossing,388,White Collar Crimes,14317,0.02710064957742544
18,8,Archer Heights / Ashburn,942,White Collar Crimes,14317,0.06579590696374939
18,9,Armour Square / Bridgeport,621,White Collar Crimes,14317,0.04337500873087938
18,10,Little Village / Lower West Side,348,White Collar Crimes,14317,0.024306768177690858
18,11,Austin / Garfield Park,585,White Collar Crimes,14317,0.04086051547111825
18,12,East Village / Garfield Park,560,White Collar Crimes,14317,0.03911433959628414
18,13,East Village / Garfield Park,124,White Collar Crimes,14317,0.008661032339177203
18,14,Avondale / Bucktown,536,White Collar Crimes,14317,0.03743801075644339
18,15,Austin,281,White Collar Crimes,14317,0.019627016833135433
18,16,Dunning / Edison Park,607,White Collar Crimes,14317,0.04239715024097227
18,17,Albany Park / Avondale,388,White Collar Crimes,14317,0.02710064957742544
18,18,Lincoln Park / Magnificent Mile,1764,White Collar Crimes,14317,0.12321016972829503
18,19,Lake View / Lincoln Park,852,White Collar Crimes,14317,0.05950967381434658
18,20,Andersonville / Edgewater,302,White Collar Crimes,14317,0.02109380456799609
18,21,Chinatown / Douglas,173,White Collar Crimes,14317,0.012083537053852064
18,22,Auburn Gresham / Beverly,423,White Collar Crimes,14317,0.029545295802193196
18,23,Boystown / Lake View,239,White Collar Crimes,14317,0.01669344136341412
18,24,Edgewater / Rogers Park,443,White Collar Crimes,14317,0.03094223650206049
18,25,Austin / Avondale,655,White Collar Crimes,14317,0.045749807920653765
19,1,Douglas / Loop,1353,White Collar Crimes,12342,0.10962566844919786
19,2,Douglas / Englewood,366,White Collar Crimes,12342,0.029654837141468156
19,3,Grand Crossing / Jackson Park,356,White Collar Crimes,12342,0.028844595689515477
19,4,Avalon Park / Burnside,372,White Collar Crimes,12342,0.030140982012639768
19,5,Burnside / Pullman,234,White Collar Crimes,12342,0.018959649975692758
19,6,Auburn Gresham / Chatham,576,White Collar Crimes,12342,0.04666990763247448
19,7,Englewood / Grand Crossing,274,White Collar Crimes,12342,0.022200615783503484
19,8,Archer Heights / Ashburn,740,White Collar Crimes,12342,0.059957867444498464
19,9,Armour Square / Bridgeport,539,White Collar Crimes,12342,0.04367201426024955
19,10,Little Village / Lower West Side,249,White Collar Crimes,12342,0.020175012153621778
19,11,Austin / Garfield Park,744,White Collar Crimes,12342,0.060281964025279536
19,12,East Village / Garfield Park,469,White Collar Crimes,12342,0.03800032409658078
19,13,East Village / Garfield Park,130,White Collar Crimes,12342,0.010533138875384864
19,14,Avondale / Bucktown,424,White Collar Crimes,12342,0.03435423756279371
19,15,Austin,258,White Collar Crimes,12342,0.020904229460379193
19,16,Dunning / Edison Park,501,White Collar Crimes,12342,0.04059309674282936
19,17,Albany Park / Avondale,295,White Collar Crimes,12342,0.023902122832604115
19,18,Lincoln Park / Magnificent Mile,1763,White Collar Crimes,12342,0.14284556797925782
19,19,Lake View / Lincoln Park,759,White Collar Crimes,12342,0.06149732620320856
19,20,Andersonville / Edgewater,256,White Collar Crimes,12342,0.020742181169988657
19,21,Chinatown / Douglas,153,White Collar Crimes,12342,0.012396694214876033
19,22,Auburn Gresham / Beverly,342,White Collar Crimes,12342,0.02771025765678172
19,23,Boystown / Lake View,260,White Collar Crimes,12342,0.02106627775076973
19,24,Edgewater / Rogers Park,391,White Collar Crimes,12342,0.03168044077134986
19,25,Austin / Avondale,538,White Collar Crimes,12342,0.04359099011505429
20,1,Douglas / Loop,914,White Collar Crimes,10074,0.09072860829859043
20,2,Douglas / Englewood,293,White Collar Crimes,10074,0.029084772682152076
20,3,Grand Crossing / Jackson Park,313,White Collar Crimes,10074,0.031070081397657337
20,4,Avalon Park / Burnside,331,White Collar Crimes,10074,0.03285685924161207
20,5,Burnside / Pullman,238,White Collar Crimes,10074,0.023625173714512608
20,6,Auburn Gresham / Chatham,511,White Collar Crimes,10074,0.050724637681159424
20,7,Englewood / Grand Crossing,253,White Collar Crimes,10074,0.02511415525114155
20,8,Archer Heights / Ashburn,658,White Collar Crimes,10074,0.06531665674012309
20,9,Armour Square / Bridgeport,341,White Collar Crimes,10074,0.0338495135993647
20,10,Little Village / Lower West Side,235,White Collar Crimes,10074,0.02332737740718682
20,11,Austin / Garfield Park,438,White Collar Crimes,10074,0.043478260869565216
20,12,East Village / Garfield Park,443,White Collar Crimes,10074,0.04397458804844153
20,13,East Village / Garfield Park,78,White Collar Crimes,10074,0.007742703990470518
20,14,Avondale / Bucktown,401,White Collar Crimes,10074,0.03980543974588049
20,15,Austin,204,White Collar Crimes,10074,0.02025014889815366
20,16,Dunning / Edison Park,504,White Collar Crimes,10074,0.05002977963073258
20,17,Albany Park / Avondale,272,White Collar Crimes,10074,0.02700019853087155
20,18,Lincoln Park / Magnificent Mile,1231,White Collar Crimes,10074,0.12219575143934881
20,19,Lake View / Lincoln Park,657,White Collar Crimes,10074,0.06521739130434782
20,20,Andersonville / Edgewater,236,White Collar Crimes,10074,0.02342664284296208
20,21,Chinatown / Douglas,112,White Collar Crimes,10074,0.011117728806829461
20,22,Auburn Gresham / Beverly,266,White Collar Crimes,10074,0.026404605916219973
20,23,Boystown / Lake View,275,White Collar Crimes,10074,0.02729799483819734
20,24,Edgewater / Rogers Park,379,White Collar Crimes,10074,0.037621600158824695
20,25,Austin / Avondale,491,White Collar Crimes,10074,0.04873932896565416
21,1,Douglas / Loop,606,White Collar Crimes,7220,0.08393351800554016
21,2,Douglas / Englewood,217,White Collar Crimes,7220,0.030055401662049862
21,3,Grand Crossing / Jackson Park,209,White Collar Crimes,7220,0.02894736842105263
21,4,Avalon Park / Burnside,245,White Collar Crimes,7220,0.03393351800554017
21,5,Burnside / Pullman,164,White Collar Crimes,7220,0.022714681440443214
21,6,Auburn Gresham / Chatham,339,White Collar Crimes,7220,0.04695290858725762
21,7,Englewood / Grand Crossing,213,White Collar Crimes,7220,0.029501385041551247
21,8,Archer Heights / Ashburn,426,White Collar Crimes,7220,0.05900277008310249
21,9,Armour Square / Bridgeport,273,White Collar Crimes,7220,0.03781163434903047
21,10,Little Village / Lower West Side,146,White Collar Crimes,7220,0.020221606648199445
21,11,Austin / Garfield Park,266,White Collar Crimes,7220,0.03684210526315789
21,12,East Village / Garfield Park,347,White Collar Crimes,7220,0.04806094182825485
21,13,East Village / Garfield Park,69,White Collar Crimes,7220,0.009556786703601107
21,14,Avondale / Bucktown,260,White Collar Crimes,7220,0.036011080332409975
21,15,Austin,172,White Collar Crimes,7220,0.023822714681440444
21,16,Dunning / Edison Park,366,White Collar Crimes,7220,0.05069252077562327
21,17,Albany Park / Avondale,197,White Collar Crimes,7220,0.027285318559556786
21,18,Lincoln Park / Magnificent Mile,885,White Collar Crimes,7220,0.12257617728531855
21,19,Lake View / Lincoln Park,498,White Collar Crimes,7220,0.06897506925207757
21,20,Andersonville / Edgewater,178,White Collar Crimes,7220,0.024653739612188367
21,21,Chinatown / Douglas,84,White Collar Crimes,7220,0.011634349030470914
21,22,Auburn Gresham / Beverly,186,White Collar Crimes,7220,0.025761772853185594
21,23,Boystown / Lake View,223,White Collar Crimes,7220,0.030886426592797785
21,24,Edgewater / Rogers Park,298,White Collar Crimes,7220,0.04127423822714681
21,25,Austin / Avondale,353,White Collar Crimes,7220,0.04889196675900277
22,1,Douglas / Loop,458,White Collar Crimes,5892,0.07773251866938222
22,2,Douglas / Englewood,163,White Collar Crimes,5892,0.027664630006788867
22,3,Grand Crossing / Jackson Park,187,White Collar Crimes,5892,0.03173794976238968
22,4,Avalon Park / Burnside,205,White Collar Crimes,5892,0.03479293957909029
22,5,Burnside / Pullman,150,White Collar Crimes,5892,0.025458248472505093
22,6,Auburn Gresham / Chatham,237,White Collar Crimes,5892,0.040224032586558045
22,7,Englewood / Grand Crossing,138,White Collar Crimes,5892,0.023421588594704685
22,8,Archer Heights / Ashburn,344,White Collar Crimes,5892,0.058384249830278345
22,9,Armour Square / Bridgeport,221,White Collar Crimes,5892,0.03750848608282417
22,10,Little Village / Lower West Side,135,White Collar Crimes,5892,0.022912423625254582
22,11,Austin / Garfield Park,163,White Collar Crimes,5892,0.027664630006788867
22,12,East Village / Garfield Park,275,White Collar Crimes,5892,0.046673455532926005
22,13,East Village / Garfield Park,70,White Collar Crimes,5892,0.01188051595383571
22,14,Avondale / Bucktown,240,White Collar Crimes,5892,0.04073319755600815
22,15,Austin,123,White Collar Crimes,5892,0.020875763747454174
22,16,Dunning / Edison Park,297,White Collar Crimes,5892,0.050407331975560084
22,17,Albany Park / Avondale,181,White Collar Crimes,5892,0.030719619823489478
22,18,Lincoln Park / Magnificent Mile,773,White Collar Crimes,5892,0.1311948404616429
22,19,Lake View / Lincoln Park,449,White Collar Crimes,5892,0.0762050237610319
22,20,Andersonville / Edgewater,161,White Collar Crimes,5892,0.027325186693822133
22,21,Chinatown / Douglas,76,White Collar Crimes,5892,0.012898845892735914
22,22,Auburn Gresham / Beverly,174,White Collar Crimes,5892,0.029531568228105907
22,23,Boystown / Lake View,166,White Collar Crimes,5892,0.028173794976238967
22,24,Edgewater / Rogers Park,252,White Collar Crimes,5892,0.04276985743380855
22,25,Austin / Avondale,254,White Collar Crimes,5892,0.04310930074677529
23,1,Douglas / Loop,356,White Collar Crimes,5131,0.069382186708244
23,2,Douglas / Englewood,124,White Collar Crimes,5131,0.024166829078152405
23,3,Grand Crossing / Jackson Park,166,White Collar Crimes,5131,0.03235236795946209
23,4,Avalon Park / Burnside,195,White Collar Crimes,5131,0.03800428766322354
23,5,Burnside / Pullman,159,White Collar Crimes,5131,0.030988111479243814
23,6,Auburn Gresham / Chatham,219,White Collar Crimes,5131,0.04268173845254336
23,7,Englewood / Grand Crossing,132,White Collar Crimes,5131,0.025725979341259014
23,8,Archer Heights / Ashburn,274,White Collar Crimes,5131,0.053400896511401286
23,9,Armour Square / Bridgeport,158,White Collar Crimes,5131,0.030793217696355485
23,10,Little Village / Lower West Side,115,White Collar Crimes,5131,0.022412785032157476
23,11,Austin / Garfield Park,149,White Collar Crimes,5131,0.029039173650360555
23,12,East Village / Garfield Park,261,White Collar Crimes,5131,0.05086727733385305
23,13,East Village / Garfield Park,62,White Collar Crimes,5131,0.012083414539076203
23,14,Avondale / Bucktown,219,White Collar Crimes,5131,0.04268173845254336
23,15,Austin,103,White Collar Crimes,5131,0.020074059637497563
23,16,Dunning / Edison Park,239,White Collar Crimes,5131,0.046579614110309885
23,17,Albany Park / Avondale,146,White Collar Crimes,5131,0.028454492301695576
23,18,Lincoln Park / Magnificent Mile,727,White Collar Crimes,5131,0.1416877801598129
23,19,Lake View / Lincoln Park,415,White Collar Crimes,5131,0.08088091989865523
23,20,Andersonville / Edgewater,136,White Collar Crimes,5131,0.026505554472812318
23,21,Chinatown / Douglas,64,White Collar Crimes,5131,0.012473202104852855
23,22,Auburn Gresham / Beverly,148,White Collar Crimes,5131,0.028844279867472226
23,23,Boystown / Lake View,147,White Collar Crimes,5131,0.0286493860845839
23,24,Edgewater / Rogers Park,206,White Collar Crimes,5131,0.04014811927499513
23,25,Austin / Avondale,211,White Collar Crimes,5131,0.04112258818943676
0,1,Douglas / Loop,200,Drug Offenses,25372,0.007882705344474224
0,2,Douglas / Englewood,755,Drug Offenses,25372,0.029757212675390193
0,3,Grand Crossing / Jackson Park,1104,Drug Offenses,25372,0.04351253350149772
0,4,Avalon Park / Burnside,1367,Drug Offenses,25372,0.053878291029481315
0,5,Burnside / Pullman,1091,Drug Offenses,25372,0.04300015765410689
0,6,Auburn Gresham / Chatham,1513,Drug Offenses,25372,0.0596326659309475
0,7,Englewood / Grand Crossing,1605,Drug Offenses,25372,0.06325871038940564
0,8,Archer Heights / Ashburn,1392,Drug Offenses,25372,0.0548636291975406
0,9,Armour Square / Bridgeport,1443,Drug Offenses,25372,0.05687371906038152
0,10,Little Village / Lower West Side,1615,Drug Offenses,25372,0.06365284565662936
0,11,Austin / Garfield Park,2899,Drug Offenses,25372,0.11425981396815386
0,12,East Village / Garfield Park,577,Drug Offenses,25372,0.022741604918808136
0,13,East Village / Garfield Park,346,Drug Offenses,25372,0.013637080245940406
0,14,Avondale / Bucktown,727,Drug Offenses,25372,0.028653633927163802
0,15,Austin,2662,Drug Offenses,25372,0.10491880813495191
0,16,Dunning / Edison Park,493,Drug Offenses,25372,0.01943086867412896
0,17,Albany Park / Avondale,427,Drug Offenses,25372,0.016829575910452466
0,18,Lincoln Park / Magnificent Mile,682,Drug Offenses,25372,0.026880025224657104
0,19,Lake View / Lincoln Park,387,Drug Offenses,25372,0.015253034841557623
0,20,Andersonville / Edgewater,385,Drug Offenses,25372,0.01517420778811288
0,21,Chinatown / Douglas,278,Drug Offenses,25372,0.010956960428819171
0,22,Auburn Gresham / Beverly,526,Drug Offenses,25372,0.02073151505596721
0,23,Boystown / Lake View,295,Drug Offenses,25372,0.01162699038309948
0,24,Edgewater / Rogers Park,640,Drug Offenses,25372,0.025224657102317517
0,25,Austin / Avondale,1963,Drug Offenses,25372,0.0773687529560145
1,1,Douglas / Loop,116,Drug Offenses,14979,0.00774417517858335
1,2,Douglas / Englewood,346,Drug Offenses,14979,0.023099005274050337
1,3,Grand Crossing / Jackson Park,570,Drug Offenses,14979,0.038053274584418185
1,4,Avalon Park / Burnside,777,Drug Offenses,14979,0.05187262167033847
1,5,Burnside / Pullman,513,Drug Offenses,14979,0.03424794712597637
1,6,Auburn Gresham / Chatham,784,Drug Offenses,14979,0.05233994258628747
1,7,Englewood / Grand Crossing,878,Drug Offenses,14979,0.058615394886173976
1,8,Archer Heights / Ashburn,1021,Drug Offenses,14979,0.06816209359770345
1,9,Armour Square / Bridgeport,998,Drug Offenses,14979,0.06662661058815675
1,10,Little Village / Lower West Side,1067,Drug Offenses,14979,0.07123305961679685
1,11,Austin / Garfield Park,1724,Drug Offenses,14979,0.11509446558515254
1,12,East Village / Garfield Park,372,Drug Offenses,14979,0.024834768676146604
1,13,East Village / Garfield Park,168,Drug Offenses,14979,0.011215701982775887
1,14,Avondale / Bucktown,510,Drug Offenses,14979,0.034047666733426796
1,15,Austin,1640,Drug Offenses,14979,0.1094866145937646
1,16,Dunning / Edison Park,224,Drug Offenses,14979,0.014954269310367849
1,17,Albany Park / Avondale,194,Drug Offenses,14979,0.012951465384872154
1,18,Lincoln Park / Magnificent Mile,468,Drug Offenses,14979,0.031243741237732825
1,19,Lake View / Lincoln Park,269,Drug Offenses,14979,0.01795847519861139
1,20,Andersonville / Edgewater,202,Drug Offenses,14979,0.013485546431671006
1,21,Chinatown / Douglas,158,Drug Offenses,14979,0.010548100674277321
1,22,Auburn Gresham / Beverly,273,Drug Offenses,14979,0.018225515722010813
1,23,Boystown / Lake View,203,Drug Offenses,14979,0.013552306562520863
1,24,Edgewater / Rogers Park,312,Drug Offenses,14979,0.020829160825155218
1,25,Austin / Avondale,1192,Drug Offenses,14979,0.0795780759730289
2,1,Douglas / Loop,45,Drug Offenses,9504,0.004734848484848485
2,2,Douglas / Englewood,144,Drug Offenses,9504,0.015151515151515152
2,3,Grand Crossing / Jackson Park,307,Drug Offenses,9504,0.032302188552188554
2,4,Avalon Park / Burnside,509,Drug Offenses,9504,0.05355639730639731
2,5,Burnside / Pullman,214,Drug Offenses,9504,0.02251683501683502
2,6,Auburn Gresham / Chatham,398,Drug Offenses,9504,0.041877104377104374
2,7,Englewood / Grand Crossing,469,Drug Offenses,9504,0.0493476430976431
2,8,Archer Heights / Ashburn,906,Drug Offenses,9504,0.09532828282828283
2,9,Armour Square / Bridgeport,774,Drug Offenses,9504,0.08143939393939394
2,10,Little Village / Lower West Side,674,Drug Offenses,9504,0.07091750841750842
2,11,Austin / Garfield Park,929,Drug Offenses,9504,0.0977483164983165
2,12,East Village / Garfield Park,276,Drug Offenses,9504,0.02904040404040404
2,13,East Village / Garfield Park,110,Drug Offenses,9504,0.011574074074074073
2,14,Avondale / Bucktown,304,Drug Offenses,9504,0.03198653198653199
2,15,Austin,1082,Drug Offenses,9504,0.11384680134680135
2,16,Dunning / Edison Park,120,Drug Offenses,9504,0.012626262626262626
2,17,Albany Park / Avondale,113,Drug Offenses,9504,0.01188973063973064
2,18,Lincoln Park / Magnificent Mile,347,Drug Offenses,9504,0.03651094276094276
2,19,Lake View / Lincoln Park,206,Drug Offenses,9504,0.021675084175084174
2,20,Andersonville / Edgewater,143,Drug Offenses,9504,0.015046296296296295
2,21,Chinatown / Douglas,104,Drug Offenses,9504,0.010942760942760943
2,22,Auburn Gresham / Beverly,185,Drug Offenses,9504,0.019465488215488217
2,23,Boystown / Lake View,141,Drug Offenses,9504,0.014835858585858586
2,24,Edgewater / Rogers Park,181,Drug Offenses,9504,0.019044612794612795
2,25,Austin / Avondale,823,Drug Offenses,9504,0.08659511784511785
3,1,Douglas / Loop,32,Drug Offenses,6456,0.004956629491945477
3,2,Douglas / Englewood,111,Drug Offenses,6456,0.017193308550185873
3,3,Grand Crossing / Jackson Park,203,Drug Offenses,6456,0.03144361833952912
3,4,Avalon Park / Burnside,314,Drug Offenses,6456,0.04863692688971499
3,5,Burnside / Pullman,101,Drug Offenses,6456,0.015644361833952913
3,6,Auburn Gresham / Chatham,228,Drug Offenses,6456,0.03531598513011153
3,7,Englewood / Grand Crossing,272,Drug Offenses,6456,0.042131350681536554
3,8,Archer Heights / Ashburn,814,Drug Offenses,6456,0.12608426270136308
3,9,Armour Square / Bridgeport,440,Drug Offenses,6456,0.06815365551425032
3,10,Little Village / Lower West Side,471,Drug Offenses,6456,0.07295539033457249
3,11,Austin / Garfield Park,646,Drug Offenses,6456,0.10006195786864931
3,12,East Village / Garfield Park,171,Drug Offenses,6456,0.02648698884758364
3,13,East Village / Garfield Park,76,Drug Offenses,6456,0.011771995043370507
3,14,Avondale / Bucktown,206,Drug Offenses,6456,0.03190830235439901
3,15,Austin,700,Drug Offenses,6456,0.10842627013630732
3,16,Dunning / Edison Park,89,Drug Offenses,6456,0.013785625774473358
3,17,Albany Park / Avondale,81,Drug Offenses,6456,0.01254646840148699
3,18,Lincoln Park / Magnificent Mile,260,Drug Offenses,6456,0.040272614622057
3,19,Lake View / Lincoln Park,126,Drug Offenses,6456,0.019516728624535316
3,20,Andersonville / Edgewater,123,Drug Offenses,6456,0.019052044609665426
3,21,Chinatown / Douglas,70,Drug Offenses,6456,0.01084262701363073
3,22,Auburn Gresham / Beverly,119,Drug Offenses,6456,0.018432465923172242
3,23,Boystown / Lake View,92,Drug Offenses,6456,0.014250309789343246
3,24,Edgewater / Rogers Park,123,Drug Offenses,6456,0.019052044609665426
3,25,Austin / Avondale,588,Drug Offenses,6456,0.09107806691449814
4,1,Douglas / Loop,20,Drug Offenses,4012,0.004985044865403789
4,2,Douglas / Englewood,67,Drug Offenses,4012,0.01669990029910269
4,3,Grand Crossing / Jackson Park,94,Drug Offenses,4012,0.023429710867397806
4,4,Avalon Park / Burnside,187,Drug Offenses,4012,0.046610169491525424
4,5,Burnside / Pullman,52,Drug Offenses,4012,0.01296111665004985
4,6,Auburn Gresham / Chatham,123,Drug Offenses,4012,0.0306580259222333
4,7,Englewood / Grand Crossing,158,Drug Offenses,4012,0.03938185443668993
4,8,Archer Heights / Ashburn,619,Drug Offenses,4012,0.15428713858424725
4,9,Armour Square / Bridgeport,251,Drug Offenses,4012,0.06256231306081755
4,10,Little Village / Lower West Side,309,Drug Offenses,4012,0.07701894317048853
4,11,Austin / Garfield Park,393,Drug Offenses,4012,0.09795613160518445
4,12,East Village / Garfield Park,85,Drug Offenses,4012,0.0211864406779661
4,13,East Village / Garfield Park,53,Drug Offenses,4012,0.01321036889332004
4,14,Avondale / Bucktown,125,Drug Offenses,4012,0.03115653040877368
4,15,Austin,498,Drug Offenses,4012,0.12412761714855433
4,16,Dunning / Edison Park,53,Drug Offenses,4012,0.01321036889332004
4,17,Albany Park / Avondale,35,Drug Offenses,4012,0.00872382851445663
4,18,Lincoln Park / Magnificent Mile,138,Drug Offenses,4012,0.034396809571286144
4,19,Lake View / Lincoln Park,76,Drug Offenses,4012,0.018943170488534396
4,20,Andersonville / Edgewater,64,Drug Offenses,4012,0.015952143569292122
4,21,Chinatown / Douglas,45,Drug Offenses,4012,0.011216350947158525
4,22,Auburn Gresham / Beverly,66,Drug Offenses,4012,0.016450648055832504
4,23,Boystown / Lake View,70,Drug Offenses,4012,0.01744765702891326
4,24,Edgewater / Rogers Park,113,Drug Offenses,4012,0.028165503489531406
4,25,Austin / Avondale,318,Drug Offenses,4012,0.07926221335992024
5,1,Douglas / Loop,19,Drug Offenses,1985,0.009571788413098237
5,2,Douglas / Englewood,49,Drug Offenses,1985,0.02468513853904282
5,3,Grand Crossing / Jackson Park,55,Drug Offenses,1985,0.027707808564231738
5,4,Avalon Park / Burnside,68,Drug Offenses,1985,0.03425692695214106
5,5,Burnside / Pullman,30,Drug Offenses,1985,0.015113350125944584
5,6,Auburn Gresham / Chatham,70,Drug Offenses,1985,0.03526448362720403
5,7,Englewood / Grand Crossing,97,Drug Offenses,1985,0.048866498740554154
5,8,Archer Heights / Ashburn,212,Drug Offenses,1985,0.10680100755667506
5,9,Armour Square / Bridgeport,114,Drug Offenses,1985,0.05743073047858942
5,10,Little Village / Lower West Side,189,Drug Offenses,1985,0.09521410579345088
5,11,Austin / Garfield Park,277,Drug Offenses,1985,0.13954659949622167
5,12,East Village / Garfield Park,45,Drug Offenses,1985,0.022670025188916875
5,13,East Village / Garfield Park,23,Drug Offenses,1985,0.011586901763224182
5,14,Avondale / Bucktown,69,Drug Offenses,1985,0.034760705289672546
5,15,Austin,245,Drug Offenses,1985,0.12342569269521411
5,16,Dunning / Edison Park,47,Drug Offenses,1985,0.02367758186397985
5,17,Albany Park / Avondale,12,Drug Offenses,1985,0.006045340050377834
5,18,Lincoln Park / Magnificent Mile,63,Drug Offenses,1985,0.03173803526448363
5,19,Lake View / Lincoln Park,28,Drug Offenses,1985,0.014105793450881612
5,20,Andersonville / Edgewater,42,Drug Offenses,1985,0.02115869017632242
5,21,Chinatown / Douglas,21,Drug Offenses,1985,0.01057934508816121
5,22,Auburn Gresham / Beverly,30,Drug Offenses,1985,0.015113350125944584
5,23,Boystown / Lake View,19,Drug Offenses,1985,0.009571788413098237
5,24,Edgewater / Rogers Park,55,Drug Offenses,1985,0.027707808564231738
5,25,Austin / Avondale,106,Drug Offenses,1985,0.05340050377833753
6,1,Douglas / Loop,35,Drug Offenses,4446,0.007872244714349977
6,2,Douglas / Englewood,96,Drug Offenses,4446,0.021592442645074223
6,3,Grand Crossing / Jackson Park,118,Drug Offenses,4446,0.026540710751237068
6,4,Avalon Park / Burnside,105,Drug Offenses,4446,0.023616734143049933
6,5,Burnside / Pullman,57,Drug Offenses,4446,0.01282051282051282
6,6,Auburn Gresham / Chatham,114,Drug Offenses,4446,0.02564102564102564
6,7,Englewood / Grand Crossing,125,Drug Offenses,4446,0.028115159694107064
6,8,Archer Heights / Ashburn,135,Drug Offenses,4446,0.030364372469635626
6,9,Armour Square / Bridgeport,108,Drug Offenses,4446,0.024291497975708502
6,10,Little Village / Lower West Side,211,Drug Offenses,4446,0.04745838956365272
6,11,Austin / Garfield Park,1620,Drug Offenses,4446,0.3643724696356275
6,12,East Village / Garfield Park,43,Drug Offenses,4446,0.009671614934772829
6,13,East Village / Garfield Park,23,Drug Offenses,4446,0.0051731893837157
6,14,Avondale / Bucktown,90,Drug Offenses,4446,0.020242914979757085
6,15,Austin,277,Drug Offenses,4446,0.06230319388214125
6,16,Dunning / Edison Park,663,Drug Offenses,4446,0.14912280701754385
6,17,Albany Park / Avondale,39,Drug Offenses,4446,0.008771929824561403
6,18,Lincoln Park / Magnificent Mile,83,Drug Offenses,4446,0.01866846603688709
6,19,Lake View / Lincoln Park,33,Drug Offenses,4446,0.007422402159244264
6,20,Andersonville / Edgewater,34,Drug Offenses,4446,0.007647323436797121
6,21,Chinatown / Douglas,178,Drug Offenses,4446,0.04003598740440846
6,22,Auburn Gresham / Beverly,30,Drug Offenses,4446,0.006747638326585695
6,23,Boystown / Lake View,28,Drug Offenses,4446,0.006297795771479982
6,24,Edgewater / Rogers Park,69,Drug Offenses,4446,0.0155195681511471
6,25,Austin / Avondale,132,Drug Offenses,4446,0.029689608636977057
7,1,Douglas / Loop,78,Drug Offenses,5436,0.01434878587196468
7,2,Douglas / Englewood,550,Drug Offenses,5436,0.10117733627667402
7,3,Grand Crossing / Jackson Park,166,Drug Offenses,5436,0.030537159676232523
7,4,Avalon Park / Burnside,200,Drug Offenses,5436,0.03679175864606328
7,5,Burnside / Pullman,108,Drug Offenses,5436,0.019867549668874173
7,6,Auburn Gresham / Chatham,240,Drug Offenses,5436,0.04415011037527594
7,7,Englewood / Grand Crossing,195,Drug Offenses,5436,0.0358719646799117
7,8,Archer Heights / Ashburn,209,Drug Offenses,5436,0.03844738778513613
7,9,Armour Square / Bridgeport,182,Drug Offenses,5436,0.03348050036791759
7,10,Little Village / Lower West Side,372,Drug Offenses,5436,0.0684326710816777
7,11,Austin / Garfield Park,1421,Drug Offenses,5436,0.26140544518027964
7,12,East Village / Garfield Park,74,Drug Offenses,5436,0.013612950699043414
7,13,East Village / Garfield Park,43,Drug Offenses,5436,0.007910228108903605
7,14,Avondale / Bucktown,105,Drug Offenses,5436,0.019315673289183224
7,15,Austin,467,Drug Offenses,5436,0.08590875643855776
7,16,Dunning / Edison Park,105,Drug Offenses,5436,0.019315673289183224
7,17,Albany Park / Avondale,89,Drug Offenses,5436,0.016372332597498162
7,18,Lincoln Park / Magnificent Mile,123,Drug Offenses,5436,0.02262693156732892
7,19,Lake View / Lincoln Park,41,Drug Offenses,5436,0.0075423105224429726
7,20,Andersonville / Edgewater,66,Drug Offenses,5436,0.012141280353200883
7,21,Chinatown / Douglas,315,Drug Offenses,5436,0.057947019867549666
7,22,Auburn Gresham / Beverly,71,Drug Offenses,5436,0.013061074319352465
7,23,Boystown / Lake View,31,Drug Offenses,5436,0.005702722590139809
