hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
0,1,Douglas / Loop,2494,Violent Crimes,116925,0.02132991233696814
0,2,Douglas / Englewood,4635,Violent Crimes,116925,0.03964079538165491
0,3,Grand Crossing / Jackson Park,6990,Violent Crimes,116925,0.059781911481719054
0,4,Avalon Park / Burnside,7375,Violent Crimes,116925,0.06307462048321574
0,5,Burnside / Pullman,6033,Violent Crimes,116925,0.051597177677998714
0,6,Auburn Gresham / Chatham,7946,Violent Crimes,116925,0.0679580927945264
0,7,Englewood / Grand Crossing,8880,Violent Crimes,116925,0.07594611930724823
0,8,Archer Heights / Ashburn,7000,Violent Crimes,116925,0.059867436390848836
0,9,Armour Square / Bridgeport,5731,Violent Crimes,116925,0.04901432542227924
0,10,Little Village / Lower West Side,6023,Violent Crimes,116925,0.05151165276886893
0,11,Austin / Garfield Park,7885,Violent Crimes,116925,0.06743639084883472
0,12,East Village / Garfield Park,3756,Violent Crimes,116925,0.03212315586914689
0,13,East Village / Garfield Park,1410,Violent Crimes,116925,0.012059012187299552
0,14,Avondale / Bucktown,4261,Violent Crimes,116925,0.03644216378020099
0,15,Austin,5849,Violent Crimes,116925,0.05002351935001069
0,16,Dunning / Edison Park,2898,Violent Crimes,116925,0.024785118665811418
0,17,Albany Park / Avondale,2994,Violent Crimes,116925,0.025606157793457346
0,18,Lincoln Park / Magnificent Mile,4279,Violent Crimes,116925,0.03659610861663459
0,19,Lake View / Lincoln Park,3092,Violent Crimes,116925,0.026444301902929228
0,20,Andersonville / Edgewater,1826,Violent Crimes,116925,0.015616848407098568
0,21,Chinatown / Douglas,1330,Violent Crimes,116925,0.01137481291426128
0,22,Auburn Gresham / Beverly,3417,Violent Crimes,116925,0.02922386144964721
0,23,Boystown / Lake View,1218,Violent Crimes,116925,0.010416933932007696
0,24,Edgewater / Rogers Park,3249,Violent Crimes,116925,0.027787042976266836
0,25,Austin / Avondale,6354,Violent Crimes,116925,0.05434252726106478
1,1,Douglas / Loop,2199,Violent Crimes,101065,0.021758274377875624
1,2,Douglas / Englewood,3874,Violent Crimes,101065,0.038331766684806805
1,3,Grand Crossing / Jackson Park,6078,Violent Crimes,101065,0.06013951417404641
1,4,Avalon Park / Burnside,6017,Violent Crimes,101065,0.059535942215405924
1,5,Burnside / Pullman,4801,Violent Crimes,101065,0.04750408153168753
1,6,Auburn Gresham / Chatham,6935,Violent Crimes,101065,0.06861920546183149
1,7,Englewood / Grand Crossing,7552,Violent Crimes,101065,0.07472418740414585
1,8,Archer Heights / Ashburn,5555,Violent Crimes,101065,0.054964626725374756
1,9,Armour Square / Bridgeport,4767,Violent Crimes,101065,0.047167664374412506
1,10,Little Village / Lower West Side,5029,Violent Crimes,101065,0.04976005540988473
1,11,Austin / Garfield Park,6651,Violent Crimes,101065,0.06580913273635779
1,12,East Village / Garfield Park,3478,Violent Crimes,101065,0.034413496264780095
1,13,East Village / Garfield Park,1369,Violent Crimes,101065,0.013545737891455994
1,14,Avondale / Bucktown,3973,Violent Crimes,101065,0.03931133428981349
1,15,Austin,5010,Violent Crimes,101065,0.04957205758670163
1,16,Dunning / Edison Park,2352,Violent Crimes,101065,0.02327215158561322
1,17,Albany Park / Avondale,2491,Violent Crimes,101065,0.02464750408153169
1,18,Lincoln Park / Magnificent Mile,5062,Violent Crimes,101065,0.050086577944886954
1,19,Lake View / Lincoln Park,3321,Violent Crimes,101065,0.03286004056795132
1,20,Andersonville / Edgewater,1494,Violent Crimes,101065,0.014782565675555335
1,21,Chinatown / Douglas,1190,Violent Crimes,101065,0.011774600504625737
1,22,Auburn Gresham / Beverly,2769,Violent Crimes,101065,0.027398209073368623
1,23,Boystown / Lake View,1218,Violent Crimes,101065,0.01205164992826399
1,24,Edgewater / Rogers Park,2773,Violent Crimes,101065,0.027437787562459803
1,25,Austin / Avondale,5107,Violent Crimes,101065,0.05053183594716272
2,1,Douglas / Loop,1898,Violent Crimes,89290,0.02125657968417516
2,2,Douglas / Englewood,3267,Violent Crimes,89290,0.036588643745100236
2,3,Grand Crossing / Jackson Park,5042,Violent Crimes,89290,0.056467689550901555
2,4,Avalon Park / Burnside,5184,Violent Crimes,89290,0.05805801321536566
2,5,Burnside / Pullman,4010,Violent Crimes,89290,0.04490984432747228
2,6,Auburn Gresham / Chatham,5766,Violent Crimes,89290,0.06457610034718334
2,7,Englewood / Grand Crossing,6339,Violent Crimes,89290,0.07099339231716878
2,8,Archer Heights / Ashburn,4888,Violent Crimes,89290,0.054742972337327805
2,9,Armour Square / Bridgeport,4008,Violent Crimes,89290,0.04488744540262067
2,10,Little Village / Lower West Side,4418,Violent Crimes,89290,0.04947922499720014
2,11,Austin / Garfield Park,5651,Violent Crimes,89290,0.06328816216821592
2,12,East Village / Garfield Park,3203,Violent Crimes,89290,0.03587187814984881
2,13,East Village / Garfield Park,1331,Violent Crimes,89290,0.01490648448874454
2,14,Avondale / Bucktown,3936,Violent Crimes,89290,0.04408108410796282
2,15,Austin,4165,Violent Crimes,89290,0.046645761003471835
2,16,Dunning / Edison Park,2086,Violent Crimes,89290,0.02336207862022623
2,17,Albany Park / Avondale,2451,Violent Crimes,89290,0.02744988240564453
2,18,Lincoln Park / Magnificent Mile,5418,Violent Crimes,89290,0.0606786874230037
2,19,Lake View / Lincoln Park,3260,Violent Crimes,89290,0.03651024750811961
2,20,Andersonville / Edgewater,1336,Violent Crimes,89290,0.014962481800873558
2,21,Chinatown / Douglas,1051,Violent Crimes,89290,0.011770635009519543
2,22,Auburn Gresham / Beverly,2380,Violent Crimes,89290,0.026654720573412477
2,23,Boystown / Lake View,1207,Violent Crimes,89290,0.013517751147944899
2,24,Edgewater / Rogers Park,2367,Violent Crimes,89290,0.02650912756187703
2,25,Austin / Avondale,4628,Violent Crimes,89290,0.05183111210661888
3,1,Douglas / Loop,1485,Violent Crimes,72149,0.020582405854550997
3,2,Douglas / Englewood,2481,Violent Crimes,72149,0.034387170993360965
3,3,Grand Crossing / Jackson Park,4065,Violent Crimes,72149,0.05634173723821536
3,4,Avalon Park / Burnside,3953,Violent Crimes,72149,0.054789394170397375
3,5,Burnside / Pullman,3034,Violent Crimes,72149,0.042051864890712276
3,6,Auburn Gresham / Chatham,4738,Violent Crimes,72149,0.06566965585108595
3,7,Englewood / Grand Crossing,5158,Violent Crimes,72149,0.0714909423554034
3,8,Archer Heights / Ashburn,4039,Violent Crimes,72149,0.055981371883186186
3,9,Armour Square / Bridgeport,3264,Violent Crimes,72149,0.04523971226212421
3,10,Little Village / Lower West Side,3471,Violent Crimes,72149,0.04810877489639496
3,11,Austin / Garfield Park,4707,Violent Crimes,72149,0.06523998946624347
3,12,East Village / Garfield Park,2421,Violent Crimes,72149,0.03355555863560133
3,13,East Village / Garfield Park,1097,Violent Crimes,72149,0.015204645941038684
3,14,Avondale / Bucktown,3415,Violent Crimes,72149,0.047332603362485966
3,15,Austin,3344,Violent Crimes,72149,0.046348528739137064
3,16,Dunning / Edison Park,1693,Violent Crimes,72149,0.023465328694784404
3,17,Albany Park / Avondale,1890,Violent Crimes,72149,0.026195789269428543
3,18,Lincoln Park / Magnificent Mile,5079,Violent Crimes,72149,0.07039598608435321
3,19,Lake View / Lincoln Park,2574,Violent Crimes,72149,0.035676170147888396
3,20,Andersonville / Edgewater,1115,Violent Crimes,72149,0.015454129648366574
3,21,Chinatown / Douglas,766,Violent Crimes,72149,0.010616917767398024
3,22,Auburn Gresham / Beverly,1748,Violent Crimes,72149,0.02422764002273074
3,23,Boystown / Lake View,1036,Violent Crimes,72149,0.014359173377316388
3,24,Edgewater / Rogers Park,1926,Violent Crimes,72149,0.026694756684084324
3,25,Austin / Avondale,3650,Violent Crimes,72149,0.05058975176371121
4,1,Douglas / Loop,1160,Violent Crimes,53002,0.021885966567299346
4,2,Douglas / Englewood,1911,Violent Crimes,53002,0.03605524319836987
4,3,Grand Crossing / Jackson Park,3065,Violent Crimes,53002,0.05782800649032112
4,4,Avalon Park / Burnside,3048,Violent Crimes,53002,0.05750726387683484
4,5,Burnside / Pullman,2277,Violent Crimes,53002,0.042960642994603976
4,6,Auburn Gresham / Chatham,3580,Violent Crimes,53002,0.06754462095769971
4,7,Englewood / Grand Crossing,3647,Violent Crimes,53002,0.06880872419908683
4,8,Archer Heights / Ashburn,3058,Violent Crimes,53002,0.057695936002415
4,9,Armour Square / Bridgeport,2517,Violent Crimes,53002,0.04748877400852798
4,10,Little Village / Lower West Side,2645,Violent Crimes,53002,0.04990377721595411
4,11,Austin / Garfield Park,3461,Violent Crimes,53002,0.06529942266329572
4,12,East Village / Garfield Park,1735,Violent Crimes,53002,0.03273461378815894
4,13,East Village / Garfield Park,772,Violent Crimes,53002,0.014565488094788876
4,14,Avondale / Bucktown,2496,Violent Crimes,53002,0.04709256254480963
4,15,Austin,2392,Violent Crimes,53002,0.04513037243877589
4,16,Dunning / Edison Park,1325,Violent Crimes,53002,0.0249990566393721
4,17,Albany Park / Avondale,1430,Violent Crimes,53002,0.02698011395796385
4,18,Lincoln Park / Magnificent Mile,2985,Violent Crimes,53002,0.05631862948567978
4,19,Lake View / Lincoln Park,1738,Violent Crimes,53002,0.032791215425832985
4,20,Andersonville / Edgewater,813,Violent Crimes,53002,0.01533904380966756
4,21,Chinatown / Douglas,589,Violent Crimes,53002,0.011112788196671823
4,22,Auburn Gresham / Beverly,1269,Violent Crimes,53002,0.023942492736123165
4,23,Boystown / Lake View,751,Violent Crimes,53002,0.014169276631070525
4,24,Edgewater / Rogers Park,1482,Violent Crimes,53002,0.027961209010980717
4,25,Austin / Avondale,2856,Violent Crimes,53002,0.053884759065695634
5,1,Douglas / Loop,932,Violent Crimes,38917,0.023948403011537375
5,2,Douglas / Englewood,1465,Violent Crimes,38917,0.03764421718015263
5,3,Grand Crossing / Jackson Park,2297,Violent Crimes,38917,0.059023049053113036
5,4,Avalon Park / Burnside,2406,Violent Crimes,38917,0.06182388159416193
5,5,Burnside / Pullman,1728,Violent Crimes,38917,0.044402189274610065
5,6,Auburn Gresham / Chatham,2695,Violent Crimes,38917,0.06924994218464939
5,7,Englewood / Grand Crossing,2693,Violent Crimes,38917,0.06919855076187784
5,8,Archer Heights / Ashburn,2320,Violent Crimes,38917,0.05961405041498574
5,9,Armour Square / Bridgeport,1997,Violent Crimes,38917,0.05131433563738212
5,10,Little Village / Lower West Side,2115,Violent Crimes,38917,0.054346429580902945
5,11,Austin / Garfield Park,2668,Violent Crimes,38917,0.0685561579772336
5,12,East Village / Garfield Park,1283,Violent Crimes,38917,0.032967597707942546
5,13,East Village / Garfield Park,475,Violent Crimes,38917,0.012205462908240615
5,14,Avondale / Bucktown,1593,Violent Crimes,38917,0.040933268237531156
5,15,Austin,1925,Violent Crimes,38917,0.049464244417606704
5,16,Dunning / Edison Park,1017,Violent Crimes,38917,0.0261325384793278
5,17,Albany Park / Avondale,1094,Violent Crimes,38917,0.02811110825603207
5,18,Lincoln Park / Magnificent Mile,1340,Violent Crimes,38917,0.03443225325693142
5,19,Lake View / Lincoln Park,1077,Violent Crimes,38917,0.027674281162473984
5,20,Andersonville / Edgewater,653,Violent Crimes,38917,0.016779299534907623
5,21,Chinatown / Douglas,407,Violent Crimes,38917,0.010458154534008274
5,22,Auburn Gresham / Beverly,950,Violent Crimes,38917,0.02441092581648123
5,23,Boystown / Lake View,445,Violent Crimes,38917,0.011434591566667523
5,24,Edgewater / Rogers Park,1130,Violent Crimes,38917,0.02903615386591978
5,25,Austin / Avondale,2212,Violent Crimes,38917,0.05683891358532261
6,1,Douglas / Loop,981,Violent Crimes,35264,0.027818738656987297
6,2,Douglas / Englewood,1374,Violent Crimes,35264,0.038963248638838474
6,3,Grand Crossing / Jackson Park,2187,Violent Crimes,35264,0.062017921960072595
6,4,Avalon Park / Burnside,2099,Violent Crimes,35264,0.059522459165154265
6,5,Burnside / Pullman,1657,Violent Crimes,35264,0.04698843012704174
6,6,Auburn Gresham / Chatham,2536,Violent Crimes,35264,0.07191470054446461
6,7,Englewood / Grand Crossing,2394,Violent Crimes,35264,0.06788793103448276
6,8,Archer Heights / Ashburn,2226,Violent Crimes,35264,0.06312386569872959
6,9,Armour Square / Bridgeport,1798,Violent Crimes,35264,0.05098684210526316
6,10,Little Village / Lower West Side,1884,Violent Crimes,35264,0.05342558983666062
6,11,Austin / Garfield Park,2489,Violent Crimes,35264,0.07058189655172414
6,12,East Village / Garfield Park,1108,Violent Crimes,35264,0.03142014519056261
6,13,East Village / Garfield Park,388,Violent Crimes,35264,0.011002722323049002
6,14,Avondale / Bucktown,1215,Violent Crimes,35264,0.03445440108892922
6,15,Austin,1805,Violent Crimes,35264,0.05118534482758621
6,16,Dunning / Edison Park,974,Violent Crimes,35264,0.027620235934664245
6,17,Albany Park / Avondale,1000,Violent Crimes,35264,0.02835753176043557
6,18,Lincoln Park / Magnificent Mile,1055,Violent Crimes,35264,0.02991719600725953
6,19,Lake View / Lincoln Park,774,Violent Crimes,35264,0.021948729582577133
6,20,Andersonville / Edgewater,611,Violent Crimes,35264,0.017326451905626133
6,21,Chinatown / Douglas,401,Violent Crimes,35264,0.011371370235934665
6,22,Auburn Gresham / Beverly,913,Violent Crimes,35264,0.02589042649727768
6,23,Boystown / Lake View,328,Violent Crimes,35264,0.009301270417422867
6,24,Edgewater / Rogers Park,1022,Violent Crimes,35264,0.028981397459165153
6,25,Austin / Avondale,2045,Violent Crimes,35264,0.05799115245009075
7,1,Douglas / Loop,1312,Violent Crimes,45522,0.028821229295725143
7,2,Douglas / Englewood,1921,Violent Crimes,45522,0.04219937612582927
7,3,Grand Crossing / Jackson Park,2803,Violent Crimes,45522,0.06157462325908352
7,4,Avalon Park / Burnside,2870,Violent Crimes,45522,0.06304643908439875
7,5,Burnside / Pullman,2272,Violent Crimes,45522,0.04990993365845086
7,6,Auburn Gresham / Chatham,3194,Violent Crimes,45522,0.07016387680681868
7,7,Englewood / Grand Crossing,3126,Violent Crimes,45522,0.06867009358112561
7,8,Archer Heights / Ashburn,2879,Violent Crimes,45522,0.0632441456877993
7,9,Armour Square / Bridgeport,2230,Violent Crimes,45522,0.04898730284258161
7,10,Little Village / Lower West Side,2214,Violent Crimes,45522,0.04863582443653618
7,11,Austin / Garfield Park,3280,Violent Crimes,45522,0.07205307323931286
7,12,East Village / Garfield Park,1548,Violent Crimes,45522,0.034005535784895215
7,13,East Village / Garfield Park,491,Violent Crimes,45522,0.01078599358551909
7,14,Avondale / Bucktown,1310,Violent Crimes,45522,0.028777294494969467
7,15,Austin,2287,Violent Crimes,45522,0.05023944466411845
7,16,Dunning / Edison Park,1292,Violent Crimes,45522,0.02838188128816836
7,17,Albany Park / Avondale,1209,Violent Crimes,45522,0.0265585870568077
7,18,Lincoln Park / Magnificent Mile,1181,Violent Crimes,45522,0.025943499846228197
7,19,Lake View / Lincoln Park,958,Violent Crimes,45522,0.021044769561970038
7,20,Andersonville / Edgewater,836,Violent Crimes,45522,0.018364746715873643
7,21,Chinatown / Douglas,552,Violent Crimes,45522,0.012126005008567286
7,22,Auburn Gresham / Beverly,1426,Violent Crimes,45522,0.03132551293879882
7,23,Boystown / Lake View,412,Violent Crimes,45522,0.009050568955669787
7,24,Edgewater / Rogers Park,1356,Violent Crimes,45522,0.029787794912350073
7,25,Austin / Avondale,2563,Violent Crimes,45522,0.05630244716840209
8,1,Douglas / Loop,1924,Violent Crimes,68536,0.028072837632776935
8,2,Douglas / Englewood,3109,Violent Crimes,68536,0.045363020894128636
8,3,Grand Crossing / Jackson Park,4256,Violent Crimes,68536,0.06209875102136104
8,4,Avalon Park / Burnside,4774,Violent Crimes,68536,0.06965682269172406
8,5,Burnside / Pullman,3980,Violent Crimes,68536,0.0580716703630209
8,6,Auburn Gresham / Chatham,4891,Violent Crimes,68536,0.07136395470993347
8,7,Englewood / Grand Crossing,4941,Violent Crimes,68536,0.07209349830745886
8,8,Archer Heights / Ashburn,4226,Violent Crimes,68536,0.061661024862845804
8,9,Armour Square / Bridgeport,3035,Violent Crimes,68536,0.04428329636979106
8,10,Little Village / Lower West Side,3240,Violent Crimes,68536,0.04727442511964515
8,11,Austin / Garfield Park,4934,Violent Crimes,68536,0.0719913622038053
8,12,East Village / Garfield Park,2176,Violent Crimes,68536,0.03174973736430489
8,13,East Village / Garfield Park,838,Violent Crimes,68536,0.012227150694525506
8,14,Avondale / Bucktown,1968,Violent Crimes,68536,0.028714835998599277
8,15,Austin,3357,Violent Crimes,68536,0.048981557137854556
8,16,Dunning / Edison Park,1503,Violent Crimes,68536,0.021930080541613165
8,17,Albany Park / Avondale,1637,Violent Crimes,68536,0.023885257382981206
8,18,Lincoln Park / Magnificent Mile,1703,Violent Crimes,68536,0.02484825493171472
8,19,Lake View / Lincoln Park,1326,Violent Crimes,68536,0.019347496206373292
8,20,Andersonville / Edgewater,1192,Violent Crimes,68536,0.01739231936500525
8,21,Chinatown / Douglas,917,Violent Crimes,68536,0.013379829578615618
8,22,Auburn Gresham / Beverly,2318,Violent Crimes,68536,0.03382164118127699
8,23,Boystown / Lake View,513,Violent Crimes,68536,0.007485117310610482
8,24,Edgewater / Rogers Park,1925,Violent Crimes,68536,0.02808742850472744
8,25,Austin / Avondale,3853,Violent Crimes,68536,0.05621862962530641
9,1,Douglas / Loop,2355,Violent Crimes,80461,0.029268838319185694
9,2,Douglas / Englewood,3768,Violent Crimes,80461,0.046830141310697106
9,3,Grand Crossing / Jackson Park,5133,Violent Crimes,80461,0.06379488199251812
9,4,Avalon Park / Burnside,5757,Violent Crimes,80461,0.07155019201849343
9,5,Burnside / Pullman,4619,Violent Crimes,80461,0.05740669392624998
9,6,Auburn Gresham / Chatham,5663,Violent Crimes,80461,0.07038192416201638
9,7,Englewood / Grand Crossing,5829,Violent Crimes,80461,0.07244503548302904
9,8,Archer Heights / Ashburn,4851,Violent Crimes,80461,0.06029007842308696
9,9,Armour Square / Bridgeport,3560,Violent Crimes,80461,0.04424503796870533
9,10,Little Village / Lower West Side,3877,Violent Crimes,80461,0.048184834888952414
9,11,Austin / Garfield Park,5908,Violent Crimes,80461,0.07342687761772784
9,12,East Village / Garfield Park,2489,Violent Crimes,80461,0.030934241433738085
9,13,East Village / Garfield Park,991,Violent Crimes,80461,0.01231652601881657
9,14,Avondale / Bucktown,2159,Violent Crimes,80461,0.026832875554616522
9,15,Austin,4246,Violent Crimes,80461,0.05277090764469743
9,16,Dunning / Edison Park,1846,Violent Crimes,80461,0.02294279216017698
9,17,Albany Park / Avondale,1802,Violent Crimes,80461,0.022395943376294105
9,18,Lincoln Park / Magnificent Mile,1925,Violent Crimes,80461,0.023924634294875777
9,19,Lake View / Lincoln Park,1459,Violent Crimes,80461,0.018133008538298058
9,20,Andersonville / Edgewater,1247,Violent Crimes,80461,0.015498191670498752
9,21,Chinatown / Douglas,1102,Violent Crimes,80461,0.013696076359975641
9,22,Auburn Gresham / Beverly,2780,Violent Crimes,80461,0.03455090043623619
9,23,Boystown / Lake View,593,Violent Crimes,80461,0.0073700302009669285
9,24,Edgewater / Rogers Park,2181,Violent Crimes,80461,0.02710629994655796
9,25,Austin / Avondale,4321,Violent Crimes,80461,0.053703036253588694
10,1,Douglas / Loop,2850,Violent Crimes,90099,0.03163187160789798
10,2,Douglas / Englewood,4051,Violent Crimes,90099,0.04496165329248937
10,3,Grand Crossing / Jackson Park,5637,Violent Crimes,90099,0.06256451236972664
10,4,Avalon Park / Burnside,6381,Violent Crimes,90099,0.07082209569473578
10,5,Burnside / Pullman,5182,Violent Crimes,90099,0.05751451181478152
10,6,Auburn Gresham / Chatham,6302,Violent Crimes,90099,0.0699452824115695
10,7,Englewood / Grand Crossing,6529,Violent Crimes,90099,0.07246473323788277
10,8,Archer Heights / Ashburn,5548,Violent Crimes,90099,0.06157671006337473
10,9,Armour Square / Bridgeport,3956,Violent Crimes,90099,0.043907257572226105
10,10,Little Village / Lower West Side,4256,Violent Crimes,90099,0.04723692826779431
10,11,Austin / Garfield Park,6490,Violent Crimes,90099,0.0720318760474589
10,12,East Village / Garfield Park,2926,Violent Crimes,90099,0.03247538818410859
10,13,East Village / Garfield Park,1061,Violent Crimes,90099,0.011775935359992896
10,14,Avondale / Bucktown,2364,Violent Crimes,90099,0.02623780508107748
10,15,Austin,4745,Violent Crimes,90099,0.052664291501570495
10,16,Dunning / Edison Park,2037,Violent Crimes,90099,0.022608464022908135
10,17,Albany Park / Avondale,1957,Violent Crimes,90099,0.021720551837423278
10,18,Lincoln Park / Magnificent Mile,2158,Violent Crimes,90099,0.023951431203453978
10,19,Lake View / Lincoln Park,1772,Violent Crimes,90099,0.01966725490848955
10,20,Andersonville / Edgewater,1545,Violent Crimes,90099,0.017147804082176272
10,21,Chinatown / Douglas,1214,Violent Crimes,90099,0.013474067414732683
10,22,Auburn Gresham / Beverly,3088,Violent Crimes,90099,0.03427341035971542
10,23,Boystown / Lake View,691,Violent Crimes,90099,0.00766934150212544
10,24,Edgewater / Rogers Park,2366,Violent Crimes,90099,0.026260002885714603
10,25,Austin / Avondale,4993,Violent Crimes,90099,0.05541681927657355
11,1,Douglas / Loop,2968,Violent Crimes,100338,0.029580019533975165
11,2,Douglas / Englewood,4549,Violent Crimes,100338,0.04533676174530088
11,3,Grand Crossing / Jackson Park,6075,Violent Crimes,100338,0.06054535669437302
11,4,Avalon Park / Burnside,6962,Violent Crimes,100338,0.06938547708744444
11,5,Burnside / Pullman,5803,Violent Crimes,100338,0.05783451932468257
11,6,Auburn Gresham / Chatham,7018,Violent Crimes,100338,0.06994359066355718
11,7,Englewood / Grand Crossing,7354,Violent Crimes,100338,0.0732922721202336
11,8,Archer Heights / Ashburn,6285,Violent Crimes,100338,0.06263828260479579
11,9,Armour Square / Bridgeport,4621,Violent Crimes,100338,0.04605433634316012
11,10,Little Village / Lower West Side,4956,Violent Crimes,100338,0.0493930514859774
11,11,Austin / Garfield Park,7391,Violent Crimes,100338,0.07366102573302238
11,12,East Village / Garfield Park,3132,Violent Crimes,100338,0.031214495006876758
11,13,East Village / Garfield Park,1200,Violent Crimes,100338,0.011959576630987264
11,14,Avondale / Bucktown,2807,Violent Crimes,100338,0.027975443002651038
11,15,Austin,4989,Violent Crimes,100338,0.049721939843329545
11,16,Dunning / Edison Park,2263,Violent Crimes,100338,0.022553768263270147
11,17,Albany Park / Avondale,2322,Violent Crimes,100338,0.023141780780960353
11,18,Lincoln Park / Magnificent Mile,2309,Violent Crimes,100338,0.023012218700791325
11,19,Lake View / Lincoln Park,1938,Violent Crimes,100338,0.01931471625904443
11,20,Andersonville / Edgewater,1642,Violent Crimes,100338,0.01636468735673424
11,21,Chinatown / Douglas,1360,Violent Crimes,100338,0.013554186848452231
11,22,Auburn Gresham / Beverly,3569,Violent Crimes,100338,0.035569774163327954
11,23,Boystown / Lake View,698,Violent Crimes,100338,0.006956487073690925
11,24,Edgewater / Rogers Park,2566,Violent Crimes,100338,0.025573561362594432
11,25,Austin / Avondale,5561,Violent Crimes,100338,0.055422671370766806
12,1,Douglas / Loop,3028,Violent Crimes,110161,0.0274870416935213
12,2,Douglas / Englewood,4872,Violent Crimes,110161,0.04422617804849266
12,3,Grand Crossing / Jackson Park,6527,Violent Crimes,110161,0.05924964370330698
12,4,Avalon Park / Burnside,7657,Violent Crimes,110161,0.06950735741324061
12,5,Burnside / Pullman,6275,Violent Crimes,110161,0.056962082769764256
12,6,Auburn Gresham / Chatham,7355,Violent Crimes,110161,0.06676591534209021
12,7,Englewood / Grand Crossing,8272,Violent Crimes,110161,0.07509009540581513
12,8,Archer Heights / Ashburn,7224,Violent Crimes,110161,0.06557674676155809
12,9,Armour Square / Bridgeport,5141,Violent Crimes,110161,0.046668058568821995
12,10,Little Village / Lower West Side,5438,Violent Crimes,110161,0.04936411252621164
12,11,Austin / Garfield Park,8049,Violent Crimes,110161,0.07306578553208486
12,12,East Village / Garfield Park,3396,Violent Crimes,110161,0.03082760686631385
12,13,East Village / Garfield Park,1356,Violent Crimes,110161,0.01230925645192037
12,14,Avondale / Bucktown,3167,Violent Crimes,110161,0.02874883125607066
12,15,Austin,5511,Violent Crimes,110161,0.05002677898711885
12,16,Dunning / Edison Park,2646,Violent Crimes,110161,0.0240193898021986
12,17,Albany Park / Avondale,2564,Violent Crimes,110161,0.023275024736521998
12,18,Lincoln Park / Magnificent Mile,2539,Violent Crimes,110161,0.02304808416771816
12,19,Lake View / Lincoln Park,2087,Violent Crimes,110161,0.0189449986837447
12,20,Andersonville / Edgewater,1853,Violent Crimes,110161,0.01682083495974074
12,21,Chinatown / Douglas,1498,Violent Crimes,110161,0.01359827888272619
12,22,Auburn Gresham / Beverly,3867,Violent Crimes,110161,0.03510316718257823
12,23,Boystown / Lake View,903,Violent Crimes,110161,0.00819709334519476
12,24,Edgewater / Rogers Park,2863,Violent Crimes,110161,0.025989233939415945
12,25,Austin / Avondale,6073,Violent Crimes,110161,0.05512840297382921
13,1,Douglas / Loop,2853,Violent Crimes,107596,0.026515855608015167
13,2,Douglas / Englewood,4751,Violent Crimes,107596,0.04415591657682442
13,3,Grand Crossing / Jackson Park,6255,Violent Crimes,107596,0.05813413138034871
13,4,Avalon Park / Burnside,7381,Violent Crimes,107596,0.0685992044313915
13,5,Burnside / Pullman,6062,Violent Crimes,107596,0.0563403844009071
13,6,Auburn Gresham / Chatham,7023,Violent Crimes,107596,0.0652719431949143
13,7,Englewood / Grand Crossing,8126,Violent Crimes,107596,0.07552325365255214
13,8,Archer Heights / Ashburn,6719,Violent Crimes,107596,0.06244655935164876
13,9,Armour Square / Bridgeport,5171,Violent Crimes,107596,0.04805940741291498
13,10,Little Village / Lower West Side,5182,Violent Crimes,107596,0.04816164169671735
13,11,Austin / Garfield Park,7936,Violent Crimes,107596,0.07375738875051117
13,12,East Village / Garfield Park,3358,Violent Crimes,107596,0.031209338637124058
13,13,East Village / Garfield Park,1422,Violent Crimes,107596,0.013216104687906613
13,14,Avondale / Bucktown,3133,Violent Crimes,107596,0.029118182832075543
13,15,Austin,5462,Violent Crimes,107596,0.050763968920777724
13,16,Dunning / Edison Park,2557,Violent Crimes,107596,0.023764823971151344
13,17,Albany Park / Avondale,2608,Violent Crimes,107596,0.02423881928696234
13,18,Lincoln Park / Magnificent Mile,2452,Violent Crimes,107596,0.022788951262128702
13,19,Lake View / Lincoln Park,2158,Violent Crimes,107596,0.02005650767686531
13,20,Andersonville / Edgewater,1795,Violent Crimes,107596,0.01668277631138704
13,21,Chinatown / Douglas,1393,Violent Crimes,107596,0.01294657793970036
13,22,Auburn Gresham / Beverly,3821,Violent Crimes,107596,0.03551247258262389
13,23,Boystown / Lake View,960,Violent Crimes,107596,0.008922264768206997
13,24,Edgewater / Rogers Park,2967,Violent Crimes,107596,0.027575374549239747
13,25,Austin / Avondale,6051,Violent Crimes,107596,0.05623815011710472
14,1,Douglas / Loop,3145,Violent Crimes,122018,0.02577488567260568
14,2,Douglas / Englewood,5141,Violent Crimes,122018,0.04213312789916242
14,3,Grand Crossing / Jackson Park,7323,Violent Crimes,122018,0.060015735383304104
14,4,Avalon Park / Burnside,8450,Violent Crimes,122018,0.06925207756232687
14,5,Burnside / Pullman,7005,Violent Crimes,122018,0.0574095625235621
14,6,Auburn Gresham / Chatham,7671,Violent Crimes,122018,0.06286777360717272
14,7,Englewood / Grand Crossing,9125,Violent Crimes,122018,0.07478404825517547
14,8,Archer Heights / Ashburn,8486,Violent Crimes,122018,0.06954711599927879
14,9,Armour Square / Bridgeport,5964,Violent Crimes,122018,0.04887803438836893
14,10,Little Village / Lower West Side,5724,Violent Crimes,122018,0.04691111147535609
14,11,Austin / Garfield Park,8258,Violent Crimes,122018,0.0676785392319166
14,12,East Village / Garfield Park,3715,Violent Crimes,122018,0.030446327591011162
