year,district,neighborhood,specific_count,crime_category,total_count,crime_rate
2001,1,Douglas / Loop,2014,Violent Crimes,147652,0.013640180966055319
2001,2,Douglas / Englewood,7660,Violent Crimes,147652,0.051878741906645355
2001,3,Grand Crossing / Jackson Park,9059,Violent Crimes,147652,0.06135372362040473
2001,4,Avalon Park / Burnside,8803,Violent Crimes,147652,0.05961991710237586
2001,5,Burnside / Pullman,8091,Violent Crimes,147652,0.054797767724108035
2001,6,Auburn Gresham / Chatham,8384,Violent Crimes,147652,0.056782163465445776
2001,7,Englewood / Grand Crossing,11283,Violent Crimes,147652,0.07641616774578062
2001,8,Archer Heights / Ashburn,8338,Violent Crimes,147652,0.056470620106737465
2001,9,Armour Square / Bridgeport,7189,Violent Crimes,147652,0.04868880882074066
2001,10,Little Village / Lower West Side,7116,Violent Crimes,147652,0.04819440305583399
2001,11,Austin / Garfield Park,9036,Violent Crimes,147652,0.06119795194105058
2001,12,East Village / Garfield Park,3670,Violent Crimes,147652,0.024855741879554628
2001,13,East Village / Garfield Park,3383,Violent Crimes,147652,0.02291198222848319
2001,14,Avondale / Bucktown,6496,Violent Crimes,147652,0.0439953403949828
2001,15,Austin,6192,Violent Crimes,147652,0.041936445154823504
2001,16,Dunning / Edison Park,3445,Violent Crimes,147652,0.02333188849456831
2001,17,Albany Park / Avondale,3664,Violent Crimes,147652,0.024815105789288326
2001,18,Lincoln Park / Magnificent Mile,4544,Violent Crimes,147652,0.030775065695012597
2001,19,Lake View / Lincoln Park,2494,Violent Crimes,147652,0.016891068187359467
2001,20,Andersonville / Edgewater,2782,Violent Crimes,147652,0.018841600520141954
2001,21,Chinatown / Douglas,4119,Violent Crimes,147652,0.027896675967816215
2001,22,Auburn Gresham / Beverly,4550,Violent Crimes,147652,0.0308157017852789
2001,23,Boystown / Lake View,2673,Violent Crimes,147652,0.018103378213637472
2001,24,Edgewater / Rogers Park,4357,Violent Crimes,147652,0.02950857421504619
2001,25,Austin / Avondale,8310,Violent Crimes,147652,0.056280985018828056
2002,1,Douglas / Loop,2520,Violent Crimes,148429,0.016977814308524613
2002,2,Douglas / Englewood,6747,Violent Crimes,148429,0.045456076642704596
2002,3,Grand Crossing / Jackson Park,8899,Violent Crimes,148429,0.059954591083952596
2002,4,Avalon Park / Burnside,9211,Violent Crimes,148429,0.06205660618881755
2002,5,Burnside / Pullman,8647,Violent Crimes,148429,0.058256809653100136
2002,6,Auburn Gresham / Chatham,8725,Violent Crimes,148429,0.05878231342931638
2002,7,Englewood / Grand Crossing,11946,Violent Crimes,148429,0.08048292449588693
2002,8,Archer Heights / Ashburn,9062,Violent Crimes,148429,0.06105275923168653
2002,9,Armour Square / Bridgeport,7635,Violent Crimes,148429,0.05143873501808946
2002,10,Little Village / Lower West Side,7043,Violent Crimes,148429,0.04745029610116622
2002,11,Austin / Garfield Park,9656,Violent Crimes,148429,0.06505467260441018
2002,12,East Village / Garfield Park,3464,Violent Crimes,148429,0.023337757446321137
2002,13,East Village / Garfield Park,3264,Violent Crimes,148429,0.0219903118662795
2002,14,Avondale / Bucktown,5889,Violent Crimes,148429,0.039675535104325976
2002,15,Austin,6618,Violent Crimes,148429,0.044586974243577736
2002,16,Dunning / Edison Park,3340,Violent Crimes,148429,0.02250234118669532
2002,17,Albany Park / Avondale,3451,Violent Crimes,148429,0.02325017348361843
2002,18,Lincoln Park / Magnificent Mile,4507,Violent Crimes,148429,0.03036468614623827
2002,19,Lake View / Lincoln Park,2397,Violent Crimes,148429,0.01614913527679901
2002,20,Andersonville / Edgewater,2507,Violent Crimes,148429,0.01689023034582191
2002,21,Chinatown / Douglas,3443,Violent Crimes,148429,0.023196275660416765
2002,22,Auburn Gresham / Beverly,4655,Violent Crimes,148429,0.03136179587546908
2002,23,Boystown / Lake View,2586,Violent Crimes,148429,0.017422471349938354
2002,24,Edgewater / Rogers Park,4203,Violent Crimes,148429,0.02831656886457498
2002,25,Austin / Avondale,8014,Violent Crimes,148429,0.053992144392268356
2003,1,Douglas / Loop,2686,Violent Crimes,139231,0.019291680732020887
2003,2,Douglas / Englewood,5897,Violent Crimes,139231,0.042354073446287104
2003,3,Grand Crossing / Jackson Park,8475,Violent Crimes,139231,0.060870064856246096
2003,4,Avalon Park / Burnside,8822,Violent Crimes,139231,0.06336232591879681
2003,5,Burnside / Pullman,7972,Violent Crimes,139231,0.05725736366182819
2003,6,Auburn Gresham / Chatham,8462,Violent Crimes,139231,0.06077669484525716
2003,7,Englewood / Grand Crossing,11048,Violent Crimes,139231,0.07935014472351704
2003,8,Archer Heights / Ashburn,8748,Violent Crimes,139231,0.06283083508701366
2003,9,Armour Square / Bridgeport,7156,Violent Crimes,139231,0.0513965998951383
2003,10,Little Village / Lower West Side,6472,Violent Crimes,139231,0.046483900855412943
2003,11,Austin / Garfield Park,9059,Violent Crimes,139231,0.06506453304221042
2003,12,East Village / Garfield Park,3249,Violent Crimes,139231,0.023335320438695406
2003,13,East Village / Garfield Park,2974,Violent Crimes,139231,0.02136018559085261
2003,14,Avondale / Bucktown,5396,Violent Crimes,139231,0.038755736868944415
2003,15,Austin,6686,Violent Crimes,139231,0.04802091488246152
2003,16,Dunning / Edison Park,3088,Violent Crimes,139231,0.02217896876414017
2003,17,Albany Park / Avondale,3351,Violent Crimes,139231,0.024067915909531643
2003,18,Lincoln Park / Magnificent Mile,3975,Violent Crimes,139231,0.02854967643700038
2003,19,Lake View / Lincoln Park,2122,Violent Crimes,139231,0.015240858716808756
2003,20,Andersonville / Edgewater,2244,Violent Crimes,139231,0.016117100358397196
2003,21,Chinatown / Douglas,3024,Violent Crimes,139231,0.02171930101773312
2003,22,Auburn Gresham / Beverly,4566,Violent Crimes,139231,0.032794420782727984
2003,23,Boystown / Lake View,2284,Violent Crimes,139231,0.016404392699901602
2003,24,Edgewater / Rogers Park,3710,Violent Crimes,139231,0.026646364674533688
2003,25,Austin / Avondale,7765,Violent Crimes,139231,0.05577062579454288
2004,1,Douglas / Loop,2552,Violent Crimes,135319,0.01885914025377072
2004,2,Douglas / Englewood,5265,Violent Crimes,135319,0.03890806169126287
2004,3,Grand Crossing / Jackson Park,8466,Violent Crimes,135319,0.06256327640612183
2004,4,Avalon Park / Burnside,8588,Violent Crimes,135319,0.06346484972546354
2004,5,Burnside / Pullman,7720,Violent Crimes,135319,0.057050377256704525
2004,6,Auburn Gresham / Chatham,8525,Violent Crimes,135319,0.06299928317531167
2004,7,Englewood / Grand Crossing,10881,Violent Crimes,135319,0.08040999416194326
2004,8,Archer Heights / Ashburn,8747,Violent Crimes,135319,0.06463985101870395
2004,9,Armour Square / Bridgeport,6666,Violent Crimes,135319,0.049261374973211446
2004,10,Little Village / Lower West Side,6218,Violent Crimes,135319,0.045950679505464866
2004,11,Austin / Garfield Park,8754,Violent Crimes,135319,0.06469158063538749
2004,12,East Village / Garfield Park,3103,Violent Crimes,135319,0.0229310000812894
2004,13,East Village / Garfield Park,2874,Violent Crimes,135319,0.021238702621213575
2004,14,Avondale / Bucktown,4769,Violent Crimes,135319,0.03524264885197201
2004,15,Austin,6760,Violent Crimes,135319,0.04995602982581899
2004,16,Dunning / Edison Park,3188,Violent Crimes,135319,0.02355914542673239
2004,17,Albany Park / Avondale,3171,Violent Crimes,135319,0.02343351635764379
2004,18,Lincoln Park / Magnificent Mile,3982,Violent Crimes,135319,0.029426761947693968
2004,19,Lake View / Lincoln Park,2095,Violent Crimes,135319,0.015481935278859583
2004,20,Andersonville / Edgewater,2125,Violent Crimes,135319,0.015703633636074757
2004,21,Chinatown / Douglas,2915,Violent Crimes,135319,0.021541690376074313
2004,22,Auburn Gresham / Beverly,4468,Violent Crimes,135319,0.03301827533457977
2004,23,Boystown / Lake View,2253,Violent Crimes,135319,0.016649546626859496
2004,24,Edgewater / Rogers Park,3844,Violent Crimes,135319,0.028406949504504172
2004,25,Austin / Avondale,7390,Violent Crimes,135319,0.054611695327337624
2005,1,Douglas / Loop,2434,Violent Crimes,130229,0.018690153498836664
2005,2,Douglas / Englewood,4722,Violent Crimes,130229,0.03625920493899208
2005,3,Grand Crossing / Jackson Park,8075,Violent Crimes,130229,0.062006158382541525
2005,4,Avalon Park / Burnside,8373,Violent Crimes,130229,0.06429443518724708
2005,5,Burnside / Pullman,7173,Violent Crimes,130229,0.0550798977186341
2005,6,Auburn Gresham / Chatham,8537,Violent Crimes,130229,0.06555375530795753
2005,7,Englewood / Grand Crossing,10205,Violent Crimes,130229,0.07836196238932956
2005,8,Archer Heights / Ashburn,8568,Violent Crimes,130229,0.06579179752589669
2005,9,Armour Square / Bridgeport,6609,Violent Crimes,130229,0.050749065108386
2005,10,Little Village / Lower West Side,6114,Violent Crimes,130229,0.04694806840258314
2005,11,Austin / Garfield Park,8504,Violent Crimes,130229,0.06530035552757066
2005,12,East Village / Garfield Park,3085,Violent Crimes,130229,0.023689040075559206
2005,13,East Village / Garfield Park,2636,Violent Crimes,130229,0.020241267306053183
2005,14,Avondale / Bucktown,4464,Violent Crimes,130229,0.03427807938324029
2005,15,Austin,6408,Violent Crimes,130229,0.04920563008239332
2005,16,Dunning / Edison Park,3047,Violent Crimes,130229,0.02339724638905313
2005,17,Albany Park / Avondale,3108,Violent Crimes,130229,0.023865652043707622
2005,18,Lincoln Park / Magnificent Mile,3507,Violent Crimes,130229,0.026929485752021438
2005,19,Lake View / Lincoln Park,1816,Violent Crimes,130229,0.013944666702500979
2005,20,Andersonville / Edgewater,2147,Violent Crimes,130229,0.016486343287593394
2005,21,Chinatown / Douglas,3163,Violent Crimes,130229,0.024287985011019052
2005,22,Auburn Gresham / Beverly,4411,Violent Crimes,130229,0.03387110397837655
2005,23,Boystown / Lake View,2180,Violent Crimes,130229,0.01673974306798025
2005,24,Edgewater / Rogers Park,3723,Violent Crimes,130229,0.028588102496371774
2005,25,Austin / Avondale,7220,Violent Crimes,130229,0.05544080043615477
2006,1,Douglas / Loop,2378,Violent Crimes,125481,0.018951076258557072
2006,2,Douglas / Englewood,4615,Violent Crimes,125481,0.03677847642272535
2006,3,Grand Crossing / Jackson Park,7650,Violent Crimes,125481,0.06096540512109403
2006,4,Avalon Park / Burnside,8037,Violent Crimes,125481,0.06404953738016114
2006,5,Burnside / Pullman,6854,Violent Crimes,125481,0.05462181525489915
2006,6,Auburn Gresham / Chatham,8370,Violent Crimes,125481,0.06670332560307934
2006,7,Englewood / Grand Crossing,9925,Violent Crimes,125481,0.07909563997736709
2006,8,Archer Heights / Ashburn,8659,Violent Crimes,125481,0.06900646312987624
2006,9,Armour Square / Bridgeport,6331,Violent Crimes,125481,0.050453853571457034
2006,10,Little Village / Lower West Side,5593,Violent Crimes,125481,0.04457248507742208
2006,11,Austin / Garfield Park,8035,Violent Crimes,125481,0.06403359871215562
2006,12,East Village / Garfield Park,2847,Violent Crimes,125481,0.022688693905850287
2006,13,East Village / Garfield Park,2614,Violent Crimes,125481,0.020831839083207817
2006,14,Avondale / Bucktown,4445,Violent Crimes,125481,0.035423689642256596
2006,15,Austin,6308,Violent Crimes,125481,0.050270558889393614
2006,16,Dunning / Edison Park,2941,Violent Crimes,125481,0.023437811302109483
2006,17,Albany Park / Avondale,3251,Violent Crimes,125481,0.025908304842964275
2006,18,Lincoln Park / Magnificent Mile,3563,Violent Crimes,125481,0.02839473705182458
2006,19,Lake View / Lincoln Park,1838,Violent Crimes,125481,0.014647635897068082
2006,20,Andersonville / Edgewater,1959,Violent Crimes,125481,0.015611925311401726
2006,21,Chinatown / Douglas,2623,Violent Crimes,125481,0.02090356308923263
2006,22,Auburn Gresham / Beverly,4378,Violent Crimes,125481,0.034889744264071855
2006,23,Boystown / Lake View,1991,Violent Crimes,125481,0.01586694399948996
2006,24,Edgewater / Rogers Park,3494,Violent Crimes,125481,0.02784485300563432
2006,25,Austin / Avondale,6782,Violent Crimes,125481,0.054048023206700616
2007,1,Douglas / Loop,2292,Violent Crimes,124184,0.018456483927075953
2007,2,Douglas / Englewood,4158,Violent Crimes,124184,0.0334825742446692
2007,3,Grand Crossing / Jackson Park,7910,Violent Crimes,124184,0.0636958062230239
2007,4,Avalon Park / Burnside,8343,Violent Crimes,124184,0.06718256780261547
2007,5,Burnside / Pullman,6880,Violent Crimes,124184,0.055401662049861494
2007,6,Auburn Gresham / Chatham,8642,Violent Crimes,124184,0.0695902853829801
2007,7,Englewood / Grand Crossing,10143,Violent Crimes,124184,0.08167718868775366
2007,8,Archer Heights / Ashburn,8380,Violent Crimes,124184,0.06748051278747665
2007,9,Armour Square / Bridgeport,6003,Violent Crimes,124184,0.048339560651935835
2007,10,Little Village / Lower West Side,5685,Violent Crimes,124184,0.04577884429556142
2007,11,Austin / Garfield Park,7980,Violent Crimes,124184,0.06425948592411261
2007,12,East Village / Garfield Park,2797,Violent Crimes,124184,0.022523030342073053
2007,13,East Village / Garfield Park,2478,Violent Crimes,124184,0.01995426141854023
2007,14,Avondale / Bucktown,4069,Violent Crimes,124184,0.032765895767570705
2007,15,Austin,6115,Violent Crimes,124184,0.04924144817367777
2007,16,Dunning / Edison Park,3112,Violent Crimes,124184,0.025059588996972235
2007,17,Albany Park / Avondale,3063,Violent Crimes,124184,0.02466501320621014
2007,18,Lincoln Park / Magnificent Mile,3538,Violent Crimes,124184,0.02848998260645494
2007,19,Lake View / Lincoln Park,1727,Violent Crimes,124184,0.013906783482574245
2007,20,Andersonville / Edgewater,1845,Violent Crimes,124184,0.014856986407266636
2007,21,Chinatown / Douglas,2580,Violent Crimes,124184,0.02077562326869806
2007,22,Auburn Gresham / Beverly,4158,Violent Crimes,124184,0.0334825742446692
2007,23,Boystown / Lake View,1996,Violent Crimes,124184,0.01607292404818656
2007,24,Edgewater / Rogers Park,3291,Violent Crimes,124184,0.026500998518327643
2007,25,Austin / Avondale,6999,Violent Crimes,124184,0.056359917541712296
2008,1,Douglas / Loop,2173,Violent Crimes,120963,0.017964170862164463
2008,2,Douglas / Englewood,3747,Violent Crimes,120963,0.0309764142754396
2008,3,Grand Crossing / Jackson Park,7328,Violent Crimes,120963,0.06058050808925043
2008,4,Avalon Park / Burnside,8032,Violent Crimes,120963,0.06640046956507362
2008,5,Burnside / Pullman,6594,Violent Crimes,120963,0.054512536891446146
2008,6,Auburn Gresham / Chatham,8526,Violent Crimes,120963,0.07048436298702909
2008,7,Englewood / Grand Crossing,9891,Violent Crimes,120963,0.08176880533716922
2008,8,Archer Heights / Ashburn,8391,Violent Crimes,120963,0.06936831923811414
2008,9,Armour Square / Bridgeport,5950,Violent Crimes,120963,0.04918859485958516
2008,10,Little Village / Lower West Side,5667,Violent Crimes,120963,0.04684903648223011
2008,11,Austin / Garfield Park,8184,Violent Crimes,120963,0.06765705215644453
2008,12,East Village / Garfield Park,2785,Violent Crimes,120963,0.02302356919057894
2008,13,East Village / Garfield Park,2183,Violent Crimes,120963,0.018046840769491496
2008,14,Avondale / Bucktown,3860,Violent Crimes,120963,0.03191058422823508
2008,15,Austin,5789,Violent Crimes,120963,0.047857609351619916
2008,16,Dunning / Edison Park,3042,Violent Crimes,120963,0.025148185808883707
2008,17,Albany Park / Avondale,3094,Violent Crimes,120963,0.025578069326984285
2008,18,Lincoln Park / Magnificent Mile,3338,Violent Crimes,120963,0.02759521506576391
2008,19,Lake View / Lincoln Park,1701,Violent Crimes,120963,0.014062151236328464
2008,20,Andersonville / Edgewater,1893,Violent Crimes,120963,0.015649413457007516
2008,21,Chinatown / Douglas,2207,Violent Crimes,120963,0.01824524854707638
2008,22,Auburn Gresham / Beverly,4147,Violent Crimes,120963,0.034283210568520954
2008,23,Boystown / Lake View,1989,Violent Crimes,120963,0.01644304456734704
2008,24,Edgewater / Rogers Park,3454,Violent Crimes,120963,0.028554185990757503
2008,25,Austin / Avondale,6998,Violent Crimes,120963,0.057852401147458314
2009,1,Douglas / Loop,1934,Violent Crimes,109774,0.017618015194854883
2009,2,Douglas / Englewood,3350,Violent Crimes,109774,0.030517244520560424
2009,3,Grand Crossing / Jackson Park,6814,Violent Crimes,109774,0.062072986317342906
2009,4,Avalon Park / Burnside,7091,Violent Crimes,109774,0.0645963525060579
2009,5,Burnside / Pullman,6107,Violent Crimes,109774,0.055632481279720154
2009,6,Auburn Gresham / Chatham,7472,Violent Crimes,109774,0.06806711971869478
2009,7,Englewood / Grand Crossing,8121,Violent Crimes,109774,0.07397926649297648
2009,8,Archer Heights / Ashburn,7517,Violent Crimes,109774,0.06847705285404558
2009,9,Armour Square / Bridgeport,5331,Violent Crimes,109774,0.04856341210122615
2009,10,Little Village / Lower West Side,5313,Violent Crimes,109774,0.04839943884708583
2009,11,Austin / Garfield Park,7478,Violent Crimes,109774,0.06812177747007488
2009,12,East Village / Garfield Park,2346,Violent Crimes,109774,0.021371180789622315
2009,13,East Village / Garfield Park,2144,Violent Crimes,109774,0.019531036493158672
2009,14,Avondale / Bucktown,3764,Violent Crimes,109774,0.034288629365787894
2009,15,Austin,5599,Violent Crimes,109774,0.05100479166287099
2009,16,Dunning / Edison Park,2837,Violent Crimes,109774,0.02584400677756117
2009,17,Albany Park / Avondale,2716,Violent Crimes,109774,0.024741742124728988
2009,18,Lincoln Park / Magnificent Mile,2914,Violent Crimes,109774,0.02654544792027256
2009,19,Lake View / Lincoln Park,1492,Violent Crimes,109774,0.013591560843186912
2009,20,Andersonville / Edgewater,1599,Violent Crimes,109774,0.01456629074279884
2009,21,Chinatown / Douglas,2020,Violent Crimes,109774,0.018401442964636434
2009,22,Auburn Gresham / Beverly,3848,Violent Crimes,109774,0.03505383788510941
2009,23,Boystown / Lake View,1746,Violent Crimes,109774,0.01590540565161149
2009,24,Edgewater / Rogers Park,3264,Violent Crimes,109774,0.029733816750778873
2009,25,Austin / Avondale,6957,Violent Crimes,109774,0.06337566272523548
2010,1,Douglas / Loop,1921,Violent Crimes,103559,0.018549812184358676
2010,2,Douglas / Englewood,3220,Violent Crimes,103559,0.031093386378779248
2010,3,Grand Crossing / Jackson Park,6419,Violent Crimes,103559,0.06198398980291428
2010,4,Avalon Park / Burnside,6794,Violent Crimes,103559,0.0656051139929895
2010,5,Burnside / Pullman,5737,Violent Crimes,103559,0.05539837194256414
2010,6,Auburn Gresham / Chatham,6888,Violent Crimes,103559,0.0665128091233017
2010,7,Englewood / Grand Crossing,7775,Violent Crimes,103559,0.07507797487422628
2010,8,Archer Heights / Ashburn,7078,Violent Crimes,103559,0.06834751204627314
2010,9,Armour Square / Bridgeport,5066,Violent Crimes,103559,0.048918973725122876
2010,10,Little Village / Lower West Side,5305,Violent Crimes,103559,0.05122683687559749
2010,11,Austin / Garfield Park,7075,Violent Crimes,103559,0.06831854305275253
2010,12,East Village / Garfield Park,2077,Violent Crimes,103559,0.020056199847429967
2010,13,East Village / Garfield Park,2080,Violent Crimes,103559,0.02008516884095057
2010,14,Avondale / Bucktown,3544,Violent Crimes,103559,0.03422203767900424
2010,15,Austin,4890,Violent Crimes,103559,0.047219459438580906
2010,16,Dunning / Edison Park,2626,Violent Crimes,103559,0.025357525661700093
2010,17,Albany Park / Avondale,2625,Violent Crimes,103559,0.02534786933052656
2010,18,Lincoln Park / Magnificent Mile,2803,Violent Crimes,103559,0.0270666962794156
2010,19,Lake View / Lincoln Park,1400,Violent Crimes,103559,0.013518863642947498
2010,20,Andersonville / Edgewater,1621,Violent Crimes,103559,0.015652912832298495
2010,21,Chinatown / Douglas,1964,Violent Crimes,103559,0.018965034424820632
2010,22,Auburn Gresham / Beverly,3485,Violent Crimes,103559,0.033652314139765736
2010,23,Boystown / Lake View,1663,Violent Crimes,103559,0.01605847874158692
2010,24,Edgewater / Rogers Park,3074,Violent Crimes,103559,0.029683562027443294
2010,25,Austin / Avondale,6429,Violent Crimes,103559,0.06208055311464962
2011,1,Douglas / Loop,1739,Violent Crimes,97066,0.017915645025034514
2011,2,Douglas / Englewood,3136,Violent Crimes,97066,0.032307914202707434
2011,3,Grand Crossing / Jackson Park,5954,Violent Crimes,97066,0.061339707003482166
2011,4,Avalon Park / Burnside,6795,Violent Crimes,97066,0.07000391486205262
2011,5,Burnside / Pullman,5326,Violent Crimes,97066,0.05486988234809305
2011,6,Auburn Gresham / Chatham,6316,Violent Crimes,97066,0.06506912822203449
2011,7,Englewood / Grand Crossing,7286,Violent Crimes,97066,0.0750623287247852
2011,8,Archer Heights / Ashburn,6429,Violent Crimes,97066,0.06623328456926215
2011,9,Armour Square / Bridgeport,4979,Violent Crimes,97066,0.05129499515793378
2011,10,Little Village / Lower West Side,4895,Violent Crimes,97066,0.050429604598932684
2011,11,Austin / Garfield Park,6773,Violent Crimes,97066,0.06977726495374281
2011,12,East Village / Garfield Park,1974,Violent Crimes,97066,0.020336678136525663
2011,13,East Village / Garfield Park,1978,Violent Crimes,97066,0.02037788721076381
2011,14,Avondale / Bucktown,3284,Violent Crimes,97066,0.033832649949518886
2011,15,Austin,4605,Violent Crimes,97066,0.04744194671666701
2011,16,Dunning / Edison Park,2430,Violent Crimes,97066,0.025034512599674447
2011,17,Albany Park / Avondale,2507,Violent Crimes,97066,0.02582778727875878
2011,18,Lincoln Park / Magnificent Mile,2503,Violent Crimes,97066,0.025786578204520634
2011,19,Lake View / Lincoln Park,1449,Violent Crimes,97066,0.014927987142768837
2011,20,Andersonville / Edgewater,1452,Violent Crimes,97066,0.014958893948447448
2011,21,Chinatown / Douglas,1994,Violent Crimes,97066,0.0205427235077164
2011,22,Auburn Gresham / Beverly,3233,Violent Crimes,97066,0.03330723425298251
2011,23,Boystown / Lake View,1560,Violent Crimes,97066,0.016071538952877423
2011,24,Edgewater / Rogers Park,2781,Violent Crimes,97066,0.028650608864071867
2011,25,Austin / Avondale,5688,Violent Crimes,97066,0.058599303566645375
2012,1,Douglas / Loop,2074,Violent Crimes,94787,0.021880637640182724
2012,2,Douglas / Englewood,4230,Violent Crimes,94787,0.04462637281483748
2012,3,Grand Crossing / Jackson Park,5935,Violent Crimes,94787,0.06261407154989608
2012,4,Avalon Park / Burnside,6564,Violent Crimes,94787,0.06925000263749248
2012,5,Burnside / Pullman,5211,Violent Crimes,94787,0.05497589331870404
2012,6,Auburn Gresham / Chatham,6263,Violent Crimes,94787,0.06607446168778419
2012,7,Englewood / Grand Crossing,7014,Violent Crimes,94787,0.07399748910715605
2012,8,Archer Heights / Ashburn,6116,Violent Crimes,94787,0.0645236161076941
2012,9,Armour Square / Bridgeport,4858,Violent Crimes,94787,0.051251753932501296
2012,10,Little Village / Lower West Side,5156,Violent Crimes,94787,0.05439564497241183
2012,11,Austin / Garfield Park,6446,Violent Crimes,94787,0.06800510618544738
2012,12,East Village / Garfield Park,2114,Violent Crimes,94787,0.022302636437486152
2012,13,East Village / Garfield Park,1806,Violent Crimes,94787,0.01905324569824976
2012,14,Avondale / Bucktown,2933,Violent Crimes,94787,0.030943061812273836
2012,15,Austin,4676,Violent Crimes,94787,0.049331659404770696
2012,16,Dunning / Edison Park,2352,Violent Crimes,94787,0.024813529281441548
2012,17,Albany Park / Avondale,2339,Violent Crimes,94787,0.024676379672317932
2012,18,Lincoln Park / Magnificent Mile,2374,Violent Crimes,94787,0.025045628619958432
2012,19,Lake View / Lincoln Park,2966,Violent Crimes,94787,0.03129121082004916
2012,20,Andersonville / Edgewater,1413,Violent Crimes,94787,0.014907107514743582
2012,21,Chinatown / Douglas,224,Violent Crimes,94787,0.002363193264899195
2012,22,Auburn Gresham / Beverly,3109,Violent Crimes,94787,0.03279985652040892
2012,23,Boystown / Lake View,188,Violent Crimes,94787,0.00198339434732611
2012,24,Edgewater / Rogers Park,2853,Violent Crimes,94787,0.03009906421766698
2012,25,Austin / Avondale,5573,Violent Crimes,94787,0.058794982434300064
2013,1,Douglas / Loop,2049,Violent Crimes,85902,0.02385276245023399
2013,2,Douglas / Englewood,4020,Violent Crimes,85902,0.04679751344555424
2013,3,Grand Crossing / Jackson Park,5340,Violent Crimes,85902,0.06216386114409443
2013,4,Avalon Park / Burnside,5687,Violent Crimes,85902,0.06620334800121068
2013,5,Burnside / Pullman,4742,Violent Crimes,85902,0.05520243998975577
2013,6,Auburn Gresham / Chatham,6125,Violent Crimes,85902,0.07130218155572629
2013,7,Englewood / Grand Crossing,6512,Violent Crimes,85902,0.0758073153127983
2013,8,Archer Heights / Ashburn,5385,Violent Crimes,85902,0.06268771390654466
2013,9,Armour Square / Bridgeport,4220,Violent Crimes,85902,0.04912574794533305
2013,10,Little Village / Lower West Side,4415,Violent Crimes,85902,0.0513957765826174
2013,11,Austin / Garfield Park,5879,Violent Crimes,85902,0.06843845312099835
2013,12,East Village / Garfield Park,3455,Violent Crimes,85902,0.040220250983679075
2013,14,Avondale / Bucktown,2569,Violent Crimes,85902,0.029906172149658912
2013,15,Austin,4326,Violent Crimes,85902,0.050359712230215826
2013,16,Dunning / Edison Park,2230,Violent Crimes,85902,0.025959814672533818
2013,17,Albany Park / Avondale,2148,Violent Crimes,85902,0.025005238527624502
2013,18,Lincoln Park / Magnificent Mile,2154,Violent Crimes,85902,0.025075085562617866
2013,19,Lake View / Lincoln Park,2852,Violent Crimes,85902,0.03320062396684594
2013,20,Andersonville / Edgewater,1353,Violent Crimes,85902,0.015750506391003703
2013,22,Auburn Gresham / Beverly,3034,Violent Crimes,85902,0.03531931736164466
2013,24,Edgewater / Rogers Park,2527,Violent Crimes,85902,0.029417242904705362
2013,25,Austin / Avondale,4880,Violent Crimes,85902,0.05680892179460315
2014,1,Douglas / Loop,2095,Violent Crimes,78161,0.026803648878596743
2014,2,Douglas / Englewood,3706,Violent Crimes,78161,0.04741495119049142
2014,3,Grand Crossing / Jackson Park,4642,Violent Crimes,78161,0.05939023298064252
2014,4,Avalon Park / Burnside,5301,Violent Crimes,78161,0.06782154783075958
2014,5,Burnside / Pullman,4280,Violent Crimes,78161,0.054758767160092627
2014,6,Auburn Gresham / Chatham,5537,Violent Crimes,78161,0.07084095648725068
2014,7,Englewood / Grand Crossing,5740,Violent Crimes,78161,0.07343815969601208
2014,8,Archer Heights / Ashburn,4532,Violent Crimes,78161,0.057982881488210236
2014,9,Armour Square / Bridgeport,4021,Violent Crimes,78161,0.051445094100638425
2014,10,Little Village / Lower West Side,4141,Violent Crimes,78161,0.05298038663783729
2014,11,Austin / Garfield Park,5639,Violent Crimes,78161,0.0721459551438697
2014,12,East Village / Garfield Park,3199,Violent Crimes,78161,0.04092834022082625
2014,14,Avondale / Bucktown,2350,Violent Crimes,78161,0.03006614552014432
2014,15,Austin,4064,Violent Crimes,78161,0.051995240593134685
2014,16,Dunning / Edison Park,2095,Violent Crimes,78161,0.026803648878596743
2014,17,Albany Park / Avondale,1872,Violent Crimes,78161,0.023950563580302196
2014,18,Lincoln Park / Magnificent Mile,2107,Violent Crimes,78161,0.026957178132316628
2014,19,Lake View / Lincoln Park,2450,Violent Crimes,78161,0.03134555596781003
2014,20,Andersonville / Edgewater,1136,Violent Crimes,78161,0.01453410268548253
2014,22,Auburn Gresham / Beverly,2471,Violent Crimes,78161,0.031614232161819834
2014,24,Edgewater / Rogers Park,2227,Violent Crimes,78161,0.028492470669515487
2014,25,Austin / Avondale,4556,Violent Crimes,78161,0.058289939995650006
2015,1,Douglas / Loop,2242,Violent Crimes,77738,0.02884046412308009
2015,2,Douglas / Englewood,3529,Violent Crimes,77738,0.0453960739921274
2015,3,Grand Crossing / Jackson Park,4704,Violent Crimes,77738,0.06051094702719391
2015,4,Avalon Park / Burnside,5325,Violent Crimes,77738,0.06849931822274821
2015,5,Burnside / Pullman,3995,Violent Crimes,77738,0.051390568319226115
2015,6,Auburn Gresham / Chatham,5501,Violent Crimes,77738,0.0707633332475752
2015,7,Englewood / Grand Crossing,5396,Violent Crimes,77738,0.06941264246571818
2015,8,Archer Heights / Ashburn,4832,Violent Crimes,77738,0.06215750340888626
