day_of_week,district,neighborhood,specific_count,crime_category,total_count,crime_rate
Friday,21,Chinatown / Douglas,1614,Drug Offenses,117016,0.013792985574622274
Friday,22,Auburn Gresham / Beverly,2990,Drug Offenses,117016,0.025552061256580296
Friday,23,Boystown / Lake View,1256,Drug Offenses,117016,0.010733574895740753
Friday,24,Edgewater / Rogers Park,2365,Drug Offenses,117016,0.02021091132836535
Friday,25,Austin / Avondale,6060,Drug Offenses,117016,0.051787789703972104
Monday,1,Douglas / Loop,1238,Drug Offenses,102206,0.012112791812613741
Monday,2,Douglas / Englewood,4050,Drug Offenses,102206,0.039625853668082106
Monday,3,Grand Crossing / Jackson Park,4723,Drug Offenses,102206,0.04621059428996341
Monday,4,Avalon Park / Burnside,4691,Drug Offenses,102206,0.04589750112517856
Monday,5,Burnside / Pullman,4418,Drug Offenses,102206,0.043226425063107844
Monday,6,Auburn Gresham / Chatham,5549,Drug Offenses,102206,0.054292311605972254
Monday,7,Englewood / Grand Crossing,6858,Drug Offenses,102206,0.06709977887795238
Monday,8,Archer Heights / Ashburn,5063,Drug Offenses,102206,0.0495372091658024
Monday,9,Armour Square / Bridgeport,4671,Drug Offenses,102206,0.04570181789718803
Monday,10,Little Village / Lower West Side,6223,Drug Offenses,102206,0.060886836389253074
Monday,11,Austin / Garfield Park,17486,Drug Offenses,102206,0.17108584623211945
Monday,12,East Village / Garfield Park,2055,Drug Offenses,102206,0.020106451676026846
Monday,13,East Village / Garfield Park,1801,Drug Offenses,102206,0.017621274680547132
Monday,14,Avondale / Bucktown,2170,Drug Offenses,102206,0.021231630236972387
Monday,15,Austin,10656,Drug Offenses,102206,0.10426002387335381
Monday,16,Dunning / Edison Park,1839,Drug Offenses,102206,0.017993072813729135
Monday,17,Albany Park / Avondale,1558,Drug Offenses,102206,0.015243723460462204
Monday,18,Lincoln Park / Magnificent Mile,1857,Drug Offenses,102206,0.01816918771892061
Monday,19,Lake View / Lincoln Park,1027,Drug Offenses,102206,0.010048333757313661
Monday,20,Andersonville / Edgewater,1161,Drug Offenses,102206,0.011359411384850205
Monday,21,Chinatown / Douglas,1571,Drug Offenses,102206,0.015370917558656048
Monday,22,Auburn Gresham / Beverly,2754,Drug Offenses,102206,0.026945580494295834
Monday,23,Boystown / Lake View,1239,Drug Offenses,102206,0.012122575974013268
Monday,24,Edgewater / Rogers Park,2202,Drug Offenses,102206,0.021544723401757237
Monday,25,Austin / Avondale,5346,Drug Offenses,102206,0.05230612684186838
Saturday,1,Douglas / Loop,1136,Drug Offenses,102570,0.011075363166617919
Saturday,2,Douglas / Englewood,3959,Drug Offenses,102570,0.03859803061323974
Saturday,3,Grand Crossing / Jackson Park,4708,Drug Offenses,102570,0.045900360729258065
Saturday,4,Avalon Park / Burnside,4738,Drug Offenses,102570,0.04619284391147509
Saturday,5,Burnside / Pullman,4737,Drug Offenses,102570,0.04618309447206786
Saturday,6,Auburn Gresham / Chatham,5537,Drug Offenses,102570,0.05398264599785512
Saturday,7,Englewood / Grand Crossing,7277,Drug Offenses,102570,0.07094667056644242
Saturday,8,Archer Heights / Ashburn,4848,Drug Offenses,102570,0.04726528224627084
Saturday,9,Armour Square / Bridgeport,4904,Drug Offenses,102570,0.04781125085307595
Saturday,10,Little Village / Lower West Side,6637,Drug Offenses,102570,0.06470702934581261
Saturday,11,Austin / Garfield Park,18548,Drug Offenses,102570,0.1808326021253778
Saturday,12,East Village / Garfield Park,1899,Drug Offenses,102570,0.018514185434337527
Saturday,13,East Village / Garfield Park,1470,Drug Offenses,102570,0.014331675928634104
Saturday,14,Avondale / Bucktown,2188,Drug Offenses,102570,0.021331773423028177
Saturday,15,Austin,10918,Drug Offenses,102570,0.10644437944818173
Saturday,16,Dunning / Edison Park,1296,Drug Offenses,102570,0.012635273471775373
Saturday,17,Albany Park / Avondale,1342,Drug Offenses,102570,0.013083747684508141
Saturday,18,Lincoln Park / Magnificent Mile,1942,Drug Offenses,102570,0.01893341132884859
Saturday,19,Lake View / Lincoln Park,981,Drug Offenses,102570,0.009564200058496636
Saturday,20,Andersonville / Edgewater,1061,Drug Offenses,102570,0.010344155211075363
Saturday,21,Chinatown / Douglas,1281,Drug Offenses,102570,0.012489031880666862
Saturday,22,Auburn Gresham / Beverly,2498,Drug Offenses,102570,0.02435409963927074
Saturday,23,Boystown / Lake View,1148,Drug Offenses,102570,0.011192356439504728
Saturday,24,Edgewater / Rogers Park,2157,Drug Offenses,102570,0.02102954080140392
Saturday,25,Austin / Avondale,5360,Drug Offenses,102570,0.05225699522277469
Sunday,1,Douglas / Loop,860,Drug Offenses,89519,0.009606899094047074
Sunday,2,Douglas / Englewood,3429,Drug Offenses,89519,0.03830471743428769
Sunday,3,Grand Crossing / Jackson Park,4268,Drug Offenses,89519,0.047677029457433615
Sunday,4,Avalon Park / Burnside,4350,Drug Offenses,89519,0.0485930361152381
Sunday,5,Burnside / Pullman,4158,Drug Offenses,89519,0.046448240038427596
Sunday,6,Auburn Gresham / Chatham,4885,Drug Offenses,89519,0.05456942101676739
Sunday,7,Englewood / Grand Crossing,6421,Drug Offenses,89519,0.07172778963125147
Sunday,8,Archer Heights / Ashburn,4336,Drug Offenses,89519,0.04843664473463734
Sunday,9,Armour Square / Bridgeport,4349,Drug Offenses,89519,0.04858186530233805
Sunday,10,Little Village / Lower West Side,5753,Drug Offenses,89519,0.0642656866140149
Sunday,11,Austin / Garfield Park,15232,Drug Offenses,89519,0.17015382209363375
Sunday,12,East Village / Garfield Park,1735,Drug Offenses,89519,0.019381360381594968
Sunday,13,East Village / Garfield Park,1344,Drug Offenses,89519,0.015013572537673566
Sunday,14,Avondale / Bucktown,1755,Drug Offenses,89519,0.019604776639596064
Sunday,15,Austin,9844,Drug Offenses,89519,0.10996548218813883
Sunday,16,Dunning / Edison Park,1204,Drug Offenses,89519,0.013449658731665903
Sunday,17,Albany Park / Avondale,1285,Drug Offenses,89519,0.014354494576570337
Sunday,18,Lincoln Park / Magnificent Mile,1575,Drug Offenses,89519,0.01759403031758621
Sunday,19,Lake View / Lincoln Park,845,Drug Offenses,89519,0.009439336900546253
Sunday,20,Andersonville / Edgewater,909,Drug Offenses,89519,0.010154268926149755
Sunday,21,Chinatown / Douglas,1183,Drug Offenses,89519,0.013215071660764754
Sunday,22,Auburn Gresham / Beverly,2269,Drug Offenses,89519,0.025346574470224197
Sunday,23,Boystown / Lake View,971,Drug Offenses,89519,0.01084685932595315
Sunday,24,Edgewater / Rogers Park,1889,Drug Offenses,89519,0.0211016655682034
Sunday,25,Austin / Avondale,4670,Drug Offenses,89519,0.052167696243255623
Thursday,1,Douglas / Loop,1548,Drug Offenses,114962,0.013465318974965642
Thursday,2,Douglas / Englewood,4268,Drug Offenses,114962,0.03712531097232129
Thursday,3,Grand Crossing / Jackson Park,5301,Drug Offenses,114962,0.04611088881543467
Thursday,4,Avalon Park / Burnside,5381,Drug Offenses,114962,0.04680677093300395
Thursday,5,Burnside / Pullman,4913,Drug Offenses,114962,0.04273586054522364
Thursday,6,Auburn Gresham / Chatham,5868,Drug Offenses,114962,0.051042953323706966
Thursday,7,Englewood / Grand Crossing,7827,Drug Offenses,114962,0.0680833666776848
Thursday,8,Archer Heights / Ashburn,5378,Drug Offenses,114962,0.0467806753535951
Thursday,9,Armour Square / Bridgeport,5276,Drug Offenses,114962,0.04589342565369427
Thursday,10,Little Village / Lower West Side,6879,Drug Offenses,114962,0.05983716358448879
Thursday,11,Austin / Garfield Park,21642,Drug Offenses,114962,0.1882535098554305
Thursday,12,East Village / Garfield Park,2122,Drug Offenses,114962,0.018458273168525254
Thursday,13,East Village / Garfield Park,1619,Drug Offenses,114962,0.01408291435430838
Thursday,14,Avondale / Bucktown,2360,Drug Offenses,114962,0.02052852246829387
Thursday,15,Austin,12368,Drug Offenses,114962,0.10758337537621127
Thursday,16,Dunning / Edison Park,1929,Drug Offenses,114962,0.016779457559889355
Thursday,17,Albany Park / Avondale,1553,Drug Offenses,114962,0.013508811607313721
Thursday,18,Lincoln Park / Magnificent Mile,2138,Drug Offenses,114962,0.018597449592039107
Thursday,19,Lake View / Lincoln Park,1094,Drug Offenses,114962,0.009516187957759955
Thursday,20,Andersonville / Edgewater,1221,Drug Offenses,114962,0.010620900819401194
Thursday,21,Chinatown / Douglas,1607,Drug Offenses,114962,0.013978532036672988
Thursday,22,Auburn Gresham / Beverly,2910,Drug Offenses,114962,0.025312712026582695
Thursday,23,Boystown / Lake View,1324,Drug Offenses,114962,0.011516849045771646
Thursday,24,Edgewater / Rogers Park,2361,Drug Offenses,114962,0.02053722099476349
Thursday,25,Austin / Avondale,6075,Drug Offenses,114962,0.05284354830291749
Tuesday,1,Douglas / Loop,1506,Drug Offenses,112977,0.013330146844047904
Tuesday,2,Douglas / Englewood,4309,Drug Offenses,112977,0.0381405064747692
Tuesday,3,Grand Crossing / Jackson Park,5217,Drug Offenses,112977,0.046177540561353196
Tuesday,4,Avalon Park / Burnside,5144,Drug Offenses,112977,0.045531391345141045
Tuesday,5,Burnside / Pullman,4665,Drug Offenses,112977,0.041291590323694206
Tuesday,6,Auburn Gresham / Chatham,5893,Drug Offenses,112977,0.052161059330660224
Tuesday,7,Englewood / Grand Crossing,7626,Drug Offenses,112977,0.06750046469635412
Tuesday,8,Archer Heights / Ashburn,5320,Drug Offenses,112977,0.04708923055135116
Tuesday,9,Armour Square / Bridgeport,5103,Drug Offenses,112977,0.0451684856209671
Tuesday,10,Little Village / Lower West Side,7025,Drug Offenses,112977,0.062180797861511636
Tuesday,11,Austin / Garfield Park,20371,Drug Offenses,112977,0.18031103675969445
Tuesday,12,East Village / Garfield Park,2140,Drug Offenses,112977,0.01894190853005479
Tuesday,13,East Village / Garfield Park,1739,Drug Offenses,112977,0.015392513520451066
Tuesday,14,Avondale / Bucktown,2260,Drug Offenses,112977,0.020004071625198048
Tuesday,15,Austin,11966,Drug Offenses,112977,0.10591536330403534
Tuesday,16,Dunning / Edison Park,1969,Drug Offenses,112977,0.017428326119475646
Tuesday,17,Albany Park / Avondale,1700,Drug Offenses,112977,0.015047310514529505
Tuesday,18,Lincoln Park / Magnificent Mile,2081,Drug Offenses,112977,0.018419678341609354
Tuesday,19,Lake View / Lincoln Park,1182,Drug Offenses,112977,0.010462306487161104
Tuesday,20,Andersonville / Edgewater,1292,Drug Offenses,112977,0.011435955991042425
Tuesday,21,Chinatown / Douglas,1677,Drug Offenses,112977,0.014843729254627049
Tuesday,22,Auburn Gresham / Beverly,2982,Drug Offenses,112977,0.026394752914309993
Tuesday,23,Boystown / Lake View,1362,Drug Offenses,112977,0.012055551129875993
Tuesday,24,Edgewater / Rogers Park,2513,Drug Offenses,112977,0.022243465484125088
Tuesday,25,Austin / Avondale,5935,Drug Offenses,112977,0.05253281641396036
Wednesday,1,Douglas / Loop,1582,Drug Offenses,114853,0.013774128668820143
Wednesday,2,Douglas / Englewood,4726,Drug Offenses,114853,0.041148250372214916
Wednesday,3,Grand Crossing / Jackson Park,5125,Drug Offenses,114853,0.04462225627541292
Wednesday,4,Avalon Park / Burnside,5271,Drug Offenses,114853,0.04589344640540517
Wednesday,5,Burnside / Pullman,4685,Drug Offenses,114853,0.040791272322011615
Wednesday,6,Auburn Gresham / Chatham,6222,Drug Offenses,114853,0.054173595813779354
Wednesday,7,Englewood / Grand Crossing,7799,Drug Offenses,114853,0.06790419057403811
Wednesday,8,Archer Heights / Ashburn,5353,Drug Offenses,114853,0.046607402505811774
Wednesday,9,Armour Square / Bridgeport,5075,Drug Offenses,114853,0.044186917189799134
Wednesday,10,Little Village / Lower West Side,7022,Drug Offenses,114853,0.06113902118359991
Wednesday,11,Austin / Garfield Park,20994,Drug Offenses,114853,0.18279017526751587
Wednesday,12,East Village / Garfield Park,2100,Drug Offenses,114853,0.018284241595778954
Wednesday,13,East Village / Garfield Park,1763,Drug Offenses,114853,0.015350056158742045
Wednesday,14,Avondale / Bucktown,2392,Drug Offenses,114853,0.020826621855763453
Wednesday,15,Austin,12048,Drug Offenses,114853,0.10489930606949753
Wednesday,16,Dunning / Edison Park,1998,Drug Offenses,114853,0.017396149861126833
Wednesday,17,Albany Park / Avondale,1659,Drug Offenses,114853,0.014444550860665373
Wednesday,18,Lincoln Park / Magnificent Mile,2152,Drug Offenses,114853,0.018736994244817288
Wednesday,19,Lake View / Lincoln Park,1165,Drug Offenses,114853,0.01014340069480118
Wednesday,20,Andersonville / Edgewater,1295,Drug Offenses,114853,0.011275282317397021
Wednesday,21,Chinatown / Douglas,1678,Drug Offenses,114853,0.01460997971319861
Wednesday,22,Auburn Gresham / Beverly,3027,Drug Offenses,114853,0.026355428243058518
Wednesday,23,Boystown / Lake View,1226,Drug Offenses,114853,0.010674514379249997
Wednesday,24,Edgewater / Rogers Park,2435,Drug Offenses,114853,0.021201013469391308
Wednesday,25,Austin / Avondale,6061,Drug Offenses,114853,0.052771803958102964
Friday,1,Douglas / Loop,50118,All Crimes,1212800,0.04132420844327177
Friday,2,Douglas / Englewood,43739,All Crimes,1212800,0.03606447889182058
Friday,3,Grand Crossing / Jackson Park,60544,All Crimes,1212800,0.04992084432717678
Friday,4,Avalon Park / Burnside,68119,All Crimes,1212800,0.056166721635883904
Friday,5,Burnside / Pullman,52493,All Crimes,1212800,0.04328248680738786
Friday,6,Auburn Gresham / Chatham,69893,All Crimes,1212800,0.057629452506596304
Friday,7,Englewood / Grand Crossing,68359,All Crimes,1212800,0.05636461081794195
Friday,8,Archer Heights / Ashburn,81000,All Crimes,1212800,0.06678759894459103
Friday,9,Armour Square / Bridgeport,57475,All Crimes,1212800,0.0473903364116095
Friday,10,Little Village / Lower West Side,51519,All Crimes,1212800,0.04247938654353562
Friday,11,Austin / Garfield Park,76788,All Crimes,1212800,0.0633146437994723
Friday,12,East Village / Garfield Park,43203,All Crimes,1212800,0.03562252638522428
Friday,13,East Village / Garfield Park,19153,All Crimes,1212800,0.015792381266490765
Friday,14,Avondale / Bucktown,47014,All Crimes,1212800,0.03876484168865435
Friday,15,Austin,51199,All Crimes,1212800,0.04221553430079156
Friday,16,Dunning / Edison Park,41245,All Crimes,1212800,0.03400808047493404
Friday,17,Albany Park / Avondale,34960,All Crimes,1212800,0.028825857519788917
Friday,18,Lincoln Park / Magnificent Mile,57129,All Crimes,1212800,0.04710504617414248
Friday,19,Lake View / Lincoln Park,41172,All Crimes,1212800,0.033947889182058044
Friday,20,Andersonville / Edgewater,21843,All Crimes,1212800,0.018010389182058047
Friday,21,Chinatown / Douglas,17305,All Crimes,1212800,0.0142686345646438
Friday,22,Auburn Gresham / Beverly,39946,All Crimes,1212800,0.03293700527704486
Friday,23,Boystown / Lake View,14221,All Crimes,1212800,0.011725758575197889
Friday,24,Edgewater / Rogers Park,36247,All Crimes,1212800,0.029887038258575197
Friday,25,Austin / Avondale,68116,All Crimes,1212800,0.05616424802110818
Monday,1,Douglas / Loop,44762,All Crimes,1141824,0.0392021887786559
Monday,2,Douglas / Englewood,42796,All Crimes,1141824,0.037480382265568074
Monday,3,Grand Crossing / Jackson Park,59492,All Crimes,1141824,0.052102600751078976
Monday,4,Avalon Park / Burnside,65852,All Crimes,1141824,0.05767263606300095
Monday,5,Burnside / Pullman,51692,All Crimes,1141824,0.04527142536853315
Monday,6,Auburn Gresham / Chatham,67855,All Crimes,1141824,0.05942684686957009
Monday,7,Englewood / Grand Crossing,65426,All Crimes,1141824,0.057299548792108065
Monday,8,Archer Heights / Ashburn,77921,All Crimes,1141824,0.06824256627991704
Monday,9,Armour Square / Bridgeport,54073,All Crimes,1141824,0.04735668544364105
Monday,10,Little Village / Lower West Side,48438,All Crimes,1141824,0.04242159912560955
Monday,11,Austin / Garfield Park,70498,All Crimes,1141824,0.06174156437419427
Monday,12,East Village / Garfield Park,38663,All Crimes,1141824,0.0338607351045345
Monday,13,East Village / Garfield Park,17449,All Crimes,1141824,0.015281689647441287
Monday,14,Avondale / Bucktown,42857,All Crimes,1141824,0.037533805560226445
Monday,15,Austin,47839,All Crimes,1141824,0.04189699988789866
Monday,16,Dunning / Edison Park,38526,All Crimes,1141824,0.03374075163948209
Monday,17,Albany Park / Avondale,33970,All Crimes,1141824,0.029750644582702764
Monday,18,Lincoln Park / Magnificent Mile,46687,All Crimes,1141824,0.040888087831399585
Monday,19,Lake View / Lincoln Park,36950,All Crimes,1141824,0.03236050389552155
Monday,20,Andersonville / Edgewater,20860,All Crimes,1141824,0.018269015189731518
Monday,21,Chinatown / Douglas,16457,All Crimes,1141824,0.014412904265455972
Monday,22,Auburn Gresham / Beverly,38269,All Crimes,1141824,0.03351567316854436
Monday,23,Boystown / Lake View,13430,All Crimes,1141824,0.011761882741998768
Monday,24,Edgewater / Rogers Park,35904,All Crimes,1141824,0.031444425760887844
Monday,25,Austin / Avondale,65158,All Crimes,1141824,0.05706483661229752
Saturday,1,Douglas / Loop,42826,All Crimes,1157910,0.03698560337159192
Saturday,2,Douglas / Englewood,40561,All Crimes,1157910,0.035029492793049545
Saturday,3,Grand Crossing / Jackson Park,56862,All Crimes,1157910,0.049107443583698215
Saturday,4,Avalon Park / Burnside,63074,All Crimes,1157910,0.05447228195628331
Saturday,5,Burnside / Pullman,49783,All Crimes,1157910,0.04299384235389624
Saturday,6,Auburn Gresham / Chatham,66500,All Crimes,1157910,0.0574310611360123
Saturday,7,Englewood / Grand Crossing,65124,All Crimes,1157910,0.05624271316423556
Saturday,8,Archer Heights / Ashburn,77136,All Crimes,1157910,0.06661657641785632
Saturday,9,Armour Square / Bridgeport,56056,All Crimes,1157910,0.04841136185023016
Saturday,10,Little Village / Lower West Side,51615,All Crimes,1157910,0.044576003316319925
Saturday,11,Austin / Garfield Park,73364,All Crimes,1157910,0.06335898299522415
Saturday,12,East Village / Garfield Park,39933,All Crimes,1157910,0.03448713630593051
Saturday,13,East Village / Garfield Park,17820,All Crimes,1157910,0.015389797134492319
Saturday,14,Avondale / Bucktown,47663,All Crimes,1157910,0.04116295739737976
Saturday,15,Austin,48985,All Crimes,1157910,0.04230466962026409
Saturday,16,Dunning / Edison Park,38375,All Crimes,1157910,0.0331416085878868
Saturday,17,Albany Park / Avondale,32498,All Crimes,1157910,0.02806608458343049
Saturday,18,Lincoln Park / Magnificent Mile,61736,All Crimes,1157910,0.053316751733727144
Saturday,19,Lake View / Lincoln Park,42064,All Crimes,1157910,0.036327521137221375
Saturday,20,Andersonville / Edgewater,19804,All Crimes,1157910,0.01710322909379831
Saturday,21,Chinatown / Douglas,15014,All Crimes,1157910,0.012966465442046446
Saturday,22,Auburn Gresham / Beverly,35679,All Crimes,1157910,0.030813275643184704
Saturday,23,Boystown / Lake View,14575,All Crimes,1157910,0.012587334076050815
Saturday,24,Edgewater / Rogers Park,34654,All Crimes,1157910,0.029928060039208573
Saturday,25,Austin / Avondale,66209,All Crimes,1157910,0.057179746266981024
Sunday,1,Douglas / Loop,35877,All Crimes,1100673,0.03259551201855592
Sunday,2,Douglas / Englewood,38610,All Crimes,1100673,0.03507853831246883
Sunday,3,Grand Crossing / Jackson Park,54982,All Crimes,1100673,0.04995307416462474
Sunday,4,Avalon Park / Burnside,61720,All Crimes,1100673,0.05607478333710375
Sunday,5,Burnside / Pullman,48575,All Crimes,1100673,0.04413209009396978
Sunday,6,Auburn Gresham / Chatham,63313,All Crimes,1100673,0.05752207967307275
Sunday,7,Englewood / Grand Crossing,63048,All Crimes,1100673,0.057281317884603326
Sunday,8,Archer Heights / Ashburn,74643,All Crimes,1100673,0.06781578179895391
Sunday,9,Armour Square / Bridgeport,54903,All Crimes,1100673,0.04988129989560932
Sunday,10,Little Village / Lower West Side,50233,All Crimes,1100673,0.04563844120824259
Sunday,11,Austin / Garfield Park,67268,All Crimes,1100673,0.06111533579909746
Sunday,12,East Village / Garfield Park,37992,All Crimes,1100673,0.034517063651057125
Sunday,13,East Village / Garfield Park,16453,All Crimes,1100673,0.014948127191272975
Sunday,14,Avondale / Bucktown,44893,All Crimes,1100673,0.04078686403682111
Sunday,15,Austin,46923,All Crimes,1100673,0.04263119019000194
Sunday,16,Dunning / Edison Park,37512,All Crimes,1100673,0.03408096682665969
Sunday,17,Albany Park / Avondale,31848,All Crimes,1100673,0.028935024298769936
Sunday,18,Lincoln Park / Magnificent Mile,53820,All Crimes,1100673,0.0488973564355626
Sunday,19,Lake View / Lincoln Park,38798,All Crimes,1100673,0.035249342902024486
Sunday,20,Andersonville / Edgewater,18895,All Crimes,1100673,0.017166769785394935
Sunday,21,Chinatown / Douglas,14119,All Crimes,1100673,0.012827606382640439
Sunday,22,Auburn Gresham / Beverly,34783,All Crimes,1100673,0.03160157467295009
Sunday,23,Boystown / Lake View,13483,All Crimes,1100673,0.012249778090313836
Sunday,24,Edgewater / Rogers Park,33653,All Crimes,1100673,0.030574930065514462
Sunday,25,Austin / Avondale,64329,All Crimes,1100673,0.05844515128471399
Thursday,1,Douglas / Loop,46779,All Crimes,1150084,0.04067442030321264
Thursday,2,Douglas / Englewood,42664,All Crimes,1150084,0.037096420783177576
Thursday,3,Grand Crossing / Jackson Park,58559,All Crimes,1150084,0.050917150399449086
Thursday,4,Avalon Park / Burnside,65919,All Crimes,1150084,0.05731668295533196
Thursday,5,Burnside / Pullman,51239,All Crimes,1150084,0.0445523979118047
Thursday,6,Auburn Gresham / Chatham,67379,All Crimes,1150084,0.058586155446036986
Thursday,7,Englewood / Grand Crossing,65669,All Crimes,1150084,0.05709930752884137
Thursday,8,Archer Heights / Ashburn,77031,All Crimes,1150084,0.06697858591198556
Thursday,9,Armour Square / Bridgeport,54098,All Crimes,1150084,0.047038303289151054
Thursday,10,Little Village / Lower West Side,48400,All Crimes,1150084,0.0420838825685776
Thursday,11,Austin / Garfield Park,75799,All Crimes,1150084,0.06590735981023994
Thursday,12,East Village / Garfield Park,39624,All Crimes,1150084,0.03445313559705204
Thursday,13,East Village / Garfield Park,17718,All Crimes,1150084,0.015405831226240866
Thursday,14,Avondale / Bucktown,43285,All Crimes,1150084,0.0376363813425802
Thursday,15,Austin,49125,All Crimes,1150084,0.0427142713054003
Thursday,16,Dunning / Edison Park,38544,All Crimes,1150084,0.033514073754612704
Thursday,17,Albany Park / Avondale,33189,All Crimes,1150084,0.02885789211918434
Thursday,18,Lincoln Park / Magnificent Mile,49461,All Crimes,1150084,0.04300642387860365
Thursday,19,Lake View / Lincoln Park,37076,All Crimes,1150084,0.03223764525025998
Thursday,20,Andersonville / Edgewater,20715,All Crimes,1150084,0.01801172783901002
Thursday,21,Chinatown / Douglas,16545,All Crimes,1150084,0.014385905725147032
Thursday,22,Auburn Gresham / Beverly,38205,All Crimes,1150084,0.03321931267629147
Thursday,23,Boystown / Lake View,13499,All Crimes,1150084,0.011737403528785724
Thursday,24,Edgewater / Rogers Park,34671,All Crimes,1150084,0.030146493647420537
Thursday,25,Austin / Avondale,64891,All Crimes,1150084,0.05642283520160266
Tuesday,1,Douglas / Loop,46438,All Crimes,1154394,0.04022716680786629
Tuesday,2,Douglas / Englewood,43610,All Crimes,1154394,0.037777396625415585
Tuesday,3,Grand Crossing / Jackson Park,59945,All Crimes,1154394,0.05192767807178485
Tuesday,4,Avalon Park / Burnside,66601,All Crimes,1154394,0.05769347380530391
Tuesday,5,Burnside / Pullman,51301,All Crimes,1154394,0.044439766665453906
Tuesday,6,Auburn Gresham / Chatham,68937,All Crimes,1154394,0.059717046346394735
Tuesday,7,Englewood / Grand Crossing,67304,All Crimes,1154394,0.05830245132944212
Tuesday,8,Archer Heights / Ashburn,76998,All Crimes,1154394,0.06669993087282158
Tuesday,9,Armour Square / Bridgeport,54437,All Crimes,1154394,0.04715634350143885
Tuesday,10,Little Village / Lower West Side,48856,All Crimes,1154394,0.04232177228918376
Tuesday,11,Austin / Garfield Park,75659,All Crimes,1154394,0.06554001493424255
Tuesday,12,East Village / Garfield Park,39287,All Crimes,1154394,0.0340325746668815
Tuesday,13,East Village / Garfield Park,17915,All Crimes,1154394,0.015518964928785146
Tuesday,14,Avondale / Bucktown,42753,All Crimes,1154394,0.037035015774510266
Tuesday,15,Austin,49569,All Crimes,1154394,0.04293941236700814
Tuesday,16,Dunning / Edison Park,38473,All Crimes,1154394,0.033327442796826735
Tuesday,17,Albany Park / Avondale,33823,All Crimes,1154394,0.029299355332754674
Tuesday,18,Lincoln Park / Magnificent Mile,46738,All Crimes,1154394,0.040487043418451586
Tuesday,19,Lake View / Lincoln Park,35979,All Crimes,1154394,0.031167001907494322
Tuesday,20,Andersonville / Edgewater,20766,All Crimes,1154394,0.017988658984714058
Tuesday,21,Chinatown / Douglas,16736,All Crimes,1154394,0.01449764984918494
Tuesday,22,Auburn Gresham / Beverly,38506,All Crimes,1154394,0.03335602922399111
Tuesday,23,Boystown / Lake View,13451,All Crimes,1154394,0.01165200096327597
Tuesday,24,Edgewater / Rogers Park,35374,All Crimes,1154394,0.030642917409480646
Tuesday,25,Austin / Avondale,64938,All Crimes,1154394,0.05625289112729276
Wednesday,1,Douglas / Loop,46554,All Crimes,1161757,0.040072063262799364
Wednesday,2,Douglas / Englewood,43876,All Crimes,1161757,0.037766934049030906
Wednesday,3,Grand Crossing / Jackson Park,59598,All Crimes,1161757,0.05129988457138627
Wednesday,4,Avalon Park / Burnside,67081,All Crimes,1161757,0.057740990585810975
Wednesday,5,Burnside / Pullman,51825,All Crimes,1161757,0.044609156648077006
Wednesday,6,Auburn Gresham / Chatham,68781,All Crimes,1161757,0.05920429143099633
Wednesday,7,Englewood / Grand Crossing,67276,All Crimes,1161757,0.057908839800405766
Wednesday,8,Archer Heights / Ashburn,77664,All Crimes,1161757,0.06685046872969132
Wednesday,9,Armour Square / Bridgeport,54444,All Crimes,1161757,0.0468635007148655
Wednesday,10,Little Village / Lower West Side,48801,All Crimes,1161757,0.04200620267405318
Wednesday,11,Austin / Garfield Park,76520,All Crimes,1161757,0.06586575333740188
Wednesday,12,East Village / Garfield Park,39623,All Crimes,1161757,0.034106099640458375
Wednesday,13,East Village / Garfield Park,18346,All Crimes,1161757,0.01579159841515911
Wednesday,14,Avondale / Bucktown,43533,All Crimes,1161757,0.03747169158438469
Wednesday,15,Austin,49637,All Crimes,1161757,0.042725802383803156
Wednesday,16,Dunning / Edison Park,38749,All Crimes,1161757,0.03335379085299249
Wednesday,17,Albany Park / Avondale,33416,All Crimes,1161757,0.028763330025125735
Wednesday,18,Lincoln Park / Magnificent Mile,48670,All Crimes,1161757,0.041893442432453604
Wednesday,19,Lake View / Lincoln Park,36769,All Crimes,1161757,0.03164947575095308
Wednesday,20,Andersonville / Edgewater,21080,All Crimes,1161757,0.018144930480298374
Wednesday,21,Chinatown / Douglas,16813,All Crimes,1161757,0.01447204535888314
Wednesday,22,Auburn Gresham / Beverly,38790,All Crimes,1161757,0.03338908222631755
Wednesday,23,Boystown / Lake View,13539,All Crimes,1161757,0.01165390008409676
Wednesday,24,Edgewater / Rogers Park,35503,All Crimes,1161757,0.03055974700389152
Wednesday,25,Austin / Avondale,64869,All Crimes,1161757,0.05583697795666392
