TSNE Component 1,TSNE Component 2,cluster,Beat
12.4133415,-12.955215,4,111
11.975375,-12.985498,4,112
6.3754983,-13.902554,0,113
7.084346,-13.176665,0,114
5.563368,-13.860269,0,121
10.915433,-12.159244,4,122
10.24891,-11.648267,4,123
7.3199644,-14.024806,0,124
5.471116,-7.94844,0,131
1.1136261,-11.012994,0,132
1.8243792,-1.5380762,0,133
0.9227958,-10.005058,0,211
4.239413,3.0910308,1,212
-5.567301,3.4257498,3,213
-6.64097,-4.467543,3,214
-11.611769,-4.744412,3,215
-12.060307,-3.678956,3,221
2.785032,-1.616737,0,222
-1.8511053,-6.5205865,3,223
-9.358314,-0.017639754,3,224
-8.740602,1.1075786,3,225
-5.2464385,4.924536,3,231
-8.637726,4.4211726,3,232
-9.57084,-8.054436,3,233
0.19385193,-10.680006,0,234
-13.179807,-8.249934,3,235
-10.346642,2.0383162,3,311
6.860664,8.867801,1,312
-5.9201684,6.722289,3,313
-5.6428924,1.0524648,3,314
8.438585,7.728722,1,321
5.3433237,7.14412,1,322
7.1396422,7.336732,1,323
7.3283615,6.4540915,1,324
7.591152,4.864398,1,331
6.7895374,5.7692976,1,332
-4.2611957,0.6593472,3,333
-0.81977165,5.8061423,1,334
4.839218,1.2647015,1,411
7.1272855,2.7653272,1,412
2.7861326,0.3900442,1,413
11.500698,8.58241,1,414
11.712086,10.89046,1,421
4.5828013,12.40191,1,422
11.759385,10.023233,1,423
6.9878764,7.9500337,1,424
6.5072966,3.7287855,1,431
2.531544,6.2554126,1,432
-6.7909822,0.10678977,3,433
-14.261333,-3.6931467,3,434
11.975275,8.733374,1,511
6.336497,7.250096,1,512
10.468273,8.132709,1,513
4.9232826,11.434425,1,522
5.6414657,5.9369307,1,523
5.5478516,2.9632602,1,524
-1.880408,2.5584047,3,531
-5.5581527,5.864487,3,532
5.8181233,8.946645,1,533
7.327701,10.211706,1,611
10.607921,8.985849,1,612
3.4356909,6.955644,1,613
-0.19810781,7.1421394,1,614
9.844095,9.522415,1,621
7.734215,-12.697013,0,622
8.841492,-4.970302,1,623
11.420988,9.729131,1,624
9.079739,9.080485,1,631
9.528517,-4.995476,1,632
-7.875488,4.026934,3,633
-2.471216,0.047580197,3,634
-2.0609396,6.855976,1,711
4.053354,15.866729,1,712
2.7908154,15.657329,1,713
-7.3066554,9.425436,3,714
-7.4367647,8.547413,3,715
-4.731125,4.1712976,3,722
4.533902,11.420905,1,723
-3.6606157,11.099347,1,724
3.6079683,14.381611,1,725
-3.1415703,9.578985,1,726
-3.353288,7.4254065,1,731
-5.6017385,8.607609,3,732
2.1368237,11.371406,1,733
-5.382862,10.438089,3,734
3.169042,12.76762,1,735
-4.0724754,-4.988396,3,811
-10.016261,-4.491359,3,812
6.827435,-0.98925716,1,813
-10.276661,-4.8840556,3,814
5.7433324,-1.8191195,0,815
2.8008265,-6.5290995,0,821
1.9297186,5.3609223,1,822
9.841443,6.562405,1,823
-0.70788634,8.116907,1,824
5.518274,13.5050125,1,825
8.547993,6.9271708,1,831
5.86888,11.423578,1,832
9.626167,-10.440924,0,833
6.862882,0.50056523,1,834
6.141643,1.1005572,1,835
-11.767314,-1.8106095,3,911
4.5058656,-3.3859549,0,912
-0.8880958,-2.2728398,3,913
-1.2199948,-4.9717975,3,914
1.0825764,-1.4379792,3,915
-4.45707,9.493061,3,921
-0.48659644,9.311582,1,922
-7.115637,5.374203,3,923
3.5391304,-4.9283414,0,924
-6.5554066,-2.1459923,3,925
-6.978183,5.8841243,3,931
-4.7885814,11.065163,3,932
-7.0445323,8.321129,3,933
-3.4963198,11.910349,1,934
-10.600973,-0.6631795,3,935
3.670793,17.118927,2,1011
-2.747895,10.964208,1,1012
0.25190902,8.308562,1,1013
0.16066477,11.195898,1,1014
2.0421672,15.417021,1,1021
1.1316808,12.743216,1,1022
-8.540329,-0.5537456,3,1023
-3.0019045,8.619424,1,1024
0.04485826,5.7413425,1,1031
-13.177661,-2.2469814,3,1032
-4.2500505,2.838509,3,1033
-0.79991883,-1.5322287,3,1034
4.0072103,10.6369505,1,1111
3.8971894,18.96307,2,1112
-1.8447068,15.648925,2,1113
-6.38295,12.002786,3,1114
2.3693266,19.677326,2,1115
2.922991,18.870844,2,1121
