TSNE Component 1,TSNE Component 2,cluster,Beat
-19.74657,-5.66735,1,111
-18.318056,-3.7597773,1,112
-8.81931,6.1171017,3,113
-10.10813,1.6954422,3,114
-11.518751,8.310169,3,121
-17.169928,-5.4089775,1,122
-18.129631,-6.357967,1,123
-18.327024,-0.23945896,1,124
-13.914555,-5.3745914,1,131
-5.600179,11.163814,3,132
-0.13162112,-3.3204436,0,133
-4.581659,-1.7518117,0,211
9.351135,-8.790273,0,212
1.8406498,-0.10433112,0,213
-1.6524405,1.5531934,3,214
-2.7190826,2.4869814,3,215
-0.8185981,5.35315,3,221
8.839012,6.1416616,0,222
-1.5358478,-0.001519941,0,223
2.2056613,4.2331576,0,224
-2.7333553,8.053234,3,225
1.8885624,4.8033094,0,231
1.7558572,3.7763193,0,232
-11.160493,6.7604146,3,233
-12.866342,-1.9585844,1,234
-11.263753,7.5713067,3,235
0.81075346,5.5992,3,311
14.483557,-7.5869026,2,312
3.4135003,-0.15262619,0,313
-0.8718814,2.5253518,3,314
15.886202,-10.751275,2,321
9.403187,-5.40849,0,322
10.424027,-9.843241,0,323
14.612812,-11.355095,2,324
17.107704,-11.433548,2,331
13.7198,-10.16016,2,332
-0.7452674,-3.483526,0,333
10.545891,-8.193311,0,334
8.394712,-7.754186,0,411
9.865005,2.9751518,0,412
10.902683,-11.752611,0,413
16.409975,-11.497774,2,414
20.384876,-11.359246,2,421
5.344914,-3.7222722,0,422
17.763868,-11.715372,2,423
10.026156,-4.173086,0,424
11.362096,-10.327381,0,431
7.1828976,-3.9438014,0,432
-0.8136764,1.0365076,3,433
0.34191743,6.6144085,3,434
19.267542,-12.527408,2,511
14.770681,-9.986695,2,512
15.883715,-12.122991,2,513
14.114336,-8.745816,2,522
13.351111,-12.396074,2,523
12.523686,-11.222495,0,524
4.714174,-1.1899756,0,531
8.424814,-3.786022,0,532
15.056121,-8.616089,2,533
13.220331,-10.7763405,2,611
17.360502,-10.8600445,2,612
10.365829,-6.7453303,0,613
2.2497733,-4.39067,0,614
17.965528,-9.700303,2,621
-3.4028187,-3.6645238,0,622
16.460003,-13.252204,2,623
19.639742,-10.930384,2,624
19.436005,-11.414321,2,631
15.418913,-13.21977,2,632
2.6583934,-2.2566888,0,633
8.010078,-6.1271057,0,634
6.7947655,-0.87681454,0,711
11.751333,-5.4332943,0,712
13.781631,-4.9854045,0,713
-0.28378484,7.579017,3,714
2.6067514,5.901814,3,715
9.246561,-1.970757,0,722
12.151007,-2.1758301,0,723
7.2564945,-0.7951551,0,724
13.108069,-6.153707,0,725
8.042192,0.10460798,0,726
10.476818,-5.903117,0,731
8.959087,-0.35188085,0,732
10.03079,-2.4744425,0,733
6.2199793,0.71421325,0,734
9.629328,-7.067035,0,735
-5.1011505,12.916593,3,811
-5.44825,9.427345,3,812
11.7682085,3.204822,0,813
-4.8910103,4.634687,3,814
7.1205854,6.1902404,0,815
-9.324852,3.9429762,3,821
3.778507,-1.0290669,0,822
16.979132,-12.539373,2,823
6.7979608,-2.5497339,0,824
11.156297,-7.0987635,0,825
14.872318,-10.7023945,2,831
13.692142,-11.141638,2,832
-13.082674,-3.4706345,1,833
8.885004,3.9657338,0,834
10.197317,3.7427719,0,835
-2.282062,8.525551,3,911
-3.6770835,2.0562947,3,912
-3.820766,3.2564895,3,913
-11.452018,-2.6262589,1,914
5.9237995,5.781285,0,915
0.8775241,5.0704956,3,921
4.326479,0.23028293,0,922
-0.406059,4.684047,3,923
-1.9709153,-2.9149172,0,924
-3.7204294,4.4269123,3,925
5.0801883,1.5682114,0,931
2.0570903,5.944001,3,932
0.86124915,7.2572403,3,933
6.7865157,0.9351537,0,934
-1.1708494,7.8327513,3,935
18.539976,-7.4790015,2,1011
12.105805,-0.23716713,0,1012
6.5636506,-5.5523763,0,1013
12.950098,-5.049774,0,1014
15.700848,-7.0671334,2,1021
13.589313,-3.5452611,0,1022
-2.7545817,-1.9354413,3,1023
10.691361,-3.1220298,0,1024
5.5626197,-2.1023211,0,1031
-1.2954799,8.73174,3,1032
1.3101125,6.7136016,3,1033
4.509552,-2.6217575,0,1034
7.9207025,-1.9114344,0,1111
19.877499,-4.1640563,4,1112
15.1047535,-3.5364425,0,1113
0.721098,8.5511875,3,1114
14.340153,-0.7495195,0,1115
18.98026,-4.0016713,4,1121
18.592651,-4.8257303,4,1122
14.184726,-1.5250864,0,1123
1.6196226,7.8782773,3,1124
-2.6723914,9.558525,3,1125
14.954223,-1.9841763,0,1131
19.146683,-4.579609,4,1132
17.259518,-7.419069,2,1133
18.8541,-3.8189356,4,1134
12.592407,-2.714272,0,1135
-3.4397686,-1.4652797,0,1211
-12.623111,4.1472526,3,1212
-13.800536,2.5225153,3,1213
-19.616932,-3.5901823,1,1214
-13.279285,3.024951,3,1215
-14.226106,-1.484955,1,1221
-2.2826495,5.9931545,3,1222
0.8534814,-3.471936,0,1223
-15.120102,-1.1064521,1,1224
-1.3621069,2.0524635,3,1225
-12.48243,-2.730869,1,1231
-15.0911045,-5.2061377,1,1232
10.733722,7.893463,1,1233
-2.1480002,3.73048,3,1234
-4.7969174,0.67705905,3,1235
-12.0363035,3.3296607,3,1411
-7.035643,4.243783,3,1412
-9.882127,8.067633,3,1413
-14.606053,0.37602568,1,1414
-5.890481,5.849582,3,1421
-1.5466102,-3.3788884,0,1422
-4.7034073,7.4240713,3,1423
-17.846025,-2.0127876,1,1424
-12.331851,6.1799197,3,1431
-15.781696,0.7909017,1,1432
-16.31095,-0.2397059,1,1433
-17.17213,-0.79742694,1,1434
8.705565,-3.9798307,0,1511
5.8297534,-4.6896353,0,1512
8.837596,-1.9084798,0,1513
