month,district,neighborhood,specific_count,crime_category,total_count,crime_rate
December,10,Little Village / Lower West Side,224,Crimes Against Children,4468,0.050134288272157566
December,11,Austin / Garfield Park,229,Crimes Against Children,4468,0.05125335720680394
December,12,East Village / Garfield Park,108,Crimes Against Children,4468,0.024171888988361683
December,13,East Village / Garfield Park,28,Crimes Against Children,4468,0.006266786034019696
December,14,Avondale / Bucktown,144,Crimes Against Children,4468,0.03222918531781558
December,15,Austin,204,Crimes Against Children,4468,0.045658012533572066
December,16,Dunning / Edison Park,166,Crimes Against Children,4468,0.03715308863025962
December,17,Albany Park / Avondale,126,Crimes Against Children,4468,0.02820053715308863
December,18,Lincoln Park / Magnificent Mile,61,Crimes Against Children,4468,0.013652641002685765
December,19,Lake View / Lincoln Park,75,Crimes Against Children,4468,0.016786034019695615
December,20,Andersonville / Edgewater,51,Crimes Against Children,4468,0.011414503133393017
December,21,Chinatown / Douglas,56,Crimes Against Children,4468,0.012533572068039392
December,22,Auburn Gresham / Beverly,213,Crimes Against Children,4468,0.04767233661593554
December,23,Boystown / Lake View,18,Crimes Against Children,4468,0.0040286481647269475
December,24,Edgewater / Rogers Park,133,Crimes Against Children,4468,0.029767233661593555
December,25,Austin / Avondale,337,Crimes Against Children,4468,0.07542524619516562
February,1,Douglas / Loop,49,Crimes Against Children,4298,0.011400651465798045
February,2,Douglas / Englewood,151,Crimes Against Children,4298,0.03513261982317357
February,3,Grand Crossing / Jackson Park,318,Crimes Against Children,4298,0.07398790134946487
February,4,Avalon Park / Burnside,382,Crimes Against Children,4298,0.08887854816193579
February,5,Burnside / Pullman,245,Crimes Against Children,4298,0.057003257328990226
February,6,Auburn Gresham / Chatham,288,Crimes Against Children,4298,0.06700791065611912
February,7,Englewood / Grand Crossing,250,Crimes Against Children,4298,0.05816658911121452
February,8,Archer Heights / Ashburn,341,Crimes Against Children,4298,0.07933922754769661
February,9,Armour Square / Bridgeport,255,Crimes Against Children,4298,0.05932992089343881
February,10,Little Village / Lower West Side,213,Crimes Against Children,4298,0.04955793392275477
February,11,Austin / Garfield Park,223,Crimes Against Children,4298,0.05188459748720335
February,12,East Village / Garfield Park,124,Crimes Against Children,4298,0.0288506281991624
February,13,East Village / Garfield Park,28,Crimes Against Children,4298,0.006514657980456026
February,14,Avondale / Bucktown,134,Crimes Against Children,4298,0.031177291763610983
February,15,Austin,189,Crimes Against Children,4298,0.043973941368078175
February,16,Dunning / Edison Park,117,Crimes Against Children,4298,0.027221963704048394
February,17,Albany Park / Avondale,146,Crimes Against Children,4298,0.03396928804094928
February,18,Lincoln Park / Magnificent Mile,58,Crimes Against Children,4298,0.013494648673801768
February,19,Lake View / Lincoln Park,58,Crimes Against Children,4298,0.013494648673801768
February,20,Andersonville / Edgewater,44,Crimes Against Children,4298,0.010237319683573755
February,21,Chinatown / Douglas,52,Crimes Against Children,4298,0.01209865053513262
February,22,Auburn Gresham / Beverly,201,Crimes Against Children,4298,0.04676593764541647
February,23,Boystown / Lake View,26,Crimes Against Children,4298,0.00604932526756631
February,24,Edgewater / Rogers Park,116,Crimes Against Children,4298,0.026989297347603535
February,25,Austin / Avondale,290,Crimes Against Children,4298,0.06747324336900884
January,1,Douglas / Loop,63,Crimes Against Children,6593,0.009555589261337783
January,2,Douglas / Englewood,191,Crimes Against Children,6593,0.028970119824055816
January,3,Grand Crossing / Jackson Park,363,Crimes Against Children,6593,0.05505839526770818
January,4,Avalon Park / Burnside,493,Crimes Against Children,6593,0.07477627787046869
January,5,Burnside / Pullman,373,Crimes Against Children,6593,0.056575155467920524
January,6,Auburn Gresham / Chatham,442,Crimes Against Children,6593,0.06704080084938571
January,7,Englewood / Grand Crossing,342,Crimes Against Children,6593,0.05187319884726225
January,8,Archer Heights / Ashburn,622,Crimes Against Children,6593,0.09434248445320795
January,9,Armour Square / Bridgeport,422,Crimes Against Children,6593,0.06400728044896102
January,10,Little Village / Lower West Side,407,Crimes Against Children,6593,0.0617321401486425
January,11,Austin / Garfield Park,338,Crimes Against Children,6593,0.05126649476717731
January,12,East Village / Garfield Park,201,Crimes Against Children,6593,0.030486880024268165
January,13,East Village / Garfield Park,43,Crimes Against Children,6593,0.00652206886091309
January,14,Avondale / Bucktown,231,Crimes Against Children,6593,0.0350371606249052
January,15,Austin,251,Crimes Against Children,6593,0.03807068102532989
January,16,Dunning / Edison Park,223,Crimes Against Children,6593,0.033823752464735325
January,17,Albany Park / Avondale,228,Crimes Against Children,6593,0.0345821325648415
January,18,Lincoln Park / Magnificent Mile,85,Crimes Against Children,6593,0.012892461701804945
January,19,Lake View / Lincoln Park,88,Crimes Against Children,6593,0.013347489761868649
January,20,Andersonville / Edgewater,77,Crimes Against Children,6593,0.011679053541635067
January,21,Chinatown / Douglas,58,Crimes Against Children,6593,0.00879720916123161
January,22,Auburn Gresham / Beverly,299,Crimes Against Children,6593,0.04535112998634916
January,23,Boystown / Lake View,34,Crimes Against Children,6593,0.005156984680721978
January,24,Edgewater / Rogers Park,199,Crimes Against Children,6593,0.030183527984225692
January,25,Austin / Avondale,520,Crimes Against Children,6593,0.07887153041104202
July,1,Douglas / Loop,48,Crimes Against Children,4685,0.010245464247598719
July,2,Douglas / Englewood,159,Crimes Against Children,4685,0.03393810032017076
July,3,Grand Crossing / Jackson Park,258,Crimes Against Children,4685,0.055069370330843116
July,4,Avalon Park / Burnside,421,Crimes Against Children,4685,0.08986125933831376
July,5,Burnside / Pullman,262,Crimes Against Children,4685,0.05592315901814301
July,6,Auburn Gresham / Chatham,355,Crimes Against Children,4685,0.07577374599786553
July,7,Englewood / Grand Crossing,285,Crimes Against Children,4685,0.060832443970117396
July,8,Archer Heights / Ashburn,405,Crimes Against Children,4685,0.0864461045891142
July,9,Armour Square / Bridgeport,269,Crimes Against Children,4685,0.05741728922091782
July,10,Little Village / Lower West Side,242,Crimes Against Children,4685,0.05165421558164354
July,11,Austin / Garfield Park,235,Crimes Against Children,4685,0.05016008537886873
July,12,East Village / Garfield Park,107,Crimes Against Children,4685,0.022838847385272146
July,13,East Village / Garfield Park,29,Crimes Against Children,4685,0.006189967982924227
July,14,Avondale / Bucktown,133,Crimes Against Children,4685,0.02838847385272145
July,15,Austin,193,Crimes Against Children,4685,0.04119530416221985
July,16,Dunning / Edison Park,186,Crimes Against Children,4685,0.03970117395944504
July,17,Albany Park / Avondale,135,Crimes Against Children,4685,0.0288153681963714
July,18,Lincoln Park / Magnificent Mile,60,Crimes Against Children,4685,0.012806830309498399
July,19,Lake View / Lincoln Park,73,Crimes Against Children,4685,0.015581643543223053
July,20,Andersonville / Edgewater,60,Crimes Against Children,4685,0.012806830309498399
July,21,Chinatown / Douglas,58,Crimes Against Children,4685,0.012379935965848453
July,22,Auburn Gresham / Beverly,210,Crimes Against Children,4685,0.044823906083244394
July,23,Boystown / Lake View,27,Crimes Against Children,4685,0.00576307363927428
July,24,Edgewater / Rogers Park,140,Crimes Against Children,4685,0.029882604055496264
July,25,Austin / Avondale,335,Crimes Against Children,4685,0.07150480256136606
June,1,Douglas / Loop,62,Crimes Against Children,4936,0.012560777957860616
June,2,Douglas / Englewood,182,Crimes Against Children,4936,0.03687196110210697
June,3,Grand Crossing / Jackson Park,306,Crimes Against Children,4936,0.0619935170178282
June,4,Avalon Park / Burnside,406,Crimes Against Children,4936,0.08225283630470016
June,5,Burnside / Pullman,330,Crimes Against Children,4936,0.06685575364667747
June,6,Auburn Gresham / Chatham,298,Crimes Against Children,4936,0.06037277147487844
June,7,Englewood / Grand Crossing,279,Crimes Against Children,4936,0.05652350081037277
June,8,Archer Heights / Ashburn,426,Crimes Against Children,4936,0.08630470016207456
June,9,Armour Square / Bridgeport,267,Crimes Against Children,4936,0.05409238249594814
June,10,Little Village / Lower West Side,272,Crimes Against Children,4936,0.055105348460291734
June,11,Austin / Garfield Park,276,Crimes Against Children,4936,0.055915721231766614
June,12,East Village / Garfield Park,119,Crimes Against Children,4936,0.024108589951377633
June,13,East Village / Garfield Park,31,Crimes Against Children,4936,0.006280388978930308
June,14,Avondale / Bucktown,157,Crimes Against Children,4936,0.03180713128038898
June,15,Austin,190,Crimes Against Children,4936,0.038492706645056725
June,16,Dunning / Edison Park,169,Crimes Against Children,4936,0.03423824959481361
June,17,Albany Park / Avondale,147,Crimes Against Children,4936,0.029781199351701784
June,18,Lincoln Park / Magnificent Mile,66,Crimes Against Children,4936,0.013371150729335495
June,19,Lake View / Lincoln Park,75,Crimes Against Children,4936,0.015194489465153971
June,20,Andersonville / Edgewater,58,Crimes Against Children,4936,0.011750405186385737
June,21,Chinatown / Douglas,52,Crimes Against Children,4936,0.01053484602917342
June,22,Auburn Gresham / Beverly,233,Crimes Against Children,4936,0.04720421393841167
June,23,Boystown / Lake View,36,Crimes Against Children,4936,0.007293354943273906
June,24,Edgewater / Rogers Park,164,Crimes Against Children,4936,0.03322528363047002
June,25,Austin / Avondale,335,Crimes Against Children,4936,0.06786871961102107
March,1,Douglas / Loop,50,Crimes Against Children,4915,0.01017293997965412
March,2,Douglas / Englewood,160,Crimes Against Children,4915,0.03255340793489318
March,3,Grand Crossing / Jackson Park,324,Crimes Against Children,4915,0.0659206510681587
March,4,Avalon Park / Burnside,404,Crimes Against Children,4915,0.0821973550356053
March,5,Burnside / Pullman,265,Crimes Against Children,4915,0.05391658189216684
March,6,Auburn Gresham / Chatham,364,Crimes Against Children,4915,0.074059003051882
March,7,Englewood / Grand Crossing,325,Crimes Against Children,4915,0.06612410986775177
March,8,Archer Heights / Ashburn,367,Crimes Against Children,4915,0.07466937945066124
March,9,Armour Square / Bridgeport,299,Crimes Against Children,4915,0.06083418107833164
March,10,Little Village / Lower West Side,225,Crimes Against Children,4915,0.04577822990844354
March,11,Austin / Garfield Park,251,Crimes Against Children,4915,0.051068158697863686
March,12,East Village / Garfield Park,161,Crimes Against Children,4915,0.032756866734486266
March,13,East Village / Garfield Park,34,Crimes Against Children,4915,0.006917599186164801
March,14,Avondale / Bucktown,147,Crimes Against Children,4915,0.029908443540183113
March,15,Austin,205,Crimes Against Children,4915,0.04170905391658189
March,16,Dunning / Edison Park,159,Crimes Against Children,4915,0.0323499491353001
March,17,Albany Park / Avondale,140,Crimes Against Children,4915,0.028484231943031537
March,18,Lincoln Park / Magnificent Mile,61,Crimes Against Children,4915,0.012410986775178027
March,19,Lake View / Lincoln Park,88,Crimes Against Children,4915,0.01790437436419125
March,20,Andersonville / Edgewater,56,Crimes Against Children,4915,0.011393692777212614
March,21,Chinatown / Douglas,40,Crimes Against Children,4915,0.008138351983723296
March,22,Auburn Gresham / Beverly,239,Crimes Against Children,4915,0.04862665310274669
March,23,Boystown / Lake View,25,Crimes Against Children,4915,0.00508646998982706
March,24,Edgewater / Rogers Park,172,Crimes Against Children,4915,0.03499491353001017
March,25,Austin / Avondale,354,Crimes Against Children,4915,0.07202441505595117
May,1,Douglas / Loop,49,Crimes Against Children,5243,0.009345794392523364
May,2,Douglas / Englewood,176,Crimes Against Children,5243,0.03356856761396147
May,3,Grand Crossing / Jackson Park,343,Crimes Against Children,5243,0.06542056074766354
May,4,Avalon Park / Burnside,420,Crimes Against Children,5243,0.0801068090787717
May,5,Burnside / Pullman,315,Crimes Against Children,5243,0.06008010680907877
May,6,Auburn Gresham / Chatham,366,Crimes Against Children,5243,0.06980736219721534
May,7,Englewood / Grand Crossing,314,Crimes Against Children,5243,0.059889376311272176
May,8,Archer Heights / Ashburn,437,Crimes Against Children,5243,0.08334922754148388
May,9,Armour Square / Bridgeport,298,Crimes Against Children,5243,0.056837688346366586
May,10,Little Village / Lower West Side,255,Crimes Against Children,5243,0.048636276940682815
May,11,Austin / Garfield Park,280,Crimes Against Children,5243,0.0534045393858478
May,12,East Village / Garfield Park,139,Crimes Against Children,5243,0.026511539195117298
May,13,East Village / Garfield Park,42,Crimes Against Children,5243,0.00801068090787717
May,14,Avondale / Bucktown,152,Crimes Against Children,5243,0.02899103566660309
May,15,Austin,211,Crimes Against Children,5243,0.040244135037192444
May,16,Dunning / Edison Park,166,Crimes Against Children,5243,0.03166126263589548
May,17,Albany Park / Avondale,154,Crimes Against Children,5243,0.029372496662216287
May,18,Lincoln Park / Magnificent Mile,80,Crimes Against Children,5243,0.015258439824527943
May,19,Lake View / Lincoln Park,62,Crimes Against Children,5243,0.011825290864009155
May,20,Andersonville / Edgewater,82,Crimes Against Children,5243,0.01563990082014114
May,21,Chinatown / Douglas,50,Crimes Against Children,5243,0.009536524890329964
May,22,Auburn Gresham / Beverly,264,Crimes Against Children,5243,0.05035285142094221
May,23,Boystown / Lake View,18,Crimes Against Children,5243,0.003433148960518787
May,24,Edgewater / Rogers Park,157,Crimes Against Children,5243,0.029944688155636088
May,25,Austin / Avondale,413,Crimes Against Children,5243,0.0787716955941255
November,1,Douglas / Loop,45,Crimes Against Children,4267,0.010546051089758613
November,2,Douglas / Englewood,146,Crimes Against Children,4267,0.03421607686899461
November,3,Grand Crossing / Jackson Park,286,Crimes Against Children,4267,0.06702601359268807
November,4,Avalon Park / Burnside,396,Crimes Against Children,4267,0.0928052495898758
November,5,Burnside / Pullman,231,Crimes Against Children,4267,0.05413639559409421
November,6,Auburn Gresham / Chatham,312,Crimes Against Children,4267,0.07311928755565972
November,7,Englewood / Grand Crossing,241,Crimes Against Children,4267,0.05647996250292946
November,8,Archer Heights / Ashburn,344,Crimes Against Children,4267,0.08061870166393251
November,9,Armour Square / Bridgeport,253,Crimes Against Children,4267,0.059292242793531756
November,10,Little Village / Lower West Side,203,Crimes Against Children,4267,0.04757440824935552
November,11,Austin / Garfield Park,225,Crimes Against Children,4267,0.05273025544879306
November,12,East Village / Garfield Park,121,Crimes Against Children,4267,0.028357159596906493
November,13,East Village / Garfield Park,30,Crimes Against Children,4267,0.007030700726505742
November,14,Avondale / Bucktown,131,Crimes Against Children,4267,0.030700726505741738
November,15,Austin,171,Crimes Against Children,4267,0.040074994141082725
