dayofweek,beat,district,primary_type,count,average
Friday,0711,07,MOTOR VEHICLE THEFT,239,0.027940144961421557
Friday,0711,07,NARCOTICS,630,0.07364975450081833
Friday,0711,07,OFFENSE INVOLVING CHILDREN,34,0.00397474865559972
Friday,0711,07,OTHER OFFENSE,256,0.029927519289221417
Friday,0711,07,PROSTITUTION,18,0.002104278700023381
Friday,0711,07,PUBLIC PEACE VIOLATION,35,0.004091653027823241
Friday,0711,07,ROBBERY,222,0.025952770633621697
Friday,0711,07,SEX OFFENSE,10,0.0011690437222352116
Friday,0711,07,STALKING,3,0.00035071311667056346
Friday,0711,07,THEFT,729,0.08522328735094692
Friday,0711,07,WEAPONS VIOLATION,109,0.012742576572363806
Friday,0712,07,ARSON,9,0.0010521393500116905
Friday,0712,07,ASSAULT,426,0.04980126256722001
Friday,0712,07,BATTERY,1329,0.15536591068505962
Friday,0712,07,BURGLARY,371,0.04337152209492635
Friday,0712,07,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Friday,0712,07,CRIM SEXUAL ASSAULT,20,0.002338087444470423
Friday,0712,07,CRIMINAL DAMAGE,620,0.07248071077858312
Friday,0712,07,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0712,07,CRIMINAL TRESPASS,136,0.01589899462239888
Friday,0712,07,DECEPTIVE PRACTICE,150,0.017535655833528174
Friday,0712,07,GAMBLING,30,0.0035071311667056347
Friday,0712,07,HOMICIDE,24,0.0028057049333645077
Friday,0712,07,INTERFERENCE WITH PUBLIC OFFICER,22,0.0025718961889174656
Friday,0712,07,INTIMIDATION,7,0.0008183306055646482
Friday,0712,07,KIDNAPPING,9,0.0010521393500116905
Friday,0712,07,LIQUOR LAW VIOLATION,8,0.0009352349777881693
Friday,0712,07,MOTOR VEHICLE THEFT,226,0.026420388122515782
Friday,0712,07,NARCOTICS,990,0.11573532850128594
Friday,0712,07,OFFENSE INVOLVING CHILDREN,44,0.005143792377834931
Friday,0712,07,OTHER OFFENSE,325,0.037993920972644375
Friday,0712,07,PROSTITUTION,56,0.006546644844517185
Friday,0712,07,PUBLIC PEACE VIOLATION,42,0.004909983633387889
Friday,0712,07,ROBBERY,235,0.027472527472527472
Friday,0712,07,SEX OFFENSE,14,0.0016366612111292963
Friday,0712,07,STALKING,6,0.0007014262333411269
Friday,0712,07,THEFT,788,0.09212064531213468
Friday,0712,07,WEAPONS VIOLATION,158,0.018470890811316344
Friday,0713,07,ARSON,11,0.0012859480944587328
Friday,0713,07,ASSAULT,457,0.05342529810614917
Friday,0713,07,BATTERY,1413,0.1651858779518354
Friday,0713,07,BURGLARY,360,0.04208557400046762
Friday,0713,07,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Friday,0713,07,CRIM SEXUAL ASSAULT,30,0.0035071311667056347
Friday,0713,07,CRIMINAL DAMAGE,625,0.07306523263970073
Friday,0713,07,CRIMINAL SEXUAL ASSAULT,4,0.00046761748889408465
Friday,0713,07,CRIMINAL TRESPASS,119,0.013911620294599018
Friday,0713,07,DECEPTIVE PRACTICE,138,0.01613280336684592
Friday,0713,07,GAMBLING,24,0.0028057049333645077
Friday,0713,07,HOMICIDE,13,0.001519756838905775
Friday,0713,07,HUMAN TRAFFICKING,1,0.00011690437222352116
Friday,0713,07,INTERFERENCE WITH PUBLIC OFFICER,37,0.0043254617722702825
Friday,0713,07,INTIMIDATION,4,0.00046761748889408465
Friday,0713,07,KIDNAPPING,9,0.0010521393500116905
Friday,0713,07,LIQUOR LAW VIOLATION,9,0.0010521393500116905
Friday,0713,07,MOTOR VEHICLE THEFT,237,0.027706336216974516
Friday,0713,07,NARCOTICS,1221,0.14274023848491935
Friday,0713,07,OFFENSE INVOLVING CHILDREN,53,0.0061959317278466215
Friday,0713,07,OTHER OFFENSE,344,0.04021510404489128
Friday,0713,07,PROSTITUTION,90,0.010521393500116905
Friday,0713,07,PUBLIC PEACE VIOLATION,48,0.005611409866729015
Friday,0713,07,ROBBERY,211,0.024666822539162966
Friday,0713,07,SEX OFFENSE,18,0.002104278700023381
Friday,0713,07,THEFT,818,0.09562777647884031
Friday,0713,07,WEAPONS VIOLATION,135,0.015782090250175358
Friday,0714,07,ARSON,6,0.0007014262333411269
Friday,0714,07,ASSAULT,295,0.03448678980593874
Friday,0714,07,BATTERY,795,0.09293897591769933
Friday,0714,07,BURGLARY,236,0.027589431844750992
Friday,0714,07,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Friday,0714,07,CRIM SEXUAL ASSAULT,12,0.0014028524666822538
Friday,0714,07,CRIMINAL DAMAGE,429,0.05015197568389058
Friday,0714,07,CRIMINAL SEXUAL ASSAULT,2,0.00023380874444704232
Friday,0714,07,CRIMINAL TRESPASS,71,0.008300210427870002
Friday,0714,07,DECEPTIVE PRACTICE,77,0.00900163666121113
Friday,0714,07,GAMBLING,18,0.002104278700023381
Friday,0714,07,HOMICIDE,9,0.0010521393500116905
Friday,0714,07,INTERFERENCE WITH PUBLIC OFFICER,12,0.0014028524666822538
Friday,0714,07,INTIMIDATION,1,0.00011690437222352116
Friday,0714,07,KIDNAPPING,5,0.0005845218611176058
Friday,0714,07,LIQUOR LAW VIOLATION,8,0.0009352349777881693
Friday,0714,07,MOTOR VEHICLE THEFT,124,0.014496142155716624
Friday,0714,07,NARCOTICS,402,0.0469955576338555
Friday,0714,07,OFFENSE INVOLVING CHILDREN,30,0.0035071311667056347
Friday,0714,07,OTHER OFFENSE,196,0.022913256955810146
Friday,0714,07,PROSTITUTION,109,0.012742576572363806
Friday,0714,07,PUBLIC PEACE VIOLATION,23,0.002688800561140987
Friday,0714,07,ROBBERY,165,0.01928922141688099
Friday,0714,07,SEX OFFENSE,13,0.001519756838905775
Friday,0714,07,THEFT,521,0.06090717792845452
Friday,0714,07,WEAPONS VIOLATION,72,0.008417114800093524
Friday,0715,07,ARSON,7,0.0008183306055646482
Friday,0715,07,ASSAULT,250,0.02922609305588029
Friday,0715,07,BATTERY,795,0.09293897591769933
Friday,0715,07,BURGLARY,215,0.02513444002805705
Friday,0715,07,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Friday,0715,07,CRIM SEXUAL ASSAULT,9,0.0010521393500116905
Friday,0715,07,CRIMINAL DAMAGE,408,0.04769698386719663
Friday,0715,07,CRIMINAL SEXUAL ASSAULT,4,0.00046761748889408465
Friday,0715,07,CRIMINAL TRESPASS,48,0.005611409866729015
Friday,0715,07,DECEPTIVE PRACTICE,91,0.010638297872340425
Friday,0715,07,GAMBLING,11,0.0012859480944587328
Friday,0715,07,HOMICIDE,8,0.0009352349777881693
Friday,0715,07,INTERFERENCE WITH PUBLIC OFFICER,6,0.0007014262333411269
Friday,0715,07,KIDNAPPING,2,0.00023380874444704232
Friday,0715,07,LIQUOR LAW VIOLATION,2,0.00023380874444704232
Friday,0715,07,MOTOR VEHICLE THEFT,124,0.014496142155716624
Friday,0715,07,NARCOTICS,348,0.04068272153378536
Friday,0715,07,OFFENSE INVOLVING CHILDREN,30,0.0035071311667056347
Friday,0715,07,OTHER OFFENSE,210,0.024549918166939442
Friday,0715,07,PROSTITUTION,28,0.0032733224222585926
Friday,0715,07,PUBLIC PEACE VIOLATION,13,0.001519756838905775
Friday,0715,07,ROBBERY,141,0.016483516483516484
Friday,0715,07,SEX OFFENSE,13,0.001519756838905775
Friday,0715,07,STALKING,1,0.00011690437222352116
Friday,0715,07,THEFT,438,0.05120411503390227
Friday,0715,07,WEAPONS VIOLATION,78,0.00911854103343465
Friday,0722,07,ARSON,5,0.0005845218611176058
Friday,0722,07,ASSAULT,351,0.041033434650455926
Friday,0722,07,BATTERY,1034,0.12087912087912088
Friday,0722,07,BURGLARY,235,0.027472527472527472
Friday,0722,07,CRIM SEXUAL ASSAULT,17,0.00198737432779986
Friday,0722,07,CRIMINAL DAMAGE,431,0.05038578442833762
Friday,0722,07,CRIMINAL SEXUAL ASSAULT,6,0.0007014262333411269
Friday,0722,07,CRIMINAL TRESPASS,75,0.008767827916764087
Friday,0722,07,DECEPTIVE PRACTICE,95,0.01110591536123451
Friday,0722,07,GAMBLING,8,0.0009352349777881693
Friday,0722,07,HOMICIDE,8,0.0009352349777881693
Friday,0722,07,INTERFERENCE WITH PUBLIC OFFICER,10,0.0011690437222352116
Friday,0722,07,KIDNAPPING,9,0.0010521393500116905
Friday,0722,07,LIQUOR LAW VIOLATION,1,0.00011690437222352116
Friday,0722,07,MOTOR VEHICLE THEFT,230,0.026888005611409867
Friday,0722,07,NARCOTICS,291,0.034019172317044655
Friday,0722,07,OFFENSE INVOLVING CHILDREN,35,0.004091653027823241
Friday,0722,07,OTHER OFFENSE,234,0.02735562310030395
Friday,0722,07,PROSTITUTION,3,0.00035071311667056346
Friday,0722,07,PUBLIC PEACE VIOLATION,31,0.003624035538929156
Friday,0722,07,ROBBERY,164,0.01917231704465747
Friday,0722,07,SEX OFFENSE,26,0.00303951367781155
Friday,0722,07,STALKING,2,0.00023380874444704232
Friday,0722,07,THEFT,595,0.06955810147299508
Friday,0722,07,WEAPONS VIOLATION,83,0.009703062894552257
Friday,0723,07,ARSON,15,0.0017535655833528173
Friday,0723,07,ASSAULT,405,0.04734627075052607
Friday,0723,07,BATTERY,1162,0.13584288052373159
Friday,0723,07,BURGLARY,228,0.026654196866962826
Friday,0723,07,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Friday,0723,07,CRIM SEXUAL ASSAULT,19,0.002221183072246902
Friday,0723,07,CRIMINAL DAMAGE,485,0.05669862052840776
Friday,0723,07,CRIMINAL SEXUAL ASSAULT,3,0.00035071311667056346
Friday,0723,07,CRIMINAL TRESPASS,153,0.01788636895019874
Friday,0723,07,DECEPTIVE PRACTICE,153,0.01788636895019874
Friday,0723,07,GAMBLING,18,0.002104278700023381
Friday,0723,07,HOMICIDE,9,0.0010521393500116905
Friday,0723,07,INTERFERENCE WITH PUBLIC OFFICER,17,0.00198737432779986
Friday,0723,07,KIDNAPPING,7,0.0008183306055646482
Friday,0723,07,LIQUOR LAW VIOLATION,10,0.0011690437222352116
Friday,0723,07,MOTOR VEHICLE THEFT,207,0.02419920505026888
Friday,0723,07,NARCOTICS,518,0.060556464811783964
Friday,0723,07,OFFENSE INVOLVING CHILDREN,39,0.004559270516717325
Friday,0723,07,OTHER OFFENSE,290,0.03390226794482114
Friday,0723,07,PROSTITUTION,36,0.004208557400046762
Friday,0723,07,PUBLIC PEACE VIOLATION,31,0.003624035538929156
Friday,0723,07,ROBBERY,250,0.02922609305588029
Friday,0723,07,SEX OFFENSE,20,0.002338087444470423
Friday,0723,07,STALKING,2,0.00023380874444704232
Friday,0723,07,THEFT,782,0.09141921907879355
Friday,0723,07,WEAPONS VIOLATION,97,0.011339724105681553
Friday,0724,07,ARSON,8,0.0009352349777881693
Friday,0724,07,ASSAULT,353,0.04126724339490297
Friday,0724,07,BATTERY,928,0.10848725742342763
Friday,0724,07,BURGLARY,291,0.034019172317044655
Friday,0724,07,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Friday,0724,07,CRIM SEXUAL ASSAULT,8,0.0009352349777881693
Friday,0724,07,CRIMINAL DAMAGE,462,0.054009819967266774
Friday,0724,07,CRIMINAL TRESPASS,58,0.006780453588964227
Friday,0724,07,DECEPTIVE PRACTICE,85,0.009936871638999298
Friday,0724,07,GAMBLING,9,0.0010521393500116905
Friday,0724,07,HOMICIDE,8,0.0009352349777881693
Friday,0724,07,INTERFERENCE WITH PUBLIC OFFICER,13,0.001519756838905775
Friday,0724,07,INTIMIDATION,1,0.00011690437222352116
Friday,0724,07,KIDNAPPING,6,0.0007014262333411269
Friday,0724,07,LIQUOR LAW VIOLATION,3,0.00035071311667056346
Friday,0724,07,MOTOR VEHICLE THEFT,178,0.020808978255786766
Friday,0724,07,NARCOTICS,392,0.04582651391162029
Friday,0724,07,OBSCENITY,1,0.00011690437222352116
Friday,0724,07,OFFENSE INVOLVING CHILDREN,24,0.0028057049333645077
Friday,0724,07,OTHER OFFENSE,194,0.022679448211363105
Friday,0724,07,PUBLIC PEACE VIOLATION,21,0.0024549918166939444
Friday,0724,07,ROBBERY,163,0.01905541267243395
Friday,0724,07,SEX OFFENSE,10,0.0011690437222352116
Friday,0724,07,STALKING,2,0.00023380874444704232
Friday,0724,07,THEFT,552,0.06453121346738368
Friday,0724,07,WEAPONS VIOLATION,99,0.011573532850128595
Friday,0725,07,ARSON,15,0.0017535655833528173
Friday,0725,07,ASSAULT,434,0.05073649754500818
Friday,0725,07,BATTERY,1326,0.15501519756838905
Friday,0725,07,BURGLARY,347,0.040565817161561844
Friday,0725,07,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Friday,0725,07,CRIM SEXUAL ASSAULT,21,0.0024549918166939444
Friday,0725,07,CRIMINAL DAMAGE,603,0.07049333645078326
Friday,0725,07,CRIMINAL SEXUAL ASSAULT,9,0.0010521393500116905
Friday,0725,07,CRIMINAL TRESPASS,96,0.01122281973345803
Friday,0725,07,DECEPTIVE PRACTICE,141,0.016483516483516484
Friday,0725,07,GAMBLING,30,0.0035071311667056347
Friday,0725,07,HOMICIDE,13,0.001519756838905775
Friday,0725,07,INTERFERENCE WITH PUBLIC OFFICER,23,0.002688800561140987
Friday,0725,07,INTIMIDATION,3,0.00035071311667056346
Friday,0725,07,KIDNAPPING,6,0.0007014262333411269
Friday,0725,07,LIQUOR LAW VIOLATION,7,0.0008183306055646482
Friday,0725,07,MOTOR VEHICLE THEFT,254,0.029693710544774373
Friday,0725,07,NARCOTICS,744,0.08697685293429974
Friday,0725,07,OFFENSE INVOLVING CHILDREN,32,0.003740939911152677
Friday,0725,07,OTHER OFFENSE,287,0.03355155482815057
Friday,0725,07,PROSTITUTION,30,0.0035071311667056347
Friday,0725,07,PUBLIC PEACE VIOLATION,35,0.004091653027823241
Friday,0725,07,ROBBERY,289,0.033785363572597614
Friday,0725,07,SEX OFFENSE,18,0.002104278700023381
Friday,0725,07,STALKING,1,0.00011690437222352116
Friday,0725,07,THEFT,809,0.09457563712882862
Friday,0725,07,WEAPONS VIOLATION,161,0.018821603927986905
Friday,0726,07,ARSON,12,0.0014028524666822538
Friday,0726,07,ASSAULT,336,0.03927986906710311
Friday,0726,07,BATTERY,1057,0.12356792144026187
Friday,0726,07,BURGLARY,233,0.02723871872808043
Friday,0726,07,CRIM SEXUAL ASSAULT,15,0.0017535655833528173
Friday,0726,07,CRIMINAL DAMAGE,489,0.05716623801730185
Friday,0726,07,CRIMINAL SEXUAL ASSAULT,2,0.00023380874444704232
Friday,0726,07,CRIMINAL TRESPASS,64,0.007481879822305354
Friday,0726,07,DECEPTIVE PRACTICE,84,0.009819967266775777
Friday,0726,07,GAMBLING,4,0.00046761748889408465
Friday,0726,07,HOMICIDE,17,0.00198737432779986
Friday,0726,07,INTERFERENCE WITH PUBLIC OFFICER,10,0.0011690437222352116
Friday,0726,07,INTIMIDATION,2,0.00023380874444704232
Friday,0726,07,KIDNAPPING,5,0.0005845218611176058
Friday,0726,07,LIQUOR LAW VIOLATION,7,0.0008183306055646482
Friday,0726,07,MOTOR VEHICLE THEFT,162,0.01893850830021043
Friday,0726,07,NARCOTICS,516,0.060322656067336916
Friday,0726,07,OFFENSE INVOLVING CHILDREN,30,0.0035071311667056347
Friday,0726,07,OTHER OFFENSE,210,0.024549918166939442
Friday,0726,07,PROSTITUTION,69,0.00806640168342296
Friday,0726,07,PUBLIC PEACE VIOLATION,42,0.004909983633387889
Friday,0726,07,ROBBERY,153,0.01788636895019874
Friday,0726,07,SEX OFFENSE,16,0.0018704699555763386
Friday,0726,07,STALKING,2,0.00023380874444704232
Friday,0726,07,THEFT,520,0.060790273556231005
Friday,0726,07,WEAPONS VIOLATION,133,0.015548281505728314
Friday,0731,07,ARSON,5,0.0005845218611176058
Friday,0731,07,ASSAULT,316,0.03694178162263269
Friday,0731,07,BATTERY,972,0.11363104980126257
Friday,0731,07,BURGLARY,220,0.025718961889174656
Friday,0731,07,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Friday,0731,07,CRIM SEXUAL ASSAULT,15,0.0017535655833528173
Friday,0731,07,CRIMINAL DAMAGE,423,0.04945054945054945
Friday,0731,07,CRIMINAL SEXUAL ASSAULT,7,0.0008183306055646482
Friday,0731,07,CRIMINAL TRESPASS,91,0.010638297872340425
Friday,0731,07,DECEPTIVE PRACTICE,209,0.02443301379471592
Friday,0731,07,GAMBLING,16,0.0018704699555763386
Friday,0731,07,HOMICIDE,9,0.0010521393500116905
Friday,0731,07,INTERFERENCE WITH PUBLIC OFFICER,18,0.002104278700023381
Friday,0731,07,INTIMIDATION,3,0.00035071311667056346
Friday,0731,07,KIDNAPPING,3,0.00035071311667056346
Friday,0731,07,LIQUOR LAW VIOLATION,3,0.00035071311667056346
Friday,0731,07,MOTOR VEHICLE THEFT,252,0.029459901800327332
Friday,0731,07,NARCOTICS,384,0.04489127893383212
Friday,0731,07,OFFENSE INVOLVING CHILDREN,33,0.0038578442833761984
Friday,0731,07,OTHER OFFENSE,245,0.028641571194762683
Friday,0731,07,PROSTITUTION,1,0.00011690437222352116
Friday,0731,07,PUBLIC PEACE VIOLATION,23,0.002688800561140987
Friday,0731,07,ROBBERY,236,0.027589431844750992
Friday,0731,07,SEX OFFENSE,19,0.002221183072246902
Friday,0731,07,THEFT,512,0.059855038578442835
Friday,0731,07,WEAPONS VIOLATION,73,0.008534019172317045
Friday,0732,07,ARSON,6,0.0007014262333411269
Friday,0732,07,ASSAULT,301,0.03518821603927987
Friday,0732,07,BATTERY,961,0.11234510170680384
Friday,0732,07,BURGLARY,242,0.02829085807809212
Friday,0732,07,CRIM SEXUAL ASSAULT,17,0.00198737432779986
Friday,0732,07,CRIMINAL DAMAGE,390,0.04559270516717325
Friday,0732,07,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0732,07,CRIMINAL TRESPASS,42,0.004909983633387889
Friday,0732,07,DECEPTIVE PRACTICE,115,0.013444002805704933
Friday,0732,07,GAMBLING,10,0.0011690437222352116
Friday,0732,07,HOMICIDE,13,0.001519756838905775
Friday,0732,07,INTERFERENCE WITH PUBLIC OFFICER,12,0.0014028524666822538
Friday,0732,07,INTIMIDATION,2,0.00023380874444704232
Friday,0732,07,KIDNAPPING,1,0.00011690437222352116
Friday,0732,07,LIQUOR LAW VIOLATION,2,0.00023380874444704232
Friday,0732,07,MOTOR VEHICLE THEFT,151,0.017652560205751695
Friday,0732,07,NARCOTICS,413,0.04828150572831424
Friday,0732,07,OFFENSE INVOLVING CHILDREN,37,0.0043254617722702825
Friday,0732,07,OTHER OFFENSE,228,0.026654196866962826
Friday,0732,07,PROSTITUTION,60,0.007014262333411269
Friday,0732,07,PUBLIC PEACE VIOLATION,19,0.002221183072246902
Friday,0732,07,ROBBERY,162,0.01893850830021043
Friday,0732,07,SEX OFFENSE,10,0.0011690437222352116
Friday,0732,07,STALKING,2,0.00023380874444704232
Friday,0732,07,THEFT,414,0.04839841010053776
Friday,0732,07,WEAPONS VIOLATION,96,0.01122281973345803
Friday,0733,07,ARSON,11,0.0012859480944587328
Friday,0733,07,ASSAULT,397,0.0464110357727379
Friday,0733,07,BATTERY,1100,0.1285948094458733
Friday,0733,07,BURGLARY,295,0.03448678980593874
Friday,0733,07,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Friday,0733,07,CRIM SEXUAL ASSAULT,17,0.00198737432779986
Friday,0733,07,CRIMINAL DAMAGE,582,0.06803834463408931
Friday,0733,07,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0733,07,CRIMINAL TRESPASS,64,0.007481879822305354
Friday,0733,07,DECEPTIVE PRACTICE,121,0.01414542903904606
Friday,0733,07,GAMBLING,15,0.0017535655833528173
Friday,0733,07,HOMICIDE,10,0.0011690437222352116
Friday,0733,07,INTERFERENCE WITH PUBLIC OFFICER,15,0.0017535655833528173
Friday,0733,07,INTIMIDATION,3,0.00035071311667056346
Friday,0733,07,KIDNAPPING,4,0.00046761748889408465
Friday,0733,07,LIQUOR LAW VIOLATION,5,0.0005845218611176058
Friday,0733,07,MOTOR VEHICLE THEFT,204,0.023848491933598316
Friday,0733,07,NARCOTICS,497,0.05810147299509002
Friday,0733,07,OFFENSE INVOLVING CHILDREN,39,0.004559270516717325
Friday,0733,07,OTHER OFFENSE,269,0.03144727612812719
Friday,0733,07,PROSTITUTION,175,0.020458265139116204
Friday,0733,07,PUBLIC PEACE VIOLATION,36,0.004208557400046762
Friday,0733,07,ROBBERY,232,0.027121814355856907
Friday,0733,07,SEX OFFENSE,19,0.002221183072246902
Friday,0733,07,STALKING,7,0.0008183306055646482
Friday,0733,07,THEFT,609,0.07119476268412439
Friday,0733,07,WEAPONS VIOLATION,138,0.01613280336684592
Friday,0734,07,ARSON,16,0.0018704699555763386
Friday,0734,07,ASSAULT,300,0.03507131166705635
Friday,0734,07,BATTERY,856,0.10007014262333411
Friday,0734,07,BURGLARY,200,0.02338087444470423
Friday,0734,07,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Friday,0734,07,CRIM SEXUAL ASSAULT,11,0.0012859480944587328
Friday,0734,07,CRIMINAL DAMAGE,407,0.047580079494973115
Friday,0734,07,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0734,07,CRIMINAL TRESPASS,60,0.007014262333411269
Friday,0734,07,DECEPTIVE PRACTICE,103,0.01204115033902268
Friday,0734,07,GAMBLING,18,0.002104278700023381
Friday,0734,07,HOMICIDE,10,0.0011690437222352116
Friday,0734,07,INTERFERENCE WITH PUBLIC OFFICER,12,0.0014028524666822538
Friday,0734,07,INTIMIDATION,2,0.00023380874444704232
Friday,0734,07,KIDNAPPING,6,0.0007014262333411269
Friday,0734,07,LIQUOR LAW VIOLATION,5,0.0005845218611176058
Friday,0734,07,MOTOR VEHICLE THEFT,173,0.02022445639466916
Friday,0734,07,NARCOTICS,437,0.05108721066167875
Friday,0734,07,OFFENSE INVOLVING CHILDREN,36,0.004208557400046762
Friday,0734,07,OTHER OFFENSE,218,0.025485153144727612
Friday,0734,07,PROSTITUTION,9,0.0010521393500116905
Friday,0734,07,PUBLIC PEACE VIOLATION,20,0.002338087444470423
Friday,0734,07,ROBBERY,143,0.016717325227963525
Friday,0734,07,SEX OFFENSE,16,0.0018704699555763386
Friday,0734,07,STALKING,3,0.00035071311667056346
Friday,0734,07,THEFT,501,0.0585690904839841
Friday,0734,07,WEAPONS VIOLATION,125,0.014613046527940146
Friday,0735,07,ARSON,9,0.0010521393500116905
Friday,0735,07,ASSAULT,380,0.04442366144493804
Friday,0735,07,BATTERY,1040,0.12158054711246201
Friday,0735,07,BURGLARY,293,0.0342529810614917
Friday,0735,07,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Friday,0735,07,CRIM SEXUAL ASSAULT,16,0.0018704699555763386
Friday,0735,07,CRIMINAL DAMAGE,594,0.06944119710077157
Friday,0735,07,CRIMINAL SEXUAL ASSAULT,4,0.00046761748889408465
Friday,0735,07,CRIMINAL TRESPASS,115,0.013444002805704933
Friday,0735,07,DECEPTIVE PRACTICE,179,0.020925882628010286
Friday,0735,07,GAMBLING,13,0.001519756838905775
Friday,0735,07,HOMICIDE,11,0.0012859480944587328
Friday,0735,07,INTERFERENCE WITH PUBLIC OFFICER,14,0.0016366612111292963
Friday,0735,07,INTIMIDATION,1,0.00011690437222352116
Friday,0735,07,KIDNAPPING,8,0.0009352349777881693
Friday,0735,07,LIQUOR LAW VIOLATION,11,0.0012859480944587328
Friday,0735,07,MOTOR VEHICLE THEFT,239,0.027940144961421557
Friday,0735,07,NARCOTICS,446,0.052139350011690434
Friday,0735,07,OBSCENITY,1,0.00011690437222352116
Friday,0735,07,OFFENSE INVOLVING CHILDREN,35,0.004091653027823241
Friday,0735,07,OTHER OFFENSE,293,0.0342529810614917
Friday,0735,07,PROSTITUTION,33,0.0038578442833761984
Friday,0735,07,PUBLIC PEACE VIOLATION,27,0.0031564180500350714
Friday,0735,07,ROBBERY,190,0.02221183072246902
Friday,0735,07,SEX OFFENSE,17,0.00198737432779986
Friday,0735,07,STALKING,3,0.00035071311667056346
Friday,0735,07,THEFT,728,0.0851063829787234
Friday,0735,07,WEAPONS VIOLATION,138,0.01613280336684592
Friday,0811,08,ARSON,7,0.0008183306055646482
Friday,0811,08,ASSAULT,223,0.026069675005845217
Friday,0811,08,BATTERY,496,0.057984568622866495
Friday,0811,08,BURGLARY,316,0.03694178162263269
Friday,0811,08,CRIM SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0811,08,CRIMINAL DAMAGE,707,0.08265139116202946
Friday,0811,08,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Friday,0811,08,CRIMINAL TRESPASS,61,0.007131166705634791
Friday,0811,08,DECEPTIVE PRACTICE,306,0.03577273790039748
Friday,0811,08,GAMBLING,4,0.00046761748889408465
Friday,0811,08,HOMICIDE,1,0.00011690437222352116
Friday,0811,08,INTERFERENCE WITH PUBLIC OFFICER,7,0.0008183306055646482
Friday,0811,08,INTIMIDATION,4,0.00046761748889408465
Friday,0811,08,KIDNAPPING,5,0.0005845218611176058
Friday,0811,08,LIQUOR LAW VIOLATION,5,0.0005845218611176058
Friday,0811,08,MOTOR VEHICLE THEFT,162,0.01893850830021043
Friday,0811,08,NARCOTICS,170,0.019873743277998596
Friday,0811,08,NON - CRIMINAL,1,0.00011690437222352116
Friday,0811,08,OBSCENITY,1,0.00011690437222352116
Friday,0811,08,OFFENSE INVOLVING CHILDREN,32,0.003740939911152677
Friday,0811,08,OTHER OFFENSE,275,0.03214870236146832
Friday,0811,08,PROSTITUTION,1,0.00011690437222352116
Friday,0811,08,PUBLIC PEACE VIOLATION,26,0.00303951367781155
Friday,0811,08,ROBBERY,57,0.0066635492167407065
Friday,0811,08,SEX OFFENSE,22,0.0025718961889174656
Friday,0811,08,STALKING,4,0.00046761748889408465
Friday,0811,08,THEFT,895,0.10462941314005143
Friday,0811,08,WEAPONS VIOLATION,25,0.002922609305588029
Friday,0812,08,ARSON,5,0.0005845218611176058
Friday,0812,08,ASSAULT,170,0.019873743277998596
Friday,0812,08,BATTERY,493,0.05763385550619593
Friday,0812,08,BURGLARY,259,0.030278232405891982
Friday,0812,08,CRIM SEXUAL ASSAULT,6,0.0007014262333411269
Friday,0812,08,CRIMINAL DAMAGE,576,0.0673369184007482
Friday,0812,08,CRIMINAL SEXUAL ASSAULT,3,0.00035071311667056346
Friday,0812,08,CRIMINAL TRESPASS,46,0.005377601122281974
Friday,0812,08,DECEPTIVE PRACTICE,204,0.023848491933598316
Friday,0812,08,GAMBLING,2,0.00023380874444704232
Friday,0812,08,HOMICIDE,2,0.00023380874444704232
Friday,0812,08,INTERFERENCE WITH PUBLIC OFFICER,3,0.00035071311667056346
Friday,0812,08,INTIMIDATION,1,0.00011690437222352116
Friday,0812,08,KIDNAPPING,5,0.0005845218611176058
Friday,0812,08,LIQUOR LAW VIOLATION,6,0.0007014262333411269
Friday,0812,08,MOTOR VEHICLE THEFT,159,0.018587795183539865
Friday,0812,08,NARCOTICS,110,0.012859480944587328
Friday,0812,08,NON - CRIMINAL,1,0.00011690437222352116
Friday,0812,08,OBSCENITY,1,0.00011690437222352116
Friday,0812,08,OFFENSE INVOLVING CHILDREN,48,0.005611409866729015
Friday,0812,08,OTHER OFFENSE,305,0.035655833528173954
Friday,0812,08,PROSTITUTION,1,0.00011690437222352116
Friday,0812,08,PUBLIC PEACE VIOLATION,28,0.0032733224222585926
Friday,0812,08,ROBBERY,35,0.004091653027823241
Friday,0812,08,SEX OFFENSE,13,0.001519756838905775
