dayofweek,beat,district,primary_type,count,average
Sunday,1831,18,BATTERY,1841,0.21522094926350246
Sunday,1831,18,BURGLARY,194,0.022679448211363105
Sunday,1831,18,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Sunday,1831,18,CRIM SEXUAL ASSAULT,42,0.004909983633387889
Sunday,1831,18,CRIMINAL DAMAGE,514,0.060088847322889875
Sunday,1831,18,CRIMINAL SEXUAL ASSAULT,20,0.002338087444470423
Sunday,1831,18,CRIMINAL TRESPASS,166,0.019406125789104514
Sunday,1831,18,DECEPTIVE PRACTICE,681,0.07961187748421791
Sunday,1831,18,HOMICIDE,3,0.00035071311667056346
Sunday,1831,18,INTERFERENCE WITH PUBLIC OFFICER,25,0.002922609305588029
Sunday,1831,18,INTIMIDATION,1,0.00011690437222352116
Sunday,1831,18,KIDNAPPING,3,0.00035071311667056346
Sunday,1831,18,LIQUOR LAW VIOLATION,47,0.005494505494505495
Sunday,1831,18,MOTOR VEHICLE THEFT,257,0.030044423661444938
Sunday,1831,18,NARCOTICS,108,0.012625672200140286
Sunday,1831,18,OFFENSE INVOLVING CHILDREN,6,0.0007014262333411269
Sunday,1831,18,OTHER OFFENSE,141,0.016483516483516484
Sunday,1831,18,PROSTITUTION,59,0.006897357961187748
Sunday,1831,18,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,1831,18,PUBLIC PEACE VIOLATION,42,0.004909983633387889
Sunday,1831,18,ROBBERY,297,0.034720598550385784
Sunday,1831,18,SEX OFFENSE,30,0.0035071311667056347
Sunday,1831,18,STALKING,5,0.0005845218611176058
Sunday,1831,18,THEFT,3118,0.36450783259293895
Sunday,1831,18,WEAPONS VIOLATION,71,0.008300210427870002
Sunday,1832,18,ARSON,1,0.00011690437222352116
Sunday,1832,18,ASSAULT,172,0.02010755202244564
Sunday,1832,18,BATTERY,880,0.10287584755669862
Sunday,1832,18,BURGLARY,85,0.009936871638999298
Sunday,1832,18,CRIM SEXUAL ASSAULT,24,0.0028057049333645077
Sunday,1832,18,CRIMINAL DAMAGE,287,0.03355155482815057
Sunday,1832,18,CRIMINAL SEXUAL ASSAULT,7,0.0008183306055646482
Sunday,1832,18,CRIMINAL TRESPASS,203,0.023731587561374796
Sunday,1832,18,DECEPTIVE PRACTICE,458,0.05354220247837269
Sunday,1832,18,GAMBLING,2,0.00023380874444704232
Sunday,1832,18,HOMICIDE,1,0.00011690437222352116
Sunday,1832,18,INTERFERENCE WITH PUBLIC OFFICER,8,0.0009352349777881693
Sunday,1832,18,INTIMIDATION,1,0.00011690437222352116
Sunday,1832,18,KIDNAPPING,1,0.00011690437222352116
Sunday,1832,18,LIQUOR LAW VIOLATION,17,0.00198737432779986
Sunday,1832,18,MOTOR VEHICLE THEFT,132,0.015431377133504794
Sunday,1832,18,NARCOTICS,60,0.007014262333411269
Sunday,1832,18,OFFENSE INVOLVING CHILDREN,6,0.0007014262333411269
Sunday,1832,18,OTHER OFFENSE,100,0.011690437222352116
Sunday,1832,18,PROSTITUTION,42,0.004909983633387889
Sunday,1832,18,PUBLIC PEACE VIOLATION,19,0.002221183072246902
Sunday,1832,18,ROBBERY,160,0.018704699555763385
Sunday,1832,18,SEX OFFENSE,25,0.002922609305588029
Sunday,1832,18,STALKING,4,0.00046761748889408465
Sunday,1832,18,THEFT,1531,0.1789805938742109
Sunday,1832,18,WEAPONS VIOLATION,35,0.004091653027823241
Sunday,1833,18,ASSAULT,153,0.01788636895019874
Sunday,1833,18,BATTERY,469,0.05482815057283143
Sunday,1833,18,BURGLARY,73,0.008534019172317045
Sunday,1833,18,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,1833,18,CRIM SEXUAL ASSAULT,19,0.002221183072246902
Sunday,1833,18,CRIMINAL DAMAGE,173,0.02022445639466916
Sunday,1833,18,CRIMINAL SEXUAL ASSAULT,15,0.0017535655833528173
Sunday,1833,18,CRIMINAL TRESPASS,133,0.015548281505728314
Sunday,1833,18,DECEPTIVE PRACTICE,494,0.057750759878419454
Sunday,1833,18,HOMICIDE,1,0.00011690437222352116
Sunday,1833,18,INTERFERENCE WITH PUBLIC OFFICER,6,0.0007014262333411269
Sunday,1833,18,KIDNAPPING,1,0.00011690437222352116
Sunday,1833,18,LIQUOR LAW VIOLATION,2,0.00023380874444704232
Sunday,1833,18,MOTOR VEHICLE THEFT,70,0.008183306055646482
Sunday,1833,18,NARCOTICS,42,0.004909983633387889
Sunday,1833,18,OFFENSE INVOLVING CHILDREN,13,0.001519756838905775
Sunday,1833,18,OTHER OFFENSE,121,0.01414542903904606
Sunday,1833,18,PROSTITUTION,22,0.0025718961889174656
Sunday,1833,18,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,1833,18,PUBLIC PEACE VIOLATION,21,0.0024549918166939444
Sunday,1833,18,ROBBERY,92,0.010755202244563947
Sunday,1833,18,SEX OFFENSE,11,0.0012859480944587328
Sunday,1833,18,STALKING,1,0.00011690437222352116
Sunday,1833,18,THEFT,2630,0.30745849894786065
Sunday,1833,18,WEAPONS VIOLATION,23,0.002688800561140987
Sunday,1834,18,ASSAULT,253,0.029576806172550853
Sunday,1834,18,BATTERY,947,0.11070844049567453
Sunday,1834,18,BURGLARY,130,0.015197568389057751
Sunday,1834,18,CONCEALED CARRY LICENSE VIOLATION,4,0.00046761748889408465
Sunday,1834,18,CRIM SEXUAL ASSAULT,38,0.004442366144493804
Sunday,1834,18,CRIMINAL DAMAGE,435,0.05085340191723171
Sunday,1834,18,CRIMINAL SEXUAL ASSAULT,62,0.007248071077858312
Sunday,1834,18,CRIMINAL TRESPASS,304,0.03553892915595043
Sunday,1834,18,DECEPTIVE PRACTICE,910,0.10638297872340426
Sunday,1834,18,GAMBLING,1,0.00011690437222352116
Sunday,1834,18,HOMICIDE,3,0.00035071311667056346
Sunday,1834,18,INTERFERENCE WITH PUBLIC OFFICER,10,0.0011690437222352116
Sunday,1834,18,INTIMIDATION,4,0.00046761748889408465
Sunday,1834,18,KIDNAPPING,3,0.00035071311667056346
Sunday,1834,18,LIQUOR LAW VIOLATION,7,0.0008183306055646482
Sunday,1834,18,MOTOR VEHICLE THEFT,244,0.028524666822539162
Sunday,1834,18,NARCOTICS,81,0.009469254150105215
Sunday,1834,18,OBSCENITY,2,0.00023380874444704232
Sunday,1834,18,OFFENSE INVOLVING CHILDREN,16,0.0018704699555763386
Sunday,1834,18,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,1834,18,OTHER OFFENSE,239,0.027940144961421557
Sunday,1834,18,PROSTITUTION,31,0.003624035538929156
Sunday,1834,18,PUBLIC PEACE VIOLATION,46,0.005377601122281974
Sunday,1834,18,ROBBERY,211,0.024666822539162966
Sunday,1834,18,SEX OFFENSE,25,0.002922609305588029
Sunday,1834,18,STALKING,6,0.0007014262333411269
Sunday,1834,18,THEFT,3932,0.4596679915828852
Sunday,1834,18,WEAPONS VIOLATION,59,0.006897357961187748
Sunday,1911,19,ARSON,4,0.00046761748889408465
Sunday,1911,19,ASSAULT,97,0.011339724105681553
Sunday,1911,19,BATTERY,351,0.041033434650455926
Sunday,1911,19,BURGLARY,180,0.02104278700023381
Sunday,1911,19,CRIM SEXUAL ASSAULT,10,0.0011690437222352116
Sunday,1911,19,CRIMINAL DAMAGE,341,0.039864390928220715
Sunday,1911,19,CRIMINAL SEXUAL ASSAULT,8,0.0009352349777881693
Sunday,1911,19,CRIMINAL TRESPASS,57,0.0066635492167407065
Sunday,1911,19,DECEPTIVE PRACTICE,135,0.015782090250175358
Sunday,1911,19,GAMBLING,2,0.00023380874444704232
Sunday,1911,19,HOMICIDE,3,0.00035071311667056346
Sunday,1911,19,INTERFERENCE WITH PUBLIC OFFICER,3,0.00035071311667056346
Sunday,1911,19,INTIMIDATION,1,0.00011690437222352116
Sunday,1911,19,KIDNAPPING,2,0.00023380874444704232
Sunday,1911,19,LIQUOR LAW VIOLATION,10,0.0011690437222352116
Sunday,1911,19,MOTOR VEHICLE THEFT,114,0.013327098433481413
Sunday,1911,19,NARCOTICS,40,0.004676174888940846
Sunday,1911,19,OFFENSE INVOLVING CHILDREN,19,0.002221183072246902
Sunday,1911,19,OTHER OFFENSE,159,0.018587795183539865
Sunday,1911,19,PROSTITUTION,21,0.0024549918166939444
Sunday,1911,19,PUBLIC PEACE VIOLATION,7,0.0008183306055646482
Sunday,1911,19,ROBBERY,56,0.006546644844517185
Sunday,1911,19,SEX OFFENSE,13,0.001519756838905775
Sunday,1911,19,STALKING,6,0.0007014262333411269
Sunday,1911,19,THEFT,672,0.07855973813420622
Sunday,1911,19,WEAPONS VIOLATION,10,0.0011690437222352116
Sunday,1912,19,ARSON,1,0.00011690437222352116
Sunday,1912,19,ASSAULT,95,0.01110591536123451
Sunday,1912,19,BATTERY,279,0.0326163198503624
Sunday,1912,19,BURGLARY,217,0.02536824877250409
Sunday,1912,19,CRIM SEXUAL ASSAULT,13,0.001519756838905775
Sunday,1912,19,CRIMINAL DAMAGE,371,0.04337152209492635
Sunday,1912,19,CRIMINAL SEXUAL ASSAULT,5,0.0005845218611176058
Sunday,1912,19,CRIMINAL TRESPASS,53,0.0061959317278466215
Sunday,1912,19,DECEPTIVE PRACTICE,138,0.01613280336684592
Sunday,1912,19,HOMICIDE,3,0.00035071311667056346
Sunday,1912,19,INTERFERENCE WITH PUBLIC OFFICER,1,0.00011690437222352116
Sunday,1912,19,INTIMIDATION,2,0.00023380874444704232
Sunday,1912,19,KIDNAPPING,3,0.00035071311667056346
Sunday,1912,19,LIQUOR LAW VIOLATION,7,0.0008183306055646482
Sunday,1912,19,MOTOR VEHICLE THEFT,136,0.01589899462239888
Sunday,1912,19,NARCOTICS,41,0.0047930792611643675
Sunday,1912,19,OFFENSE INVOLVING CHILDREN,15,0.0017535655833528173
Sunday,1912,19,OTHER OFFENSE,183,0.02139350011690437
Sunday,1912,19,PROSTITUTION,1,0.00011690437222352116
Sunday,1912,19,PUBLIC PEACE VIOLATION,10,0.0011690437222352116
Sunday,1912,19,ROBBERY,68,0.00794949731119944
Sunday,1912,19,SEX OFFENSE,6,0.0007014262333411269
Sunday,1912,19,THEFT,631,0.07376665887304185
Sunday,1912,19,WEAPONS VIOLATION,10,0.0011690437222352116
Sunday,1913,19,ARSON,3,0.00035071311667056346
Sunday,1913,19,ASSAULT,197,0.02303016132803367
Sunday,1913,19,BATTERY,556,0.06499883095627776
Sunday,1913,19,BURGLARY,123,0.014379237783493103
Sunday,1913,19,CRIM SEXUAL ASSAULT,18,0.002104278700023381
Sunday,1913,19,CRIMINAL DAMAGE,410,0.04793079261164367
Sunday,1913,19,CRIMINAL SEXUAL ASSAULT,1,0.00011690437222352116
Sunday,1913,19,CRIMINAL TRESPASS,296,0.03460369417816226
Sunday,1913,19,DECEPTIVE PRACTICE,149,0.017418751461304654
Sunday,1913,19,GAMBLING,2,0.00023380874444704232
Sunday,1913,19,HOMICIDE,13,0.001519756838905775
Sunday,1913,19,INTERFERENCE WITH PUBLIC OFFICER,5,0.0005845218611176058
Sunday,1913,19,KIDNAPPING,2,0.00023380874444704232
Sunday,1913,19,LIQUOR LAW VIOLATION,10,0.0011690437222352116
Sunday,1913,19,MOTOR VEHICLE THEFT,109,0.012742576572363806
Sunday,1913,19,NARCOTICS,165,0.01928922141688099
Sunday,1913,19,OBSCENITY,1,0.00011690437222352116
Sunday,1913,19,OFFENSE INVOLVING CHILDREN,17,0.00198737432779986
Sunday,1913,19,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,1913,19,OTHER OFFENSE,190,0.02221183072246902
Sunday,1913,19,PROSTITUTION,26,0.00303951367781155
Sunday,1913,19,PUBLIC PEACE VIOLATION,21,0.0024549918166939444
Sunday,1913,19,ROBBERY,77,0.00900163666121113
Sunday,1913,19,SEX OFFENSE,14,0.0016366612111292963
Sunday,1913,19,STALKING,3,0.00035071311667056346
Sunday,1913,19,THEFT,768,0.08978255786766424
Sunday,1913,19,WEAPONS VIOLATION,24,0.0028057049333645077
Sunday,1914,19,ARSON,1,0.00011690437222352116
Sunday,1914,19,ASSAULT,126,0.014729950900163666
Sunday,1914,19,BATTERY,363,0.042436287117138184
Sunday,1914,19,BURGLARY,42,0.004909983633387889
Sunday,1914,19,CRIM SEXUAL ASSAULT,11,0.0012859480944587328
Sunday,1914,19,CRIMINAL DAMAGE,159,0.018587795183539865
Sunday,1914,19,CRIMINAL SEXUAL ASSAULT,4,0.00046761748889408465
Sunday,1914,19,CRIMINAL TRESPASS,58,0.006780453588964227
Sunday,1914,19,DECEPTIVE PRACTICE,85,0.009936871638999298
Sunday,1914,19,HOMICIDE,1,0.00011690437222352116
Sunday,1914,19,INTERFERENCE WITH PUBLIC OFFICER,6,0.0007014262333411269
Sunday,1914,19,INTIMIDATION,1,0.00011690437222352116
Sunday,1914,19,KIDNAPPING,1,0.00011690437222352116
Sunday,1914,19,MOTOR VEHICLE THEFT,55,0.006429740472293664
Sunday,1914,19,NARCOTICS,124,0.014496142155716624
Sunday,1914,19,NON-CRIMINAL,1,0.00011690437222352116
Sunday,1914,19,OFFENSE INVOLVING CHILDREN,17,0.00198737432779986
Sunday,1914,19,OTHER OFFENSE,56,0.006546644844517185
Sunday,1914,19,PROSTITUTION,2,0.00023380874444704232
Sunday,1914,19,PUBLIC PEACE VIOLATION,11,0.0012859480944587328
Sunday,1914,19,ROBBERY,40,0.004676174888940846
Sunday,1914,19,SEX OFFENSE,5,0.0005845218611176058
Sunday,1914,19,THEFT,361,0.042202478372691136
Sunday,1914,19,WEAPONS VIOLATION,21,0.0024549918166939444
Sunday,1915,19,ASSAULT,69,0.00806640168342296
Sunday,1915,19,BATTERY,233,0.02723871872808043
Sunday,1915,19,BURGLARY,36,0.004208557400046762
Sunday,1915,19,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Sunday,1915,19,CRIM SEXUAL ASSAULT,16,0.0018704699555763386
Sunday,1915,19,CRIMINAL DAMAGE,121,0.01414542903904606
Sunday,1915,19,CRIMINAL SEXUAL ASSAULT,7,0.0008183306055646482
Sunday,1915,19,CRIMINAL TRESPASS,33,0.0038578442833761984
Sunday,1915,19,DECEPTIVE PRACTICE,85,0.009936871638999298
Sunday,1915,19,INTERFERENCE WITH PUBLIC OFFICER,1,0.00011690437222352116
Sunday,1915,19,MOTOR VEHICLE THEFT,63,0.007364975450081833
Sunday,1915,19,NARCOTICS,22,0.0025718961889174656
Sunday,1915,19,OFFENSE INVOLVING CHILDREN,10,0.0011690437222352116
Sunday,1915,19,OTHER OFFENSE,52,0.0060790273556231
Sunday,1915,19,PUBLIC PEACE VIOLATION,7,0.0008183306055646482
Sunday,1915,19,ROBBERY,39,0.004559270516717325
Sunday,1915,19,SEX OFFENSE,8,0.0009352349777881693
Sunday,1915,19,THEFT,397,0.0464110357727379
Sunday,1915,19,WEAPONS VIOLATION,7,0.0008183306055646482
Sunday,1921,19,ARSON,1,0.00011690437222352116
Sunday,1921,19,ASSAULT,33,0.0038578442833761984
Sunday,1921,19,BATTERY,124,0.014496142155716624
Sunday,1921,19,BURGLARY,57,0.0066635492167407065
Sunday,1921,19,CRIM SEXUAL ASSAULT,6,0.0007014262333411269
Sunday,1921,19,CRIMINAL DAMAGE,101,0.011807341594575638
Sunday,1921,19,CRIMINAL TRESPASS,25,0.002922609305588029
Sunday,1921,19,DECEPTIVE PRACTICE,77,0.00900163666121113
Sunday,1921,19,HOMICIDE,2,0.00023380874444704232
Sunday,1921,19,INTERFERENCE WITH PUBLIC OFFICER,2,0.00023380874444704232
Sunday,1921,19,INTIMIDATION,1,0.00011690437222352116
Sunday,1921,19,KIDNAPPING,1,0.00011690437222352116
Sunday,1921,19,LIQUOR LAW VIOLATION,1,0.00011690437222352116
Sunday,1921,19,MOTOR VEHICLE THEFT,46,0.005377601122281974
Sunday,1921,19,NARCOTICS,16,0.0018704699555763386
Sunday,1921,19,OFFENSE INVOLVING CHILDREN,5,0.0005845218611176058
Sunday,1921,19,OTHER OFFENSE,36,0.004208557400046762
Sunday,1921,19,PUBLIC PEACE VIOLATION,6,0.0007014262333411269
Sunday,1921,19,ROBBERY,28,0.0032733224222585926
Sunday,1921,19,SEX OFFENSE,3,0.00035071311667056346
Sunday,1921,19,THEFT,281,0.032850128594809444
Sunday,1921,19,WEAPONS VIOLATION,5,0.0005845218611176058
Sunday,1922,19,ARSON,4,0.00046761748889408465
Sunday,1922,19,ASSAULT,78,0.00911854103343465
Sunday,1922,19,BATTERY,323,0.037760112228197334
Sunday,1922,19,BURGLARY,180,0.02104278700023381
Sunday,1922,19,CRIM SEXUAL ASSAULT,7,0.0008183306055646482
Sunday,1922,19,CRIMINAL DAMAGE,395,0.04617722702829086
Sunday,1922,19,CRIMINAL SEXUAL ASSAULT,9,0.0010521393500116905
Sunday,1922,19,CRIMINAL TRESPASS,69,0.00806640168342296
Sunday,1922,19,DECEPTIVE PRACTICE,163,0.01905541267243395
Sunday,1922,19,HOMICIDE,1,0.00011690437222352116
Sunday,1922,19,INTERFERENCE WITH PUBLIC OFFICER,1,0.00011690437222352116
Sunday,1922,19,INTIMIDATION,2,0.00023380874444704232
Sunday,1922,19,KIDNAPPING,1,0.00011690437222352116
Sunday,1922,19,LIQUOR LAW VIOLATION,2,0.00023380874444704232
Sunday,1922,19,MOTOR VEHICLE THEFT,152,0.017769464577975215
Sunday,1922,19,NARCOTICS,32,0.003740939911152677
Sunday,1922,19,OFFENSE INVOLVING CHILDREN,12,0.0014028524666822538
Sunday,1922,19,OTHER OFFENSE,113,0.013210194061257891
Sunday,1922,19,PROSTITUTION,1,0.00011690437222352116
Sunday,1922,19,PUBLIC PEACE VIOLATION,9,0.0010521393500116905
Sunday,1922,19,ROBBERY,85,0.009936871638999298
Sunday,1922,19,SEX OFFENSE,11,0.0012859480944587328
Sunday,1922,19,STALKING,1,0.00011690437222352116
Sunday,1922,19,THEFT,858,0.10030395136778116
Sunday,1922,19,WEAPONS VIOLATION,11,0.0012859480944587328
Sunday,1923,19,ARSON,3,0.00035071311667056346
Sunday,1923,19,ASSAULT,137,0.0160158989946224
Sunday,1923,19,BATTERY,783,0.09153612345101707
Sunday,1923,19,BURGLARY,268,0.03133037175590367
Sunday,1923,19,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,1923,19,CRIM SEXUAL ASSAULT,33,0.0038578442833761984
Sunday,1923,19,CRIMINAL DAMAGE,550,0.06429740472293664
Sunday,1923,19,CRIMINAL SEXUAL ASSAULT,10,0.0011690437222352116
Sunday,1923,19,CRIMINAL TRESPASS,134,0.015665185877951834
Sunday,1923,19,DECEPTIVE PRACTICE,273,0.031914893617021274
Sunday,1923,19,GAMBLING,1,0.00011690437222352116
Sunday,1923,19,HOMICIDE,2,0.00023380874444704232
Sunday,1923,19,INTERFERENCE WITH PUBLIC OFFICER,9,0.0010521393500116905
Sunday,1923,19,INTIMIDATION,1,0.00011690437222352116
Sunday,1923,19,KIDNAPPING,2,0.00023380874444704232
Sunday,1923,19,LIQUOR LAW VIOLATION,10,0.0011690437222352116
Sunday,1923,19,MOTOR VEHICLE THEFT,176,0.020575169511339725
Sunday,1923,19,NARCOTICS,57,0.0066635492167407065
Sunday,1923,19,NON-CRIMINAL,1,0.00011690437222352116
Sunday,1923,19,OFFENSE INVOLVING CHILDREN,11,0.0012859480944587328
Sunday,1923,19,OTHER OFFENSE,186,0.021744213233574936
Sunday,1923,19,PROSTITUTION,5,0.0005845218611176058
Sunday,1923,19,PUBLIC PEACE VIOLATION,26,0.00303951367781155
Sunday,1923,19,ROBBERY,179,0.020925882628010286
Sunday,1923,19,SEX OFFENSE,22,0.0025718961889174656
Sunday,1923,19,STALKING,1,0.00011690437222352116
Sunday,1923,19,THEFT,1335,0.15606733691840075
Sunday,1923,19,WEAPONS VIOLATION,6,0.0007014262333411269
Sunday,1924,19,ARSON,6,0.0007014262333411269
Sunday,1924,19,ASSAULT,159,0.018587795183539865
Sunday,1924,19,BATTERY,1164,0.13607668926817862
Sunday,1924,19,BURGLARY,240,0.028057049333645077
Sunday,1924,19,CONCEALED CARRY LICENSE VIOLATION,4,0.00046761748889408465
Sunday,1924,19,CRIM SEXUAL ASSAULT,29,0.0033902267944821134
Sunday,1924,19,CRIMINAL DAMAGE,546,0.06382978723404255
Sunday,1924,19,CRIMINAL SEXUAL ASSAULT,14,0.0016366612111292963
Sunday,1924,19,CRIMINAL TRESPASS,139,0.01624970773906944
Sunday,1924,19,DECEPTIVE PRACTICE,378,0.044189852700491
Sunday,1924,19,GAMBLING,1,0.00011690437222352116
Sunday,1924,19,HOMICIDE,2,0.00023380874444704232
Sunday,1924,19,INTERFERENCE WITH PUBLIC OFFICER,13,0.001519756838905775
Sunday,1924,19,INTIMIDATION,3,0.00035071311667056346
Sunday,1924,19,KIDNAPPING,1,0.00011690437222352116
Sunday,1924,19,LIQUOR LAW VIOLATION,20,0.002338087444470423
Sunday,1924,19,MOTOR VEHICLE THEFT,191,0.02232873509469254
Sunday,1924,19,NARCOTICS,182,0.02127659574468085
Sunday,1924,19,OBSCENITY,1,0.00011690437222352116
Sunday,1924,19,OFFENSE INVOLVING CHILDREN,5,0.0005845218611176058
Sunday,1924,19,OTHER OFFENSE,97,0.011339724105681553
Sunday,1924,19,PROSTITUTION,30,0.0035071311667056347
Sunday,1924,19,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,1924,19,PUBLIC PEACE VIOLATION,62,0.007248071077858312
Sunday,1924,19,ROBBERY,346,0.04044891278933832
Sunday,1924,19,SEX OFFENSE,22,0.0025718961889174656
Sunday,1924,19,STALKING,2,0.00023380874444704232
Sunday,1924,19,THEFT,2054,0.24012158054711247
Sunday,1924,19,WEAPONS VIOLATION,22,0.0025718961889174656
Sunday,1925,19,ARSON,4,0.00046761748889408465
Sunday,1925,19,ASSAULT,91,0.010638297872340425
Sunday,1925,19,BATTERY,482,0.056347907411737196
Sunday,1925,19,BURGLARY,64,0.007481879822305354
Sunday,1925,19,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,1925,19,CRIM SEXUAL ASSAULT,11,0.0012859480944587328
Sunday,1925,19,CRIMINAL DAMAGE,205,0.023965396305821837
Sunday,1925,19,CRIMINAL SEXUAL ASSAULT,12,0.0014028524666822538
Sunday,1925,19,CRIMINAL TRESPASS,40,0.004676174888940846
Sunday,1925,19,DECEPTIVE PRACTICE,210,0.024549918166939442
Sunday,1925,19,INTERFERENCE WITH PUBLIC OFFICER,5,0.0005845218611176058
Sunday,1925,19,INTIMIDATION,4,0.00046761748889408465
Sunday,1925,19,LIQUOR LAW VIOLATION,8,0.0009352349777881693
Sunday,1925,19,MOTOR VEHICLE THEFT,84,0.009819967266775777
Sunday,1925,19,NARCOTICS,23,0.002688800561140987
Sunday,1925,19,OFFENSE INVOLVING CHILDREN,3,0.00035071311667056346
Sunday,1925,19,OTHER OFFENSE,94,0.01098901098901099
Sunday,1925,19,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,1925,19,PUBLIC PEACE VIOLATION,7,0.0008183306055646482
Sunday,1925,19,ROBBERY,78,0.00911854103343465
Sunday,1925,19,SEX OFFENSE,6,0.0007014262333411269
Sunday,1925,19,THEFT,802,0.09375730652326397
Sunday,1925,19,WEAPONS VIOLATION,8,0.0009352349777881693
Sunday,1931,19,ARSON,5,0.0005845218611176058
Sunday,1931,19,ASSAULT,92,0.010755202244563947
Sunday,1931,19,BATTERY,336,0.03927986906710311
Sunday,1931,19,BURGLARY,232,0.027121814355856907
Sunday,1931,19,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,1931,19,CRIM SEXUAL ASSAULT,5,0.0005845218611176058
Sunday,1931,19,CRIMINAL DAMAGE,346,0.04044891278933832
Sunday,1931,19,CRIMINAL SEXUAL ASSAULT,2,0.00023380874444704232
Sunday,1931,19,CRIMINAL TRESPASS,71,0.008300210427870002
Sunday,1931,19,DECEPTIVE PRACTICE,184,0.021510404489127895
Sunday,1931,19,GAMBLING,1,0.00011690437222352116
Sunday,1931,19,HOMICIDE,1,0.00011690437222352116
Sunday,1931,19,KIDNAPPING,2,0.00023380874444704232
Sunday,1931,19,LIQUOR LAW VIOLATION,3,0.00035071311667056346
Sunday,1931,19,MOTOR VEHICLE THEFT,131,0.015314472761281272
Sunday,1931,19,NARCOTICS,27,0.0031564180500350714
Sunday,1931,19,OBSCENITY,2,0.00023380874444704232
Sunday,1931,19,OFFENSE INVOLVING CHILDREN,15,0.0017535655833528173
Sunday,1931,19,OTHER OFFENSE,104,0.0121580547112462
Sunday,1931,19,PROSTITUTION,9,0.0010521393500116905
Sunday,1931,19,PUBLIC PEACE VIOLATION,7,0.0008183306055646482
Sunday,1931,19,ROBBERY,63,0.007364975450081833
Sunday,1931,19,SEX OFFENSE,6,0.0007014262333411269
Sunday,1931,19,STALKING,3,0.00035071311667056346
Sunday,1931,19,THEFT,1098,0.12836100070142623
Sunday,1931,19,WEAPONS VIOLATION,11,0.0012859480944587328
Sunday,1932,19,ARSON,6,0.0007014262333411269
Sunday,1932,19,ASSAULT,88,0.010287584755669862
Sunday,1932,19,BATTERY,344,0.04021510404489128
Sunday,1932,19,BURGLARY,207,0.02419920505026888
Sunday,1932,19,CRIM SEXUAL ASSAULT,15,0.0017535655833528173
Sunday,1932,19,CRIMINAL DAMAGE,329,0.038461538461538464
Sunday,1932,19,CRIMINAL TRESPASS,74,0.008650923544540565
Sunday,1932,19,DECEPTIVE PRACTICE,205,0.023965396305821837
Sunday,1932,19,INTERFERENCE WITH PUBLIC OFFICER,2,0.00023380874444704232
Sunday,1932,19,INTIMIDATION,1,0.00011690437222352116
Sunday,1932,19,LIQUOR LAW VIOLATION,4,0.00046761748889408465
Sunday,1932,19,MOTOR VEHICLE THEFT,135,0.015782090250175358
Sunday,1932,19,NARCOTICS,53,0.0061959317278466215
Sunday,1932,19,OFFENSE INVOLVING CHILDREN,2,0.00023380874444704232
Sunday,1932,19,OTHER OFFENSE,84,0.009819967266775777
Sunday,1932,19,PROSTITUTION,9,0.0010521393500116905
Sunday,1932,19,PUBLIC PEACE VIOLATION,10,0.0011690437222352116
Sunday,1932,19,ROBBERY,140,0.016366612111292964
Sunday,1932,19,SEX OFFENSE,17,0.00198737432779986
Sunday,1932,19,STALKING,3,0.00035071311667056346
Sunday,1932,19,THEFT,1133,0.13245265372924947
Sunday,1932,19,WEAPONS VIOLATION,9,0.0010521393500116905
Sunday,1933,19,ARSON,2,0.00023380874444704232
Sunday,1933,19,ASSAULT,108,0.012625672200140286
Sunday,1933,19,BATTERY,567,0.0662847790507365
Sunday,1933,19,BURGLARY,212,0.024783726911386486
Sunday,1933,19,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,1933,19,CRIM SEXUAL ASSAULT,15,0.0017535655833528173
Sunday,1933,19,CRIMINAL DAMAGE,487,0.05693242927285481
Sunday,1933,19,CRIMINAL SEXUAL ASSAULT,15,0.0017535655833528173
Sunday,1933,19,CRIMINAL TRESPASS,85,0.009936871638999298
Sunday,1933,19,DECEPTIVE PRACTICE,238,0.027823240589198037
Sunday,1933,19,INTERFERENCE WITH PUBLIC OFFICER,4,0.00046761748889408465
Sunday,1933,19,LIQUOR LAW VIOLATION,4,0.00046761748889408465
Sunday,1933,19,MOTOR VEHICLE THEFT,182,0.02127659574468085
Sunday,1933,19,NARCOTICS,41,0.0047930792611643675
Sunday,1933,19,OFFENSE INVOLVING CHILDREN,5,0.0005845218611176058
Sunday,1933,19,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,1933,19,OTHER OFFENSE,116,0.013560907177928454
Sunday,1933,19,PUBLIC PEACE VIOLATION,19,0.002221183072246902
