year,district,primary_type,count
2002,06,OBSCENITY,2
2002,06,OFFENSE INVOLVING CHILDREN,168
2002,06,OTHER OFFENSE,1858
2002,06,PROSTITUTION,92
2002,06,PUBLIC PEACE VIOLATION,88
2002,06,ROBBERY,1273
2002,06,SEX OFFENSE,114
2002,06,STALKING,16
2002,06,THEFT,4718
2002,06,WEAPONS VIOLATION,208
2002,07,ARSON,59
2002,07,ASSAULT,2494
2002,07,BATTERY,8081
2002,07,BURGLARY,1287
2002,07,CRIM SEXUAL ASSAULT,161
2002,07,CRIMINAL DAMAGE,3144
2002,07,CRIMINAL SEXUAL ASSAULT,2
2002,07,CRIMINAL TRESPASS,415
2002,07,DECEPTIVE PRACTICE,407
2002,07,GAMBLING,96
2002,07,HOMICIDE,63
2002,07,INTERFERENCE WITH PUBLIC OFFICER,25
2002,07,INTIMIDATION,15
2002,07,KIDNAPPING,31
2002,07,LIQUOR LAW VIOLATION,34
2002,07,MOTOR VEHICLE THEFT,1303
2002,07,NARCOTICS,3376
2002,07,OFFENSE INVOLVING CHILDREN,165
2002,07,OTHER OFFENSE,1586
2002,07,PROSTITUTION,249
2002,07,PUBLIC PEACE VIOLATION,130
2002,07,RITUALISM,2
2002,07,ROBBERY,1161
2002,07,SEX OFFENSE,94
2002,07,STALKING,5
2002,07,THEFT,3393
2002,07,WEAPONS VIOLATION,355
2002,08,ARSON,80
2002,08,ASSAULT,2009
2002,08,BATTERY,5544
2002,08,BURGLARY,2333
2002,08,CRIM SEXUAL ASSAULT,105
2002,08,CRIMINAL DAMAGE,4771
2002,08,CRIMINAL TRESPASS,464
2002,08,DECEPTIVE PRACTICE,956
2002,08,GAMBLING,34
2002,08,HOMICIDE,37
2002,08,INTERFERENCE WITH PUBLIC OFFICER,13
2002,08,INTIMIDATION,9
2002,08,KIDNAPPING,69
2002,08,LIQUOR LAW VIOLATION,75
2002,08,MOTOR VEHICLE THEFT,2451
2002,08,NARCOTICS,1954
2002,08,OBSCENITY,2
2002,08,OFFENSE INVOLVING CHILDREN,192
2002,08,OTHER OFFENSE,2312
2002,08,PROSTITUTION,298
2002,08,PUBLIC PEACE VIOLATION,118
2002,08,ROBBERY,1225
2002,08,SEX OFFENSE,157
2002,08,STALKING,12
2002,08,THEFT,6577
2002,08,WEAPONS VIOLATION,294
2002,09,ARSON,68
2002,09,ASSAULT,1629
2002,09,BATTERY,4911
2002,09,BURGLARY,1537
2002,09,CRIM SEXUAL ASSAULT,90
2002,09,CRIMINAL DAMAGE,3256
2002,09,CRIMINAL TRESPASS,508
2002,09,DECEPTIVE PRACTICE,519
2002,09,GAMBLING,48
2002,09,HOMICIDE,40
2002,09,INTERFERENCE WITH PUBLIC OFFICER,19
2002,09,INTIMIDATION,22
2002,09,KIDNAPPING,45
2002,09,LIQUOR LAW VIOLATION,116
2002,09,MOTOR VEHICLE THEFT,1501
2002,09,NARCOTICS,2628
2002,09,OBSCENITY,2
2002,09,OFFENSE INVOLVING CHILDREN,162
2002,09,OTHER OFFENSE,1425
2002,09,PROSTITUTION,471
2002,09,PUBLIC INDECENCY,1
2002,09,PUBLIC PEACE VIOLATION,145
2002,09,ROBBERY,863
2002,09,SEX OFFENSE,118
2002,09,STALKING,7
2002,09,THEFT,4125
2002,09,WEAPONS VIOLATION,281
2002,10,ARSON,57
2002,10,ASSAULT,1277
2002,10,BATTERY,4594
2002,10,BURGLARY,914
2002,10,CRIM SEXUAL ASSAULT,71
2002,10,CRIMINAL DAMAGE,2226
2002,10,CRIMINAL SEXUAL ASSAULT,1
2002,10,CRIMINAL TRESPASS,371
2002,10,DECEPTIVE PRACTICE,237
2002,10,GAMBLING,33
2002,10,HOMICIDE,40
2002,10,INTERFERENCE WITH PUBLIC OFFICER,11
2002,10,INTIMIDATION,18
2002,10,KIDNAPPING,22
2002,10,LIQUOR LAW VIOLATION,109
2002,10,MOTOR VEHICLE THEFT,1096
2002,10,NARCOTICS,2668
2002,10,OBSCENITY,1
2002,10,OFFENSE INVOLVING CHILDREN,115
2002,10,OTHER NARCOTIC VIOLATION,1
2002,10,OTHER OFFENSE,1168
2002,10,PROSTITUTION,201
2002,10,PUBLIC PEACE VIOLATION,115
2002,10,ROBBERY,984
2002,10,SEX OFFENSE,94
2002,10,STALKING,13
2002,10,THEFT,2744
2002,10,WEAPONS VIOLATION,290
2002,11,ARSON,48
2002,11,ASSAULT,1776
2002,11,BATTERY,6321
2002,11,BURGLARY,832
2002,11,CRIM SEXUAL ASSAULT,123
2002,11,CRIMINAL DAMAGE,2318
2002,11,CRIMINAL SEXUAL ASSAULT,4
2002,11,CRIMINAL TRESPASS,599
2002,11,DECEPTIVE PRACTICE,323
2002,11,GAMBLING,130
2002,11,HOMICIDE,71
2002,11,INTERFERENCE WITH PUBLIC OFFICER,18
2002,11,INTIMIDATION,20
2002,11,KIDNAPPING,37
2002,11,LIQUOR LAW VIOLATION,43
2002,11,MOTOR VEHICLE THEFT,1166
2002,11,NARCOTICS,9236
2002,11,OFFENSE INVOLVING CHILDREN,162
2002,11,OTHER OFFENSE,1282
2002,11,PROSTITUTION,642
2002,11,PUBLIC INDECENCY,1
2002,11,PUBLIC PEACE VIOLATION,98
2002,11,ROBBERY,1329
2002,11,SEX OFFENSE,87
2002,11,STALKING,11
2002,11,THEFT,3053
2002,11,WEAPONS VIOLATION,332
2002,12,ARSON,17
2002,12,ASSAULT,769
2002,12,BATTERY,2187
2002,12,BURGLARY,465
2002,12,CRIM SEXUAL ASSAULT,39
2002,12,CRIMINAL DAMAGE,1289
2002,12,CRIMINAL SEXUAL ASSAULT,1
2002,12,CRIMINAL TRESPASS,483
2002,12,DECEPTIVE PRACTICE,388
2002,12,GAMBLING,9
2002,12,HOMICIDE,22
2002,12,INTERFERENCE WITH PUBLIC OFFICER,8
2002,12,INTIMIDATION,15
2002,12,KIDNAPPING,3
2002,12,LIQUOR LAW VIOLATION,57
2002,12,MOTOR VEHICLE THEFT,730
2002,12,NARCOTICS,1093
2002,12,OBSCENITY,1
2002,12,OFFENSE INVOLVING CHILDREN,60
2002,12,OTHER OFFENSE,718
2002,12,PROSTITUTION,132
2002,12,PUBLIC PEACE VIOLATION,115
2002,12,ROBBERY,406
2002,12,SEX OFFENSE,58
2002,12,STALKING,3
2002,12,THEFT,3099
2002,12,WEAPONS VIOLATION,128
2002,14,ARSON,64
2002,14,ASSAULT,1273
2002,14,BATTERY,3532
2002,14,BURGLARY,1487
2002,14,CRIM SEXUAL ASSAULT,80
2002,14,CRIMINAL DAMAGE,2791
2002,14,CRIMINAL SEXUAL ASSAULT,1
2002,14,CRIMINAL TRESPASS,331
2002,14,DECEPTIVE PRACTICE,636
2002,14,GAMBLING,14
2002,14,HOMICIDE,21
2002,14,INTERFERENCE WITH PUBLIC OFFICER,19
2002,14,INTIMIDATION,10
2002,14,KIDNAPPING,28
2002,14,LIQUOR LAW VIOLATION,83
2002,14,MOTOR VEHICLE THEFT,1453
2002,14,NARCOTICS,1232
2002,14,OFFENSE INVOLVING CHILDREN,109
2002,14,OTHER OFFENSE,1237
2002,14,PROSTITUTION,922
2002,14,PUBLIC PEACE VIOLATION,151
2002,14,ROBBERY,912
2002,14,SEX OFFENSE,108
2002,14,STALKING,4
2002,14,THEFT,5717
2002,14,WEAPONS VIOLATION,172
2002,15,ARSON,47
2002,15,ASSAULT,1246
2002,15,BATTERY,4492
2002,15,BURGLARY,578
2002,15,CRIM SEXUAL ASSAULT,77
2002,15,CRIMINAL DAMAGE,1724
2002,15,CRIMINAL SEXUAL ASSAULT,1
2002,15,CRIMINAL TRESPASS,271
2002,15,DECEPTIVE PRACTICE,284
2002,15,GAMBLING,71
2002,15,HOMICIDE,45
2002,15,INTERFERENCE WITH PUBLIC OFFICER,18
2002,15,INTIMIDATION,12
2002,15,KIDNAPPING,31
2002,15,LIQUOR LAW VIOLATION,71
2002,15,MOTOR VEHICLE THEFT,800
2002,15,NARCOTICS,5738
2002,15,OFFENSE INVOLVING CHILDREN,93
2002,15,OTHER OFFENSE,1219
2002,15,PROSTITUTION,543
2002,15,PUBLIC INDECENCY,1
2002,15,PUBLIC PEACE VIOLATION,72
2002,15,ROBBERY,718
2002,15,SEX OFFENSE,66
2002,15,STALKING,7
2002,15,THEFT,2013
2002,15,WEAPONS VIOLATION,215
2002,16,ARSON,28
2002,16,ASSAULT,863
2002,16,BATTERY,2073
2002,16,BURGLARY,1049
2002,16,CRIM SEXUAL ASSAULT,37
2002,16,CRIMINAL DAMAGE,2755
2002,16,CRIMINAL SEXUAL ASSAULT,1
2002,16,CRIMINAL TRESPASS,559
2002,16,DECEPTIVE PRACTICE,742
2002,16,GAMBLING,15
2002,16,HOMICIDE,7
2002,16,INTERFERENCE WITH PUBLIC OFFICER,17
2002,16,INTIMIDATION,7
2002,16,KIDNAPPING,41
2002,16,LIQUOR LAW VIOLATION,78
2002,16,MOTOR VEHICLE THEFT,821
2002,16,NARCOTICS,635
2002,16,OBSCENITY,3
2002,16,OFFENSE INVOLVING CHILDREN,48
2002,16,OTHER NARCOTIC VIOLATION,1
2002,16,OTHER OFFENSE,1719
2002,16,PROSTITUTION,34
2002,16,PUBLIC PEACE VIOLATION,113
2002,16,ROBBERY,253
2002,16,SEX OFFENSE,86
2002,16,STALKING,9
2002,16,THEFT,3962
2002,16,WEAPONS VIOLATION,113
2002,17,ARSON,44
2002,17,ASSAULT,667
2002,17,BATTERY,2187
2002,17,BURGLARY,1179
2002,17,CRIM SEXUAL ASSAULT,56
2002,17,CRIMINAL DAMAGE,1986
2002,17,CRIMINAL SEXUAL ASSAULT,1
2002,17,CRIMINAL TRESPASS,339
2002,17,DECEPTIVE PRACTICE,449
2002,17,GAMBLING,30
2002,17,HOMICIDE,12
2002,17,INTERFERENCE WITH PUBLIC OFFICER,14
2002,17,INTIMIDATION,6
2002,17,KIDNAPPING,21
2002,17,LIQUOR LAW VIOLATION,79
2002,17,MOTOR VEHICLE THEFT,1059
2002,17,NARCOTICS,690
2002,17,OBSCENITY,1
2002,17,OFFENSE INVOLVING CHILDREN,52
2002,17,OTHER OFFENSE,1265
2002,17,PROSTITUTION,119
2002,17,PUBLIC PEACE VIOLATION,69
2002,17,ROBBERY,429
2002,17,SEX OFFENSE,116
2002,17,STALKING,12
2002,17,THEFT,3430
2002,17,WEAPONS VIOLATION,114
2002,18,ARSON,10
2002,18,ASSAULT,898
2002,18,BATTERY,2912
2002,18,BURGLARY,826
2002,18,CRIM SEXUAL ASSAULT,54
2002,18,CRIMINAL DAMAGE,1684
2002,18,CRIMINAL SEXUAL ASSAULT,1
2002,18,CRIMINAL TRESPASS,1200
2002,18,DECEPTIVE PRACTICE,1414
2002,18,GAMBLING,6
2002,18,HOMICIDE,13
2002,18,INTERFERENCE WITH PUBLIC OFFICER,24
2002,18,INTIMIDATION,5
2002,18,KIDNAPPING,16
2002,18,LIQUOR LAW VIOLATION,58
2002,18,MOTOR VEHICLE THEFT,498
2002,18,NARCOTICS,1507
2002,18,OBSCENITY,2
2002,18,OFFENSE INVOLVING CHILDREN,48
2002,18,OTHER OFFENSE,1029
2002,18,PROSTITUTION,545
2002,18,PUBLIC INDECENCY,2
2002,18,PUBLIC PEACE VIOLATION,83
2002,18,ROBBERY,583
2002,18,SEX OFFENSE,72
2002,18,STALKING,7
2002,18,THEFT,8781
2002,18,WEAPONS VIOLATION,105
2002,19,ARSON,20
2002,19,ASSAULT,508
2002,19,BATTERY,1380
2002,19,BURGLARY,1315
2002,19,CRIM SEXUAL ASSAULT,31
2002,19,CRIMINAL DAMAGE,1532
2002,19,CRIMINAL SEXUAL ASSAULT,1
2002,19,CRIMINAL TRESPASS,538
2002,19,DECEPTIVE PRACTICE,591
2002,19,GAMBLING,20
2002,19,HOMICIDE,12
2002,19,INTERFERENCE WITH PUBLIC OFFICER,8
2002,19,INTIMIDATION,5
2002,19,KIDNAPPING,10
2002,19,LIQUOR LAW VIOLATION,69
2002,19,MOTOR VEHICLE THEFT,487
2002,19,NARCOTICS,482
2002,19,OBSCENITY,1
2002,19,OFFENSE INVOLVING CHILDREN,25
2002,19,OTHER NARCOTIC VIOLATION,1
2002,19,OTHER OFFENSE,850
2002,19,PROSTITUTION,126
2002,19,PUBLIC PEACE VIOLATION,47
2002,19,ROBBERY,394
2002,19,SEX OFFENSE,81
2002,19,STALKING,6
2002,19,THEFT,4114
2002,19,WEAPONS VIOLATION,48
2002,20,ARSON,11
2002,20,ASSAULT,559
2002,20,BATTERY,1561
2002,20,BURGLARY,453
2002,20,CRIM SEXUAL ASSAULT,23
2002,20,CRIMINAL DAMAGE,1099
2002,20,CRIMINAL TRESPASS,318
2002,20,DECEPTIVE PRACTICE,372
2002,20,GAMBLING,11
2002,20,HOMICIDE,6
2002,20,INTERFERENCE WITH PUBLIC OFFICER,6
2002,20,INTIMIDATION,5
2002,20,KIDNAPPING,23
2002,20,LIQUOR LAW VIOLATION,97
2002,20,MOTOR VEHICLE THEFT,353
2002,20,NARCOTICS,681
2002,20,OBSCENITY,1
2002,20,OFFENSE INVOLVING CHILDREN,31
2002,20,OTHER OFFENSE,776
2002,20,PROSTITUTION,73
2002,20,PUBLIC PEACE VIOLATION,107
2002,20,ROBBERY,292
2002,20,SEX OFFENSE,59
2002,20,STALKING,2
2002,20,THEFT,2196
2002,20,WEAPONS VIOLATION,39
2002,22,ARSON,19
2002,22,ASSAULT,1056
2002,22,BATTERY,2887
2002,22,BURGLARY,823
2002,22,CRIM SEXUAL ASSAULT,49
2002,22,CRIMINAL DAMAGE,2065
2002,22,CRIMINAL SEXUAL ASSAULT,2
2002,22,CRIMINAL TRESPASS,385
2002,22,DECEPTIVE PRACTICE,422
2002,22,GAMBLING,28
2002,22,HOMICIDE,15
2002,22,INTERFERENCE WITH PUBLIC OFFICER,14
2002,22,INTIMIDATION,24
2002,22,KIDNAPPING,72
2002,22,LIQUOR LAW VIOLATION,45
2002,22,MOTOR VEHICLE THEFT,947
2002,22,NARCOTICS,1506
2002,22,OBSCENITY,1
2002,22,OFFENSE INVOLVING CHILDREN,125
2002,22,OTHER OFFENSE,1335
2002,22,PROSTITUTION,6
2002,22,PUBLIC PEACE VIOLATION,93
2002,22,ROBBERY,516
2002,22,SEX OFFENSE,74
2002,22,STALKING,9
2002,22,THEFT,3028
2002,22,WEAPONS VIOLATION,135
2002,24,ARSON,29
2002,24,ASSAULT,839
2002,24,BATTERY,2597
2002,24,BURGLARY,1002
2002,24,CRIM SEXUAL ASSAULT,60
2002,24,CRIMINAL DAMAGE,1973
2002,24,CRIMINAL SEXUAL ASSAULT,1
2002,24,CRIMINAL TRESPASS,365
2002,24,DECEPTIVE PRACTICE,552
2002,24,GAMBLING,50
2002,24,HOMICIDE,10
2002,24,INTERFERENCE WITH PUBLIC OFFICER,10
2002,24,INTIMIDATION,6
2002,24,KIDNAPPING,27
2002,24,LIQUOR LAW VIOLATION,50
2002,24,MOTOR VEHICLE THEFT,663
2002,24,NARCOTICS,1108
2002,24,OBSCENITY,3
2002,24,OFFENSE INVOLVING CHILDREN,91
2002,24,OTHER NARCOTIC VIOLATION,1
2002,24,OTHER OFFENSE,1287
2002,24,PROSTITUTION,107
2002,24,PUBLIC PEACE VIOLATION,52
2002,24,ROBBERY,635
2002,24,SEX OFFENSE,83
2002,24,STALKING,5
2002,24,THEFT,3377
2002,24,WEAPONS VIOLATION,73
2002,25,ARSON,109
2002,25,ASSAULT,1765
2002,25,BATTERY,4781
2002,25,BURGLARY,1969
2002,25,CRIM SEXUAL ASSAULT,101
2002,25,CRIMINAL DAMAGE,3385
2002,25,CRIMINAL SEXUAL ASSAULT,1
2002,25,CRIMINAL TRESPASS,475
2002,25,DECEPTIVE PRACTICE,673
2002,25,GAMBLING,53
2002,25,HOMICIDE,40
2002,25,INTERFERENCE WITH PUBLIC OFFICER,15
2002,25,INTIMIDATION,19
2002,25,KIDNAPPING,58
2002,25,LIQUOR LAW VIOLATION,83
2002,25,MOTOR VEHICLE THEFT,2013
2002,25,NARCOTICS,2596
2002,25,OBSCENITY,3
2002,25,OFFENSE INVOLVING CHILDREN,170
2002,25,OTHER OFFENSE,1844
2002,25,PROSTITUTION,701
2002,25,PUBLIC INDECENCY,1
2002,25,PUBLIC PEACE VIOLATION,160
2002,25,ROBBERY,1218
2002,25,SEX OFFENSE,123
2002,25,STALKING,9
2002,25,THEFT,5206
2002,25,WEAPONS VIOLATION,262
2003,01,ARSON,6
2003,01,ASSAULT,596
2003,01,BATTERY,1083
2003,01,BURGLARY,287
2003,01,CRIM SEXUAL ASSAULT,17
2003,01,CRIMINAL DAMAGE,741
2003,01,CRIMINAL TRESPASS,1140
2003,01,DECEPTIVE PRACTICE,1107
2003,01,GAMBLING,5
2003,01,INTERFERENCE WITH PUBLIC OFFICER,10
2003,01,INTIMIDATION,20
2003,01,KIDNAPPING,6
2003,01,LIQUOR LAW VIOLATION,32
2003,01,MOTOR VEHICLE THEFT,339
2003,01,NARCOTICS,342
2003,01,OBSCENITY,1
2003,01,OFFENSE INVOLVING CHILDREN,13
2003,01,OTHER OFFENSE,984
2003,01,PROSTITUTION,14
2003,01,PUBLIC PEACE VIOLATION,114
2003,01,ROBBERY,226
2003,01,SEX OFFENSE,62
2003,01,STALKING,8
2003,01,THEFT,6364
2003,01,WEAPONS VIOLATION,22
2003,02,ARSON,19
2003,02,ASSAULT,1087
2003,02,BATTERY,3951
2003,02,BURGLARY,698
2003,02,CRIM SEXUAL ASSAULT,61
2003,02,CRIMINAL DAMAGE,1511
2003,02,CRIMINAL SEXUAL ASSAULT,3
2003,02,CRIMINAL TRESPASS,1006
2003,02,DECEPTIVE PRACTICE,237
2003,02,GAMBLING,52
2003,02,HOMICIDE,19
2003,02,INTERFERENCE WITH PUBLIC OFFICER,11
2003,02,INTIMIDATION,21
2003,02,KIDNAPPING,17
2003,02,LIQUOR LAW VIOLATION,19
2003,02,MOTOR VEHICLE THEFT,693
2003,02,NARCOTICS,2814
2003,02,OFFENSE INVOLVING CHILDREN,86
2003,02,OTHER OFFENSE,789
2003,02,PROSTITUTION,365
2003,02,PUBLIC PEACE VIOLATION,44
2003,02,ROBBERY,733
2003,02,SEX OFFENSE,60
2003,02,STALKING,6
2003,02,THEFT,2213
2003,02,WEAPONS VIOLATION,144
2003,03,ARSON,47
2003,03,ASSAULT,1868
2003,03,BATTERY,5402
2003,03,BURGLARY,1200
2003,03,CRIM SEXUAL ASSAULT,115
2003,03,CRIMINAL DAMAGE,2759
2003,03,CRIMINAL SEXUAL ASSAULT,1
2003,03,CRIMINAL TRESPASS,910
2003,03,DECEPTIVE PRACTICE,452
2003,03,GAMBLING,91
2003,03,HOMICIDE,33
2003,03,INTERFERENCE WITH PUBLIC OFFICER,14
2003,03,INTIMIDATION,26
2003,03,KIDNAPPING,50
2003,03,LIQUOR LAW VIOLATION,18
2003,03,MOTOR VEHICLE THEFT,1047
2003,03,NARCOTICS,2304
2003,03,OBSCENITY,1
2003,03,OFFENSE INVOLVING CHILDREN,231
2003,03,OTHER OFFENSE,1921
2003,03,PROSTITUTION,93
2003,03,PUBLIC INDECENCY,1
2003,03,PUBLIC PEACE VIOLATION,80
2003,03,ROBBERY,975
2003,03,SEX OFFENSE,97
2003,03,STALKING,23
2003,03,THEFT,3675
2003,03,WEAPONS VIOLATION,187
2003,04,ARSON,75
2003,04,ASSAULT,2201
2003,04,BATTERY,5335
2003,04,BURGLARY,1419
2003,04,CRIM SEXUAL ASSAULT,124
2003,04,CRIMINAL DAMAGE,3536
2003,04,CRIMINAL SEXUAL ASSAULT,1
2003,04,CRIMINAL TRESPASS,622
2003,04,DECEPTIVE PRACTICE,548
2003,04,GAMBLING,50
2003,04,HOMICIDE,44
2003,04,INTERFERENCE WITH PUBLIC OFFICER,9
2003,04,INTIMIDATION,31
2003,04,KIDNAPPING,86
2003,04,LIQUOR LAW VIOLATION,42
2003,04,MOTOR VEHICLE THEFT,1408
2003,04,NARCOTICS,2078
2003,04,OFFENSE INVOLVING CHILDREN,278
2003,04,OTHER OFFENSE,2145
2003,04,PROSTITUTION,142
2003,04,PUBLIC PEACE VIOLATION,139
2003,04,ROBBERY,996
2003,04,SEX OFFENSE,112
2003,04,STALKING,16
2003,04,THEFT,4411
2003,04,WEAPONS VIOLATION,300
2003,05,ARSON,48
2003,05,ASSAULT,1785
2003,05,BATTERY,5281
2003,05,BURGLARY,1066
2003,05,CRIM SEXUAL ASSAULT,83
2003,05,CRIMINAL DAMAGE,2459
2003,05,CRIMINAL SEXUAL ASSAULT,2
2003,05,CRIMINAL TRESPASS,337
2003,05,DECEPTIVE PRACTICE,282
2003,05,GAMBLING,53
2003,05,HOMICIDE,45
2003,05,INTERFERENCE WITH PUBLIC OFFICER,26
2003,05,INTIMIDATION,31
2003,05,KIDNAPPING,71
2003,05,LIQUOR LAW VIOLATION,17
2003,05,MOTOR VEHICLE THEFT,755
2003,05,NARCOTICS,2022
2003,05,OFFENSE INVOLVING CHILDREN,227
2003,05,OTHER OFFENSE,1446
2003,05,PROSTITUTION,201
2003,05,PUBLIC PEACE VIOLATION,82
2003,05,RITUALISM,1
2003,05,ROBBERY,662
2003,05,SEX OFFENSE,80
2003,05,STALKING,15
2003,05,THEFT,2686
2003,05,WEAPONS VIOLATION,214
2003,06,ARSON,32
2003,06,ASSAULT,1798
2003,06,BATTERY,5107
2003,06,BURGLARY,1404
2003,06,CRIM SEXUAL ASSAULT,93
2003,06,CRIMINAL DAMAGE,2761
2003,06,CRIMINAL SEXUAL ASSAULT,1
2003,06,CRIMINAL TRESPASS,724
2003,06,DECEPTIVE PRACTICE,732
2003,06,GAMBLING,79
2003,06,HOMICIDE,29
2003,06,INTERFERENCE WITH PUBLIC OFFICER,22
2003,06,INTIMIDATION,22
2003,06,KIDNAPPING,65
2003,06,LIQUOR LAW VIOLATION,39
2003,06,MOTOR VEHICLE THEFT,1500
2003,06,NARCOTICS,2196
2003,06,OBSCENITY,1
2003,06,OFFENSE INVOLVING CHILDREN,223
2003,06,OTHER OFFENSE,1853
2003,06,PROSTITUTION,83
2003,06,PUBLIC PEACE VIOLATION,87
2003,06,RITUALISM,1
2003,06,ROBBERY,1320
2003,06,SEX OFFENSE,93
2003,06,STALKING,27
2003,06,THEFT,4926
2003,06,WEAPONS VIOLATION,229
2003,07,ARSON,82
2003,07,ASSAULT,2331
2003,07,BATTERY,7303
2003,07,BURGLARY,1399
2003,07,CRIM SEXUAL ASSAULT,130
2003,07,CRIMINAL DAMAGE,3262
2003,07,CRIMINAL SEXUAL ASSAULT,4
2003,07,CRIMINAL TRESPASS,417
2003,07,DECEPTIVE PRACTICE,412
2003,07,GAMBLING,134
2003,07,HOMICIDE,51
2003,07,INTERFERENCE WITH PUBLIC OFFICER,37
2003,07,INTIMIDATION,16
2003,07,KIDNAPPING,27
2003,07,LIQUOR LAW VIOLATION,28
2003,07,MOTOR VEHICLE THEFT,1193
2003,07,NARCOTICS,3652
2003,07,OFFENSE INVOLVING CHILDREN,178
2003,07,OTHER OFFENSE,1542
2003,07,PROSTITUTION,159
2003,07,PUBLIC PEACE VIOLATION,151
2003,07,ROBBERY,1209
2003,07,SEX OFFENSE,98
2003,07,STALKING,9
2003,07,THEFT,3637
2003,07,WEAPONS VIOLATION,360
2003,08,ARSON,102
2003,08,ASSAULT,1873
2003,08,BATTERY,5385
2003,08,BURGLARY,2317
2003,08,CRIM SEXUAL ASSAULT,85
2003,08,CRIMINAL DAMAGE,4784
2003,08,CRIMINAL SEXUAL ASSAULT,3
2003,08,CRIMINAL TRESPASS,665
2003,08,DECEPTIVE PRACTICE,1013
2003,08,GAMBLING,60
2003,08,HOMICIDE,27
2003,08,INTERFERENCE WITH PUBLIC OFFICER,22
2003,08,INTIMIDATION,20
2003,08,KIDNAPPING,39
2003,08,LIQUOR LAW VIOLATION,53
2003,08,MOTOR VEHICLE THEFT,2071
2003,08,NARCOTICS,2269
2003,08,OBSCENITY,1
2003,08,OFFENSE INVOLVING CHILDREN,194
2003,08,OTHER OFFENSE,2209
2003,08,PROSTITUTION,281
2003,08,PUBLIC PEACE VIOLATION,140
2003,08,ROBBERY,1240
2003,08,SEX OFFENSE,148
2003,08,STALKING,13
2003,08,THEFT,6445
2003,08,WEAPONS VIOLATION,251
2003,09,ARSON,78
2003,09,ASSAULT,1566
2003,09,BATTERY,4546
2003,09,BURGLARY,1683
2003,09,CRIM SEXUAL ASSAULT,80
2003,09,CRIMINAL DAMAGE,3108
2003,09,CRIMINAL SEXUAL ASSAULT,4
2003,09,CRIMINAL TRESPASS,583
2003,09,DECEPTIVE PRACTICE,569
2003,09,GAMBLING,60
2003,09,HOMICIDE,44
2003,09,INTERFERENCE WITH PUBLIC OFFICER,14
2003,09,INTIMIDATION,25
2003,09,KIDNAPPING,26
2003,09,LIQUOR LAW VIOLATION,90
2003,09,MOTOR VEHICLE THEFT,1302
2003,09,NARCOTICS,2845
2003,09,OBSCENITY,2
2003,09,OFFENSE INVOLVING CHILDREN,180
2003,09,OTHER OFFENSE,1423
2003,09,PROSTITUTION,620
2003,09,PUBLIC INDECENCY,1
2003,09,PUBLIC PEACE VIOLATION,180
2003,09,ROBBERY,799
2003,09,SEX OFFENSE,141
2003,09,STALKING,5
2003,09,THEFT,4203
2003,09,WEAPONS VIOLATION,272
2003,10,ARSON,44
2003,10,ASSAULT,1200
2003,10,BATTERY,4315
2003,10,BURGLARY,753
2003,10,CRIM SEXUAL ASSAULT,60
2003,10,CRIMINAL DAMAGE,2092
2003,10,CRIMINAL SEXUAL ASSAULT,1
2003,10,CRIMINAL TRESPASS,358
2003,10,DECEPTIVE PRACTICE,246
2003,10,GAMBLING,18
2003,10,HOMICIDE,50
2003,10,INTERFERENCE WITH PUBLIC OFFICER,19
2003,10,INTIMIDATION,15
2003,10,KIDNAPPING,18
2003,10,LIQUOR LAW VIOLATION,106
2003,10,MOTOR VEHICLE THEFT,1087
2003,10,NARCOTICS,2870
2003,10,OBSCENITY,2
2003,10,OFFENSE INVOLVING CHILDREN,149
2003,10,OTHER OFFENSE,1114
2003,10,PROSTITUTION,225
2003,10,PUBLIC PEACE VIOLATION,122
2003,10,ROBBERY,802
2003,10,SEX OFFENSE,68
2003,10,STALKING,3
2003,10,THEFT,3147
2003,10,WEAPONS VIOLATION,209
2003,11,ARSON,42
2003,11,ASSAULT,1667
2003,11,BATTERY,6101
2003,11,BURGLARY,767
2003,11,CRIM SEXUAL ASSAULT,88
2003,11,CRIMINAL DAMAGE,2201
2003,11,CRIMINAL SEXUAL ASSAULT,1
2003,11,CRIMINAL TRESPASS,712
2003,11,DECEPTIVE PRACTICE,339
2003,11,GAMBLING,115
2003,11,HOMICIDE,57
2003,11,INTERFERENCE WITH PUBLIC OFFICER,33
2003,11,INTIMIDATION,13
2003,11,KIDNAPPING,22
2003,11,LIQUOR LAW VIOLATION,32
2003,11,MOTOR VEHICLE THEFT,1120
2003,11,NARCOTICS,9562
2003,11,OFFENSE INVOLVING CHILDREN,144
2003,11,OTHER OFFENSE,1343
2003,11,PROSTITUTION,582
2003,11,PUBLIC PEACE VIOLATION,111
2003,11,ROBBERY,1096
2003,11,SEX OFFENSE,86
2003,11,STALKING,16
2003,11,THEFT,3366
2003,11,WEAPONS VIOLATION,410
2003,12,ARSON,21
2003,12,ASSAULT,750
2003,12,BATTERY,2038
2003,12,BURGLARY,451
2003,12,CRIM SEXUAL ASSAULT,27
2003,12,CRIMINAL DAMAGE,1273
2003,12,CRIMINAL SEXUAL ASSAULT,1
2003,12,CRIMINAL TRESPASS,572
2003,12,DECEPTIVE PRACTICE,366
2003,12,GAMBLING,9
2003,12,HOMICIDE,16
2003,12,INTERFERENCE WITH PUBLIC OFFICER,9
2003,12,INTIMIDATION,8
2003,12,KIDNAPPING,8
