dayofweek,district,primary_type,count,average
Sunday,11,ARSON,147,0.01718494271685761
Sunday,11,ASSAULT,4137,0.483633387888707
Sunday,11,BATTERY,16192,1.8929155950432546
Sunday,11,BURGLARY,1873,0.21896188917465514
Sunday,11,CONCEALED CARRY LICENSE VIOLATION,12,0.0014028524666822538
Sunday,11,CRIM SEXUAL ASSAULT,253,0.029576806172550853
Sunday,11,CRIMINAL DAMAGE,6752,0.7893383212532149
Sunday,11,CRIMINAL SEXUAL ASSAULT,87,0.01017068038344634
Sunday,11,CRIMINAL TRESPASS,1110,0.12976385316810848
Sunday,11,DECEPTIVE PRACTICE,1012,0.11830722469020341
Sunday,11,GAMBLING,259,0.030278232405891982
Sunday,11,HOMICIDE,245,0.028641571194762683
Sunday,11,HUMAN TRAFFICKING,2,0.00023380874444704232
Sunday,11,INTERFERENCE WITH PUBLIC OFFICER,318,0.03717559036707973
Sunday,11,INTIMIDATION,23,0.002688800561140987
Sunday,11,KIDNAPPING,34,0.00397474865559972
Sunday,11,LIQUOR LAW VIOLATION,58,0.006780453588964227
Sunday,11,MOTOR VEHICLE THEFT,2987,0.3491933598316577
Sunday,11,NARCOTICS,15232,1.7806873977086743
Sunday,11,OBSCENITY,8,0.0009352349777881693
Sunday,11,OFFENSE INVOLVING CHILDREN,389,0.04547580079494973
Sunday,11,OTHER OFFENSE,3241,0.3788870703764321
Sunday,11,PROSTITUTION,805,0.09410801963993454
Sunday,11,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,11,PUBLIC PEACE VIOLATION,389,0.04547580079494973
Sunday,11,RITUALISM,1,0.00011690437222352116
Sunday,11,ROBBERY,3170,0.37058685994856205
Sunday,11,SEX OFFENSE,166,0.019406125789104514
Sunday,11,STALKING,25,0.002922609305588029
Sunday,11,THEFT,6952,0.8127191956979191
Sunday,11,WEAPONS VIOLATION,1388,0.16226326864624738
Sunday,12,ARSON,46,0.005377601122281974
Sunday,12,ASSAULT,2414,0.28220715454758005
Sunday,12,BATTERY,7551,0.8827449146598083
Sunday,12,BURGLARY,1431,0.16729015665185878
Sunday,12,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Sunday,12,CRIM SEXUAL ASSAULT,159,0.018587795183539865
Sunday,12,CRIMINAL DAMAGE,4787,0.5596212298339958
Sunday,12,CRIMINAL SEXUAL ASSAULT,73,0.008534019172317045
Sunday,12,CRIMINAL TRESPASS,1108,0.12953004442366145
Sunday,12,DECEPTIVE PRACTICE,1476,0.17255085340191723
Sunday,12,GAMBLING,17,0.00198737432779986
Sunday,12,HOMICIDE,109,0.012742576572363806
Sunday,12,HUMAN TRAFFICKING,1,0.00011690437222352116
Sunday,12,INTERFERENCE WITH PUBLIC OFFICER,84,0.009819967266775777
Sunday,12,INTIMIDATION,19,0.002221183072246902
Sunday,12,KIDNAPPING,18,0.002104278700023381
Sunday,12,LIQUOR LAW VIOLATION,89,0.010404489127893383
Sunday,12,MOTOR VEHICLE THEFT,2373,0.2774140752864157
Sunday,12,NARCOTICS,1733,0.20259527706336217
Sunday,12,NON-CRIMINAL,1,0.00011690437222352116
Sunday,12,OBSCENITY,5,0.0005845218611176058
Sunday,12,OFFENSE INVOLVING CHILDREN,204,0.023848491933598316
Sunday,12,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Sunday,12,OTHER OFFENSE,1766,0.20645312134673838
Sunday,12,PROSTITUTION,109,0.012742576572363806
Sunday,12,PUBLIC PEACE VIOLATION,270,0.031564180500350716
Sunday,12,ROBBERY,1484,0.1734860883797054
Sunday,12,SEX OFFENSE,153,0.01788636895019874
Sunday,12,STALKING,22,0.0025718961889174656
Sunday,12,THEFT,10056,1.1755903670797287
Sunday,12,WEAPONS VIOLATION,426,0.04980126256722001
Sunday,14,ARSON,95,0.01110591536123451
Sunday,14,ASSAULT,2397,0.2802197802197802
Sunday,14,BATTERY,8592,1.004442366144494
Sunday,14,BURGLARY,2391,0.2795183539864391
Sunday,14,CONCEALED CARRY LICENSE VIOLATION,5,0.0005845218611176058
Sunday,14,CRIM SEXUAL ASSAULT,202,0.023614683189151275
Sunday,14,CRIMINAL DAMAGE,6030,0.7049333645078326
Sunday,14,CRIMINAL SEXUAL ASSAULT,42,0.004909983633387889
Sunday,14,CRIMINAL TRESPASS,816,0.09539396773439326
Sunday,14,DECEPTIVE PRACTICE,1462,0.17091419219078793
Sunday,14,GAMBLING,14,0.0016366612111292963
Sunday,14,HOMICIDE,55,0.006429740472293664
Sunday,14,INTERFERENCE WITH PUBLIC OFFICER,58,0.006780453588964227
Sunday,14,INTIMIDATION,25,0.002922609305588029
Sunday,14,KIDNAPPING,35,0.004091653027823241
Sunday,14,LIQUOR LAW VIOLATION,126,0.014729950900163666
Sunday,14,MOTOR VEHICLE THEFT,2735,0.31973345803133035
Sunday,14,NARCOTICS,1752,0.20481646013560909
Sunday,14,NON-CRIMINAL,1,0.00011690437222352116
Sunday,14,OBSCENITY,3,0.00035071311667056346
Sunday,14,OFFENSE INVOLVING CHILDREN,277,0.03238251110591536
Sunday,14,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Sunday,14,OTHER OFFENSE,2066,0.24152443301379473
Sunday,14,PROSTITUTION,406,0.04746317512274959
Sunday,14,PUBLIC INDECENCY,3,0.00035071311667056346
Sunday,14,PUBLIC PEACE VIOLATION,267,0.03121346738368015
Sunday,14,ROBBERY,2168,0.25344867898059387
Sunday,14,SEX OFFENSE,197,0.02303016132803367
Sunday,14,STALKING,23,0.002688800561140987
Sunday,14,THEFT,12259,1.4331306990881458
Sunday,14,WEAPONS VIOLATION,388,0.04535889642272621
Sunday,15,ARSON,105,0.012274959083469721
Sunday,15,ASSAULT,3207,0.3749123217208324
Sunday,15,BATTERY,12000,1.402852466682254
Sunday,15,BURGLARY,1269,0.14835164835164835
Sunday,15,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Sunday,15,CRIM SEXUAL ASSAULT,205,0.023965396305821837
Sunday,15,CRIMINAL DAMAGE,4833,0.5649988309562778
Sunday,15,CRIMINAL SEXUAL ASSAULT,53,0.0061959317278466215
Sunday,15,CRIMINAL TRESPASS,748,0.08744447042319382
Sunday,15,DECEPTIVE PRACTICE,699,0.08171615618424129
Sunday,15,GAMBLING,286,0.03343465045592705
Sunday,15,HOMICIDE,160,0.018704699555763385
Sunday,15,HUMAN TRAFFICKING,1,0.00011690437222352116
Sunday,15,INTERFERENCE WITH PUBLIC OFFICER,178,0.020808978255786766
Sunday,15,INTIMIDATION,14,0.0016366612111292963
Sunday,15,KIDNAPPING,18,0.002104278700023381
Sunday,15,LIQUOR LAW VIOLATION,61,0.007131166705634791
Sunday,15,MOTOR VEHICLE THEFT,2070,0.2419920505026888
Sunday,15,NARCOTICS,9843,1.1506897357961188
Sunday,15,NON - CRIMINAL,1,0.00011690437222352116
Sunday,15,OBSCENITY,1,0.00011690437222352116
Sunday,15,OFFENSE INVOLVING CHILDREN,327,0.038227729717091416
Sunday,15,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,15,OTHER OFFENSE,2778,0.32476034603694176
Sunday,15,PROSTITUTION,227,0.026537292494739302
Sunday,15,PUBLIC PEACE VIOLATION,310,0.03624035538929156
Sunday,15,ROBBERY,1963,0.22948328267477203
Sunday,15,SEX OFFENSE,141,0.016483516483516484
Sunday,15,STALKING,15,0.0017535655833528173
Sunday,15,THEFT,4613,0.5392798690671031
Sunday,15,WEAPONS VIOLATION,794,0.0928220715454758
Sunday,16,ARSON,71,0.008300210427870002
Sunday,16,ASSAULT,2197,0.256838905775076
Sunday,16,BATTERY,7287,0.8518821603927987
Sunday,16,BURGLARY,1710,0.19990647650222118
Sunday,16,CONCEALED CARRY LICENSE VIOLATION,27,0.0031564180500350714
Sunday,16,CRIM SEXUAL ASSAULT,107,0.012508767827916763
Sunday,16,CRIMINAL DAMAGE,6082,0.7110123918634557
Sunday,16,CRIMINAL SEXUAL ASSAULT,36,0.004208557400046762
Sunday,16,CRIMINAL TRESPASS,1237,0.14461070844049567
Sunday,16,DECEPTIVE PRACTICE,1920,0.22445639466916062
Sunday,16,GAMBLING,11,0.0012859480944587328
Sunday,16,HOMICIDE,19,0.002221183072246902
Sunday,16,HUMAN TRAFFICKING,2,0.00023380874444704232
Sunday,16,INTERFERENCE WITH PUBLIC OFFICER,43,0.00502688800561141
Sunday,16,INTIMIDATION,33,0.0038578442833761984
Sunday,16,KIDNAPPING,55,0.006429740472293664
Sunday,16,LIQUOR LAW VIOLATION,88,0.010287584755669862
Sunday,16,MOTOR VEHICLE THEFT,1903,0.22246902034136076
Sunday,16,NARCOTICS,1204,0.1407528641571195
Sunday,16,NON-CRIMINAL,7,0.0008183306055646482
Sunday,16,OBSCENITY,8,0.0009352349777881693
Sunday,16,OFFENSE INVOLVING CHILDREN,283,0.033083937339256485
Sunday,16,OTHER OFFENSE,3840,0.44891278933832124
Sunday,16,PROSTITUTION,22,0.0025718961889174656
Sunday,16,PUBLIC PEACE VIOLATION,238,0.027823240589198037
Sunday,16,ROBBERY,632,0.07388356324526538
Sunday,16,SEX OFFENSE,165,0.01928922141688099
Sunday,16,STALKING,28,0.0032733224222585926
Sunday,16,THEFT,8055,0.9416647182604629
Sunday,16,WEAPONS VIOLATION,187,0.021861117605798456
Sunday,17,ARSON,72,0.008417114800093524
Sunday,17,ASSAULT,1810,0.2115969137245733
Sunday,17,BATTERY,6493,0.7590600888473229
Sunday,17,BURGLARY,1787,0.2089081131634323
Sunday,17,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Sunday,17,CRIM SEXUAL ASSAULT,132,0.015431377133504794
Sunday,17,CRIMINAL DAMAGE,5023,0.5872106616787468
Sunday,17,CRIMINAL SEXUAL ASSAULT,43,0.00502688800561141
Sunday,17,CRIMINAL TRESPASS,634,0.07411737198971241
Sunday,17,DECEPTIVE PRACTICE,1068,0.1248538695347206
Sunday,17,GAMBLING,13,0.001519756838905775
Sunday,17,HOMICIDE,29,0.0033902267944821134
Sunday,17,INTERFERENCE WITH PUBLIC OFFICER,40,0.004676174888940846
Sunday,17,INTIMIDATION,15,0.0017535655833528173
Sunday,17,KIDNAPPING,30,0.0035071311667056347
Sunday,17,LIQUOR LAW VIOLATION,88,0.010287584755669862
Sunday,17,MOTOR VEHICLE THEFT,2183,0.2552022445639467
Sunday,17,NARCOTICS,1283,0.14998830956277764
Sunday,17,OBSCENITY,7,0.0008183306055646482
Sunday,17,OFFENSE INVOLVING CHILDREN,248,0.028992284311433247
Sunday,17,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Sunday,17,OTHER OFFENSE,2023,0.23649754500818332
Sunday,17,PROSTITUTION,85,0.009936871638999298
Sunday,17,PUBLIC PEACE VIOLATION,179,0.020925882628010286
Sunday,17,ROBBERY,1096,0.1281271919569792
Sunday,17,SEX OFFENSE,180,0.02104278700023381
Sunday,17,STALKING,21,0.0024549918166939444
Sunday,17,THEFT,7026,0.8213701192424596
Sunday,17,WEAPONS VIOLATION,235,0.027472527472527472
Sunday,18,ARSON,18,0.002104278700023381
Sunday,18,ASSAULT,1888,0.22071545475800794
Sunday,18,BATTERY,9487,1.1090717792845453
Sunday,18,BURGLARY,1489,0.17407061024082301
Sunday,18,CONCEALED CARRY LICENSE VIOLATION,8,0.0009352349777881693
Sunday,18,CRIM SEXUAL ASSAULT,228,0.026654196866962826
Sunday,18,CRIMINAL DAMAGE,4222,0.49357025952770633
Sunday,18,CRIMINAL SEXUAL ASSAULT,145,0.01695113397241057
Sunday,18,CRIMINAL TRESPASS,2247,0.26268412438625205
Sunday,18,DECEPTIVE PRACTICE,4256,0.49754500818330605
Sunday,18,GAMBLING,18,0.002104278700023381
Sunday,18,HOMICIDE,39,0.004559270516717325
Sunday,18,INTERFERENCE WITH PUBLIC OFFICER,116,0.013560907177928454
Sunday,18,INTIMIDATION,18,0.002104278700023381
Sunday,18,KIDNAPPING,25,0.002922609305588029
Sunday,18,LIQUOR LAW VIOLATION,167,0.019523030161328035
Sunday,18,MOTOR VEHICLE THEFT,1678,0.1961655365910685
Sunday,18,NARCOTICS,1572,0.18377367313537527
Sunday,18,OBSCENITY,5,0.0005845218611176058
Sunday,18,OFFENSE INVOLVING CHILDREN,120,0.014028524666822539
Sunday,18,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Sunday,18,OTHER OFFENSE,1494,0.1746551321019406
Sunday,18,PROSTITUTION,450,0.05260696750058452
Sunday,18,PUBLIC INDECENCY,3,0.00035071311667056346
Sunday,18,PUBLIC PEACE VIOLATION,286,0.03343465045592705
Sunday,18,ROBBERY,1752,0.20481646013560909
Sunday,18,SEX OFFENSE,190,0.02221183072246902
Sunday,18,STALKING,34,0.00397474865559972
Sunday,18,THEFT,21538,2.5178863689501987
Sunday,18,WEAPONS VIOLATION,324,0.03787701660042086
Sunday,19,ARSON,43,0.00502688800561141
Sunday,19,ASSAULT,1490,0.17418751461304652
Sunday,19,BATTERY,6327,0.7396539630582184
Sunday,19,BURGLARY,2196,0.25672200140285245
Sunday,19,CONCEALED CARRY LICENSE VIOLATION,10,0.0011690437222352116
Sunday,19,CRIM SEXUAL ASSAULT,215,0.02513444002805705
Sunday,19,CRIMINAL DAMAGE,4687,0.5479307926116437
Sunday,19,CRIMINAL SEXUAL ASSAULT,99,0.011573532850128595
Sunday,19,CRIMINAL TRESPASS,1213,0.14180500350713116
Sunday,19,DECEPTIVE PRACTICE,2612,0.30535422024783726
Sunday,19,GAMBLING,7,0.0008183306055646482
Sunday,19,HOMICIDE,28,0.0032733224222585926
Sunday,19,INTERFERENCE WITH PUBLIC OFFICER,52,0.0060790273556231
Sunday,19,INTIMIDATION,16,0.0018704699555763386
Sunday,19,KIDNAPPING,16,0.0018704699555763386
Sunday,19,LIQUOR LAW VIOLATION,79,0.009235445405658172
Sunday,19,MOTOR VEHICLE THEFT,1759,0.20563479074117372
Sunday,19,NARCOTICS,843,0.09855038578442833
Sunday,19,NON-CRIMINAL,3,0.00035071311667056346
Sunday,19,OBSCENITY,5,0.0005845218611176058
Sunday,19,OFFENSE INVOLVING CHILDREN,139,0.01624970773906944
Sunday,19,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Sunday,19,OTHER OFFENSE,1593,0.18622866495206922
Sunday,19,PROSTITUTION,104,0.0121580547112462
Sunday,19,PUBLIC INDECENCY,4,0.00046761748889408465
Sunday,19,PUBLIC PEACE VIOLATION,213,0.024900631283610006
Sunday,19,ROBBERY,1483,0.17336918400748189
Sunday,19,SEX OFFENSE,164,0.01917231704465747
Sunday,19,STALKING,25,0.002922609305588029
Sunday,19,THEFT,13207,1.543956043956044
Sunday,19,WEAPONS VIOLATION,164,0.01917231704465747
Sunday,20,ARSON,20,0.002338087444470423
Sunday,20,ASSAULT,1147,0.13408931494037876
Sunday,20,BATTERY,3758,0.4393266308159925
Sunday,20,BURGLARY,771,0.09013327098433481
Sunday,20,CRIM SEXUAL ASSAULT,81,0.009469254150105215
Sunday,20,CRIMINAL DAMAGE,2440,0.28524666822539163
Sunday,20,CRIMINAL SEXUAL ASSAULT,38,0.004442366144493804
Sunday,20,CRIMINAL TRESPASS,531,0.06207622165068974
Sunday,20,DECEPTIVE PRACTICE,982,0.11480009352349778
Sunday,20,GAMBLING,8,0.0009352349777881693
Sunday,20,HOMICIDE,7,0.0008183306055646482
Sunday,20,INTERFERENCE WITH PUBLIC OFFICER,36,0.004208557400046762
Sunday,20,INTIMIDATION,9,0.0010521393500116905
Sunday,20,KIDNAPPING,14,0.0016366612111292963
Sunday,20,LIQUOR LAW VIOLATION,59,0.006897357961187748
Sunday,20,MOTOR VEHICLE THEFT,884,0.1033434650455927
Sunday,20,NARCOTICS,908,0.10614916997895721
Sunday,20,NON-CRIMINAL,1,0.00011690437222352116
Sunday,20,OBSCENITY,2,0.00023380874444704232
Sunday,20,OFFENSE INVOLVING CHILDREN,113,0.013210194061257891
Sunday,20,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,20,OTHER OFFENSE,1367,0.15980827682955343
Sunday,20,PROSTITUTION,53,0.0061959317278466215
Sunday,20,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,20,PUBLIC PEACE VIOLATION,151,0.017652560205751695
Sunday,20,ROBBERY,582,0.06803834463408931
Sunday,20,SEX OFFENSE,114,0.013327098433481413
Sunday,20,STALKING,15,0.0017535655833528173
Sunday,20,THEFT,4714,0.5510872106616788
Sunday,20,WEAPONS VIOLATION,88,0.010287584755669862
Sunday,22,ARSON,59,0.006897357961187748
Sunday,22,ASSAULT,2487,0.2907411737198971
Sunday,22,BATTERY,7139,0.8345803133037175
Sunday,22,BURGLARY,1968,0.23006780453588965
Sunday,22,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Sunday,22,CRIM SEXUAL ASSAULT,137,0.0160158989946224
Sunday,22,CRIMINAL DAMAGE,5241,0.6126958148234743
Sunday,22,CRIMINAL SEXUAL ASSAULT,37,0.0043254617722702825
Sunday,22,CRIMINAL TRESPASS,853,0.09971942950666354
Sunday,22,DECEPTIVE PRACTICE,1146,0.13397241056815526
Sunday,22,GAMBLING,36,0.004208557400046762
Sunday,22,HOMICIDE,80,0.009352349777881692
Sunday,22,INTERFERENCE WITH PUBLIC OFFICER,78,0.00911854103343465
Sunday,22,INTIMIDATION,10,0.0011690437222352116
Sunday,22,KIDNAPPING,77,0.00900163666121113
Sunday,22,LIQUOR LAW VIOLATION,57,0.0066635492167407065
Sunday,22,MOTOR VEHICLE THEFT,1892,0.22118307224690203
Sunday,22,NARCOTICS,2269,0.2652560205751695
Sunday,22,OBSCENITY,4,0.00046761748889408465
Sunday,22,OFFENSE INVOLVING CHILDREN,383,0.044774374561608606
Sunday,22,OTHER OFFENSE,2823,0.33002104278700023
Sunday,22,PROSTITUTION,31,0.003624035538929156
Sunday,22,PUBLIC PEACE VIOLATION,132,0.015431377133504794
Sunday,22,ROBBERY,1165,0.13619359364040215
Sunday,22,SEX OFFENSE,134,0.015665185877951834
Sunday,22,STALKING,24,0.0028057049333645077
Sunday,22,THEFT,6013,0.7029459901800328
Sunday,22,WEAPONS VIOLATION,505,0.05903670797287819
Sunday,24,ARSON,39,0.004559270516717325
Sunday,24,ASSAULT,2005,0.23439326630815993
Sunday,24,BATTERY,6838,0.7993920972644377
Sunday,24,BURGLARY,1517,0.1773439326630816
Sunday,24,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Sunday,24,CRIM SEXUAL ASSAULT,155,0.01812017769464578
Sunday,24,CRIMINAL DAMAGE,4945,0.5780921206453121
Sunday,24,CRIMINAL SEXUAL ASSAULT,59,0.006897357961187748
Sunday,24,CRIMINAL TRESPASS,866,0.10123918634556932
Sunday,24,DECEPTIVE PRACTICE,1172,0.1370119242459668
Sunday,24,GAMBLING,20,0.002338087444470423
Sunday,24,HOMICIDE,33,0.0038578442833761984
Sunday,24,HUMAN TRAFFICKING,1,0.00011690437222352116
Sunday,24,INTERFERENCE WITH PUBLIC OFFICER,70,0.008183306055646482
Sunday,24,INTIMIDATION,14,0.0016366612111292963
Sunday,24,KIDNAPPING,37,0.0043254617722702825
Sunday,24,LIQUOR LAW VIOLATION,78,0.00911854103343465
Sunday,24,MOTOR VEHICLE THEFT,1520,0.17769464577975216
Sunday,24,NARCOTICS,1888,0.22071545475800794
Sunday,24,OBSCENITY,5,0.0005845218611176058
Sunday,24,OFFENSE INVOLVING CHILDREN,254,0.029693710544774373
Sunday,24,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Sunday,24,OTHER OFFENSE,2328,0.27215337853635724
Sunday,24,PROSTITUTION,133,0.015548281505728314
Sunday,24,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,24,PUBLIC PEACE VIOLATION,163,0.01905541267243395
Sunday,24,ROBBERY,1395,0.163081599251812
Sunday,24,SEX OFFENSE,178,0.020808978255786766
Sunday,24,STALKING,27,0.0031564180500350714
Sunday,24,THEFT,7685,0.8984101005377602
Sunday,24,WEAPONS VIOLATION,225,0.02630348375029226
Sunday,25,ARSON,218,0.025485153144727612
Sunday,25,ASSAULT,4273,0.49953238251110593
Sunday,25,BATTERY,14311,1.6730184708908113
Sunday,25,BURGLARY,3117,0.36439092822071545
Sunday,25,CONCEALED CARRY LICENSE VIOLATION,9,0.0010521393500116905
Sunday,25,CRIM SEXUAL ASSAULT,299,0.034954407294832825
Sunday,25,CRIMINAL DAMAGE,8648,1.010989010989011
Sunday,25,CRIMINAL SEXUAL ASSAULT,68,0.00794949731119944
Sunday,25,CRIMINAL TRESPASS,1073,0.1254383913958382
Sunday,25,DECEPTIVE PRACTICE,1650,0.19289221416880992
Sunday,25,GAMBLING,64,0.007481879822305354
Sunday,25,HOMICIDE,118,0.013794715922375496
Sunday,25,HUMAN TRAFFICKING,1,0.00011690437222352116
Sunday,25,INTERFERENCE WITH PUBLIC OFFICER,190,0.02221183072246902
Sunday,25,INTIMIDATION,27,0.0031564180500350714
Sunday,25,KIDNAPPING,65,0.007598784194528876
Sunday,25,LIQUOR LAW VIOLATION,127,0.014846855272387187
Sunday,25,MOTOR VEHICLE THEFT,4497,0.5257189618891747
Sunday,25,NARCOTICS,4667,0.5455927051671733
Sunday,25,OBSCENITY,7,0.0008183306055646482
Sunday,25,OFFENSE INVOLVING CHILDREN,635,0.07423427636193594
Sunday,25,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Sunday,25,OTHER OFFENSE,4392,0.5134440028057049
Sunday,25,PROSTITUTION,692,0.08089782557867664
Sunday,25,PUBLIC INDECENCY,1,0.00011690437222352116
Sunday,25,PUBLIC PEACE VIOLATION,459,0.05365910685059621
Sunday,25,RITUALISM,1,0.00011690437222352116
Sunday,25,ROBBERY,2741,0.3204348842646715
Sunday,25,SEX OFFENSE,283,0.033083937339256485
Sunday,25,STALKING,38,0.004442366144493804
Sunday,25,THEFT,10677,1.2481879822305355
Sunday,25,WEAPONS VIOLATION,978,0.1143324760346037
Thursday,01,ARSON,21,0.0024549918166939444
Thursday,01,ASSAULT,2241,0.2619826981529109
Thursday,01,BATTERY,4150,0.48515314472761284
Thursday,01,BURGLARY,690,0.08066401683422961
Thursday,01,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Thursday,01,CRIM SEXUAL ASSAULT,58,0.006780453588964227
Thursday,01,CRIMINAL DAMAGE,2295,0.2682955342529811
Thursday,01,CRIMINAL SEXUAL ASSAULT,48,0.005611409866729015
Thursday,01,CRIMINAL TRESPASS,2383,0.2785831190086509
Thursday,01,DECEPTIVE PRACTICE,5042,0.5894318447509936
Thursday,01,GAMBLING,7,0.0008183306055646482
Thursday,01,HOMICIDE,13,0.001519756838905775
Thursday,01,INTERFERENCE WITH PUBLIC OFFICER,63,0.007364975450081833
Thursday,01,INTIMIDATION,54,0.006312836100070143
Thursday,01,KIDNAPPING,15,0.0017535655833528173
Thursday,01,LIQUOR LAW VIOLATION,56,0.006546644844517185
Thursday,01,MOTOR VEHICLE THEFT,1201,0.14040215104044892
Thursday,01,NARCOTICS,1133,0.13245265372924947
Thursday,01,NON-CRIMINAL,1,0.00011690437222352116
Thursday,01,OBSCENITY,2,0.00023380874444704232
Thursday,01,OFFENSE INVOLVING CHILDREN,75,0.008767827916764087
Thursday,01,OTHER NARCOTIC VIOLATION,5,0.0005845218611176058
Thursday,01,OTHER OFFENSE,2199,0.257072714519523
Thursday,01,PROSTITUTION,121,0.01414542903904606
Thursday,01,PUBLIC INDECENCY,8,0.0009352349777881693
Thursday,01,PUBLIC PEACE VIOLATION,332,0.03881225157820903
Thursday,01,ROBBERY,1096,0.1281271919569792
Thursday,01,SEX OFFENSE,187,0.021861117605798456
Thursday,01,STALKING,40,0.004676174888940846
Thursday,01,THEFT,20517,2.3985270049099836
Thursday,01,WEAPONS VIOLATION,185,0.021627308861351415
Thursday,02,ARSON,42,0.004909983633387889
Thursday,02,ASSAULT,3444,0.4026186579378069
Thursday,02,BATTERY,8576,1.0025718961889174
Thursday,02,BURGLARY,1901,0.22223521159691373
Thursday,02,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Thursday,02,CRIM SEXUAL ASSAULT,153,0.01788636895019874
Thursday,02,CRIMINAL DAMAGE,4299,0.5025718961889175
Thursday,02,CRIMINAL SEXUAL ASSAULT,43,0.00502688800561141
Thursday,02,CRIMINAL TRESPASS,1616,0.1889174655132102
Thursday,02,DECEPTIVE PRACTICE,1831,0.21405190554126724
Thursday,02,GAMBLING,98,0.011456628477905073
Thursday,02,HOMICIDE,59,0.006897357961187748
Thursday,02,HUMAN TRAFFICKING,1,0.00011690437222352116
Thursday,02,INTERFERENCE WITH PUBLIC OFFICER,83,0.009703062894552257
Thursday,02,INTIMIDATION,27,0.0031564180500350714
Thursday,02,KIDNAPPING,25,0.002922609305588029
Thursday,02,LIQUOR LAW VIOLATION,35,0.004091653027823241
Thursday,02,MOTOR VEHICLE THEFT,2253,0.2633855506195932
Thursday,02,NARCOTICS,4267,0.4988309562777648
Thursday,02,NON-CRIMINAL (SUBJECT SPECIFIED),1,0.00011690437222352116
Thursday,02,OBSCENITY,7,0.0008183306055646482
Thursday,02,OFFENSE INVOLVING CHILDREN,295,0.03448678980593874
Thursday,02,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Thursday,02,OTHER OFFENSE,2472,0.2889876081365443
Thursday,02,PROSTITUTION,660,0.07715688566752396
Thursday,02,PUBLIC INDECENCY,2,0.00023380874444704232
Thursday,02,PUBLIC PEACE VIOLATION,188,0.02197802197802198
Thursday,02,ROBBERY,1846,0.21580547112462006
Thursday,02,SEX OFFENSE,162,0.01893850830021043
Thursday,02,STALKING,35,0.004091653027823241
Thursday,02,THEFT,7673,0.8970072480710779
Thursday,02,WEAPONS VIOLATION,568,0.06640168342296002
Thursday,03,ARSON,86,0.01005377601122282
Thursday,03,ASSAULT,4565,0.5336684592003741
Thursday,03,BATTERY,12461,1.456745382277297
Thursday,03,BURGLARY,3864,0.45171849427168576
Thursday,03,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Thursday,03,CRIM SEXUAL ASSAULT,223,0.026069675005845217
Thursday,03,CRIMINAL DAMAGE,6617,0.7735562310030395
Thursday,03,CRIMINAL SEXUAL ASSAULT,53,0.0061959317278466215
Thursday,03,CRIMINAL TRESPASS,2110,0.24666822539162964
Thursday,03,DECEPTIVE PRACTICE,1988,0.23240589198036007
Thursday,03,GAMBLING,164,0.01917231704465747
Thursday,03,HOMICIDE,141,0.016483516483516484
Thursday,03,HUMAN TRAFFICKING,1,0.00011690437222352116
Thursday,03,INTERFERENCE WITH PUBLIC OFFICER,152,0.017769464577975215
Thursday,03,INTIMIDATION,37,0.0043254617722702825
Thursday,03,KIDNAPPING,53,0.0061959317278466215
Thursday,03,LIQUOR LAW VIOLATION,33,0.0038578442833761984
Thursday,03,MOTOR VEHICLE THEFT,2848,0.33294365209258825
Thursday,03,NARCOTICS,5300,0.6195931727846622
Thursday,03,OBSCENITY,4,0.00046761748889408465
Thursday,03,OFFENSE INVOLVING CHILDREN,503,0.05880289922843114
Thursday,03,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Thursday,03,OTHER OFFENSE,4107,0.4801262567220014
Thursday,03,PROSTITUTION,252,0.029459901800327332
Thursday,03,PUBLIC PEACE VIOLATION,345,0.040332008417114804
Thursday,03,ROBBERY,2643,0.3089782557867664
Thursday,03,SEX OFFENSE,206,0.02408230067804536
Thursday,03,STALKING,45,0.0052606967500584524
Thursday,03,THEFT,8736,1.0212765957446808
Thursday,03,WEAPONS VIOLATION,1014,0.11854103343465046
Thursday,04,ARSON,102,0.011924245966799158
