dayofweek,district,primary_type,count,average
Monday,11,WEAPONS VIOLATION,1341,0.15676876315174187
Monday,12,ARSON,51,0.005962122983399579
Monday,12,ASSAULT,2499,0.29214402618657936
Monday,12,BATTERY,5682,0.6642506429740472
Monday,12,BURGLARY,1848,0.2160392798690671
Monday,12,CONCEALED CARRY LICENSE VIOLATION,9,0.0010521393500116905
Monday,12,CRIM SEXUAL ASSAULT,98,0.011456628477905073
Monday,12,CRIMINAL DAMAGE,4177,0.48830956277764787
Monday,12,CRIMINAL SEXUAL ASSAULT,62,0.007248071077858312
Monday,12,CRIMINAL TRESPASS,1234,0.1442599953238251
Monday,12,DECEPTIVE PRACTICE,2242,0.2620996025251344
Monday,12,GAMBLING,36,0.004208557400046762
Monday,12,HOMICIDE,54,0.006312836100070143
Monday,12,HUMAN TRAFFICKING,2,0.00023380874444704232
Monday,12,INTERFERENCE WITH PUBLIC OFFICER,51,0.005962122983399579
Monday,12,INTIMIDATION,35,0.004091653027823241
Monday,12,KIDNAPPING,16,0.0018704699555763386
Monday,12,LIQUOR LAW VIOLATION,55,0.006429740472293664
Monday,12,MOTOR VEHICLE THEFT,2449,0.2862988075754033
Monday,12,NARCOTICS,2054,0.24012158054711247
Monday,12,NON - CRIMINAL,1,0.00011690437222352116
Monday,12,NON-CRIMINAL,1,0.00011690437222352116
Monday,12,OBSCENITY,4,0.00046761748889408465
Monday,12,OFFENSE INVOLVING CHILDREN,225,0.02630348375029226
Monday,12,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Monday,12,OTHER OFFENSE,2129,0.24888940846387655
Monday,12,PROSTITUTION,181,0.02115969137245733
Monday,12,PUBLIC PEACE VIOLATION,350,0.04091653027823241
Monday,12,ROBBERY,1420,0.16600420855740006
Monday,12,SEX OFFENSE,166,0.019406125789104514
Monday,12,STALKING,44,0.005143792377834931
Monday,12,THEFT,11160,1.304652794014496
Monday,12,WEAPONS VIOLATION,327,0.038227729717091416
Monday,14,ARSON,99,0.011573532850128595
Monday,14,ASSAULT,2453,0.2867664250642974
Monday,14,BATTERY,5903,0.6900865092354455
Monday,14,BURGLARY,3413,0.39899462239887773
Monday,14,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Monday,14,CRIM SEXUAL ASSAULT,129,0.015080664016834229
Monday,14,CRIMINAL DAMAGE,5090,0.5950432546177227
Monday,14,CRIMINAL SEXUAL ASSAULT,34,0.00397474865559972
Monday,14,CRIMINAL TRESPASS,854,0.09983633387888707
Monday,14,DECEPTIVE PRACTICE,2082,0.24339490296937105
Monday,14,GAMBLING,20,0.002338087444470423
Monday,14,HOMICIDE,28,0.0032733224222585926
Monday,14,INTERFERENCE WITH PUBLIC OFFICER,50,0.005845218611176058
Monday,14,INTIMIDATION,20,0.002338087444470423
Monday,14,KIDNAPPING,32,0.003740939911152677
Monday,14,LIQUOR LAW VIOLATION,91,0.010638297872340425
Monday,14,MOTOR VEHICLE THEFT,2512,0.2936637830254851
Monday,14,NARCOTICS,2167,0.25333177460837036
Monday,14,OBSCENITY,4,0.00046761748889408465
Monday,14,OFFENSE INVOLVING CHILDREN,243,0.028407762450315642
Monday,14,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Monday,14,OTHER OFFENSE,2339,0.273439326630816
Monday,14,PROSTITUTION,346,0.04044891278933832
Monday,14,PUBLIC INDECENCY,1,0.00011690437222352116
Monday,14,PUBLIC PEACE VIOLATION,246,0.028758475566986207
Monday,14,RITUALISM,1,0.00011690437222352116
Monday,14,ROBBERY,1735,0.2028290858078092
Monday,14,SEX OFFENSE,194,0.022679448211363105
Monday,14,STALKING,25,0.002922609305588029
Monday,14,THEFT,12443,1.4546411035772737
Monday,14,WEAPONS VIOLATION,298,0.03483750292260931
Monday,15,ARSON,98,0.011456628477905073
Monday,15,ASSAULT,3249,0.37982230535422024
Monday,15,BATTERY,9990,1.1678746785129763
Monday,15,BURGLARY,1799,0.21031096563011456
Monday,15,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Monday,15,CRIM SEXUAL ASSAULT,159,0.018587795183539865
Monday,15,CRIMINAL DAMAGE,4371,0.510989010989011
Monday,15,CRIMINAL SEXUAL ASSAULT,50,0.005845218611176058
Monday,15,CRIMINAL TRESPASS,943,0.11024082300678045
Monday,15,DECEPTIVE PRACTICE,1299,0.151858779518354
Monday,15,GAMBLING,248,0.028992284311433247
Monday,15,HOMICIDE,92,0.010755202244563947
Monday,15,HUMAN TRAFFICKING,4,0.00046761748889408465
Monday,15,INTERFERENCE WITH PUBLIC OFFICER,160,0.018704699555763385
Monday,15,INTIMIDATION,18,0.002104278700023381
Monday,15,KIDNAPPING,36,0.004208557400046762
Monday,15,LIQUOR LAW VIOLATION,46,0.005377601122281974
Monday,15,MOTOR VEHICLE THEFT,1872,0.2188449848024316
Monday,15,NARCOTICS,10656,1.2457329904138414
Monday,15,NON-CRIMINAL,1,0.00011690437222352116
Monday,15,OBSCENITY,6,0.0007014262333411269
Monday,15,OFFENSE INVOLVING CHILDREN,355,0.041501052139350014
Monday,15,OTHER OFFENSE,3017,0.3527004909983633
Monday,15,PROSTITUTION,216,0.02525134440028057
Monday,15,PUBLIC PEACE VIOLATION,320,0.03740939911152677
Monday,15,ROBBERY,2031,0.23743277998597148
Monday,15,SEX OFFENSE,134,0.015665185877951834
Monday,15,STALKING,25,0.002922609305588029
Monday,15,THEFT,5853,0.6842412906242693
Monday,15,WEAPONS VIOLATION,789,0.0922375496843582
Monday,16,ARSON,62,0.007248071077858312
Monday,16,ASSAULT,2148,0.2511105915361235
Monday,16,BATTERY,5103,0.5965630114566285
Monday,16,BURGLARY,2402,0.28080430208089785
Monday,16,CONCEALED CARRY LICENSE VIOLATION,47,0.005494505494505495
Monday,16,CRIM SEXUAL ASSAULT,77,0.00900163666121113
Monday,16,CRIMINAL DAMAGE,5110,0.5973813420621932
Monday,16,CRIMINAL SEXUAL ASSAULT,34,0.00397474865559972
Monday,16,CRIMINAL TRESPASS,1239,0.1448445171849427
Monday,16,DECEPTIVE PRACTICE,3144,0.36754734627075053
Monday,16,GAMBLING,12,0.0014028524666822538
Monday,16,HOMICIDE,16,0.0018704699555763386
Monday,16,INTERFERENCE WITH PUBLIC OFFICER,50,0.005845218611176058
Monday,16,INTIMIDATION,28,0.0032733224222585926
Monday,16,KIDNAPPING,45,0.0052606967500584524
Monday,16,LIQUOR LAW VIOLATION,81,0.009469254150105215
Monday,16,MOTOR VEHICLE THEFT,1962,0.22936637830254852
Monday,16,NARCOTICS,1838,0.2148702361468319
Monday,16,NON - CRIMINAL,1,0.00011690437222352116
Monday,16,NON-CRIMINAL,1,0.00011690437222352116
Monday,16,OBSCENITY,6,0.0007014262333411269
Monday,16,OFFENSE INVOLVING CHILDREN,247,0.028875379939209727
Monday,16,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Monday,16,OTHER OFFENSE,4222,0.49357025952770633
Monday,16,PROSTITUTION,55,0.006429740472293664
Monday,16,PUBLIC PEACE VIOLATION,205,0.023965396305821837
Monday,16,ROBBERY,581,0.06792144026186579
Monday,16,SEX OFFENSE,198,0.02314706570025719
Monday,16,STALKING,41,0.0047930792611643675
Monday,16,THEFT,9332,1.0909516015898995
Monday,16,WEAPONS VIOLATION,224,0.02618657937806874
Monday,17,ARSON,63,0.007364975450081833
Monday,17,ASSAULT,1807,0.21124620060790272
Monday,17,BATTERY,5054,0.5908346972176759
Monday,17,BURGLARY,2530,0.2957680617255085
Monday,17,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Monday,17,CRIM SEXUAL ASSAULT,118,0.013794715922375496
Monday,17,CRIMINAL DAMAGE,4551,0.5320317979892448
Monday,17,CRIMINAL SEXUAL ASSAULT,44,0.005143792377834931
Monday,17,CRIMINAL TRESPASS,719,0.08405424362871171
Monday,17,DECEPTIVE PRACTICE,1856,0.21697451484685526
Monday,17,GAMBLING,27,0.0031564180500350714
Monday,17,HOMICIDE,32,0.003740939911152677
Monday,17,INTERFERENCE WITH PUBLIC OFFICER,52,0.0060790273556231
Monday,17,INTIMIDATION,29,0.0033902267944821134
Monday,17,KIDNAPPING,29,0.0033902267944821134
Monday,17,LIQUOR LAW VIOLATION,89,0.010404489127893383
Monday,17,MOTOR VEHICLE THEFT,2291,0.26782791676408696
Monday,17,NARCOTICS,1558,0.18213701192424597
Monday,17,NON-CRIMINAL,2,0.00023380874444704232
Monday,17,OBSCENITY,4,0.00046761748889408465
Monday,17,OFFENSE INVOLVING CHILDREN,236,0.027589431844750992
Monday,17,OTHER OFFENSE,2369,0.27694645779752164
Monday,17,PROSTITUTION,82,0.009586158522328735
Monday,17,PUBLIC INDECENCY,1,0.00011690437222352116
Monday,17,PUBLIC PEACE VIOLATION,247,0.028875379939209727
Monday,17,ROBBERY,1071,0.12520458265139117
Monday,17,SEX OFFENSE,217,0.02536824877250409
Monday,17,STALKING,31,0.003624035538929156
Monday,17,THEFT,8585,1.0036240355389292
Monday,17,WEAPONS VIOLATION,273,0.031914893617021274
Monday,18,ARSON,22,0.0025718961889174656
Monday,18,ASSAULT,1974,0.23076923076923078
Monday,18,BATTERY,5052,0.5906008884732289
Monday,18,BURGLARY,1938,0.226560673369184
Monday,18,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Monday,18,CRIM SEXUAL ASSAULT,119,0.013911620294599018
Monday,18,CRIMINAL DAMAGE,3370,0.3939677343932663
Monday,18,CRIMINAL SEXUAL ASSAULT,76,0.008884732288987608
Monday,18,CRIMINAL TRESPASS,2384,0.27870002338087446
Monday,18,DECEPTIVE PRACTICE,4432,0.5181201776946458
Monday,18,GAMBLING,23,0.002688800561140987
Monday,18,HOMICIDE,14,0.0016366612111292963
Monday,18,HUMAN TRAFFICKING,2,0.00023380874444704232
Monday,18,INTERFERENCE WITH PUBLIC OFFICER,89,0.010404489127893383
Monday,18,INTIMIDATION,31,0.003624035538929156
Monday,18,KIDNAPPING,20,0.002338087444470423
Monday,18,LIQUOR LAW VIOLATION,81,0.009469254150105215
Monday,18,MOTOR VEHICLE THEFT,1368,0.15992518120177696
Monday,18,NARCOTICS,1856,0.21697451484685526
Monday,18,NON-CRIMINAL,1,0.00011690437222352116
Monday,18,OBSCENITY,5,0.0005845218611176058
Monday,18,OFFENSE INVOLVING CHILDREN,95,0.01110591536123451
Monday,18,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Monday,18,OTHER OFFENSE,1835,0.21451952303016134
Monday,18,PROSTITUTION,445,0.05202244563946692
Monday,18,PUBLIC INDECENCY,4,0.00046761748889408465
Monday,18,PUBLIC PEACE VIOLATION,212,0.024783726911386486
Monday,18,ROBBERY,1277,0.14928688332943651
Monday,18,SEX OFFENSE,177,0.020692073883563245
Monday,18,STALKING,28,0.0032733224222585926
Monday,18,THEFT,19434,2.27191956979191
Monday,18,WEAPONS VIOLATION,316,0.03694178162263269
Monday,19,ARSON,35,0.004091653027823241
Monday,19,ASSAULT,1635,0.1911386485854571
Monday,19,BATTERY,3972,0.464344166471826
Monday,19,BURGLARY,2965,0.3466214636427402
Monday,19,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Monday,19,CRIM SEXUAL ASSAULT,123,0.014379237783493103
Monday,19,CRIMINAL DAMAGE,3774,0.4411971007715689
Monday,19,CRIMINAL SEXUAL ASSAULT,67,0.007832592938975917
Monday,19,CRIMINAL TRESPASS,1333,0.1558335281739537
Monday,19,DECEPTIVE PRACTICE,3415,0.39922843114332474
Monday,19,GAMBLING,17,0.00198737432779986
Monday,19,HOMICIDE,19,0.002221183072246902
Monday,19,INTERFERENCE WITH PUBLIC OFFICER,33,0.0038578442833761984
Monday,19,INTIMIDATION,36,0.004208557400046762
Monday,19,KIDNAPPING,20,0.002338087444470423
Monday,19,LIQUOR LAW VIOLATION,51,0.005962122983399579
Monday,19,MOTOR VEHICLE THEFT,1613,0.18856675239653964
Monday,19,NARCOTICS,1025,0.11982698152910919
Monday,19,NON-CRIMINAL,4,0.00046761748889408465
Monday,19,OBSCENITY,5,0.0005845218611176058
Monday,19,OFFENSE INVOLVING CHILDREN,108,0.012625672200140286
Monday,19,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Monday,19,OTHER OFFENSE,1950,0.22796352583586627
Monday,19,PROSTITUTION,66,0.007715688566752397
Monday,19,PUBLIC PEACE VIOLATION,179,0.020925882628010286
Monday,19,RITUALISM,1,0.00011690437222352116
Monday,19,ROBBERY,1076,0.12578910451250877
Monday,19,SEX OFFENSE,182,0.02127659574468085
Monday,19,STALKING,35,0.004091653027823241
Monday,19,THEFT,13083,1.5294599018003274
Monday,19,WEAPONS VIOLATION,124,0.014496142155716624
Monday,20,ARSON,25,0.002922609305588029
Monday,20,ASSAULT,1266,0.1480009352349778
Monday,20,BATTERY,3416,0.3993453355155483
Monday,20,BURGLARY,1189,0.13899929857376667
Monday,20,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Monday,20,CRIM SEXUAL ASSAULT,77,0.00900163666121113
Monday,20,CRIMINAL DAMAGE,2360,0.27589431844750995
Monday,20,CRIMINAL SEXUAL ASSAULT,37,0.0043254617722702825
Monday,20,CRIMINAL TRESPASS,684,0.07996259060088848
Monday,20,DECEPTIVE PRACTICE,1543,0.18038344634089315
Monday,20,GAMBLING,20,0.002338087444470423
Monday,20,HOMICIDE,15,0.0017535655833528173
Monday,20,INTERFERENCE WITH PUBLIC OFFICER,25,0.002922609305588029
Monday,20,INTIMIDATION,16,0.0018704699555763386
Monday,20,KIDNAPPING,23,0.002688800561140987
Monday,20,LIQUOR LAW VIOLATION,46,0.005377601122281974
Monday,20,MOTOR VEHICLE THEFT,837,0.09784895955108722
Monday,20,NARCOTICS,1161,0.13572597615150805
Monday,20,NON-CRIMINAL,1,0.00011690437222352116
Monday,20,OFFENSE INVOLVING CHILDREN,108,0.012625672200140286
Monday,20,OTHER OFFENSE,1546,0.18073415945756371
Monday,20,PROSTITUTION,63,0.007364975450081833
Monday,20,PUBLIC INDECENCY,1,0.00011690437222352116
Monday,20,PUBLIC PEACE VIOLATION,199,0.02326397007248071
Monday,20,ROBBERY,556,0.06499883095627776
Monday,20,SEX OFFENSE,128,0.014963759644610709
Monday,20,STALKING,13,0.001519756838905775
Monday,20,THEFT,5415,0.6330371755903671
Monday,20,WEAPONS VIOLATION,89,0.010404489127893383
Monday,22,ARSON,53,0.0061959317278466215
Monday,22,ASSAULT,2776,0.32452653729249475
Monday,22,BATTERY,6430,0.751695113397241
Monday,22,BURGLARY,2383,0.2785831190086509
Monday,22,CONCEALED CARRY LICENSE VIOLATION,7,0.0008183306055646482
Monday,22,CRIM SEXUAL ASSAULT,111,0.012976385316810848
Monday,22,CRIMINAL DAMAGE,4649,0.5434884264671499
Monday,22,CRIMINAL SEXUAL ASSAULT,42,0.004909983633387889
Monday,22,CRIMINAL TRESPASS,984,0.11503390226794483
Monday,22,DECEPTIVE PRACTICE,2318,0.27098433481412204
Monday,22,GAMBLING,56,0.006546644844517185
Monday,22,HOMICIDE,55,0.006429740472293664
Monday,22,INTERFERENCE WITH PUBLIC OFFICER,78,0.00911854103343465
Monday,22,INTIMIDATION,29,0.0033902267944821134
Monday,22,KIDNAPPING,54,0.006312836100070143
Monday,22,LIQUOR LAW VIOLATION,34,0.00397474865559972
Monday,22,MOTOR VEHICLE THEFT,1990,0.2326397007248071
Monday,22,NARCOTICS,2754,0.3219546411035773
Monday,22,NON-CRIMINAL,1,0.00011690437222352116
Monday,22,OBSCENITY,9,0.0010521393500116905
Monday,22,OFFENSE INVOLVING CHILDREN,370,0.04325461772270283
Monday,22,OTHER OFFENSE,3123,0.3650923544540566
Monday,22,PROSTITUTION,21,0.0024549918166939444
Monday,22,PUBLIC PEACE VIOLATION,258,0.030161328033668458
Monday,22,ROBBERY,1346,0.15735328501285947
Monday,22,SEX OFFENSE,147,0.01718494271685761
Monday,22,STALKING,33,0.0038578442833761984
Monday,22,THEFT,7593,0.8876548982931962
Monday,22,WEAPONS VIOLATION,565,0.06605097030628945
Monday,24,ARSON,51,0.005962122983399579
Monday,24,ASSAULT,2112,0.2469020341360767
Monday,24,BATTERY,5912,0.6911386485854571
Monday,24,BURGLARY,2141,0.2502922609305588
Monday,24,CRIM SEXUAL ASSAULT,112,0.01309328968903437
Monday,24,CRIMINAL DAMAGE,4709,0.5505026888005612
Monday,24,CRIMINAL SEXUAL ASSAULT,38,0.004442366144493804
Monday,24,CRIMINAL TRESPASS,1114,0.13023147065700258
Monday,24,DECEPTIVE PRACTICE,2150,0.2513444002805705
Monday,24,GAMBLING,62,0.007248071077858312
Monday,24,HOMICIDE,33,0.0038578442833761984
Monday,24,INTERFERENCE WITH PUBLIC OFFICER,77,0.00900163666121113
Monday,24,INTIMIDATION,24,0.0028057049333645077
Monday,24,KIDNAPPING,36,0.004208557400046762
Monday,24,LIQUOR LAW VIOLATION,57,0.0066635492167407065
Monday,24,MOTOR VEHICLE THEFT,1499,0.1752396539630582
Monday,24,NARCOTICS,2201,0.2573065232639701
Monday,24,NON-CRIMINAL,1,0.00011690437222352116
Monday,24,OBSCENITY,6,0.0007014262333411269
Monday,24,OFFENSE INVOLVING CHILDREN,235,0.027472527472527472
Monday,24,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Monday,24,OTHER OFFENSE,2619,0.3061725508534019
Monday,24,PROSTITUTION,152,0.017769464577975215
Monday,24,PUBLIC PEACE VIOLATION,161,0.018821603927986905
Monday,24,ROBBERY,1367,0.15980827682955343
Monday,24,SEX OFFENSE,202,0.023614683189151275
Monday,24,STALKING,35,0.004091653027823241
Monday,24,THEFT,8556,1.0002338087444471
Monday,24,WEAPONS VIOLATION,241,0.028173953705868598
Monday,25,ARSON,168,0.019639934533551555
Monday,25,ASSAULT,4216,0.4928688332943652
Monday,25,BATTERY,10923,1.2769464577975216
Monday,25,BURGLARY,4466,0.5220949263502455
Monday,25,CONCEALED CARRY LICENSE VIOLATION,10,0.0011690437222352116
Monday,25,CRIM SEXUAL ASSAULT,221,0.025835866261398176
Monday,25,CRIMINAL DAMAGE,7412,0.8664952069207388
Monday,25,CRIMINAL SEXUAL ASSAULT,62,0.007248071077858312
Monday,25,CRIMINAL TRESPASS,1181,0.1380640635959785
Monday,25,DECEPTIVE PRACTICE,2960,0.34603694178162264
Monday,25,GAMBLING,88,0.010287584755669862
Monday,25,HOMICIDE,90,0.010521393500116905
Monday,25,INTERFERENCE WITH PUBLIC OFFICER,182,0.02127659574468085
Monday,25,INTIMIDATION,45,0.0052606967500584524
Monday,25,KIDNAPPING,72,0.008417114800093524
Monday,25,LIQUOR LAW VIOLATION,118,0.013794715922375496
Monday,25,MOTOR VEHICLE THEFT,4216,0.4928688332943652
Monday,25,NARCOTICS,5344,0.6247369651624971
Monday,25,NON-CRIMINAL,4,0.00046761748889408465
Monday,25,OBSCENITY,13,0.001519756838905775
Monday,25,OFFENSE INVOLVING CHILDREN,571,0.06675239653963058
Monday,25,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Monday,25,OTHER OFFENSE,4965,0.5804302080897825
Monday,25,PROSTITUTION,742,0.0867430441898527
Monday,25,PUBLIC PEACE VIOLATION,439,0.05132101940612579
Monday,25,ROBBERY,2623,0.306640168342296
Monday,25,SEX OFFENSE,310,0.03624035538929156
Monday,25,STALKING,32,0.003740939911152677
Monday,25,THEFT,12773,1.4932195464110358
Monday,25,WEAPONS VIOLATION,910,0.10638297872340426
Saturday,01,ARSON,21,0.0024549918166939444
Saturday,01,ASSAULT,1525,0.17827916764086976
Saturday,01,BATTERY,4413,0.5158989946223989
Saturday,01,BURGLARY,709,0.0828851999064765
Saturday,01,CONCEALED CARRY LICENSE VIOLATION,7,0.0008183306055646482
Saturday,01,CRIM SEXUAL ASSAULT,119,0.013911620294599018
Saturday,01,CRIMINAL DAMAGE,2712,0.3170446574701894
Saturday,01,CRIMINAL SEXUAL ASSAULT,82,0.009586158522328735
Saturday,01,CRIMINAL TRESPASS,1814,0.21206453121346738
Saturday,01,DECEPTIVE PRACTICE,3656,0.42740238484919335
Saturday,01,GAMBLING,6,0.0007014262333411269
Saturday,01,HOMICIDE,27,0.0031564180500350714
Saturday,01,HUMAN TRAFFICKING,4,0.00046761748889408465
Saturday,01,INTERFERENCE WITH PUBLIC OFFICER,76,0.008884732288987608
Saturday,01,INTIMIDATION,14,0.0016366612111292963
Saturday,01,KIDNAPPING,12,0.0014028524666822538
Saturday,01,LIQUOR LAW VIOLATION,73,0.008534019172317045
Saturday,01,MOTOR VEHICLE THEFT,1331,0.15559971942950665
Saturday,01,NARCOTICS,815,0.09527706336216975
Saturday,01,OBSCENITY,3,0.00035071311667056346
Saturday,01,OFFENSE INVOLVING CHILDREN,77,0.00900163666121113
Saturday,01,OTHER NARCOTIC VIOLATION,5,0.0005845218611176058
Saturday,01,OTHER OFFENSE,1379,0.16121112929623568
Saturday,01,PROSTITUTION,33,0.0038578442833761984
Saturday,01,PUBLIC INDECENCY,2,0.00023380874444704232
Saturday,01,PUBLIC PEACE VIOLATION,362,0.04231938274491466
Saturday,01,ROBBERY,1178,0.13771335047930794
Saturday,01,SEX OFFENSE,145,0.01695113397241057
Saturday,01,STALKING,17,0.00198737432779986
Saturday,01,THEFT,19596,2.290858078092121
Saturday,01,WEAPONS VIOLATION,261,0.030512041150339023
Saturday,02,ARSON,35,0.004091653027823241
Saturday,02,ASSAULT,2884,0.337152209492635
Saturday,02,BATTERY,9318,1.08931494037877
Saturday,02,BURGLARY,1563,0.18272153378536357
Saturday,02,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Saturday,02,CRIM SEXUAL ASSAULT,168,0.019639934533551555
Saturday,02,CRIMINAL DAMAGE,4412,0.5157820902501754
Saturday,02,CRIMINAL SEXUAL ASSAULT,61,0.007131166705634791
Saturday,02,CRIMINAL TRESPASS,1402,0.16389992985737667
Saturday,02,DECEPTIVE PRACTICE,1301,0.15209258826280103
Saturday,02,GAMBLING,81,0.009469254150105215
Saturday,02,HOMICIDE,95,0.01110591536123451
Saturday,02,INTERFERENCE WITH PUBLIC OFFICER,70,0.008183306055646482
Saturday,02,INTIMIDATION,14,0.0016366612111292963
Saturday,02,KIDNAPPING,20,0.002338087444470423
Saturday,02,LIQUOR LAW VIOLATION,32,0.003740939911152677
Saturday,02,MOTOR VEHICLE THEFT,2291,0.26782791676408696
Saturday,02,NARCOTICS,3959,0.46282440963292026
Saturday,02,OBSCENITY,7,0.0008183306055646482
Saturday,02,OFFENSE INVOLVING CHILDREN,273,0.031914893617021274
Saturday,02,OTHER OFFENSE,2369,0.27694645779752164
Saturday,02,PROSTITUTION,346,0.04044891278933832
Saturday,02,PUBLIC INDECENCY,2,0.00023380874444704232
Saturday,02,PUBLIC PEACE VIOLATION,176,0.020575169511339725
Saturday,02,ROBBERY,1902,0.22235211596913726
Saturday,02,SEX OFFENSE,123,0.014379237783493103
Saturday,02,STALKING,27,0.0031564180500350714
Saturday,02,THEFT,6971,0.814940378770166
Saturday,02,WEAPONS VIOLATION,656,0.07668926817862988
Saturday,03,ARSON,81,0.009469254150105215
Saturday,03,ASSAULT,4132,0.48304886602758945
Saturday,03,BATTERY,13565,1.5858078092120644
Saturday,03,BURGLARY,3254,0.38040682721533786
Saturday,03,CONCEALED CARRY LICENSE VIOLATION,7,0.0008183306055646482
Saturday,03,CRIM SEXUAL ASSAULT,261,0.030512041150339023
Saturday,03,CRIMINAL DAMAGE,7075,0.8270984334814122
Saturday,03,CRIMINAL SEXUAL ASSAULT,65,0.007598784194528876
Saturday,03,CRIMINAL TRESPASS,1810,0.2115969137245733
Saturday,03,DECEPTIVE PRACTICE,1504,0.17582417582417584
Saturday,03,GAMBLING,146,0.01706803834463409
Saturday,03,HOMICIDE,130,0.015197568389057751
Saturday,03,HUMAN TRAFFICKING,2,0.00023380874444704232
Saturday,03,INTERFERENCE WITH PUBLIC OFFICER,163,0.01905541267243395
Saturday,03,INTIMIDATION,21,0.0024549918166939444
Saturday,03,KIDNAPPING,55,0.006429740472293664
Saturday,03,LIQUOR LAW VIOLATION,40,0.004676174888940846
Saturday,03,MOTOR VEHICLE THEFT,2734,0.31961655365910685
Saturday,03,NARCOTICS,4706,0.5501519756838906
Saturday,03,OBSCENITY,4,0.00046761748889408465
Saturday,03,OFFENSE INVOLVING CHILDREN,519,0.06067336918400748
Saturday,03,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Saturday,03,OTHER OFFENSE,3938,0.4603694178162263
Saturday,03,PROSTITUTION,203,0.023731587561374796
Saturday,03,PUBLIC INDECENCY,1,0.00011690437222352116
Saturday,03,PUBLIC PEACE VIOLATION,312,0.0364741641337386
Saturday,03,ROBBERY,2673,0.31248538695347206
Saturday,03,SEX OFFENSE,196,0.022913256955810146
Saturday,03,STALKING,34,0.00397474865559972
Saturday,03,THEFT,8205,0.9592003740939912
Saturday,03,WEAPONS VIOLATION,1024,0.11971007715688567
Saturday,04,ARSON,124,0.014496142155716624
Saturday,04,ASSAULT,5077,0.593523497778817
Saturday,04,BATTERY,13978,1.6340893149403788
Saturday,04,BURGLARY,3374,0.3944353518821604
Saturday,04,CONCEALED CARRY LICENSE VIOLATION,9,0.0010521393500116905
Saturday,04,CRIM SEXUAL ASSAULT,284,0.03320084171148001
Saturday,04,CRIMINAL DAMAGE,9167,1.0716623801730185
Saturday,04,CRIMINAL SEXUAL ASSAULT,87,0.01017068038344634
Saturday,04,CRIMINAL TRESPASS,1349,0.15770399812953004
Saturday,04,DECEPTIVE PRACTICE,1678,0.1961655365910685
Saturday,04,GAMBLING,76,0.008884732288987608
Saturday,04,HOMICIDE,151,0.017652560205751695
Saturday,04,HUMAN TRAFFICKING,1,0.00011690437222352116
Saturday,04,INTERFERENCE WITH PUBLIC OFFICER,158,0.018470890811316344
Saturday,04,INTIMIDATION,48,0.005611409866729015
Saturday,04,KIDNAPPING,90,0.010521393500116905
Saturday,04,LIQUOR LAW VIOLATION,116,0.013560907177928454
Saturday,04,MOTOR VEHICLE THEFT,3367,0.39361702127659576
Saturday,04,NARCOTICS,4738,0.5538929155950433
Saturday,04,NON-CRIMINAL,4,0.00046761748889408465
Saturday,04,OBSCENITY,6,0.0007014262333411269
Saturday,04,OFFENSE INVOLVING CHILDREN,692,0.08089782557867664
Saturday,04,OTHER OFFENSE,4472,0.5227963525835866
Saturday,04,PROSTITUTION,140,0.016366612111292964
Saturday,04,PUBLIC INDECENCY,1,0.00011690437222352116
Saturday,04,PUBLIC PEACE VIOLATION,350,0.04091653027823241
Saturday,04,RITUALISM,1,0.00011690437222352116
Saturday,04,ROBBERY,2489,0.29097498246434417
Saturday,04,SEX OFFENSE,230,0.026888005611409867
Saturday,04,STALKING,36,0.004208557400046762
Saturday,04,THEFT,9512,1.1119943885901333
Saturday,04,WEAPONS VIOLATION,1266,0.1480009352349778
Saturday,05,ARSON,108,0.012625672200140286
Saturday,05,ASSAULT,3975,0.4646948795884966
Saturday,05,BATTERY,11837,1.38379705400982
Saturday,05,BURGLARY,2625,0.306873977086743
Saturday,05,CONCEALED CARRY LICENSE VIOLATION,16,0.0018704699555763386
Saturday,05,CRIM SEXUAL ASSAULT,221,0.025835866261398176
Saturday,05,CRIMINAL DAMAGE,6759,0.7901566518587795
Saturday,05,CRIMINAL SEXUAL ASSAULT,55,0.006429740472293664
Saturday,05,CRIMINAL TRESPASS,1042,0.12181435585690904
Saturday,05,DECEPTIVE PRACTICE,1095,0.12801028758475566
Saturday,05,GAMBLING,88,0.010287584755669862
Saturday,05,HOMICIDE,143,0.016717325227963525
Saturday,05,INTERFERENCE WITH PUBLIC OFFICER,187,0.021861117605798456
