hour,district,primary_type,count,average
0,14,INTIMIDATION,10,0.4166666666666667
0,14,KIDNAPPING,5,0.20833333333333334
0,14,LIQUOR LAW VIOLATION,84,3.5
0,14,MOTOR VEHICLE THEFT,1212,50.5
0,14,NARCOTICS,727,30.291666666666668
0,14,NON-CRIMINAL,1,0.041666666666666664
0,14,OBSCENITY,2,0.08333333333333333
0,14,OFFENSE INVOLVING CHILDREN,331,13.791666666666666
0,14,OTHER OFFENSE,977,40.708333333333336
0,14,PROSTITUTION,272,11.333333333333334
0,14,PUBLIC INDECENCY,1,0.041666666666666664
0,14,PUBLIC PEACE VIOLATION,80,3.3333333333333335
0,14,RITUALISM,1,0.041666666666666664
0,14,ROBBERY,791,32.958333333333336
0,14,SEX OFFENSE,159,6.625
0,14,STALKING,13,0.5416666666666666
0,14,THEFT,5944,247.66666666666666
0,14,WEAPONS VIOLATION,190,7.916666666666667
0,15,ARSON,63,2.625
0,15,ASSAULT,905,37.708333333333336
0,15,BATTERY,3917,163.20833333333334
0,15,BURGLARY,480,20.0
0,15,CONCEALED CARRY LICENSE VIOLATION,1,0.041666666666666664
0,15,CRIM SEXUAL ASSAULT,149,6.208333333333333
0,15,CRIMINAL DAMAGE,1981,82.54166666666667
0,15,CRIMINAL SEXUAL ASSAULT,65,2.7083333333333335
0,15,CRIMINAL TRESPASS,208,8.666666666666666
0,15,DECEPTIVE PRACTICE,1135,47.291666666666664
0,15,GAMBLING,60,2.5
0,15,HOMICIDE,58,2.4166666666666665
0,15,HUMAN TRAFFICKING,4,0.16666666666666666
0,15,INTERFERENCE WITH PUBLIC OFFICER,67,2.7916666666666665
0,15,INTIMIDATION,7,0.2916666666666667
0,15,KIDNAPPING,3,0.125
0,15,LIQUOR LAW VIOLATION,20,0.8333333333333334
0,15,MOTOR VEHICLE THEFT,957,39.875
0,15,NARCOTICS,2662,110.91666666666667
0,15,OBSCENITY,2,0.08333333333333333
0,15,OFFENSE INVOLVING CHILDREN,387,16.125
0,15,OTHER OFFENSE,1105,46.041666666666664
0,15,PROSTITUTION,142,5.916666666666667
0,15,PUBLIC PEACE VIOLATION,94,3.9166666666666665
0,15,ROBBERY,737,30.708333333333332
0,15,SEX OFFENSE,147,6.125
0,15,STALKING,10,0.4166666666666667
0,15,THEFT,2477,103.20833333333333
0,15,WEAPONS VIOLATION,408,17.0
0,16,ARSON,33,1.375
0,16,ASSAULT,505,21.041666666666668
0,16,BATTERY,1954,81.41666666666667
0,16,BURGLARY,804,33.5
0,16,CONCEALED CARRY LICENSE VIOLATION,2,0.08333333333333333
0,16,CRIM SEXUAL ASSAULT,78,3.25
0,16,CRIMINAL DAMAGE,3716,154.83333333333334
0,16,CRIMINAL SEXUAL ASSAULT,72,3.0
0,16,CRIMINAL TRESPASS,483,20.125
0,16,DECEPTIVE PRACTICE,2528,105.33333333333333
0,16,GAMBLING,1,0.041666666666666664
0,16,HOMICIDE,11,0.4583333333333333
0,16,HUMAN TRAFFICKING,2,0.08333333333333333
0,16,INTERFERENCE WITH PUBLIC OFFICER,36,1.5
0,16,INTIMIDATION,11,0.4583333333333333
0,16,KIDNAPPING,1,0.041666666666666664
0,16,LIQUOR LAW VIOLATION,48,2.0
0,16,MOTOR VEHICLE THEFT,1017,42.375
0,16,NARCOTICS,492,20.5
0,16,OBSCENITY,9,0.375
0,16,OFFENSE INVOLVING CHILDREN,330,13.75
0,16,OTHER NARCOTIC VIOLATION,1,0.041666666666666664
0,16,OTHER OFFENSE,1487,61.958333333333336
0,16,PROSTITUTION,22,0.9166666666666666
0,16,PUBLIC PEACE VIOLATION,81,3.375
0,16,ROBBERY,196,8.166666666666666
0,16,SEX OFFENSE,128,5.333333333333333
0,16,STALKING,20,0.8333333333333334
0,16,THEFT,4619,192.45833333333334
0,16,WEAPONS VIOLATION,84,3.5
0,17,ARSON,46,1.9166666666666667
0,17,ASSAULT,460,19.166666666666668
0,17,BATTERY,1839,76.625
0,17,BURGLARY,765,31.875
0,17,CONCEALED CARRY LICENSE VIOLATION,1,0.041666666666666664
0,17,CRIM SEXUAL ASSAULT,137,5.708333333333333
0,17,CRIMINAL DAMAGE,2772,115.5
0,17,CRIMINAL SEXUAL ASSAULT,64,2.6666666666666665
0,17,CRIMINAL TRESPASS,208,8.666666666666666
0,17,DECEPTIVE PRACTICE,1281,53.375
0,17,GAMBLING,3,0.125
0,17,HOMICIDE,16,0.6666666666666666
0,17,HUMAN TRAFFICKING,1,0.041666666666666664
0,17,INTERFERENCE WITH PUBLIC OFFICER,22,0.9166666666666666
0,17,INTIMIDATION,1,0.041666666666666664
0,17,KIDNAPPING,2,0.08333333333333333
0,17,LIQUOR LAW VIOLATION,49,2.0416666666666665
0,17,MOTOR VEHICLE THEFT,936,39.0
0,17,NARCOTICS,427,17.791666666666668
0,17,OBSCENITY,1,0.041666666666666664
0,17,OFFENSE INVOLVING CHILDREN,406,16.916666666666668
0,17,OTHER OFFENSE,991,41.291666666666664
0,17,PROSTITUTION,56,2.3333333333333335
0,17,PUBLIC PEACE VIOLATION,54,2.25
0,17,ROBBERY,429,17.875
0,17,SEX OFFENSE,172,7.166666666666667
0,17,STALKING,11,0.4583333333333333
0,17,THEFT,3367,140.29166666666666
0,17,WEAPONS VIOLATION,108,4.5
0,18,ARSON,9,0.375
0,18,ASSAULT,484,20.166666666666668
0,18,BATTERY,2916,121.5
0,18,BURGLARY,646,26.916666666666668
0,18,CONCEALED CARRY LICENSE VIOLATION,2,0.08333333333333333
0,18,CRIM SEXUAL ASSAULT,113,4.708333333333333
0,18,CRIMINAL DAMAGE,2109,87.875
0,18,CRIMINAL SEXUAL ASSAULT,173,7.208333333333333
0,18,CRIMINAL TRESPASS,646,26.916666666666668
0,18,DECEPTIVE PRACTICE,3201,133.375
0,18,GAMBLING,5,0.20833333333333334
0,18,HOMICIDE,16,0.6666666666666666
0,18,HUMAN TRAFFICKING,3,0.125
0,18,INTERFERENCE WITH PUBLIC OFFICER,55,2.2916666666666665
0,18,INTIMIDATION,8,0.3333333333333333
0,18,KIDNAPPING,1,0.041666666666666664
0,18,LIQUOR LAW VIOLATION,88,3.6666666666666665
0,18,MOTOR VEHICLE THEFT,677,28.208333333333332
0,18,NARCOTICS,680,28.333333333333332
0,18,OBSCENITY,3,0.125
0,18,OFFENSE INVOLVING CHILDREN,126,5.25
0,18,OTHER NARCOTIC VIOLATION,2,0.08333333333333333
0,18,OTHER OFFENSE,895,37.291666666666664
0,18,PROSTITUTION,365,15.208333333333334
0,18,PUBLIC PEACE VIOLATION,74,3.0833333333333335
0,18,ROBBERY,559,23.291666666666668
0,18,SEX OFFENSE,90,3.75
0,18,STALKING,32,1.3333333333333333
0,18,THEFT,7279,303.2916666666667
0,18,WEAPONS VIOLATION,152,6.333333333333333
0,19,ARSON,19,0.7916666666666666
0,19,ASSAULT,372,15.5
0,19,BATTERY,1899,79.125
0,19,BURGLARY,1054,43.916666666666664
0,19,CONCEALED CARRY LICENSE VIOLATION,10,0.4166666666666667
0,19,CRIM SEXUAL ASSAULT,104,4.333333333333333
0,19,CRIMINAL DAMAGE,2621,109.20833333333333
0,19,CRIMINAL SEXUAL ASSAULT,96,4.0
0,19,CRIMINAL TRESPASS,391,16.291666666666668
0,19,DECEPTIVE PRACTICE,2755,114.79166666666667
0,19,GAMBLING,1,0.041666666666666664
0,19,HOMICIDE,14,0.5833333333333334
0,19,HUMAN TRAFFICKING,1,0.041666666666666664
0,19,INTERFERENCE WITH PUBLIC OFFICER,19,0.7916666666666666
0,19,INTIMIDATION,7,0.2916666666666667
0,19,LIQUOR LAW VIOLATION,60,2.5
0,19,MOTOR VEHICLE THEFT,682,28.416666666666668
