month,district,primary_type,count,average
April,06,PUBLIC PEACE VIOLATION,218,0.7730496453900709
April,06,ROBBERY,1723,6.109929078014185
April,06,SEX OFFENSE,127,0.450354609929078
April,06,STALKING,34,0.12056737588652482
April,06,THEFT,6660,23.617021276595743
April,06,WEAPONS VIOLATION,737,2.6134751773049647
April,07,ARSON,84,0.2978723404255319
April,07,ASSAULT,3235,11.47163120567376
April,07,BATTERY,9945,35.265957446808514
April,07,BURGLARY,1871,6.634751773049645
April,07,CONCEALED CARRY LICENSE VIOLATION,8,0.028368794326241134
April,07,CRIM SEXUAL ASSAULT,166,0.5886524822695035
April,07,CRIMINAL DAMAGE,4633,16.429078014184398
April,07,CRIMINAL SEXUAL ASSAULT,48,0.1702127659574468
April,07,CRIMINAL TRESPASS,749,2.6560283687943262
April,07,DECEPTIVE PRACTICE,931,3.301418439716312
April,07,GAMBLING,131,0.4645390070921986
April,07,HOMICIDE,82,0.2907801418439716
April,07,INTERFERENCE WITH PUBLIC OFFICER,131,0.4645390070921986
April,07,INTIMIDATION,8,0.028368794326241134
April,07,KIDNAPPING,29,0.10283687943262411
April,07,LIQUOR LAW VIOLATION,45,0.1595744680851064
April,07,MOTOR VEHICLE THEFT,1652,5.858156028368795
April,07,NARCOTICS,4278,15.170212765957446
April,07,OBSCENITY,2,0.0070921985815602835
April,07,OFFENSE INVOLVING CHILDREN,299,1.0602836879432624
April,07,OTHER OFFENSE,2469,8.75531914893617
April,07,PROSTITUTION,421,1.4929078014184398
April,07,PUBLIC PEACE VIOLATION,250,0.8865248226950354
April,07,ROBBERY,1487,5.273049645390071
April,07,SEX OFFENSE,112,0.3971631205673759
April,07,STALKING,18,0.06382978723404255
April,07,THEFT,4810,17.05673758865248
April,07,WEAPONS VIOLATION,967,3.4290780141843973
April,08,ARSON,84,0.2978723404255319
April,08,ASSAULT,2985,10.585106382978724
April,08,BATTERY,7749,27.47872340425532
April,08,BURGLARY,2886,10.23404255319149
April,08,CONCEALED CARRY LICENSE VIOLATION,17,0.06028368794326241
April,08,CRIM SEXUAL ASSAULT,136,0.48226950354609927
April,08,CRIMINAL DAMAGE,6927,24.56382978723404
April,08,CRIMINAL SEXUAL ASSAULT,31,0.1099290780141844
April,08,CRIMINAL TRESPASS,856,3.0354609929078014
April,08,DECEPTIVE PRACTICE,2033,7.209219858156028
April,08,GAMBLING,52,0.18439716312056736
April,08,HOMICIDE,60,0.2127659574468085
April,08,INTERFERENCE WITH PUBLIC OFFICER,79,0.2801418439716312
April,08,INTIMIDATION,30,0.10638297872340426
April,08,KIDNAPPING,44,0.15602836879432624
April,08,LIQUOR LAW VIOLATION,98,0.3475177304964539
April,08,MOTOR VEHICLE THEFT,2496,8.851063829787234
April,08,NARCOTICS,3234,11.46808510638298
April,08,NON-CRIMINAL,1,0.0035460992907801418
April,08,OBSCENITY,5,0.01773049645390071
April,08,OFFENSE INVOLVING CHILDREN,359,1.2730496453900708
April,08,OTHER OFFENSE,3214,11.397163120567376
April,08,PROSTITUTION,359,1.2730496453900708
April,08,PUBLIC PEACE VIOLATION,389,1.3794326241134751
April,08,ROBBERY,1496,5.304964539007092
April,08,SEX OFFENSE,215,0.7624113475177305
April,08,STALKING,20,0.07092198581560284
April,08,THEFT,8439,29.925531914893618
April,08,WEAPONS VIOLATION,665,2.358156028368794
April,09,ARSON,92,0.3262411347517731
April,09,ASSAULT,2436,8.638297872340425
April,09,BATTERY,6338,22.47517730496454
April,09,BURGLARY,1698,6.0212765957446805
April,09,CONCEALED CARRY LICENSE VIOLATION,2,0.0070921985815602835
April,09,CRIM SEXUAL ASSAULT,89,0.31560283687943264
April,09,CRIMINAL DAMAGE,4360,15.460992907801419
April,09,CRIMINAL SEXUAL ASSAULT,32,0.11347517730496454
April,09,CRIMINAL TRESPASS,717,2.5425531914893615
April,09,DECEPTIVE PRACTICE,1232,4.368794326241135
April,09,GAMBLING,51,0.18085106382978725
April,09,HOMICIDE,58,0.20567375886524822
April,09,INTERFERENCE WITH PUBLIC OFFICER,88,0.3120567375886525
April,09,INTIMIDATION,17,0.06028368794326241
April,09,KIDNAPPING,35,0.12411347517730496
April,09,LIQUOR LAW VIOLATION,98,0.3475177304964539
April,09,MOTOR VEHICLE THEFT,1676,5.943262411347518
April,09,NARCOTICS,3011,10.677304964539006
April,09,OBSCENITY,7,0.024822695035460994
April,09,OFFENSE INVOLVING CHILDREN,248,0.8794326241134752
April,09,OTHER OFFENSE,1991,7.060283687943262
April,09,PROSTITUTION,422,1.49645390070922
April,09,PUBLIC INDECENCY,1,0.0035460992907801418
April,09,PUBLIC PEACE VIOLATION,291,1.0319148936170213
April,09,ROBBERY,1000,3.5460992907801416
April,09,SEX OFFENSE,154,0.5460992907801419
April,09,STALKING,15,0.05319148936170213
April,09,THEFT,5419,19.21631205673759
April,09,WEAPONS VIOLATION,567,2.0106382978723403
April,10,ARSON,89,0.31560283687943264
April,10,ASSAULT,2184,7.74468085106383
April,10,BATTERY,6512,23.092198581560282
April,10,BURGLARY,1068,3.7872340425531914
April,10,CONCEALED CARRY LICENSE VIOLATION,7,0.024822695035460994
April,10,CRIM SEXUAL ASSAULT,93,0.32978723404255317
April,10,CRIMINAL DAMAGE,3497,12.400709219858156
April,10,CRIMINAL SEXUAL ASSAULT,39,0.13829787234042554
April,10,CRIMINAL TRESPASS,513,1.8191489361702127
April,10,DECEPTIVE PRACTICE,781,2.769503546099291
April,10,GAMBLING,75,0.26595744680851063
April,10,HOMICIDE,83,0.29432624113475175
April,10,INTERFERENCE WITH PUBLIC OFFICER,59,0.20921985815602837
April,10,INTIMIDATION,17,0.06028368794326241
April,10,KIDNAPPING,14,0.04964539007092199
April,10,LIQUOR LAW VIOLATION,107,0.37943262411347517
April,10,MOTOR VEHICLE THEFT,1396,4.950354609929078
April,10,NARCOTICS,4048,14.354609929078014
April,10,NON - CRIMINAL,1,0.0035460992907801418
April,10,NON-CRIMINAL,1,0.0035460992907801418
April,10,OBSCENITY,7,0.024822695035460994
April,10,OFFENSE INVOLVING CHILDREN,234,0.8297872340425532
April,10,OTHER OFFENSE,1977,7.01063829787234
April,10,PROSTITUTION,271,0.9609929078014184
April,10,PUBLIC INDECENCY,1,0.0035460992907801418
April,10,PUBLIC PEACE VIOLATION,355,1.2588652482269505
April,10,ROBBERY,1124,3.9858156028368796
April,10,SEX OFFENSE,116,0.41134751773049644
April,10,STALKING,21,0.07446808510638298
April,10,THEFT,4056,14.382978723404255
April,10,WEAPONS VIOLATION,664,2.354609929078014
April,11,ARSON,89,0.31560283687943264
April,11,ASSAULT,2822,10.00709219858156
April,11,BATTERY,8897,31.54964539007092
April,11,BURGLARY,1229,4.358156028368795
April,11,CONCEALED CARRY LICENSE VIOLATION,4,0.014184397163120567
April,11,CRIM SEXUAL ASSAULT,126,0.44680851063829785
April,11,CRIMINAL DAMAGE,3964,14.056737588652481
April,11,CRIMINAL SEXUAL ASSAULT,37,0.13120567375886524
April,11,CRIMINAL TRESPASS,772,2.7375886524822697
April,11,DECEPTIVE PRACTICE,1152,4.085106382978723
April,11,GAMBLING,176,0.624113475177305
April,11,HOMICIDE,120,0.425531914893617
April,11,HUMAN TRAFFICKING,1,0.0035460992907801418
April,11,INTERFERENCE WITH PUBLIC OFFICER,183,0.648936170212766
April,11,INTIMIDATION,10,0.03546099290780142
April,11,KIDNAPPING,27,0.09574468085106383
April,11,LIQUOR LAW VIOLATION,51,0.18085106382978725
April,11,MOTOR VEHICLE THEFT,1717,6.088652482269503
April,11,NARCOTICS,11249,39.89007092198582
April,11,NON-CRIMINAL (SUBJECT SPECIFIED),1,0.0035460992907801418
April,11,OBSCENITY,2,0.0070921985815602835
April,11,OFFENSE INVOLVING CHILDREN,283,1.00354609929078
April,11,OTHER OFFENSE,2118,7.51063829787234
April,11,PROSTITUTION,1073,3.8049645390070923
April,11,PUBLIC PEACE VIOLATION,250,0.8865248226950354
April,11,ROBBERY,1629,5.776595744680851
April,11,SEX OFFENSE,99,0.35106382978723405
April,11,STALKING,23,0.08156028368794327
April,11,THEFT,4658,16.5177304964539
April,11,WEAPONS VIOLATION,779,2.7624113475177303
April,12,ARSON,36,0.1276595744680851
April,12,ASSAULT,1518,5.382978723404255
April,12,BATTERY,3667,13.00354609929078
April,12,BURGLARY,880,3.120567375886525
April,12,CONCEALED CARRY LICENSE VIOLATION,6,0.02127659574468085
April,12,CRIM SEXUAL ASSAULT,54,0.19148936170212766
April,12,CRIMINAL DAMAGE,2583,9.159574468085106
April,12,CRIMINAL SEXUAL ASSAULT,27,0.09574468085106383
April,12,CRIMINAL TRESPASS,671,2.379432624113475
April,12,DECEPTIVE PRACTICE,1219,4.322695035460993
April,12,GAMBLING,22,0.07801418439716312
April,12,HOMICIDE,26,0.09219858156028368
April,12,INTERFERENCE WITH PUBLIC OFFICER,27,0.09574468085106383
April,12,INTIMIDATION,16,0.05673758865248227
April,12,KIDNAPPING,8,0.028368794326241134
April,12,LIQUOR LAW VIOLATION,52,0.18439716312056736
April,12,MOTOR VEHICLE THEFT,1338,4.74468085106383
April,12,NARCOTICS,1375,4.875886524822695
April,12,OBSCENITY,2,0.0070921985815602835
April,12,OFFENSE INVOLVING CHILDREN,126,0.44680851063829785
April,12,OTHER OFFENSE,1235,4.379432624113475
April,12,PROSTITUTION,147,0.5212765957446809
April,12,PUBLIC PEACE VIOLATION,196,0.6950354609929078
April,12,ROBBERY,628,2.226950354609929
April,12,SEX OFFENSE,76,0.2695035460992908
April,12,STALKING,25,0.08865248226950355
April,12,THEFT,6183,21.925531914893618
April,12,WEAPONS VIOLATION,227,0.8049645390070922
April,14,ARSON,49,0.17375886524822695
April,14,ASSAULT,1530,5.425531914893617
April,14,BATTERY,3894,13.808510638297872
April,14,BURGLARY,1714,6.078014184397163
April,14,CONCEALED CARRY LICENSE VIOLATION,2,0.0070921985815602835
April,14,CRIM SEXUAL ASSAULT,66,0.23404255319148937
April,14,CRIMINAL DAMAGE,3316,11.75886524822695
April,14,CRIMINAL SEXUAL ASSAULT,20,0.07092198581560284
April,14,CRIMINAL TRESPASS,528,1.872340425531915
April,14,DECEPTIVE PRACTICE,1094,3.879432624113475
April,14,GAMBLING,6,0.02127659574468085
April,14,HOMICIDE,26,0.09219858156028368
April,14,INTERFERENCE WITH PUBLIC OFFICER,32,0.11347517730496454
April,14,INTIMIDATION,19,0.0673758865248227
April,14,KIDNAPPING,15,0.05319148936170213
April,14,LIQUOR LAW VIOLATION,86,0.3049645390070922
April,14,MOTOR VEHICLE THEFT,1444,5.120567375886525
April,14,NARCOTICS,1421,5.039007092198582
April,14,OBSCENITY,3,0.010638297872340425
April,14,OFFENSE INVOLVING CHILDREN,132,0.46808510638297873
April,14,OTHER NARCOTIC VIOLATION,2,0.0070921985815602835
April,14,OTHER OFFENSE,1360,4.822695035460993
April,14,PROSTITUTION,363,1.2872340425531914
April,14,PUBLIC INDECENCY,2,0.0070921985815602835
April,14,PUBLIC PEACE VIOLATION,128,0.45390070921985815
April,14,ROBBERY,867,3.074468085106383
April,14,SEX OFFENSE,106,0.375886524822695
April,14,STALKING,16,0.05673758865248227
April,14,THEFT,6867,24.351063829787233
April,14,WEAPONS VIOLATION,211,0.74822695035461
April,15,ARSON,55,0.1950354609929078
April,15,ASSAULT,2096,7.432624113475177
April,15,BATTERY,6541,23.19503546099291
April,15,BURGLARY,863,3.0602836879432624
April,15,CRIM SEXUAL ASSAULT,93,0.32978723404255317
April,15,CRIMINAL DAMAGE,2780,9.858156028368795
April,15,CRIMINAL SEXUAL ASSAULT,36,0.1276595744680851
April,15,CRIMINAL TRESPASS,595,2.1099290780141846
April,15,DECEPTIVE PRACTICE,708,2.5106382978723403
April,15,GAMBLING,212,0.75177304964539
April,15,HOMICIDE,62,0.2198581560283688
April,15,INTERFERENCE WITH PUBLIC OFFICER,78,0.2765957446808511
April,15,INTIMIDATION,8,0.028368794326241134
April,15,KIDNAPPING,24,0.0851063829787234
April,15,LIQUOR LAW VIOLATION,47,0.16666666666666666
April,15,MOTOR VEHICLE THEFT,1106,3.921985815602837
April,15,NARCOTICS,6736,23.886524822695037
April,15,OBSCENITY,2,0.0070921985815602835
April,15,OFFENSE INVOLVING CHILDREN,195,0.6914893617021277
April,15,OTHER OFFENSE,1854,6.574468085106383
April,15,PROSTITUTION,251,0.8900709219858156
April,15,PUBLIC INDECENCY,1,0.0035460992907801418
April,15,PUBLIC PEACE VIOLATION,193,0.6843971631205674
April,15,RITUALISM,1,0.0035460992907801418
April,15,ROBBERY,1079,3.826241134751773
April,15,SEX OFFENSE,97,0.34397163120567376
April,15,STALKING,17,0.06028368794326241
April,15,THEFT,3108,11.02127659574468
April,15,WEAPONS VIOLATION,506,1.7943262411347518
April,16,ARSON,36,0.1276595744680851
April,16,ASSAULT,1254,4.446808510638298
April,16,BATTERY,3218,11.411347517730496
April,16,BURGLARY,1166,4.134751773049645
April,16,CONCEALED CARRY LICENSE VIOLATION,19,0.0673758865248227
April,16,CRIM SEXUAL ASSAULT,60,0.2127659574468085
April,16,CRIMINAL DAMAGE,3408,12.085106382978724
April,16,CRIMINAL SEXUAL ASSAULT,20,0.07092198581560284
April,16,CRIMINAL TRESPASS,722,2.5602836879432624
April,16,DECEPTIVE PRACTICE,1591,5.641843971631205
April,16,GAMBLING,16,0.05673758865248227
April,16,HOMICIDE,10,0.03546099290780142
April,16,INTERFERENCE WITH PUBLIC OFFICER,24,0.0851063829787234
April,16,INTIMIDATION,15,0.05319148936170213
April,16,KIDNAPPING,37,0.13120567375886524
April,16,LIQUOR LAW VIOLATION,67,0.2375886524822695
April,16,MOTOR VEHICLE THEFT,1032,3.6595744680851063
April,16,NARCOTICS,1005,3.5638297872340425
April,16,NON-CRIMINAL,2,0.0070921985815602835
April,16,OBSCENITY,3,0.010638297872340425
April,16,OFFENSE INVOLVING CHILDREN,151,0.5354609929078015
April,16,OTHER NARCOTIC VIOLATION,3,0.010638297872340425
April,16,OTHER OFFENSE,2398,8.50354609929078
April,16,PROSTITUTION,31,0.1099290780141844
April,16,PUBLIC INDECENCY,1,0.0035460992907801418
April,16,PUBLIC PEACE VIOLATION,124,0.4397163120567376
April,16,ROBBERY,331,1.173758865248227
April,16,SEX OFFENSE,98,0.3475177304964539
April,16,STALKING,19,0.0673758865248227
April,16,THEFT,5036,17.858156028368793
April,16,WEAPONS VIOLATION,135,0.4787234042553192
April,17,ARSON,36,0.1276595744680851
April,17,ASSAULT,1055,3.7411347517730498
April,17,BATTERY,2962,10.50354609929078
April,17,BURGLARY,1206,4.276595744680851
April,17,CONCEALED CARRY LICENSE VIOLATION,1,0.0035460992907801418
April,17,CRIM SEXUAL ASSAULT,51,0.18085106382978725
April,17,CRIMINAL DAMAGE,2870,10.177304964539006
April,17,CRIMINAL SEXUAL ASSAULT,22,0.07801418439716312
April,17,CRIMINAL TRESPASS,422,1.49645390070922
April,17,DECEPTIVE PRACTICE,892,3.1631205673758864
April,17,GAMBLING,10,0.03546099290780142
April,17,HOMICIDE,12,0.0425531914893617
April,17,INTERFERENCE WITH PUBLIC OFFICER,38,0.1347517730496454
April,17,INTIMIDATION,21,0.07446808510638298
April,17,KIDNAPPING,22,0.07801418439716312
April,17,LIQUOR LAW VIOLATION,75,0.26595744680851063
April,17,MOTOR VEHICLE THEFT,1196,4.24113475177305
April,17,NARCOTICS,940,3.3333333333333335
April,17,OBSCENITY,1,0.0035460992907801418
April,17,OFFENSE INVOLVING CHILDREN,151,0.5354609929078015
April,17,OTHER OFFENSE,1472,5.219858156028369
April,17,PROSTITUTION,95,0.33687943262411346
April,17,PUBLIC PEACE VIOLATION,143,0.5070921985815603
April,17,ROBBERY,580,2.0567375886524824
April,17,SEX OFFENSE,106,0.375886524822695
April,17,STALKING,16,0.05673758865248227
April,17,THEFT,4692,16.638297872340427
April,17,WEAPONS VIOLATION,159,0.5638297872340425
April,18,ARSON,16,0.05673758865248227
April,18,ASSAULT,1191,4.223404255319149
April,18,BATTERY,3675,13.03191489361702
April,18,BURGLARY,925,3.280141843971631
April,18,CONCEALED CARRY LICENSE VIOLATION,1,0.0035460992907801418
April,18,CRIM SEXUAL ASSAULT,75,0.26595744680851063
April,18,CRIMINAL DAMAGE,2122,7.524822695035461
April,18,CRIMINAL SEXUAL ASSAULT,45,0.1595744680851064
April,18,CRIMINAL TRESPASS,1521,5.3936170212765955
April,18,DECEPTIVE PRACTICE,2769,9.819148936170214
April,18,GAMBLING,21,0.07446808510638298
April,18,HOMICIDE,7,0.024822695035460994
April,18,INTERFERENCE WITH PUBLIC OFFICER,49,0.17375886524822695
April,18,INTIMIDATION,14,0.04964539007092199
April,18,KIDNAPPING,15,0.05319148936170213
April,18,LIQUOR LAW VIOLATION,80,0.28368794326241137
April,18,MOTOR VEHICLE THEFT,832,2.950354609929078
April,18,NARCOTICS,1171,4.152482269503546
April,18,NON-CRIMINAL,2,0.0070921985815602835
April,18,OBSCENITY,1,0.0035460992907801418
April,18,OFFENSE INVOLVING CHILDREN,76,0.2695035460992908
April,18,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
April,18,OTHER OFFENSE,1115,3.9539007092198584
April,18,PROSTITUTION,382,1.3546099290780143
April,18,PUBLIC INDECENCY,2,0.0070921985815602835
April,18,PUBLIC PEACE VIOLATION,142,0.5035460992907801
April,18,ROBBERY,712,2.524822695035461
April,18,SEX OFFENSE,80,0.28368794326241137
April,18,STALKING,22,0.07801418439716312
April,18,THEFT,11539,40.91843971631206
April,18,WEAPONS VIOLATION,152,0.5390070921985816
April,19,ARSON,16,0.05673758865248227
April,19,ASSAULT,902,3.198581560283688
April,19,BATTERY,2553,9.053191489361701
April,19,BURGLARY,1452,5.148936170212766
April,19,CONCEALED CARRY LICENSE VIOLATION,4,0.014184397163120567
April,19,CRIM SEXUAL ASSAULT,75,0.26595744680851063
April,19,CRIMINAL DAMAGE,2441,8.656028368794326
April,19,CRIMINAL SEXUAL ASSAULT,49,0.17375886524822695
April,19,CRIMINAL TRESPASS,788,2.7943262411347516
April,19,DECEPTIVE PRACTICE,1817,6.443262411347518
April,19,GAMBLING,9,0.031914893617021274
April,19,HOMICIDE,6,0.02127659574468085
April,19,INTERFERENCE WITH PUBLIC OFFICER,18,0.06382978723404255
April,19,INTIMIDATION,19,0.0673758865248227
April,19,KIDNAPPING,4,0.014184397163120567
April,19,LIQUOR LAW VIOLATION,53,0.1879432624113475
April,19,MOTOR VEHICLE THEFT,980,3.475177304964539
April,19,NARCOTICS,692,2.4539007092198584
April,19,NON-CRIMINAL,1,0.0035460992907801418
April,19,OBSCENITY,2,0.0070921985815602835
April,19,OFFENSE INVOLVING CHILDREN,64,0.22695035460992907
April,19,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
April,19,OTHER OFFENSE,1098,3.893617021276596
April,19,PROSTITUTION,73,0.25886524822695034
April,19,PUBLIC INDECENCY,2,0.0070921985815602835
