month,district,primary_type,count,average
December,03,LIQUOR LAW VIOLATION,11,0.03900709219858156
December,03,MOTOR VEHICLE THEFT,1630,5.780141843971631
December,03,NARCOTICS,2650,9.397163120567376
December,03,OBSCENITY,3,0.010638297872340425
December,03,OFFENSE INVOLVING CHILDREN,251,0.8900709219858156
December,03,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
December,03,OTHER OFFENSE,2129,7.549645390070922
December,03,PROSTITUTION,45,0.1595744680851064
December,03,PUBLIC PEACE VIOLATION,158,0.5602836879432624
December,03,ROBBERY,1598,5.666666666666667
December,03,SEX OFFENSE,91,0.32269503546099293
December,03,STALKING,22,0.07801418439716312
December,03,THEFT,4480,15.886524822695035
December,03,WEAPONS VIOLATION,500,1.7730496453900708
December,04,ARSON,54,0.19148936170212766
December,04,ASSAULT,2536,8.99290780141844
December,04,BATTERY,6727,23.854609929078013
December,04,BURGLARY,2351,8.336879432624114
December,04,CONCEALED CARRY LICENSE VIOLATION,3,0.010638297872340425
December,04,CRIM SEXUAL ASSAULT,122,0.4326241134751773
December,04,CRIMINAL DAMAGE,4267,15.131205673758865
December,04,CRIMINAL SEXUAL ASSAULT,37,0.13120567375886524
December,04,CRIMINAL TRESPASS,745,2.641843971631206
December,04,DECEPTIVE PRACTICE,1331,4.719858156028369
December,04,GAMBLING,13,0.04609929078014184
December,04,HOMICIDE,62,0.2198581560283688
December,04,INTERFERENCE WITH PUBLIC OFFICER,65,0.23049645390070922
December,04,INTIMIDATION,26,0.09219858156028368
December,04,KIDNAPPING,46,0.16312056737588654
December,04,LIQUOR LAW VIOLATION,34,0.12056737588652482
December,04,MOTOR VEHICLE THEFT,2108,7.475177304964539
December,04,NARCOTICS,2552,9.049645390070921
December,04,OBSCENITY,2,0.0070921985815602835
December,04,OFFENSE INVOLVING CHILDREN,383,1.3581560283687943
December,04,OTHER OFFENSE,2479,8.790780141843971
December,04,PROSTITUTION,102,0.3617021276595745
December,04,PUBLIC PEACE VIOLATION,177,0.6276595744680851
December,04,RITUALISM,1,0.0035460992907801418
December,04,ROBBERY,1562,5.539007092198582
December,04,SEX OFFENSE,111,0.39361702127659576
December,04,STALKING,24,0.0851063829787234
December,04,THEFT,5620,19.929078014184398
December,04,WEAPONS VIOLATION,593,2.102836879432624
December,05,ARSON,51,0.18085106382978725
December,05,ASSAULT,2031,7.202127659574468
December,05,BATTERY,5451,19.329787234042552
December,05,BURGLARY,1728,6.127659574468085
December,05,CONCEALED CARRY LICENSE VIOLATION,5,0.01773049645390071
December,05,CRIM SEXUAL ASSAULT,111,0.39361702127659576
December,05,CRIMINAL DAMAGE,3116,11.049645390070921
December,05,CRIMINAL SEXUAL ASSAULT,17,0.06028368794326241
December,05,CRIMINAL TRESPASS,572,2.028368794326241
December,05,DECEPTIVE PRACTICE,894,3.1702127659574466
December,05,GAMBLING,7,0.024822695035460994
December,05,HOMICIDE,76,0.2695035460992908
December,05,INTERFERENCE WITH PUBLIC OFFICER,74,0.2624113475177305
December,05,INTIMIDATION,12,0.0425531914893617
December,05,KIDNAPPING,46,0.16312056737588654
December,05,LIQUOR LAW VIOLATION,15,0.05319148936170213
December,05,MOTOR VEHICLE THEFT,1462,5.184397163120567
December,05,NARCOTICS,2471,8.76241134751773
December,05,NON-CRIMINAL,1,0.0035460992907801418
December,05,OFFENSE INVOLVING CHILDREN,276,0.9787234042553191
December,05,OTHER OFFENSE,1800,6.382978723404255
December,05,PROSTITUTION,187,0.6631205673758865
December,05,PUBLIC PEACE VIOLATION,101,0.35815602836879434
December,05,ROBBERY,1078,3.8226950354609928
December,05,SEX OFFENSE,76,0.2695035460992908
December,05,STALKING,17,0.06028368794326241
December,05,THEFT,3842,13.624113475177305
December,05,WEAPONS VIOLATION,646,2.2907801418439715
December,06,ARSON,58,0.20567375886524822
December,06,ASSAULT,2454,8.702127659574469
December,06,BATTERY,6837,24.24468085106383
December,06,BURGLARY,2336,8.28368794326241
December,06,CONCEALED CARRY LICENSE VIOLATION,4,0.014184397163120567
December,06,CRIM SEXUAL ASSAULT,132,0.46808510638297873
December,06,CRIMINAL DAMAGE,3694,13.099290780141844
December,06,CRIMINAL SEXUAL ASSAULT,23,0.08156028368794327
December,06,CRIMINAL TRESPASS,905,3.2092198581560285
December,06,DECEPTIVE PRACTICE,1576,5.588652482269503
December,06,GAMBLING,26,0.09219858156028368
December,06,HOMICIDE,66,0.23404255319148937
December,06,HUMAN TRAFFICKING,1,0.0035460992907801418
December,06,INTERFERENCE WITH PUBLIC OFFICER,95,0.33687943262411346
December,06,INTIMIDATION,16,0.05673758865248227
December,06,KIDNAPPING,43,0.1524822695035461
December,06,LIQUOR LAW VIOLATION,23,0.08156028368794327
December,06,MOTOR VEHICLE THEFT,2097,7.4361702127659575
December,06,NARCOTICS,2983,10.578014184397164
December,06,OBSCENITY,2,0.0070921985815602835
December,06,OFFENSE INVOLVING CHILDREN,313,1.1099290780141844
December,06,OTHER OFFENSE,2151,7.627659574468085
December,06,PROSTITUTION,74,0.2624113475177305
December,06,PUBLIC INDECENCY,1,0.0035460992907801418
December,06,PUBLIC PEACE VIOLATION,155,0.549645390070922
December,06,ROBBERY,2068,7.333333333333333
December,06,SEX OFFENSE,89,0.31560283687943264
December,06,STALKING,30,0.10638297872340426
December,06,THEFT,6380,22.624113475177303
December,06,WEAPONS VIOLATION,579,2.0531914893617023
December,07,ARSON,76,0.2695035460992908
December,07,ASSAULT,2531,8.97517730496454
December,07,BATTERY,7391,26.20921985815603
December,07,BURGLARY,2208,7.829787234042553
December,07,CONCEALED CARRY LICENSE VIOLATION,9,0.031914893617021274
December,07,CRIM SEXUAL ASSAULT,121,0.42907801418439717
December,07,CRIMINAL DAMAGE,3551,12.592198581560284
December,07,CRIMINAL SEXUAL ASSAULT,40,0.14184397163120568
December,07,CRIMINAL TRESPASS,676,2.397163120567376
December,07,DECEPTIVE PRACTICE,883,3.131205673758865
December,07,GAMBLING,25,0.08865248226950355
December,07,HOMICIDE,71,0.25177304964539005
December,07,INTERFERENCE WITH PUBLIC OFFICER,108,0.3829787234042553
December,07,INTIMIDATION,13,0.04609929078014184
December,07,KIDNAPPING,31,0.1099290780141844
December,07,LIQUOR LAW VIOLATION,20,0.07092198581560284
December,07,MOTOR VEHICLE THEFT,1650,5.851063829787234
December,07,NARCOTICS,3768,13.361702127659575
December,07,OBSCENITY,1,0.0035460992907801418
December,07,OFFENSE INVOLVING CHILDREN,237,0.8404255319148937
December,07,OTHER OFFENSE,1837,6.51418439716312
December,07,PROSTITUTION,299,1.0602836879432624
December,07,PUBLIC INDECENCY,2,0.0070921985815602835
December,07,PUBLIC PEACE VIOLATION,166,0.5886524822695035
December,07,ROBBERY,1566,5.553191489361702
December,07,SEX OFFENSE,100,0.3546099290780142
December,07,STALKING,11,0.03900709219858156
December,07,THEFT,4643,16.4645390070922
December,07,WEAPONS VIOLATION,726,2.574468085106383
December,08,ARSON,104,0.36879432624113473
December,08,ASSAULT,2360,8.368794326241135
December,08,BATTERY,6343,22.49290780141844
December,08,BURGLARY,3358,11.907801418439716
December,08,CONCEALED CARRY LICENSE VIOLATION,14,0.04964539007092199
December,08,CRIM SEXUAL ASSAULT,98,0.3475177304964539
December,08,CRIMINAL DAMAGE,5792,20.53900709219858
December,08,CRIMINAL SEXUAL ASSAULT,38,0.1347517730496454
December,08,CRIMINAL TRESPASS,681,2.4148936170212765
December,08,DECEPTIVE PRACTICE,2142,7.595744680851064
December,08,GAMBLING,14,0.04964539007092199
December,08,HOMICIDE,67,0.2375886524822695
December,08,INTERFERENCE WITH PUBLIC OFFICER,50,0.1773049645390071
December,08,INTIMIDATION,13,0.04609929078014184
December,08,KIDNAPPING,48,0.1702127659574468
December,08,LIQUOR LAW VIOLATION,38,0.1347517730496454
December,08,MOTOR VEHICLE THEFT,2976,10.553191489361701
December,08,NARCOTICS,2360,8.368794326241135
December,08,NON - CRIMINAL,1,0.0035460992907801418
December,08,NON-CRIMINAL,1,0.0035460992907801418
December,08,OBSCENITY,6,0.02127659574468085
December,08,OFFENSE INVOLVING CHILDREN,377,1.3368794326241136
December,08,OTHER OFFENSE,2745,9.73404255319149
December,08,PROSTITUTION,272,0.9645390070921985
December,08,PUBLIC PEACE VIOLATION,263,0.9326241134751773
December,08,ROBBERY,1833,6.5
December,08,SEX OFFENSE,177,0.6276595744680851
December,08,STALKING,26,0.09219858156028368
December,08,THEFT,8613,30.54255319148936
December,08,WEAPONS VIOLATION,506,1.7943262411347518
December,09,ARSON,75,0.26595744680851063
December,09,ASSAULT,1780,6.3120567375886525
December,09,BATTERY,4896,17.361702127659573
December,09,BURGLARY,2046,7.25531914893617
December,09,CONCEALED CARRY LICENSE VIOLATION,2,0.0070921985815602835
December,09,CRIM SEXUAL ASSAULT,92,0.3262411347517731
December,09,CRIMINAL DAMAGE,3513,12.457446808510639
December,09,CRIMINAL SEXUAL ASSAULT,28,0.09929078014184398
December,09,CRIMINAL TRESPASS,565,2.00354609929078
December,09,DECEPTIVE PRACTICE,1113,3.9468085106382977
December,09,GAMBLING,18,0.06382978723404255
December,09,HOMICIDE,68,0.24113475177304963
December,09,INTERFERENCE WITH PUBLIC OFFICER,56,0.19858156028368795
December,09,INTIMIDATION,19,0.0673758865248227
December,09,KIDNAPPING,21,0.07446808510638298
December,09,LIQUOR LAW VIOLATION,34,0.12056737588652482
December,09,MOTOR VEHICLE THEFT,1896,6.723404255319149
December,09,NARCOTICS,2493,8.840425531914894
December,09,NON-CRIMINAL (SUBJECT SPECIFIED),1,0.0035460992907801418
December,09,OBSCENITY,6,0.02127659574468085
December,09,OFFENSE INVOLVING CHILDREN,242,0.8581560283687943
December,09,OTHER OFFENSE,1622,5.75177304964539
December,09,PROSTITUTION,390,1.3829787234042554
December,09,PUBLIC INDECENCY,1,0.0035460992907801418
December,09,PUBLIC PEACE VIOLATION,195,0.6914893617021277
December,09,ROBBERY,1248,4.425531914893617
December,09,SEX OFFENSE,126,0.44680851063829785
December,09,STALKING,13,0.04609929078014184
December,09,THEFT,5061,17.9468085106383
December,09,WEAPONS VIOLATION,538,1.9078014184397163
December,10,ARSON,63,0.22340425531914893
December,10,ASSAULT,1632,5.787234042553192
December,10,BATTERY,5081,18.0177304964539
December,10,BURGLARY,1151,4.081560283687943
December,10,CONCEALED CARRY LICENSE VIOLATION,5,0.01773049645390071
December,10,CRIM SEXUAL ASSAULT,81,0.2872340425531915
December,10,CRIMINAL DAMAGE,2644,9.375886524822695
December,10,CRIMINAL SEXUAL ASSAULT,24,0.0851063829787234
December,10,CRIMINAL TRESPASS,472,1.673758865248227
December,10,DECEPTIVE PRACTICE,679,2.4078014184397163
December,10,GAMBLING,31,0.1099290780141844
December,10,HOMICIDE,61,0.21631205673758866
December,10,INTERFERENCE WITH PUBLIC OFFICER,54,0.19148936170212766
December,10,INTIMIDATION,20,0.07092198581560284
December,10,KIDNAPPING,20,0.07092198581560284
December,10,LIQUOR LAW VIOLATION,63,0.22340425531914893
December,10,MOTOR VEHICLE THEFT,1555,5.51418439716312
December,10,NARCOTICS,3487,12.365248226950355
December,10,OBSCENITY,2,0.0070921985815602835
December,10,OFFENSE INVOLVING CHILDREN,224,0.7943262411347518
December,10,OTHER OFFENSE,1595,5.656028368794326
December,10,PROSTITUTION,147,0.5212765957446809
December,10,PUBLIC PEACE VIOLATION,243,0.8617021276595744
December,10,ROBBERY,1333,4.726950354609929
December,10,SEX OFFENSE,103,0.36524822695035464
December,10,STALKING,16,0.05673758865248227
December,10,THEFT,3823,13.556737588652481
December,10,WEAPONS VIOLATION,549,1.946808510638298
December,11,ARSON,61,0.21631205673758866
December,11,ASSAULT,2180,7.7304964539007095
December,11,BATTERY,6757,23.96099290780142
December,11,BURGLARY,1212,4.297872340425532
December,11,CONCEALED CARRY LICENSE VIOLATION,5,0.01773049645390071
December,11,CRIM SEXUAL ASSAULT,102,0.3617021276595745
December,11,CRIMINAL DAMAGE,2984,10.581560283687944
December,11,CRIMINAL SEXUAL ASSAULT,31,0.1099290780141844
December,11,CRIMINAL TRESPASS,690,2.4468085106382977
December,11,DECEPTIVE PRACTICE,1064,3.773049645390071
December,11,GAMBLING,27,0.09574468085106383
December,11,HOMICIDE,90,0.3191489361702128
December,11,INTERFERENCE WITH PUBLIC OFFICER,155,0.549645390070922
December,11,INTIMIDATION,15,0.05319148936170213
December,11,KIDNAPPING,31,0.1099290780141844
December,11,LIQUOR LAW VIOLATION,21,0.07446808510638298
December,11,MOTOR VEHICLE THEFT,1804,6.397163120567376
December,11,NARCOTICS,10301,36.52836879432624
December,11,OBSCENITY,5,0.01773049645390071
December,11,OFFENSE INVOLVING CHILDREN,229,0.8120567375886525
December,11,OTHER OFFENSE,1743,6.180851063829787
December,11,PROSTITUTION,761,2.698581560283688
December,11,PUBLIC PEACE VIOLATION,197,0.6985815602836879
December,11,RITUALISM,1,0.0035460992907801418
December,11,ROBBERY,2010,7.127659574468085
December,11,SEX OFFENSE,73,0.25886524822695034
December,11,STALKING,18,0.06382978723404255
December,11,THEFT,4384,15.546099290780141
December,11,WEAPONS VIOLATION,762,2.702127659574468
December,12,ARSON,37,0.13120567375886524
December,12,ASSAULT,1241,4.400709219858156
December,12,BATTERY,3233,11.464539007092199
December,12,BURGLARY,1042,3.6950354609929077
December,12,CONCEALED CARRY LICENSE VIOLATION,3,0.010638297872340425
December,12,CRIM SEXUAL ASSAULT,63,0.22340425531914893
December,12,CRIMINAL DAMAGE,2220,7.872340425531915
December,12,CRIMINAL SEXUAL ASSAULT,35,0.12411347517730496
December,12,CRIMINAL TRESPASS,681,2.4148936170212765
December,12,DECEPTIVE PRACTICE,1340,4.75177304964539
December,12,GAMBLING,5,0.01773049645390071
December,12,HOMICIDE,34,0.12056737588652482
December,12,INTERFERENCE WITH PUBLIC OFFICER,25,0.08865248226950355
December,12,INTIMIDATION,10,0.03546099290780142
December,12,KIDNAPPING,12,0.0425531914893617
December,12,LIQUOR LAW VIOLATION,43,0.1524822695035461
December,12,MOTOR VEHICLE THEFT,1518,5.382978723404255
December,12,NARCOTICS,931,3.301418439716312
December,12,NON-CRIMINAL,1,0.0035460992907801418
December,12,OBSCENITY,6,0.02127659574468085
December,12,OFFENSE INVOLVING CHILDREN,108,0.3829787234042553
December,12,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
December,12,OTHER OFFENSE,1015,3.599290780141844
December,12,PROSTITUTION,90,0.3191489361702128
December,12,PUBLIC PEACE VIOLATION,134,0.475177304964539
December,12,ROBBERY,972,3.4468085106382977
December,12,SEX OFFENSE,78,0.2765957446808511
December,12,STALKING,18,0.06382978723404255
December,12,THEFT,6472,22.95035460992908
December,12,WEAPONS VIOLATION,171,0.6063829787234043
December,14,ARSON,34,0.12056737588652482
December,14,ASSAULT,1121,3.975177304964539
December,14,BATTERY,3223,11.429078014184396
December,14,BURGLARY,1822,6.460992907801418
December,14,CONCEALED CARRY LICENSE VIOLATION,1,0.0035460992907801418
December,14,CRIM SEXUAL ASSAULT,55,0.1950354609929078
December,14,CRIMINAL DAMAGE,2750,9.75177304964539
December,14,CRIMINAL SEXUAL ASSAULT,21,0.07446808510638298
December,14,CRIMINAL TRESPASS,383,1.3581560283687943
December,14,DECEPTIVE PRACTICE,1192,4.226950354609929
December,14,GAMBLING,3,0.010638297872340425
December,14,HOMICIDE,14,0.04964539007092199
December,14,INTERFERENCE WITH PUBLIC OFFICER,38,0.1347517730496454
December,14,INTIMIDATION,10,0.03546099290780142
December,14,KIDNAPPING,21,0.07446808510638298
December,14,LIQUOR LAW VIOLATION,60,0.2127659574468085
December,14,MOTOR VEHICLE THEFT,1558,5.524822695035461
December,14,NARCOTICS,987,3.5
December,14,OBSCENITY,3,0.010638297872340425
December,14,OFFENSE INVOLVING CHILDREN,144,0.5106382978723404
December,14,OTHER OFFENSE,1096,3.8865248226950353
December,14,PROSTITUTION,259,0.9184397163120568
December,14,PUBLIC PEACE VIOLATION,91,0.32269503546099293
December,14,ROBBERY,1085,3.847517730496454
December,14,SEX OFFENSE,79,0.2801418439716312
December,14,STALKING,7,0.024822695035460994
December,14,THEFT,7031,24.93262411347518
December,14,WEAPONS VIOLATION,151,0.5354609929078015
December,15,ARSON,43,0.1524822695035461
December,15,ASSAULT,1592,5.6453900709219855
December,15,BATTERY,5040,17.872340425531913
December,15,BURGLARY,851,3.017730496453901
December,15,CRIM SEXUAL ASSAULT,102,0.3617021276595745
December,15,CRIMINAL DAMAGE,2151,7.627659574468085
December,15,CRIMINAL SEXUAL ASSAULT,23,0.08156028368794327
December,15,CRIMINAL TRESPASS,479,1.698581560283688
December,15,DECEPTIVE PRACTICE,671,2.379432624113475
December,15,GAMBLING,30,0.10638297872340426
December,15,HOMICIDE,68,0.24113475177304963
December,15,INTERFERENCE WITH PUBLIC OFFICER,69,0.24468085106382978
December,15,INTIMIDATION,7,0.024822695035460994
December,15,KIDNAPPING,18,0.06382978723404255
December,15,LIQUOR LAW VIOLATION,28,0.09929078014184398
December,15,MOTOR VEHICLE THEFT,1071,3.797872340425532
December,15,NARCOTICS,6066,21.51063829787234
December,15,NON-CRIMINAL,2,0.0070921985815602835
December,15,OBSCENITY,3,0.010638297872340425
December,15,OFFENSE INVOLVING CHILDREN,204,0.723404255319149
December,15,OTHER OFFENSE,1502,5.326241134751773
December,15,PROSTITUTION,235,0.8333333333333334
December,15,PUBLIC PEACE VIOLATION,116,0.41134751773049644
December,15,ROBBERY,1379,4.890070921985815
December,15,SEX OFFENSE,78,0.2765957446808511
December,15,STALKING,9,0.031914893617021274
December,15,THEFT,2925,10.372340425531915
December,15,WEAPONS VIOLATION,459,1.627659574468085
December,16,ARSON,22,0.07801418439716312
December,16,ASSAULT,1055,3.7411347517730498
December,16,BATTERY,2904,10.297872340425531
December,16,BURGLARY,1562,5.539007092198582
December,16,CONCEALED CARRY LICENSE VIOLATION,19,0.0673758865248227
December,16,CRIM SEXUAL ASSAULT,42,0.14893617021276595
December,16,CRIMINAL DAMAGE,3079,10.918439716312056
December,16,CRIMINAL SEXUAL ASSAULT,15,0.05319148936170213
December,16,CRIMINAL TRESPASS,623,2.2092198581560285
December,16,DECEPTIVE PRACTICE,1804,6.397163120567376
December,16,GAMBLING,7,0.024822695035460994
December,16,HOMICIDE,15,0.05319148936170213
December,16,HUMAN TRAFFICKING,1,0.0035460992907801418
December,16,INTERFERENCE WITH PUBLIC OFFICER,27,0.09574468085106383
December,16,INTIMIDATION,13,0.04609929078014184
December,16,KIDNAPPING,20,0.07092198581560284
December,16,LIQUOR LAW VIOLATION,43,0.1524822695035461
December,16,MOTOR VEHICLE THEFT,1134,4.0212765957446805
December,16,NARCOTICS,874,3.099290780141844
December,16,NON-CRIMINAL,3,0.010638297872340425
December,16,OBSCENITY,6,0.02127659574468085
December,16,OFFENSE INVOLVING CHILDREN,166,0.5886524822695035
December,16,OTHER OFFENSE,2041,7.23758865248227
December,16,PROSTITUTION,20,0.07092198581560284
December,16,PUBLIC INDECENCY,1,0.0035460992907801418
December,16,PUBLIC PEACE VIOLATION,119,0.4219858156028369
December,16,ROBBERY,372,1.3191489361702127
December,16,SEX OFFENSE,81,0.2872340425531915
December,16,STALKING,21,0.07446808510638298
December,16,THEFT,5251,18.620567375886523
December,16,WEAPONS VIOLATION,110,0.3900709219858156
December,17,ARSON,19,0.0673758865248227
December,17,ASSAULT,830,2.9432624113475176
December,17,BATTERY,2648,9.390070921985815
December,17,BURGLARY,1366,4.843971631205674
December,17,CONCEALED CARRY LICENSE VIOLATION,2,0.0070921985815602835
December,17,CRIM SEXUAL ASSAULT,45,0.1595744680851064
December,17,CRIMINAL DAMAGE,2434,8.631205673758865
December,17,CRIMINAL SEXUAL ASSAULT,15,0.05319148936170213
December,17,CRIMINAL TRESPASS,384,1.3617021276595744
December,17,DECEPTIVE PRACTICE,1012,3.5886524822695036
December,17,GAMBLING,15,0.05319148936170213
December,17,HOMICIDE,21,0.07446808510638298
December,17,INTERFERENCE WITH PUBLIC OFFICER,23,0.08156028368794327
December,17,INTIMIDATION,11,0.03900709219858156
December,17,KIDNAPPING,21,0.07446808510638298
December,17,LIQUOR LAW VIOLATION,44,0.15602836879432624
December,17,MOTOR VEHICLE THEFT,1465,5.195035460992908
December,17,NARCOTICS,718,2.5460992907801416
December,17,OFFENSE INVOLVING CHILDREN,126,0.44680851063829785
December,17,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
December,17,OTHER OFFENSE,1135,4.024822695035461
December,17,PROSTITUTION,36,0.1276595744680851
December,17,PUBLIC PEACE VIOLATION,122,0.4326241134751773
December,17,ROBBERY,653,2.3156028368794326
December,17,SEX OFFENSE,82,0.2907801418439716
December,17,STALKING,8,0.028368794326241134
December,17,THEFT,4626,16.404255319148938
December,17,WEAPONS VIOLATION,133,0.4716312056737589
December,18,ARSON,6,0.02127659574468085
December,18,ASSAULT,1035,3.6702127659574466
December,18,BATTERY,3299,11.698581560283689
December,18,BURGLARY,965,3.421985815602837
December,18,CONCEALED CARRY LICENSE VIOLATION,3,0.010638297872340425
December,18,CRIM SEXUAL ASSAULT,60,0.2127659574468085
December,18,CRIMINAL DAMAGE,1993,7.067375886524823
December,18,CRIMINAL SEXUAL ASSAULT,52,0.18439716312056736
December,18,CRIMINAL TRESPASS,1387,4.918439716312057
December,18,DECEPTIVE PRACTICE,2940,10.425531914893616
December,18,GAMBLING,3,0.010638297872340425
December,18,HOMICIDE,8,0.028368794326241134
December,18,INTERFERENCE WITH PUBLIC OFFICER,42,0.14893617021276595
December,18,INTIMIDATION,10,0.03546099290780142
December,18,KIDNAPPING,9,0.031914893617021274
December,18,LIQUOR LAW VIOLATION,48,0.1702127659574468
December,18,MOTOR VEHICLE THEFT,847,3.00354609929078
December,18,NARCOTICS,954,3.382978723404255
December,18,NON-CRIMINAL,1,0.0035460992907801418
December,18,OBSCENITY,2,0.0070921985815602835
December,18,OFFENSE INVOLVING CHILDREN,61,0.21631205673758866
December,18,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
December,18,OTHER OFFENSE,918,3.25531914893617
December,18,PROSTITUTION,274,0.9716312056737588
December,18,PUBLIC INDECENCY,2,0.0070921985815602835
December,18,PUBLIC PEACE VIOLATION,136,0.48226950354609927
December,18,ROBBERY,837,2.9680851063829787
December,18,SEX OFFENSE,79,0.2801418439716312
December,18,STALKING,16,0.05673758865248227
December,18,THEFT,12121,42.9822695035461
December,18,WEAPONS VIOLATION,165,0.5851063829787234
December,19,ARSON,17,0.06028368794326241
December,19,ASSAULT,786,2.7872340425531914
December,19,BATTERY,2154,7.638297872340425
December,19,BURGLARY,1584,5.617021276595745
December,19,CONCEALED CARRY LICENSE VIOLATION,2,0.0070921985815602835
December,19,CRIM SEXUAL ASSAULT,65,0.23049645390070922
December,19,CRIMINAL DAMAGE,2222,7.879432624113475
December,19,CRIMINAL SEXUAL ASSAULT,37,0.13120567375886524
December,19,CRIMINAL TRESPASS,647,2.2943262411347516
December,19,DECEPTIVE PRACTICE,1937,6.868794326241135
December,19,GAMBLING,8,0.028368794326241134
December,19,HOMICIDE,5,0.01773049645390071
December,19,INTERFERENCE WITH PUBLIC OFFICER,19,0.0673758865248227
December,19,INTIMIDATION,20,0.07092198581560284
December,19,KIDNAPPING,6,0.02127659574468085
December,19,LIQUOR LAW VIOLATION,35,0.12411347517730496
December,19,MOTOR VEHICLE THEFT,916,3.24822695035461
December,19,NARCOTICS,469,1.6631205673758864
December,19,NON-CRIMINAL,2,0.0070921985815602835
December,19,OBSCENITY,4,0.014184397163120567
December,19,OFFENSE INVOLVING CHILDREN,75,0.26595744680851063
December,19,OTHER NARCOTIC VIOLATION,1,0.0035460992907801418
December,19,OTHER OFFENSE,932,3.3049645390070923
December,19,PROSTITUTION,41,0.1453900709219858
December,19,PUBLIC INDECENCY,3,0.010638297872340425
December,19,PUBLIC PEACE VIOLATION,82,0.2907801418439716
December,19,ROBBERY,739,2.620567375886525
December,19,SEX OFFENSE,58,0.20567375886524822
December,19,STALKING,14,0.04964539007092199
December,19,THEFT,7187,25.48581560283688
December,19,WEAPONS VIOLATION,56,0.19858156028368795
December,20,ARSON,8,0.028368794326241134
December,20,ASSAULT,611,2.1666666666666665
December,20,BATTERY,1779,6.308510638297872
December,20,BURGLARY,712,2.524822695035461
December,20,CRIM SEXUAL ASSAULT,28,0.09929078014184398
December,20,CRIMINAL DAMAGE,1172,4.156028368794326
December,20,CRIMINAL SEXUAL ASSAULT,16,0.05673758865248227
December,20,CRIMINAL TRESPASS,347,1.2304964539007093
December,20,DECEPTIVE PRACTICE,821,2.9113475177304964
December,20,GAMBLING,7,0.024822695035460994
December,20,HOMICIDE,5,0.01773049645390071
December,20,INTERFERENCE WITH PUBLIC OFFICER,8,0.028368794326241134
December,20,INTIMIDATION,3,0.010638297872340425
December,20,KIDNAPPING,11,0.03900709219858156
December,20,LIQUOR LAW VIOLATION,20,0.07092198581560284
December,20,MOTOR VEHICLE THEFT,508,1.801418439716312
December,20,NARCOTICS,548,1.9432624113475176
December,20,OBSCENITY,1,0.0035460992907801418
December,20,OFFENSE INVOLVING CHILDREN,51,0.18085106382978725
December,20,OTHER OFFENSE,760,2.6950354609929077
December,20,PROSTITUTION,19,0.0673758865248227
December,20,PUBLIC PEACE VIOLATION,81,0.2872340425531915
December,20,ROBBERY,350,1.2411347517730495
December,20,SEX OFFENSE,54,0.19148936170212766
December,20,STALKING,4,0.014184397163120567
December,20,THEFT,2862,10.148936170212766
December,20,WEAPONS VIOLATION,33,0.11702127659574468
December,22,ARSON,23,0.08156028368794327
December,22,ASSAULT,1249,4.429078014184397
December,22,BATTERY,3241,11.49290780141844
December,22,BURGLARY,1245,4.414893617021277
December,22,CONCEALED CARRY LICENSE VIOLATION,1,0.0035460992907801418
December,22,CRIM SEXUAL ASSAULT,54,0.19148936170212766
December,22,CRIMINAL DAMAGE,2388,8.46808510638298
December,22,CRIMINAL SEXUAL ASSAULT,19,0.0673758865248227
December,22,CRIMINAL TRESPASS,453,1.6063829787234043
December,22,DECEPTIVE PRACTICE,1206,4.276595744680851
December,22,GAMBLING,10,0.03546099290780142
December,22,HOMICIDE,30,0.10638297872340426
December,22,INTERFERENCE WITH PUBLIC OFFICER,35,0.12411347517730496
December,22,INTIMIDATION,14,0.04964539007092199
December,22,KIDNAPPING,42,0.14893617021276595
December,22,LIQUOR LAW VIOLATION,23,0.08156028368794327
December,22,MOTOR VEHICLE THEFT,1194,4.23404255319149
December,22,NARCOTICS,1368,4.851063829787234
December,22,OBSCENITY,1,0.0035460992907801418
December,22,OFFENSE INVOLVING CHILDREN,213,0.7553191489361702
December,22,OTHER OFFENSE,1555,5.51418439716312
December,22,PROSTITUTION,3,0.010638297872340425
December,22,PUBLIC INDECENCY,1,0.0035460992907801418
December,22,PUBLIC PEACE VIOLATION,101,0.35815602836879434
December,22,ROBBERY,783,2.776595744680851
December,22,SEX OFFENSE,59,0.20921985815602837
December,22,STALKING,12,0.0425531914893617
December,22,THEFT,3885,13.77659574468085
December,22,WEAPONS VIOLATION,245,0.8687943262411347
December,24,ARSON,20,0.07092198581560284
December,24,ASSAULT,998,3.5390070921985815
December,24,BATTERY,3045,10.797872340425531
December,24,BURGLARY,1181,4.1879432624113475
December,24,CONCEALED CARRY LICENSE VIOLATION,1,0.0035460992907801418
December,24,CRIM SEXUAL ASSAULT,67,0.2375886524822695
December,24,CRIMINAL DAMAGE,2399,8.50709219858156
December,24,CRIMINAL SEXUAL ASSAULT,24,0.0851063829787234
December,24,CRIMINAL TRESPASS,587,2.0815602836879434
December,24,DECEPTIVE PRACTICE,1106,3.921985815602837
December,24,GAMBLING,12,0.0425531914893617
December,24,HOMICIDE,15,0.05319148936170213
