TSNE Component 1,TSNE Component 2,cluster,Beat
-15.45329,7.0545,4,111
-16.256962,6.0163455,4,112
-16.026344,6.736349,4,113
-15.470103,-14.406693,2,114
-16.050472,-13.188698,2,121
-14.9628,12.491117,4,122
-15.239789,9.497094,4,123
-15.71068,5.6046023,4,124
-15.020891,8.485193,4,131
-13.2243395,12.40006,4,132
-15.136245,1.6844321,0,133
19.106552,9.19942,1,134
15.383977,7.2512193,0,211
23.24205,2.6471677,1,212
-3.5547652,-4.4793897,0,213
-9.160357,-9.118462,2,214
-14.670551,-12.936318,2,215
-7.252567,-8.851327,0,221
-1.188465,-6.5266414,0,222
-4.5988483,-3.0558867,0,223
-8.44209,-8.6924925,0,224
-15.523951,-13.449322,2,225
-14.006194,-10.729099,2,231
-0.6416422,-4.500889,0,232
9.7497635,2.9740775,3,233
-1.3992281,-3.7160883,0,234
17.904293,5.8149776,1,311
20.0716,-3.720101,1,312
19.562288,-3.8983974,3,313
-1.6831889,-1.7364103,0,314
18.056137,-5.7228947,3,321
11.641628,-1.4829309,3,322
11.031234,-3.4594777,3,323
16.435019,-5.787203,3,324
6.5162983,-2.1532826,3,331
11.501699,-5.2651243,3,332
-0.49794996,3.9291003,0,333
6.0635962,-0.14534935,3,334
-1.0992916,7.172812,3,411
-1.694182,9.401087,3,412
8.587973,-1.4942935,3,413
16.75424,-7.4456935,3,414
19.540663,-6.93156,3,421
13.916275,1.1015413,3,422
19.071123,-8.533941,3,423
12.677017,-5.9594874,3,424
-17.50912,-12.794639,2,430
4.4631186,1.3263195,3,431
3.1659226,0.97376513,3,432
1.0139401,0.7240588,0,433
-11.735508,-9.504049,2,434
17.276337,-8.492493,3,511
17.16125,-6.58291,3,512
14.238971,-4.519692,3,513
22.135214,-2.7619064,1,522
15.078295,-3.1746545,3,523
13.999748,-3.8409278,3,524
9.721308,-0.552205,3,531
11.878675,1.7375472,3,532
12.762715,-4.3147674,3,533
13.781853,-6.10898,3,611
15.96815,-7.831629,3,612
10.905654,-4.6304893,3,613
5.9034734,-0.68379873,3,614
16.092142,-6.8082504,3,621
-11.880007,8.954943,4,622
-0.94878346,8.784628,3,623
18.969418,-6.2169228,3,624
14.915034,-6.1697803,3,631
-5.2754717,11.447354,4,632
-4.2051992,-5.4802656,0,633
-0.16193815,4.9195485,0,634
16.92654,-2.9410467,3,711
21.71359,-1.1924392,1,712
22.63348,-2.0998182,1,713
9.717143,3.7249155,3,714
9.011298,3.5729325,3,715
7.171083,0.59464735,3,722
11.037732,-0.5928677,3,723
8.113743,1.2531384,3,724
16.401175,-4.2504478,3,725
11.614115,3.8122928,3,726
9.209531,1.5909934,3,731
10.840914,3.5323505,3,732
12.282129,-2.7298844,3,733
12.444561,2.8739192,3,734
13.170033,-2.9344034,3,735
-3.7198386,1.549925,0,811
-4.739776,0.22351994,0,812
-3.0539794,11.299997,3,813
5.923829,-5.2557383,3,814
-4.365266,10.247343,4,815
-9.9818,4.9556465,0,821
2.6058097,-0.019361071,3,822
18.008783,-7.4866724,3,823
15.11709,-4.003625,3,824
17.842312,-8.036351,3,825
14.451283,-7.7606688,3,831
15.552417,-4.3977175,3,832
-12.622967,11.688629,4,833
-1.9281694,10.195389,3,834
-1.4566921,10.797799,3,835
-1.5507878,1.3164277,0,911
5.998724,-5.2328672,3,912
-2.2948635,2.63578,0,913
-6.082025,9.345073,4,914
11.926809,2.4964857,3,915
-11.765135,-7.6838546,0,921
-6.6928725,4.142377,0,922
-3.5399578,2.6683345,0,923
-3.210716,3.7637534,0,924
-10.544979,-7.1223454,0,925
-2.2085288,-6.2483754,0,931
12.605866,3.5335455,3,932
10.101332,4.563722,0,933
11.8861065,4.345554,3,934
8.985677,0.8480573,3,935
22.44381,1.4738889,1,1011
20.509445,1.9477463,1,1012
-0.612705,-1.1903528,0,1013
15.638577,3.3389826,3,1014
18.880894,1.1027112,1,1021
18.901215,-1.1388435,3,1022
16.073801,7.277324,0,1023
10.637947,2.2891133,3,1024
-1.1211234,-0.20741579,0,1031
-6.2426167,-7.9189167,0,1032
-2.4127176,-0.64563924,0,1033
-1.4586776,6.1679635,0,1034
19.684385,-0.433503,1,1111
25.597515,0.6774725,1,1112
20.852861,3.3526955,1,1113
21.663242,4.070052,1,1114
18.40903,2.9099712,1,1115
20.365786,0.52259153,1,1121
25.880144,1.0485582,1,1122
19.02721,1.863366,1,1123
21.02509,2.5416386,1,1124
18.528105,6.48228,1,1125
21.841661,3.3112037,1,1131
24.211523,1.4273573,1,1132
20.423042,-0.48102573,1,1133
0.47620574,4.856319,0,1134
17.54075,2.520825,3,1135
0.037150398,6.909411,3,1211
-13.63163,8.448132,4,1212
-12.327139,4.6999393,0,1213
-15.431551,-12.327714,2,1215
-16.444529,-14.188705,2,1221
-5.899127,-5.3899255,0,1222
-3.5629618,-2.6511934,0,1223
-11.420795,8.726972,4,1224
18.857096,7.804206,1,1231
-13.800854,-9.7837515,2,1232
-11.309897,-6.004729,0,1233
-16.433207,-12.511421,2,1234
-17.400354,-13.757123,2,1235
-0.3973049,-5.99533,0,1311
-9.423905,-0.43331105,0,1312
-9.897212,1.598442,0,1313
-12.736552,-1.4622115,0,1322
-12.409218,10.443075,4,1323
-8.799889,0.74033546,0,1324
15.797325,4.271682,0,1331
-1.6113037,-8.756205,0,1332
-10.600807,-9.731084,2,1333
-5.5280957,-1.5963138,0,1411
-2.9963906,-3.0658367,0,1412
-5.665043,-4.673196,0,1413
-7.880981,-2.6459005,0,1414
1.5992361,-2.573805,0,1421
15.4597025,0.74021727,3,1422
13.318651,2.183173,3,1423
-10.721698,7.5480037,4,1424
-12.029771,2.08667,0,1431
-13.365743,8.034935,4,1432
-11.8452635,7.1354327,4,1433
-11.494633,6.9989586,4,1434
13.390364,3.5442016,3,1511
11.068028,1.1519761,3,1512
-2.042415,-4.823723,0,1513
22.67291,-1.1891111,1,1522
24.275282,0.5471259,1,1523
20.84022,0.018584155,1,1524
23.402576,1.2420609,1,1531
23.234215,0.43408617,1,1532
23.689306,-0.31309882,1,1533
-13.68353,-6.299251,0,1611
-13.304652,-8.065978,2,1612
-13.790207,-7.428015,2,1613
-11.817451,-0.7189323,0,1614
-14.277671,-8.53024,2,1621
-4.5917625,2.119152,0,1622
-5.9684367,3.5088015,0,1623
-5.322357,2.4181972,0,1624
-10.048283,-3.688665,0,1631
-9.857198,-2.9460719,0,1632
-4.3918533,3.8207815,0,1633
2.748286,-1.0184684,0,1634
-17.572433,6.311222,4,1651
-10.578917,0.519773,0,1711
-5.2468686,5.7016034,0,1712
-6.551795,-5.163363,0,1713
-9.773123,5.463852,0,1722
10.239518,-3.0861042,3,1723
-6.984913,-1.9582195,0,1724
-4.99708,4.580214,0,1731
-6.3928776,6.07137,0,1732
-7.4294324,4.5123787,0,1733
-14.113845,7.509193,4,1811
-13.080844,5.2406955,4,1812
-15.034198,-2.2494822,0,1813
-14.868652,3.2070308,0,1814
-7.4894786,10.399779,4,1821
19.529951,7.8201475,1,1822
18.821352,8.15075,1,1823
-10.5679455,10.198896,4,1824
-13.599756,10.348263,4,1831
-16.49607,4.717299,4,1832
-14.987798,10.44268,4,1833
-14.787454,12.410285,4,1834
-12.597994,-5.6477027,0,1911
-12.077174,-3.0307705,0,1912
16.447815,8.706588,0,1913
-14.822702,-13.792177,2,1914
-16.444529,-14.188705,2,1915
-16.206467,-11.663224,2,1921
-13.160564,-5.042746,0,1922
-9.934832,7.045164,4,1923
-13.220639,2.385448,0,1924
-16.778818,-13.172662,2,1925
-13.890301,4.5774627,0,1931
-13.628215,3.8180041,0,1932
-12.99775,6.0704784,4,1933
-17.071068,-12.006671,2,1934
-15.431551,-12.327714,2,1935
-5.1514945,3.146909,0,2011
-12.211243,-4.630674,0,2012
-10.082989,-1.4319837,0,2013
-10.758743,-8.580216,2,2022
-13.910532,-1.3367394,0,2023
-2.5491843,-8.913822,0,2024
-11.082316,-5.004912,0,2031
-12.682923,-4.3948927,0,2032
-11.2922125,-7.8650484,0,2033
-14.442193,-4.396794,0,2111
-8.035434,-4.9939795,0,2112
23.95522,3.984624,1,2113
-9.060509,2.9571757,0,2122
2.9966307,3.6880164,3,2123
-7.6154485,1.2849308,0,2124
-10.946252,-2.318995,0,2131
-9.692447,9.869219,4,2132
-15.528066,-0.9990898,0,2133
-6.141071,2.5927064,0,2211
-2.537111,9.6457,3,2212
-6.156606,0.64551866,0,2213
-6.891131,1.2520686,0,2221
14.560274,0.49698564,3,2222
4.03207,-0.45796326,3,2223
13.321293,0.23215516,3,2232
8.138535,-0.88232386,3,2233
10.023286,-1.5902036,3,2234
1.0865438,-6.9547706,0,2311
-3.0761929,-9.449927,0,2312
-2.7507641,-8.210846,0,2313
-14.178292,0.1478625,0,2322
-12.227816,-7.218169,0,2323
-13.301366,-3.250428,0,2324
-13.174992,-0.31646094,0,2331
-13.825999,1.0350816,0,2332
-14.389569,2.7608807,0,2333
-9.03514,7.382245,4,2411
-6.236617,6.6470366,0,2412
-3.4038198,9.549185,3,2413
16.426506,1.7921702,3,2422
1.3885665,-3.4339812,0,2423
1.2636719,-4.8634615,0,2424
-2.3895295,-7.500353,0,2431
0.21754372,3.4678879,0,2432
-6.0944853,7.6639547,0,2433
-5.753392,-2.3227024,0,2511
-5.347793,10.441559,4,2512
-11.562421,-3.8673472,0,2513
-3.9942322,5.623576,0,2514
5.2745748,-1.3218474,3,2515
-3.4592404,8.233331,3,2521
1.3119085,-1.402609,0,2522
-2.8049207,-1.9473504,0,2523
-1.3554875,-2.1530335,0,2524
-3.2517598,-6.209168,0,2525
15.083728,2.3734076,3,2531
12.498673,0.043779127,3,2532
24.451948,-2.4337728,1,2533
17.543669,-2.9529102,3,2534
19.814995,3.8882854,1,2535
