TSNE Component 1,TSNE Component 2,cluster,Beat
-18.930885,-8.56096,3,111
-19.332993,-8.271558,3,112
-12.448683,-7.7872844,1,113
-15.477323,-8.929164,1,114
-11.827369,-8.876382,1,121
-18.129957,-8.815065,3,122
-16.38597,-7.9426937,1,123
-14.9651165,-8.194568,1,124
-9.543724,-5.350924,1,131
-0.38424265,-9.393076,2,132
-3.5727663,-3.6306498,2,133
-5.7242017,-3.53815,2,211
-4.0584264,5.291411,0,212
4.5770597,0.06290928,2,213
4.519161,-7.580548,2,214
10.729494,-5.522228,2,215
10.894263,-3.8375309,2,221
-7.1394544,-2.1575408,2,222
0.17496857,-2.1270547,2,223
10.994078,1.8275523,2,224
9.45535,-1.6352289,2,225
4.672833,5.552793,2,231
11.662207,-1.8871458,2,232
0.9896919,-5.3181753,2,233
-9.481906,-7.2763515,1,234
0.4371396,-11.473951,2,235
10.529978,-2.487261,2,311
-0.7785429,10.967749,0,312
6.3927727,2.9109974,2,313
7.143971,-3.6299987,2,314
-1.9055493,9.827111,0,321
5.8056817,4.154348,2,322
-1.1210787,8.495525,0,323
-3.5210657,7.26222,0,324
-4.4132996,7.9862957,0,331
-2.6911936,8.040406,0,332
3.6356268,-1.6563873,2,333
6.4197173,4.1133327,2,334
-4.1007133,3.3349693,0,411
-1.8669713,4.0595403,0,412
0.33015287,5.861608,0,413
-5.3692966,9.286163,0,414
-6.2600517,13.08794,0,421
4.701305,8.19437,0,422
-6.049354,11.8606205,0,423
2.761999,8.072599,0,424
-3.1785686,3.9369996,0,431
5.648186,5.0908318,2,432
6.0771885,2.0195897,2,433
12.162273,-7.7380037,2,434
-6.9031734,11.603293,0,511
-2.2237906,10.660517,0,512
-8.38428,6.0982833,0,513
0.8752494,10.04101,0,522
-2.6829867,9.511539,0,523
-3.553879,4.1107025,0,524
7.838837,6.6002655,2,531
8.006963,6.0955033,2,532
-1.5509905,10.897337,0,533
-2.864745,10.853809,0,611
-5.883434,10.173552,0,612
0.5196463,7.2426586,0,613
3.4882169,2.724314,2,614
-4.996997,12.411612,0,621
-11.765726,-8.032834,1,622
-7.096508,8.614559,0,623
-5.8658285,12.485753,0,624
-5.2973704,11.791597,0,631
-8.512317,5.840546,1,632
4.5517364,1.3858551,2,633
0.058018323,0.9132304,2,634
7.827113,4.5470543,2,711
-0.87729406,12.497676,0,712
0.22801009,12.368681,0,713
9.354055,2.265198,2,714
9.75329,-0.9864312,2,715
8.081995,2.938716,2,722
6.371244,7.3087645,2,723
6.802995,4.7423577,2,724
-0.79093224,10.090267,0,725
8.541538,3.7562144,2,726
6.473409,6.0251994,2,731
10.005158,3.5843368,2,732
3.7149677,7.8898416,0,733
7.634831,4.0989256,2,734
-0.19811878,4.97854,0,735
1.4681891,-8.548571,2,811
8.6443,-6.4381437,2,812
-8.273333,2.223328,1,813
2.6629462,-9.574179,2,814
-6.298414,0.7206222,0,815
0.013907446,-6.960548,2,821
2.4055688,1.4242775,2,822
-5.7690754,9.028396,0,823
4.6780887,3.248064,2,824
-0.43246263,9.235013,0,825
-4.994584,8.261271,0,831
-3.396028,8.607842,0,832
-9.029287,-3.3081977,1,833
-4.7055326,4.2572317,0,834
-4.585949,6.788571,0,835
10.047652,-6.886028,2,911
0.2328501,-4.4454937,2,912
3.0137873,0.13433926,2,913
-5.84835,-6.2470474,2,914
0.47147524,-2.861925,2,915
11.385795,-2.3758233,2,921
4.85846,1.9194317,2,922
8.119268,-3.9269621,2,923
-4.6170754,-2.8672545,2,924
4.9544683,-7.97696,2,925
10.635755,-0.11205247,2,931
9.085206,-0.4523566,2,932
10.103148,-1.3597934,2,933
11.191666,-1.0849568,2,934
10.053776,-4.4689903,2,935
4.337067,17.208033,4,1011
7.5021853,12.524182,2,1012
2.8392951,12.396618,0,1013
5.125767,11.291677,0,1014
5.7064834,13.63298,0,1021
5.083204,15.66997,4,1022
7.33971,-1.0150775,2,1023
4.6490264,12.340969,0,1024
0.80563545,1.9968184,2,1031
11.918825,-4.7140174,2,1032
6.7930727,-0.662804,2,1033
0.7751503,-0.67646265,2,1034
5.3159256,7.71811,0,1111
5.0363946,18.11064,4,1112
6.0707116,10.832323,0,1113
8.199357,12.666487,2,1114
6.4872365,13.751957,0,1115
5.1452675,17.172512,4,1121
4.7786417,16.61777,4,1122
5.4094453,12.62002,0,1123
8.243283,11.528496,2,1124
12.739528,-9.020156,2,1125
6.852789,10.52329,0,1131
4.310688,16.341818,4,1132
-3.897389,12.771233,0,1133
5.258994,16.663132,4,1134
3.6299894,12.144141,0,1135
2.792943,-6.1667476,2,1211
-2.1714118,-9.08155,2,1212
-6.523326,-8.846622,2,1213
-13.810519,-9.514555,1,1214
-8.543676,-8.1618395,1,1215
-2.8997858,-7.978748,2,1221
6.0174475,-0.79316795,2,1222
-6.8932757,-2.654028,2,1223
-13.352437,-8.929287,1,1224
-0.028356487,-3.3668633,2,1225
-3.9022613,-5.541407,2,1231
-11.983194,-7.084044,1,1232
-5.4226866,-2.846618,2,1233
4.4099813,-2.33687,2,1234
5.2941275,-6.324515,2,1235
-0.9159026,-8.172302,2,1411
-0.54647315,-5.377447,2,1412
7.992725,-8.189098,2,1413
-6.628966,-7.751805,2,1414
3.8409727,-6.584196,2,1421
4.717509,-0.7398824,2,1422
7.0808544,-4.9639235,2,1423
-14.5828,-8.887274,1,1424
-1.7867308,-11.271293,2,1431
-11.197002,-9.493544,1,1432
-10.274659,-8.600947,1,1433
-9.506027,-8.968734,1,1434
4.936285,3.6692889,2,1511
10.445276,2.441422,2,1512
9.283033,4.716096,2,1513
-3.017423,11.95674,0,1522
5.3827987,8.743851,0,1523
4.466875,11.245115,0,1524
3.9215233,11.301569,0,1531
4.98938,11.737129,0,1532
3.8613482,16.28451,4,1533
11.158291,-9.281532,2,1611
11.725093,-9.376227,2,1612
11.0693865,-10.534814,2,1613
10.513956,-8.655292,2,1614
12.556807,-11.05134,2,1621
-1.6358558,-1.2729092,2,1622
-6.188017,-4.171444,2,1623
2.2183428,-6.523315,2,1624
10.705489,-6.9845214,2,1631
7.559117,-7.2527037,2,1632
-0.8979216,-0.34133664,2,1633
5.066005,-2.7248755,2,1634
-6.1772494,-10.887991,2,1651
14.339765,-10.69124,2,1652
13.538348,-10.429733,2,1653
