TSNE Component 1,TSNE Component 2,cluster,Beat
-5.942039,12.981774,1,111
-8.619593,7.216751,3,112
-9.001228,7.1684127,3,113
-18.477222,-6.7436,2,114
-17.567171,-7.934053,2,121
-4.28576,17.478352,1,122
-5.443737,14.6283455,1,123
-8.688429,6.295999,3,124
-5.0281463,14.881682,1,131
-3.477656,16.62033,1,132
-8.468872,5.509729,3,133
-10.296751,-3.4039402,2,134
0.03787962,-6.26759,0,211
-10.508722,-6.0908313,2,212
-6.90148,-5.6988745,2,213
-7.9825554,-5.310174,2,214
-16.464918,-8.265624,2,215
-10.246303,-5.4651036,2,221
-3.01714,-5.064522,3,222
-5.6499534,-5.07543,3,223
-8.854855,-5.639831,2,224
-17.028097,-8.62185,2,225
-14.200637,-6.652323,2,231
-1.9487447,-5.9469495,3,232
9.015452,-8.053225,0,233
-0.7278464,-3.632199,3,234
-18.662292,-7.306191,2,235
2.0662496,-7.957693,0,311
15.864957,-5.264651,4,312
10.4514475,-5.379558,0,313
1.6660712,-1.7725332,0,314
17.521095,-4.0565953,4,321
10.484936,-1.9781657,0,322
12.382184,-0.013572325,0,323
13.515983,0.49808845,0,324
9.843157,0.74529296,0,331
10.664646,-0.089829884,0,332
2.6536887,2.8617,0,333
5.540562,-1.4328257,0,334
5.338582,6.90826,0,411
7.7648,6.015018,0,412
7.1204767,3.9099057,0,413
17.567541,-2.044399,4,414
18.624792,-3.0831835,4,421
9.262592,-3.5911741,0,422
18.847248,-2.7615123,4,423
12.939254,-0.81870526,0,424
-18.03565,-6.290884,2,430
8.166791,4.7743907,0,431
8.915407,3.8844638,0,432
-2.120873,-1.3556093,3,433
-4.966663,-3.5286412,3,434
18.355053,-2.2353778,4,511
16.0669,-2.989551,4,512
13.633026,-1.1429297,0,513
16.074846,-4.022378,4,522
12.706478,0.86483973,0,523
10.219016,2.3148053,0,524
3.5667584,2.02598,0,531
3.879718,-5.1566863,0,532
6.803929,-5.3590918,0,533
13.441383,-1.9902128,0,611
17.984882,-4.0291953,4,612
10.6543255,-3.8539872,0,613
7.384489,-1.6150478,0,614
16.712826,-4.8670206,4,621
-6.1698475,4.333403,3,622
11.649826,-3.2419431,0,623
18.461683,-4.671682,4,624
14.844322,-1.2377709,0,631
6.4293556,6.752501,0,632
-2.2025125,-4.2539454,3,633
4.868793,3.159907,0,634
12.579201,-5.1536593,0,711
14.500268,-4.5668545,0,712
16.713785,-6.5157795,4,713
3.3773847,-3.7809145,0,714
4.9482894,-5.0431943,0,715
2.089292,-3.0638428,0,722
11.680743,-1.5510461,0,723
4.0485797,-2.9531693,0,724
14.89418,-4.336253,4,725
10.590106,-4.813535,0,726
4.893456,-4.3800006,0,731
5.821093,-4.7573743,0,732
12.586966,-2.485009,0,733
3.9950755,-3.995744,0,734
9.494184,-2.0006075,0,735
0.09048196,2.036538,3,811
-3.4578676,-2.0904596,3,812
5.420723,5.499559,0,813
-5.3195796,-6.1792526,3,814
2.598282,6.286607,3,815
-2.5923169,7.068673,3,821
8.145152,3.3807974,0,822
17.916466,-1.4901785,4,823
14.699199,-2.561609,0,824
18.730824,-5.051341,4,825
17.083471,-1.8770778,4,831
16.639997,-6.100413,4,832
-1.467487,14.199119,1,833
7.2729588,5.499371,0,834
9.020703,5.4084773,0,835
5.6730227,-2.6601791,0,911
9.849112,-0.89744323,0,912
3.5634356,-1.6089698,0,913
5.167778,2.72239,0,914
6.5988293,-4.001664,0,915
-10.363446,-0.59228534,2,921
-2.7700863,4.677657,3,922
-2.3716536,3.229877,3,923
1.6947782,1.4669131,3,924
-8.259765,-2.9589562,3,925
1.9949253,-7.64818,0,931
5.2236934,-8.460388,0,932
3.9932325,-8.535607,0,933
9.906557,-8.107965,0,934
3.2070477,-4.631481,0,935
17.108547,-9.097871,4,1011
4.1790867,-7.633101,0,1012
3.8882172,-1.3198353,0,1013
9.904558,-4.552356,0,1014
13.949696,-5.7583327,0,1021
9.845893,-2.8119805,0,1022
-4.6374335,-3.6314423,3,1023
7.659593,-4.320286,0,1024
4.1154838,-0.0506059,0,1031
-6.54651,-5.0687814,2,1032
-0.8646545,-4.8328757,3,1033
1.3436174,-0.88451874,3,1034
12.093475,-4.7262936,0,1111
17.50465,-9.79282,4,1112
9.656341,-9.842096,0,1113
5.9051876,-10.221529,0,1114
12.893243,-9.078718,0,1115
16.302956,-9.0558,4,1121
15.192874,-8.26927,4,1122
6.064306,-6.600042,0,1123
9.14855,-8.737682,0,1124
-11.059639,-5.3433137,2,1125
5.296047,-9.113824,0,1131
13.029035,-6.147047,0,1132
14.430857,-7.3226504,4,1133
